protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,label
9606.ENSP00000290122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606.ENSP00000345563,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88E-05,0,0,0.00017316,0,0,6.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.89E-05,0.192139987,1.20E-06,3.16E-06,1.51E-06,4.89E-07,1,1,1,1,0,0,0
9606.ENSP00000415436,0,0,0,0,0.036962025,0.009345794,0,0.007220217,0.035714286,0,0.243654822,0.05,0.008695652,0.033841713,0.022823185,0.026001075,0.014256854,0.015513126,0.008797654,0.032394191,0.017570665,0.009928638,0.007900918,0.007455732,0.005885016,0.016764839,0.020289855,0.00872093,0.012004802,0.011695906,0,0.206009492,0.146239023,0.120511559,0.042122999,0.089211618,0.047169811,0.088999202,0.045393858,0.033136095,1,0.055050807,0.913618102,3.33E-05,0.000300771,0.00018284,8.51E-05,1,1,1,0,0,0,0
9606.ENSP00000370215,0,0,0,0,0.006075949,0,0,0,0,0,0,0,0,0.008788716,0.009861338,0.006987369,0.007445887,0.010739857,0.010752688,0.003102892,0.006111536,0.003412969,0.000213538,0.000621311,0.000905387,0.003398278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008634276,0.358702344,1.81E-05,7.21E-05,3.27E-05,1.18E-05,1,1,1,0,0,0,0
9606.ENSP00000355593,0,0,0,0,0.083544304,0.112149533,0.077922078,0.083032491,0.178571429,0,0,0,0,0.098687209,0.111101542,0.111058855,0.129235209,0.124502784,0.126099707,0.08812213,0.083269672,0.071982625,0.118910344,0.119291705,0.132639203,0.147938378,0.153623188,0.098837209,0.089435774,0.105263158,0.161111111,0,0,0,0,0,0,0,0,0,1,0.115113691,0.834555,5.38E-05,0.000960497,0.000494319,0.000202696,1,1,1,0,0,0,0
9606.ENSP00000311679,0,0,0,0,0.003544304,0.018691589,0.012987013,0,0.035714286,0,0,0,0,0.005592655,0.004306261,0.002351518,0.003867244,0.00477327,0.002932551,0.001737619,0.003055768,0.00124108,0.000183033,0.000931966,0,0.001812415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005330754,0.336259176,3.19E-05,6.13E-05,2.96E-05,1.16E-05,1,1,1,0,0,0,0
9606.ENSP00000371800,0,0,0,0,0.030379747,0.018691589,0,0,0,0,0,0,0,0.031097839,0.029196452,0.027613545,0.027359307,0.018297534,0.025415445,0.102705722,0.120702827,0.040955631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032869568,0.202944852,1.96E-05,0.000195866,0.000105608,4.49E-05,1,1,1,0,0,0,0
9606.ENSP00000483570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606.ENSP00000233997,0,0,0,0,0.002025316,0.037383178,0,0.007220217,0,0.210526316,0,0,0,0.004058835,0.005253639,0.006517065,0.015064935,0.016308671,0.027370479,0.005771379,0.004583652,0.009308098,0.00590281,0.007145076,0.013580806,0.026053466,0.031884058,0.046511628,0.06362545,0.040935673,0.062962963,0,0,0,0,0,0,0,0,0,1,0.005799306,0.499829463,1.66E-05,6.45E-05,3.56E-05,1.56E-05,1,1,1,0,0,0,0
9606.ENSP00000230256,0,0,0,0,0.000506329,0,0,0,0,0,0,0,0,0.000812129,0.000861252,0.001209352,0,0,0,0.001241157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000801427,0.12035304,1.22E-06,1.14E-05,4.41E-06,1.26E-06,1,1,1,0,0,0,0
9606.ENSP00000458570,0,0,0,0,0.001518987,0,0,0,0,0,0,0,0,0.003006143,0.005167514,0.003023381,0.011082251,0.007159905,0.004887586,0.002420256,0.003055768,0.00217189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003305099,0.1826253,3.80E-06,2.72E-05,1.06E-05,3.16E-06,1,1,1,0,0,0,0
9606.ENSP00000322450,0,0,0,0,0.027848101,0.056074766,0.012987013,0,0,0,0,0,0,0.042176433,0.061837912,0.041588283,0.061875902,0.057677009,0.05083089,0.014273303,0.016042781,0.003723239,0,0,0,0,0,0,0,0,0,0.000829261,0.00076365,0,0,0,0,0,0,0,1,0.042620794,0.825923328,2.79E-05,0.000445932,0.000190104,6.84E-05,1,1,1,0,0,0,0
9606.ENSP00000377470,0,0.166666667,0,0,0.073924051,0.028037383,0.038961039,0.003610108,0,0,0,0,0,0.089001353,0.081517526,0.085864015,0.03012987,0.033412888,0.027370479,0.04735013,0.066462949,0.057710208,0.006894238,0.007145076,0.005432322,0.004077934,0.007246377,0,0,0.005847953,0,0,0,0,0,0,0,0,0,0,1,0.086314365,0.471521484,0.001085776,0.000421816,0.000403035,0.000324098,1,1,0,0,0,0,0
9606.ENSP00000386597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441335,0.000430626,0.000268745,0,0,0,0,0,0.00031027,0.001799823,0.002795899,0.002263468,0.000679656,0.004347826,0,0.005402161,0,0,0,0,0,0,0,0,0,0,0,1,0.000640511,0.253402344,4.88E-07,1.45E-05,5.02E-06,1.25E-06,1,1,1,1,0,0,1
9606.ENSP00000398089,0,0,0,0,0.002531646,0.009345794,0,0,0,0,0,0,0,0.003680806,0.002411506,0.001881215,0.001443001,0.002784407,0,0.001923793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003451817,0.161054694,1.88E-06,1.78E-05,7.51E-06,2.38E-06,1,1,1,0,0,0,0
9606.ENSP00000303963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606.ENSP00000433919,0,0,0,0,0.041012658,0.065420561,0.012987013,0,0,0,0.005076142,0,0,0.05410333,0.060201533,0.077465735,0.033823954,0.038186158,0.028347996,0.024326672,0.024446142,0.017995656,0.002638724,0.004970488,0.005432322,0.008608971,0.002898551,0.005813953,0.021008403,0.029239766,0.012962963,0.007057537,0.007636502,0.005902607,0.00617804,0.008298755,0,0.002038826,0,0,1,0.054454469,0.962288748,7.63E-05,0.000273187,0.000145523,6.16E-05,1,1,1,0,0,0,0
9606.ENSP00000343129,0,0,0.5,0,0.070379747,0.121495327,0.155844156,0.014440433,0,0,0,0,0,0.073176599,0.076780639,0.075920451,0.077518038,0.081145585,0.036168133,0.087315378,0.105423988,0.070121005,0.011637839,0.007455732,0.013128112,0.01925691,0.010144928,0.037790698,0.004801921,0.011695906,0.001851852,0,0,0,0,0,0,0,0,0,1,0.075450921,0.76,0.000794913,0.000572018,0.000473142,0.000328876,1,1,0,0,0,0,0
9606.ENSP00000261318,0,0.166666667,0,0,0.002025316,0,0,0,0,0,0,0,0,0.001399973,0.001205753,0.002015587,0.005483405,0.002784407,0.012707722,0.000496463,0.001527884,0.00031027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001519241,0.273,0.000794913,0.000145213,0.000200965,0.000194934,1,1,0,0,0,0,0
9606.ENSP00000343890,0,0,0,0,0.001518987,0,0,0,0,0,0,0,0,0.003100198,0.004435449,0.005240527,0.00046176,0.001193317,0,0,0,0.00031027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003013241,0.232885611,9.02E-07,4.88E-06,2.04E-06,6.54E-07,1,1,1,0,0,0,0
9606.ENSP00000420465,0,0,0,0,0.013670886,0,0.012987013,0,0,0,0,0,0,0.010727696,0.009818276,0.008734211,0.007734488,0.008750994,0.004887586,0.006826362,0.012987013,0.011790258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010480083,0.46883925,2.37E-05,5.64E-05,4.04E-05,2.15E-05,1,1,1,0,0,0,0
9606.ENSP00000478305,0,0,0,0,0.033417722,0.074766355,0,0,0,0,0,0,0,0.044207659,0.052837826,0.034332169,0.025569986,0.027446301,0.013685239,0.036117662,0.054239878,0.011790258,0.002470944,0.00341721,0,0.000226552,0.001449275,0,0.00060024,0,0,0,0,0,0,0,0,0,0,0,1,0.04361469,0.279823725,8.62E-05,0.000222365,0.000121696,5.28E-05,1,1,1,0,0,0,0
9606.ENSP00000173229,0,0,0,0,0.023291139,0.009345794,0.038961039,0.032490975,0.035714286,0.105263158,0.101522843,0.05,0.008695652,0.040903073,0.048187064,0.109244827,0.032958153,0.04017502,0.043010753,0.011356584,0.012987013,0.021718895,0.021125042,0.03230817,0.035310095,0.077933847,0.084057971,0.13372093,0.090036014,0.14619883,0.062962963,0.085166823,0.118365788,0.12936547,0.097444538,0.157676349,0.174528302,0.018349437,0.036048064,0.107692308,1,0.055104446,0.89702208,3.55E-05,0.000531754,0.000263702,0.000106345,1,1,1,0,0,0,0
9606.ENSP00000485582,0,0,0,0,0.019746835,0,0,0.003610108,0,0,0,0,0,0.016200974,0.02209112,0.032652513,0.013044733,0.017899761,0.026392962,0.005647263,0.007639419,0.026062675,0.007504347,0.005902454,0.00769579,0.00724966,0.005797101,0,0.006602641,0.005847953,0,0,0,0,0,0,0,0,0,0,1,0.017440512,0.246537216,7.83E-06,9.77E-05,5.21E-05,2.18E-05,1,1,1,0,0,0,0
9606.ENSP00000308032,0,0,0,0,0.002531646,0.037383178,0,0,0,0,0.010152284,0.05,0,0.005176643,0.006114891,0.006920183,0.014545455,0.010342084,0.011730205,0.007012536,0.020626432,0.00124108,0,0,0,0,0,0,0,0,0,0.0071634,0.012982054,0.006394491,0.081999438,0.033195021,0.018867925,0.003989008,0.040053405,0,1,0.006930454,0.599713415,1.14E-05,0.000129032,5.48E-05,1.88E-05,1,1,1,0,0,0,0
9606.ENSP00000301399,0,0,0,0,0.004050633,0.009345794,0,0.010830325,0.035714286,0,0,0,0,0.00366091,0.002928258,0.00322494,0.001731602,0.00318218,0.000977517,0.000620578,0.000763942,0.004654049,0.007092523,0.010251631,0.010411951,0.021295877,0.023188406,0.002906977,0.019207683,0.029239766,0.007407407,0,0,0,0,0,0,0,0,0,1,0.004560879,0.271362,8.27E-06,1.74E-05,1.04E-05,4.89E-06,1,1,1,0,0,0,0
9606.ENSP00000263736,0,0,0,0,0.081012658,0.046728972,0.181818182,0,0,0,0,0,0,0.113824638,0.113771424,0.089962376,0.043405483,0.049721559,0.033235582,0.050204791,0.054239878,0.030406454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10882217,0.41688144,3.52E-05,0.000487248,0.000279363,0.000124503,1,1,1,0,0,0,0
9606.ENSP00000252809,0,0,0,0,0.024810127,0.009345794,0,0.007220217,0,0.105263158,0,0,0,0.022057706,0.02967014,0.036885246,0.02002886,0.019490851,0.035190616,0.011604816,0.014514897,0.021098356,0.010783686,0.007766387,0.008148483,0.029904848,0.039130435,0.043604651,0.026410564,0.011695906,0.025925926,0,0,0,0,0,0,0,0,0,1,0.023943433,0.791779296,8.45E-05,0.000221705,0.000130336,5.98E-05,1,1,1,0,0,0,0
9606.ENSP00000282096,0,0,0,0,0.009620253,0,0,0.003610108,0.107142857,0,0.025380711,0.1,0,0.012006483,0.016794419,0.017468422,0.008369408,0.012330947,0.00684262,0.004219933,0.003055768,0.003102699,0.010066807,0.013979497,0.009053871,0.099003172,0.047826087,0.061046512,0.024009604,0.046783626,0,0.046738536,0.035509737,0.023610428,0.039876439,0.043568465,0.061320755,0.043790444,0.078771696,0.011242604,1,0.019538737,0.62200656,1.08E-05,0.000196425,8.34E-05,2.83E-05,1,1,1,0,0,0,0
9606.ENSP00000355621,0,0,0,0,0.009620253,0,0,0.010830325,0.035714286,0,0,0,0,0.012489419,0.015028852,0.015385649,0.002828283,0.003579952,0.001955034,0.006454015,0.009167303,0.00217189,0.020713218,0.016775396,0.015844273,0.045083824,0.026086957,0.026162791,0.06062425,0.005847953,0.005555556,0,0,0,0,0,0,0,0,0,1,0.014935263,0.21276,1.73E-05,7.25E-05,3.81E-05,1.56E-05,1,1,1,0,0,0,0
9606.ENSP00000441405,0,0,0,0,0.003544304,0.009345794,0,0,0,0,0,0,0,0.005478704,0.005985703,0.004635851,0.003463203,0.003579952,0.000977517,0.000434405,0,0.00031027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005242408,0.25148718,3.43E-06,1.75E-05,7.54E-06,2.53E-06,1,1,1,0,0,0,0
9606.ENSP00000313922,0,0,0,0,0.000506329,0,0,0.007220217,0,0,0,0,0,0.000875435,0.001291878,0.000403117,0.001269841,0.000795545,0.000977517,0.000806752,0,0,0.01776944,0.014911463,0.002263468,0.001359311,0.004347826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002820772,0.698348616,6.94E-06,3.84E-05,1.67E-05,5.58E-06,1,1,1,0,0,0,0
9606.ENSP00000361595,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0.003382363,0.003832573,0.001545284,0.001558442,0.002784407,0,0.000434405,0.000763942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003200977,0.163026864,2.27E-05,2.53E-05,1.53E-05,7.23E-06,1,1,1,0,0,0,0
9606.ENSP00000230640,0,0.166666667,0,0,0.26278481,0.14953271,0.155844156,0.064981949,0,0,0,0,0,0.370694271,0.295065025,0.341910777,0.119134199,0.108194113,0.097751711,0.125915353,0.14973262,0.169407384,0.050944144,0.065858962,0.044363966,0.03375623,0.033333333,0.014534884,0.115246098,0.052631579,0.02037037,0,0,0,0,0,0,0,0,0,1,0.357641721,0.73851183,0.001085776,0.001884385,0.001248255,0.000711625,1,1,0,0,0,0,0
9606.ENSP00000351250,0,0,0,0,0.082025316,0.093457944,0.077922078,0,0,0,0,0,0,0.098332694,0.11338386,0.087073367,0.095699856,0.104614161,0.060606061,0.100037235,0.087853323,0.042196711,0.001906592,0.003106555,0.002263468,0.002038967,0.001449275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.098550331,0.970196832,0.000100241,0.000615589,0.000357435,0.000162457,1,1,1,0,0,0,0
9606.ENSP00000350260,0,0,0,0,0.004050633,0,0,0,0,0,0,0,0,0.006390314,0.003703385,0.004232733,0.001616162,0.00318218,0.002932551,0.001737619,0.003055768,0.00031027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00593498,0.2543688,6.05E-06,2.59E-05,1.24E-05,4.45E-06,1,1,1,0,0,0,0
9606.ENSP00000349884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606.ENSP00000369921,0,0,0,0,0.013670886,0.009345794,0,0,0,0,0,0,0,0.018167085,0.017181983,0.01001075,0.014141414,0.018297534,0.034213099,0.002482314,0.00381971,0.00093081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.017344278,0.38174529,1.68E-05,0.000112091,5.47E-05,2.11E-05,1,1,1,0,0,0,0
9606.ENSP00000380378,0,0.166666667,0,0,0.074936709,0.112149533,0,0.126353791,0.178571429,0,0.010152284,0,0.008695652,0.087579675,0.103737835,0.093590433,0.108455988,0.11734288,0.12512219,0.064229862,0.059587471,0.04685076,0.144687471,0.130164647,0.108646446,0.104213865,0.088405797,0.061046512,0.171068427,0.134502924,0.090740741,0.020731514,0.019854906,0.010329562,0.01488346,0.012448133,0.028301887,0.007534793,0.018691589,0.001183432,1,0.107987613,0.8669088,0.000780031,0.000845544,0.000582961,0.000361489,1,1,0,0,0,0,0
9606.ENSP00000285419,0,0,0,1,0.001012658,0,0,0,0,0,0.060913706,0.1,0.12173913,0.001224524,0.001765567,0.002620263,0.00034632,0.000397772,0.001955034,0,0,0,0,0,0,0,0,0,0,0,0,0.074845175,0.04543719,0.068863748,0.01769166,0.014522822,0.028301887,0.06231717,0.093457944,0.289349112,1,0.010470618,0.65,0.002159827,0.00077275,0.001046939,0.000997643,1,1,0,0,0,0,0
9606.ENSP00000472474,0,0,0,0,0.072911392,0.093457944,0,0.003610108,0,0,0,0,0,0.123380264,0.129317027,0.079078205,0.052178932,0.058870326,0.028347996,0.098361673,0.122994652,0.020167546,0.003142064,0.001242622,0.002716161,0.000906208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.119362203,0.28266939,8.62E-05,0.000515464,0.00026645,0.000107016,1,1,1,0,0,0,0
9606.ENSP00000306335,0,0.166666667,0,0,0.045063291,0.046728972,0.012987013,0.003610108,0,0,0,0,0,0.039289668,0.034363965,0.048239721,0.022626263,0.025457438,0.027370479,0.011542758,0.021390374,0.007446478,0.007626369,0.009319664,0.004074242,0.008155868,0.007246377,0.00872093,0.00120048,0,0,0,0,0,0,0,0,0,0,0,1,0.038875541,0.43536405,0.001085776,0.000421946,0.000410105,0.000330761,1,1,0,0,0,0,0
9606.ENSP00000340864,0,0,0,0,0.001012658,0,0,0,0,0,0,0,0,0.001213671,0.00099044,0.00107498,0.00034632,0,0,0.001613504,0.001527884,0.00093081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001181632,0.159485,2.69E-06,7.95E-06,3.58E-06,1.27E-06,1,1,1,0,0,0,0
9606.ENSP00000249910,0,0,0,0,0.037974684,0.018691589,0.012987013,0.014440433,0,0,0,0,0,0.029426554,0.030229954,0.023716743,0.034516595,0.042561655,0.031280547,0.051011543,0.032085561,0.025752405,0.004987645,0.004659832,0.006337709,0.012686905,0.010144928,0.002906977,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03077923,0.851408712,8.03E-05,0.000262106,0.000171586,8.57E-05,1,1,1,0,0,0,0
9606.ENSP00000325377,0,0.666666667,0,0,0.221772152,0.168224299,0.220779221,0.007220217,0,0,0.055837563,0.05,0.217391304,0.287064905,0.214494876,0.20962107,0.118383838,0.136833731,0.091886608,0.234020107,0.25974026,0.318957493,0.011683597,0.006834421,0.004526935,0.007476212,0.005797101,0,0.019807923,0.011695906,0.005555556,0.076468409,0.081710577,0.19724545,0.040157259,0.039419087,0.018867925,0.064710575,0.074766355,0.296449704,1,0.287486847,0.999,0.005102041,0.003184719,0.003492218,0.002962295,1,1,0,0,0,0,0
9606.ENSP00000253362,0,0,0,0,0.000506329,0,0,0,0,0,0,0,0,0.000685516,0.001205753,0.002082773,0.001962482,0.000397772,0.000977517,0.002420256,0.001527884,0.00031027,0,0,0,0,0,0,0,0,0,0.000105863,0,0,0,0,0,0,0,0,1,0.000825092,0.175580136,3.55E-05,1.93E-05,1.11E-05,5.17E-06,1,1,1,0,0,0,0
9606.ENSP00000404432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606.ENSP00000325266,0,0,0,0,0.017721519,0.009345794,0,0,0,0,0,0,0,0.017472525,0.01433985,0.014982532,0.014718615,0.021877486,0.015640274,0.010984237,0.012223071,0.003412969,0.001418505,0.000310655,0.001810774,0.000679656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.017169163,0.609944445,2.78E-05,9.67E-05,5.57E-05,2.49E-05,1,1,1,0,0,0,0
9606.ENSP00000255262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606.ENSP00000333037,0,0.5,0,0,0.256202532,0.112149533,0.246753247,0,0,0,0,0,0,0.316666908,0.251399535,0.250470304,0.1404329,0.206443914,0.175953079,0.130942038,0.162719633,0.156996587,0.000442329,0.002174588,0,0.000679656,0,0.002906977,0.004201681,0.011695906,0.022222222,0,0,0,0,0,0,0,0,0,1,0.301644346,0.36529434,0.002159827,0.002222099,0.001943581,0.001485813,1,1,0,0,0,0,0
9606.ENSP00000264059,0,0,0,0,0.010632911,0.018691589,0,0,0,0,0,0,0,0.018751311,0.024330376,0.02358237,0.007388167,0.005966587,0.014662757,0.004654338,0.006875477,0.005584859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018246672,0.27268708,8.66E-06,7.76E-05,3.62E-05,1.34E-05,1,1,1,0,0,0,0
9606.ENSP00000373312,0,0.333333333,0,0,0.18835443,0.130841121,0.025974026,0.036101083,0.071428571,0,0.101522843,0.05,0.12173913,0.147320879,0.147877013,0.155065843,0.114632035,0.115354018,0.128054741,0.089115055,0.081741788,0.108904747,0.088877704,0.081702392,0.098234495,0.077933847,0.062318841,0.040697674,0.055822329,0.052631579,0.016666667,0.122501191,0.114929362,0.164781112,0.130862117,0.147302905,0.094339623,0.105930325,0.108144192,0.256804734,1,0.17131931,0.916590492,0.005102041,0.002381498,0.002299717,0.001839792,1,1,0,0,0,0,1
9606.ENSP00000349401,0,0,0,0,0.008101266,0.009345794,0,0,0,0,0,0,0,0.009177598,0.010291965,0.007054555,0.007503608,0.006762132,0.002932551,0.001551446,0.000763942,0.00031027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008853564,0.22797855,1.77E-05,6.51E-05,2.81E-05,1.05E-05,1,1,1,0,0,0,0
9606.ENSP00000351430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606.ENSP00000337510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606.ENSP00000332973,0,0.333333333,0,0,0.2,0.23364486,0.194805195,0.223826715,0.178571429,0.105263158,0.060913706,0.1,0.017391304,0.186102288,0.209284299,0.188658963,0.299047619,0.35361973,0.356793744,0.167556162,0.179526356,0.153893888,0.202998688,0.178937558,0.193752829,0.330765745,0.32173913,0.203488372,0.153061224,0.216374269,0.168518519,0.062388623,0.069873998,0.046237088,0.092951418,0.101659751,0.141509434,0.036698874,0.048064085,0.035502959,1,0.224221409,0.994005,0.001795332,0.002032397,0.001581405,0.001063709,1,1,0,0,0,0,0
9606.ENSP00000432688,0,0,0,0,0,0.009345794,0,0,0,0,0,0,0,0.000689134,0.001162691,0.001209352,0.00034632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001182137,0.001909126,0,0.00084246,0.004149378,0,0,0,0,1,0.000804583,0.2287872,2.56E-06,1.71E-05,6.30E-06,1.76E-06,1,1,1,0,0,0,0
9606.ENSP00000474032,0,0,0,0,0.006075949,0,0,0,0,0,0.081218274,0.05,0,0.006625451,0.009689088,0.008465466,0.004906205,0.00636436,0.007820137,0.006143726,0.00381971,0.00217189,0.008297489,0.009009009,0.003168855,0.005210693,0.002898551,0,0.014405762,0.029239766,0,0.072004517,0.06109202,0.042793901,0.033417579,0.037344398,0.018867925,0.041928907,0.025367156,0.018343195,1,0.015601015,0.838077105,9.17E-05,0.000199281,0.000102475,4.20E-05,1,1,1,0,0,0,0
9606.ENSP00000273062,0,0,0,0,0.027848101,0.08411215,0.025974026,0,0,0,0,0,0,0.043455219,0.041297046,0.043536684,0.037518038,0.039379475,0.033235582,0.078254934,0.097784568,0.04964319,0.008099204,0.008698354,0.008601177,0.007476212,0.010144928,0.002906977,0.0030012,0,0,0,0,0,0,0,0,0,0,0,1,0.045204924,0.772619715,2.58E-05,0.000302321,0.000152285,6.11E-05,1,1,1,0,0,0,0
9606.ENSP00000377895,0,0,0,0,0.009113924,0.009345794,0,0.007220217,0,0,0,0,0,0.009503173,0.011971406,0.011354475,0.008196248,0.009148767,0.004887586,0.006267842,0.006111536,0.00186162,0.007672127,0.009009009,0.006790403,0.030357952,0.024637681,0.026162791,0.015606242,0.011695906,0,0,0,0,0,0,0,0,0,0,1,0.010636267,0.690400908,9.33E-06,5.03E-05,2.52E-05,9.87E-06,1,1,1,0,0,0,0
9606.ENSP00000370589,0,0.166666667,0,0,0.236455696,0.112149533,0.090909091,0.003610108,0,0,0.106598985,0.05,0.104347826,0.352697208,0.296012402,0.318126848,0.143376623,0.143595863,0.130009775,0.160915974,0.196333079,0.125969594,0.007702633,0.007766387,0.002716161,0.023561396,0.023188406,0.00872093,0.006002401,0.005847953,0,0.105951268,0.080565101,0.103787506,0.038191519,0.01659751,0.004716981,0.074550129,0.072096128,0.031360947,1,0.349520169,0.910012526,0.001085776,0.001779642,0.001112543,0.000620751,1,1,0,0,0,0,0
9606.ENSP00000261712,0,0.333333333,0,0,0.207594937,0.130841121,0.038961039,0,0,0,0.010152284,0,0,0.2217835,0.19348032,0.211166353,0.104992785,0.122911695,0.099706745,0.11654462,0.132925898,0.166304685,0.001174461,0.001863933,0.000452694,0.002945174,0.004347826,0.00872093,0.003601441,0,0,0.011539072,0.007636502,0.005902607,0.00477394,0.010373444,0.004716981,0.010814644,0.002670227,0,1,0.215255834,0.926754318,0.001085776,0.001276547,0.00102576,0.000713819,1,1,0,0,0,0,0
9606.ENSP00000337838,0,0.166666667,0,0,0.04556962,0.056074766,0.012987013,0.025270758,0.178571429,0.052631579,0.005076142,0,0,0.049349935,0.061321161,0.056302069,0.051948052,0.054494829,0.058651026,0.032083902,0.038961039,0.030716724,0.026768555,0.03230817,0.023540063,0.057091074,0.055072464,0.031976744,0.050420168,0.023391813,0.027777778,0.004163947,0.005727377,0.006886375,0.01432182,0.008298755,0.018867925,0.001506959,0.002670227,0.001183432,1,0.053768208,0.89911276,0.001085776,0.000858662,0.000636802,0.000427356,1,1,0,0,0,0,0
9606.ENSP00000356811,0,0.166666667,0,0,0.218734177,0.065420561,0.090909091,0.158844765,0,0,0,0,0,0.286411946,0.193049694,0.169645257,0.083405483,0.118138425,0.084066471,0.073290307,0.101604278,0.0949426,0.08462219,0.066790929,0.128112268,0.082238333,0.05942029,0.052325581,0.012605042,0.01754386,0.005555556,0,0,0,0,0,0,0,0,0,1,0.277328596,0.88597188,0.001085776,0.001225705,0.000898488,0.000563267,1,1,0,0,0,0,0
9606.ENSP00000222374,0,0,0,0,0.004050633,0,0,0.036101083,0,0.105263158,0,0,0,0.003548768,0.005985703,0.006584252,0.003116883,0.003977725,0.007820137,0.003475239,0.00381971,0.00124108,0.018547329,0.027337683,0.041647804,0.036248301,0.037681159,0.023255814,0.036014406,0.029239766,0.044444444,0,0,0,0,0,0,0,0,0,1,0.006365669,0.43746437,1.78E-05,6.62E-05,3.92E-05,1.82E-05,1,1,1,0,0,0,0
