,protein,heat_positive_0.2_0.1,heat_positive_0.2_0.2,heat_positive_0.2_0.3,heat_positive_0.2_0.4,heat_positive_0.2_0.5,heat_positive_0.2_0.6,heat_positive_0.2_0.7,heat_positive_0.2_0.8,heat_positive_0.2_0.9,heat_positive_0.2_1.0
2356,9606.ENSP00000345848,0.001507718836364802,0.0027029079210478812,0.004273382692190353,0.005104096555442084,0.006044488443876617,0.007098946392943617,0.008823610973195173,0.009547291087073972,0.010773114165203879,0.011875444215547759
2357,9606.ENSP00000427951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,9606.ENSP00000363482,0.0014420465668081306,0.002749788007349707,0.0038852595607750118,0.004934827346005477,0.006066743833798682,0.007488364546588855,0.008832120078295702,0.010056722559966147,0.011120226903585717,0.011982574247667799
2359,9606.ENSP00000219169,0.0014418205610127188,0.00310114496096503,0.004453974070202094,0.005551541020395234,0.006585563995031407,0.007794631961587584,0.008975660526630236,0.0101586891541956,0.0108550615123022,0.012061858521519753
2360,9606.ENSP00000402154,0.001424136800778797,0.003069428294111276,0.00440179584256839,0.0054723584435123485,0.006494667955848854,0.007676368848478887,0.008840288155624876,0.010006086697103456,0.010691286970541114,0.011882983748364495
2361,9606.ENSP00000432816,0.0004582086367008742,0.0010000841439250507,0.001458352892768744,0.0018644755300556426,0.0021916419709668844,0.002599421498416632,0.0030047260511310014,0.003392215858639247,0.003645627828746001,0.004078325528325877
2362,9606.ENSP00000375872,0.001491898437961936,0.002667419506906299,0.004221610000968212,0.005043891080276808,0.005979077523079468,0.0070167885896808,0.008719875888345996,0.009450858804484596,0.010670396106434055,0.01175858371789218
2363,9606.ENSP00000269571,0.0014321495109470561,0.0027084780667792074,0.0038228411649470218,0.004861871064349543,0.005938527745456668,0.007345394824369578,0.008663733879075153,0.00988089899692568,0.010929997388302581,0.011791721426561708
2364,9606.ENSP00000220822,0.001787702025467297,0.002538136664952617,0.00395906177800498,0.005137396448844811,0.006324542579477566,0.0073767890448834805,0.008368049692307977,0.009471220264913427,0.010412170375730057,0.01115591561256224
2365,9606.ENSP00000219150,0.0014237007926567458,0.0031864036063780077,0.004528346617007628,0.005613723864371423,0.00698662200011313,0.008184814352716785,0.009359173163829837,0.010530391111387871,0.011220754318856052,0.012415195827998105
2366,9606.ENSP00000339835,0.0019280559608887415,0.0027532408821571153,0.004265304651198676,0.005545148469536798,0.006827953026913747,0.007959508361636836,0.009022789005939558,0.010202154781836725,0.01122530487828044,0.012042291061334254
2367,9606.ENSP00000314116,0.0016004552417143714,0.0022647367768513504,0.0034940362747875042,0.004554025708785048,0.0056274197886523325,0.006560699319379637,0.0074152320594294,0.008375906585570192,0.009199728425301146,0.009878363020106917
2368,9606.ENSP00000262435,0.0014378342893905938,0.002730911033722805,0.0037085331896378193,0.005144041646417463,0.00608552643461735,0.006988629455008777,0.008275332565972349,0.00932444510908681,0.010937527527858038,0.01192465295753209
2369,9606.ENSP00000359258,0.0014678708394058049,0.0027770208407673636,0.0037568464040305116,0.0051961292565465556,0.006152920356726099,0.007063347603434522,0.008353569083737966,0.009393655590429262,0.010999192913914158,0.011991863940238545
2370,9606.ENSP00000225729,0.0014443138570641167,0.002738172290264629,0.0037193803291302174,0.005160514039744157,0.006100725582655286,0.007000610519753536,0.008291922615171643,0.009337819083157228,0.010943944616883527,0.011936962138861418
2371,9606.ENSP00000357900,0.0008465426653856412,0.0015818130996194668,0.002226159420388285,0.0028398233007465024,0.0034514604431024054,0.004234411417201045,0.00498758089634066,0.005668906836035603,0.006274479829698976,0.006767166099052702
2372,9606.ENSP00000361625,0.001316088568273699,0.0028548331720230635,0.004113196082471404,0.005197517022679676,0.006123088840467972,0.00730268471124873,0.008387361360291834,0.009462135954890982,0.010159574492718093,0.011277349156443961
2373,9606.ENSP00000462419,0.00025091002225963166,0.0005475305379150086,0.0007720847934251651,0.0009516040126982261,0.001132827444052964,0.0013433463545879931,0.0015389787522508414,0.0017674787973191997,0.0018861772745140115,0.0020884809222252443
2374,9606.ENSP00000265807,0.0019140742515446618,0.002730399042775389,0.004238833105773665,0.005499340331880376,0.006749439804480062,0.007877176141846576,0.008928587094487739,0.010095045467096497,0.011094730523836915,0.01191025109255861
2375,9606.ENSP00000316924,0.0014525030492222868,0.0027829604487124016,0.0037689791761295055,0.0052142391841698554,0.006155672778731969,0.007055378923723765,0.008352643989383068,0.009399018342264753,0.011016564884812396,0.012044817672176578
2376,9606.ENSP00000337733,0.0012773030466632918,0.0024089483777061105,0.003403322451049462,0.0043234362892690115,0.0053425242185767274,0.00659492901104386,0.007791251253365772,0.008864840785918204,0.009795103479063982,0.01068105886452031
2377,9606.ENSP00000346537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,9606.ENSP00000351642,0.001243673115823185,0.002621926374558825,0.003779252936510602,0.004744758118249592,0.005613650057057384,0.00662016742353444,0.007647477845239337,0.008648962682855199,0.009417584068614815,0.010496337298718572
2379,9606.ENSP00000297338,0.0014322116621769965,0.002718457436458266,0.003691853861710115,0.005121417577356624,0.006061035991479002,0.006972912339733739,0.008253100099864241,0.009294856788073957,0.010895994838392653,0.011880165567163203
2380,9606.ENSP00000354458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,9606.ENSP00000369618,0.0014581438517780043,0.002595106176158879,0.004191950094536878,0.0051663111298694275,0.006073048698453931,0.007077969381498406,0.008746991716179764,0.0094400102570944,0.010618879012326943,0.011680500381771708
2382,9606.ENSP00000425955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,9606.ENSP00000466690,0.0014733063508174382,0.002654685256857192,0.004176995800662553,0.00499467132249265,0.005916974176216172,0.006942277082998771,0.008625131980807055,0.009349463598482544,0.010523866640141932,0.011614165323408088
2384,9606.ENSP00000244769,0.001420545631845016,0.003059869493881706,0.004401478363433853,0.005492465363204246,0.006528950849315152,0.0077369920327328146,0.008906090257369215,0.010077670431201113,0.010766852960841788,0.01195871015170269
2385,9606.ENSP00000284818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,9606.ENSP00000366488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
