,protein,RWR_positive_0.2_0.1,RWR_positive_0.2_0.2,RWR_positive_0.2_0.3,RWR_positive_0.2_0.4,RWR_positive_0.2_0.5,RWR_positive_0.2_0.6,RWR_positive_0.2_0.7,RWR_positive_0.2_0.8,RWR_positive_0.2_0.9,RWR_positive_0.2_1.0
0,9606.ENSP00000290122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9606.ENSP00000345563,5.865873614847456e-06,1.077587848400205e-05,1.4852330791133393e-05,1.8432227362018375e-05,2.2770798332066274e-05,2.777614335210187e-05,3.244950118341126e-05,3.709639789260606e-05,4.100486762164666e-05,4.4031752838036044e-05
2,9606.ENSP00000415436,0.0007958285257732249,0.0014969760477721518,0.0019694867605944523,0.002647136554860994,0.002989915061873256,0.0034065878782261988,0.0038036750496577613,0.004337277282922662,0.0046219375599221065,0.005129016439852083
3,9606.ENSP00000370215,0.0001894109821151713,0.000355118245689321,0.0005176806908890029,0.0006537994398494854,0.00083251264505173,0.0010073409234813465,0.0012075245781574648,0.0014158587230095848,0.0015733506535254766,0.0017097137863767437
4,9606.ENSP00000355593,0.0025927143615503043,0.005887281139528914,0.008030246525663873,0.009940066769837502,0.011815605747641615,0.022514506561175023,0.02749678932644694,0.029458130217420143,0.03170473671059665,0.033669869123136846
5,9606.ENSP00000311679,0.00013429865354187262,0.0021794600854243965,0.002303920897794956,0.0023644419158266603,0.002447289614159304,0.0025329113687595356,0.00267233081593175,0.002747688363025216,0.0028524874841396775,0.0029424884786985357
6,9606.ENSP00000371800,0.00040453288799647966,0.0008683921039172073,0.0011970741865518393,0.001935555898877637,0.002379108532239478,0.005870308580363539,0.006293766223074905,0.006577066841767418,0.00700020664341559,0.007299959825729228
7,9606.ENSP00000483570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9606.ENSP00000233997,0.0001422932442623725,0.000278168493030954,0.000409003179729698,0.0005360181702797291,0.0006476196936948308,0.0007679777335914293,0.0008877280920809199,0.0009992214168634934,0.0010693201304762979,0.0011802329869980087
9,9606.ENSP00000230256,0.010469637148708421,0.01048747286084897,0.01051689334605859,0.010544106744700738,0.010587245418077087,0.010607539676851161,0.010629769630088767,0.010653516210781455,0.01067472195505302,0.010694730317279294
