,protein,RW_positive_20_0.1,RW_positive_20_0.2,RW_positive_20_0.3,RW_positive_20_0.4,RW_positive_20_0.5,RW_positive_20_0.6,RW_positive_20_0.7,RW_positive_20_0.8,RW_positive_20_0.9,RW_positive_20_1.0
0,9606.ENSP00000290122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9606.ENSP00000345563,1.2158827757957624e-05,2.304495569660503e-05,3.264962913362979e-05,4.160987850809761e-05,5.121225080984004e-05,6.337594101069044e-05,7.490165290846562e-05,8.578472551334926e-05,9.475062307728876e-05,0.00010243489128924921
2,9606.ENSP00000415436,0.0009486763228778727,0.002047164180112304,0.0029457576347340364,0.0036937564036634285,0.004392744962387951,0.005191009284317261,0.005989587818476139,0.006788606839108979,0.007287540374818491,0.008086342571914429
3,9606.ENSP00000370215,0.0003404788440093398,0.0006452427824115148,0.0009141381524386816,0.0011650461528915912,0.0014339608860609587,0.0017746232315403176,0.0020973937625967665,0.002402271158643998,0.002653360772455926,0.0028684899989457335
4,9606.ENSP00000355593,0.003951810183934867,0.0074897916201734915,0.010611322286422364,0.013523580288165249,0.016643983995891176,0.020597072376403958,0.024342557124327868,0.027879066314199008,0.030792702033068053,0.03329010102606844
5,9606.ENSP00000311679,0.0002939576570497593,0.0005318351359164808,0.0008402960011153482,0.0010016759188147262,0.0011925028047699016,0.0013983371791255195,0.001735915856443171,0.001882700861642661,0.0021322943230188685,0.002352519211854087
6,9606.ENSP00000371800,0.000741763724363409,0.0014445575470745098,0.0019520511705195531,0.0026940481111523695,0.003201750681910198,0.0036704699850815814,0.00433426177551155,0.004880749042058596,0.005739562380767893,0.006247144654480508
7,9606.ENSP00000483570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9606.ENSP00000233997,0.00024334688259841641,0.0005249607411315083,0.0007554493649877259,0.0009477505655013374,0.0011269893921053153,0.0013319785821295227,0.0015368398026112118,0.0017416584714737837,0.0018697024961511488,0.0020744654138979968
9,9606.ENSP00000230256,8.324232771883544e-05,0.00011845011226796487,0.0001824911234962201,0.00023690693819844455,0.0002945366982203268,0.0003425561576477776,0.00038737349382245156,0.0004386133625757793,0.0004834273802316602,0.000518663379125428
10,9606.ENSP00000458570,0.00014598053803638322,0.00028427986035239883,0.00038426463106588926,0.0005302722465785337,0.0006301400144366198,0.0007223255361168412,0.0008529068272764562,0.0009605588656995678,0.0011295957319816807,0.0012293199624764384
11,9606.ENSP00000322450,0.002443967227009125,0.005275766670820303,0.00759121986629907,0.009524172492092475,0.011324925188091584,0.013388318911893293,0.015450611943379045,0.017508147095213644,0.018799112003762275,0.02086522067838814
12,9606.ENSP00000377470,0.00087565669673495,0.0018896164365287405,0.0027191831031814218,0.003410380013519898,0.004055610832438106,0.004792954739968991,0.005530347592866747,0.00626776131321094,0.006728620581270661,0.007465981147106504
13,9606.ENSP00000386597,8.514664887115941e-05,0.00016131179700096254,0.0002285178493366402,0.00029126168237780803,0.0003584498740565323,0.00044359340017763316,0.0005242435472609941,0.0006004288188705686,0.0006631606624978303,0.0007169296532083536
14,9606.ENSP00000398089,0.00011648193367364001,0.00016588940479778103,0.00025548504572725506,0.0003316335319141217,0.0004122519048905815,0.00047945246842573397,0.0005421525715973985,0.0006138198705230025,0.0006765108305444301,0.0007258070836542174
15,9606.ENSP00000303963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,9606.ENSP00000433919,0.0011393608692742418,0.0020504258282016963,0.0032469036923430394,0.0038735372181690764,0.004613839410012588,0.005411239882960217,0.00672131726241787,0.0072908482652565,0.008259401769464603,0.009114112708630273
17,9606.ENSP00000343129,0.0013865553119103424,0.0026267836947226897,0.003721133449289482,0.00474268141988432,0.0058374384680064395,0.007223641820019111,0.008536894791177474,0.009777240236871876,0.010798513343615923,0.011673927350784652
18,9606.ENSP00000261318,6.082937443352421e-05,0.00013124233078087855,0.00018885613030761306,0.00023688868373028527,0.00028169708116365655,0.0003329252540424932,0.00038413772949752456,0.00043534646601983695,0.00046735417845411575,0.0005185673232972476
19,9606.ENSP00000343890,2.560708298915415e-05,4.6097733616079495e-05,7.298353477835917e-05,8.70760301268092e-05,0.00010374028045134764,0.00012166903206889401,0.00015113634526642272,0.00016395128432122874,0.00018571987209270446,0.00020492310989084217
20,9606.ENSP00000420465,0.00014594272670365172,0.00027652408061840106,0.00039174336961878,0.0004992784770365688,0.0006145115930848988,0.0007604702987009659,0.0008987546125354129,0.0010293683590134606,0.0011369243220542558,0.0012290971108086524
21,9606.ENSP00000478305,0.0008269546233350411,0.001784627962479135,0.0025679643295006827,0.0032198606386373285,0.003829224318906199,0.004525030391960172,0.005221205316047417,0.0059177878210903145,0.006352742315357318,0.007049224117508857
22,9606.ENSP00000173229,0.0023477945796912536,0.0044478337513282895,0.006300761495367624,0.008031014731386676,0.009882407495751977,0.012229711879626848,0.014452751260250807,0.01655245640722569,0.01828147831838578,0.019764185475651175
23,9606.ENSP00000485582,0.0003773418357013725,0.0008137847507896367,0.001171111352959997,0.001469525450374931,0.0017473499701736728,0.002065273070911644,0.0023828308239899343,0.002700279628697899,0.0028987608093302697,0.0032160722166736377
24,9606.ENSP00000308032,0.0006687498680548742,0.0012674433055508416,0.001795684474927839,0.0022885241160111036,0.0028167991658847313,0.0034860426749219187,0.004120158493606141,0.004719110958831152,0.005212431351537816,0.005635068631818285
25,9606.ENSP00000301399,6.078575961510069e-05,0.00011514883840391121,0.0001631158654618048,0.00020789253767361515,0.00025603857989153767,0.0003168014154653065,0.00037437360151670873,0.0004287470296731044,0.00047351454554700467,0.0005118822962231206
26,9606.ENSP00000263736,0.0023127868334995583,0.003291956825705711,0.005070699451607652,0.006583093680092134,0.00818396259273868,0.009518374448816758,0.01076369707880076,0.012186506733996794,0.013431595987640321,0.01440994340373436
27,9606.ENSP00000252809,0.0008065795882430393,0.0014523986683343537,0.002299162959388923,0.002743004384683445,0.0032681837110430934,0.0038330762545228936,0.004761424152093241,0.005165193786524469,0.005850820838531945,0.006455456437834073
28,9606.ENSP00000282096,0.0009975518660212401,0.0019426728977123275,0.002626037905429257,0.003623744720243849,0.004306173072109232,0.004936098353937268,0.0058285071136197075,0.006564192277437542,0.007719588509644382,0.008401073493587319
29,9606.ENSP00000355621,0.00038275422502920264,0.0005447271068987902,0.0008391342589675332,0.0010894079860008787,0.0013543753057092545,0.0015752008421259234,0.0017813022386690136,0.0020168217952232226,0.0022229009309739922,0.002384833047472057
30,9606.ENSP00000441405,8.509313101967564e-05,0.0001612416021998797,0.00022842781891085906,0.00029112292622812674,0.00035848064953825087,0.0004435776122591051,0.0005242100305622444,0.0006003511871313094,0.0006630642815252941,0.0007168115139393194
31,9606.ENSP00000313922,0.00018242953319713706,0.00035526709052646765,0.0004801320001206477,0.0006625906698900508,0.0007874226503190584,0.0009026591387737426,0.0010658918654371519,0.0012003407418887946,0.0014115949861661647,0.0015363681113740313
32,9606.ENSP00000361595,8.51362037792569e-05,0.0001612988939996285,0.0002285023756485316,0.0002912307295446226,0.000358452500677231,0.00044358753257256467,0.0005242437359811447,0.000600428179041046,0.0006631575615756446,0.0007169186733335664
33,9606.ENSP00000230640,0.006185332109453157,0.013354310038266703,0.019217376539018005,0.0240952986641787,0.028656720969593152,0.03386377985589206,0.039075899083400145,0.04428932614973746,0.04754687118111178,0.052758865407668054
34,9606.ENSP00000351250,0.0021527835124288686,0.004078257297805976,0.005777238373411819,0.007363223150605336,0.009063228164450265,0.011215367929253262,0.013254355304525234,0.015180179863818921,0.01676574194425484,0.01812478822103003
35,9606.ENSP00000350260,0.00010946922020593775,0.00020738397552122478,0.0002937828730864567,0.00037443842074935674,0.00046086106476650457,0.0005703218184862635,0.0006740172871104733,0.0007719724831076746,0.0008526186370545474,0.0009217348256242985
36,9606.ENSP00000349884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,9606.ENSP00000369921,0.000486342860313016,0.0009218744526151568,0.0013061300287517952,0.0016645631221763324,0.002048562690106337,0.002535167370297131,0.002996235642058309,0.0034315607645112323,0.003790263008340844,0.004097702325452701
38,9606.ENSP00000380378,0.00279760331613943,0.005448049865663052,0.007363370415987447,0.010161427868297324,0.012075563718099147,0.013842513551935554,0.016345415177056566,0.018407661133096553,0.021647215442499146,0.023559808410936967
39,9606.ENSP00000285419,0.00031604710056853946,0.0005992710848659044,0.0008491320259054191,0.0010820796323969262,0.0013316718013811624,0.0016479628066008445,0.0019477112691674847,0.002230614658401464,0.002463845363308792,0.0026637568771548104
40,9606.ENSP00000472474,0.002711776425712742,0.0038602539934800006,0.005945706507191062,0.00771915668155998,0.009596142313966993,0.011160816815390717,0.012621077607036568,0.014289202772488352,0.015749028585560154,0.01689606680884026
41,9606.ENSP00000306335,0.0011313946270092856,0.0016107636620290577,0.0024809473179630004,0.0032207477270276286,0.00400389021524461,0.0046566511773562524,0.00526581496160361,0.005961861628748011,0.006570959369128104,0.007049589952657698
42,9606.ENSP00000340864,3.6475208844422013e-05,7.872680953369127e-05,0.00011328852883707441,0.00014206587547960225,0.00016895074895728612,0.00019965939100075047,0.00023038163362798514,0.00026110929070455313,0.0002803098057029274,0.00031103159858503204
43,9606.ENSP00000249910,0.0007662419338885229,0.001653470921155531,0.0023792662723280955,0.0029835847672075033,0.0035481469276419375,0.00419302024965873,0.0048380788903159555,0.005483406570419902,0.0058864600978267845,0.006531730879942188
44,9606.ENSP00000325377,0.004085267923073843,0.007955687731737271,0.010748635962954722,0.014834429937764071,0.01763055010815151,0.0202118712477386,0.023867766067269258,0.026876137300860137,0.03160493983887136,0.034402744509861805
45,9606.ENSP00000253362,7.68291465647053e-05,0.00013826450776832644,0.00021892639642828726,0.0002612199391478498,0.0003112033591605723,0.0003649665109151101,0.00045336296898312867,0.0004918070990242995,0.0005571086549025495,0.0006147580124888918
46,9606.ENSP00000404432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,9606.ENSP00000325266,0.0003405960105737904,0.0007349083534791134,0.0010575409742159536,0.0013264645785966422,0.0015773906270624138,0.0018642185095814057,0.002151002667233115,0.002437769031530479,0.0026170088658545865,0.0029037719268671935
48,9606.ENSP00000255262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,9606.ENSP00000333037,0.005473031516885385,0.010658249142579734,0.014404076035134494,0.019878272927599028,0.02362335627549328,0.0270806266926229,0.0319773463124875,0.03601089175208472,0.04234759890823625,0.04609038753551431
50,9606.ENSP00000264059,0.00048275160042976495,0.0006869481258036103,0.0010583432995190378,0.0013739372025156626,0.0017081661681004334,0.0019866573511535535,0.002246597669000039,0.0025437635122216307,0.0028036739931849297,0.0030079867065069266
51,9606.ENSP00000373312,0.004756410344270989,0.010262564435834065,0.014768062334042042,0.01852369261905551,0.022027736238669604,0.026033044967334718,0.030037584685487673,0.03404213991598226,0.036544865200994536,0.040548815013607964
52,9606.ENSP00000349401,0.0003823427905444987,0.0006969453479541698,0.001097845466574654,0.0013072871679469245,0.001555125207232777,0.001822924548832816,0.002261247660499066,0.0024518602986063343,0.0027760666052927263,0.0030621118530689273
53,9606.ENSP00000351430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,9606.ENSP00000337510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,9606.ENSP00000332973,0.007489179755793884,0.010659947176463902,0.016420502855908126,0.02131677040597424,0.02650050204829313,0.030821178370388225,0.03485288572846912,0.039460903528379276,0.04349217875278555,0.046661293745273724
56,9606.ENSP00000432688,9.721012338559376e-05,0.00018441912425259943,0.0002613500682855374,0.00033302273232038715,0.0004098080548828875,0.0005071680084256514,0.0005994467264827108,0.0006865605587336177,0.0007584322388538567,0.0008199920839615515
57,9606.ENSP00000474032,0.0008149312416207977,0.001587015161931049,0.0021449504602060188,0.002960087535029743,0.0035177073114027735,0.004032475942949532,0.004761577900353586,0.005362296229577623,0.006305916998826433,0.0068630181267508306
58,9606.ENSP00000273062,0.0013314698153408244,0.002396663556282874,0.0037946097436361015,0.004526932549197227,0.005392461192968767,0.0063244991324609146,0.007855708827264607,0.008521485680830665,0.009653148023062386,0.010651728691300377
59,9606.ENSP00000377895,0.00020676690110121854,0.0004461553617147729,0.0006420264398911968,0.000805250139819691,0.0009575937247063848,0.0011316905493004015,0.0013057819778623525,0.0014798932133999187,0.0015886912506175577,0.0017627929109949037
60,9606.ENSP00000370589,0.006389704154571518,0.012096368591301143,0.017132918728748336,0.021839751512743533,0.026877994765527546,0.03326147241750732,0.03930569443036802,0.04501833813264966,0.049717477115336806,0.05374625438707881
61,9606.ENSP00000261712,0.0033687930408632383,0.0063833416206762195,0.009043233745614998,0.01152553764404729,0.014185039821313694,0.01755419601977337,0.02074616630852688,0.0237607778981328,0.026243527900078334,0.02837140572955832
62,9606.ENSP00000337838,0.002713178051635623,0.005853519891388714,0.008423403996857814,0.010567494129645638,0.012565949829877354,0.014851969666779041,0.017136622103862464,0.019420263735810295,0.020848475018283352,0.023132697126129642
63,9606.ENSP00000356811,0.0035632579238153994,0.006938581835129298,0.009373786320793442,0.012935249600559473,0.015372598092653789,0.01762211331515573,0.020810134621569887,0.023433858761563897,0.027558768226299435,0.03000019858882297
64,9606.ENSP00000222374,0.00023124320341594284,0.0004987601305401768,0.0007177497800512356,0.0009005911351778195,0.001070868316674023,0.0012657064989980427,0.0014603462659579236,0.001654911521654867,0.001776573644747259,0.0019711016884684796
65,9606.ENSP00000472620,0.00023097174744179938,0.0004378885460027959,0.0006204379697010154,0.0007906734927018988,0.0009731348354762304,0.0012043000642734114,0.0014233674846764188,0.001630189463867282,0.0018006362743108184,0.0019466965659376
66,9606.ENSP00000476603,3.3290330748059205e-05,4.7373490701829724e-05,7.298273521882948e-05,9.474718933688564e-05,0.0001177936674139346,0.00013699893997909385,0.000154923096033599,0.0001754116465235711,0.0001933349392402306,0.00020742228196013457
67,9606.ENSP00000285670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,9606.ENSP00000376213,0.00029959600487927673,0.00042634187866497086,0.0006567986274603754,0.000852670844324166,0.0010600603118291474,0.0012329011706242454,0.001394197510308004,0.0015785543810125091,0.0017398455620423192,0.0018666166433831677
69,9606.ENSP00000405327,0.0004498736652749358,0.0008761268618400209,0.001183925900477334,0.0016340110887540504,0.0019419770760578103,0.0022263190658122767,0.0026289184861525428,0.0029603596885863226,0.003481173967884388,0.003788980096942396
70,9606.ENSP00000313933,0.00032843702865648083,0.0007086569057719316,0.0010197432875429513,0.0012788741260010283,0.0015208347176667303,0.0017972764471778646,0.0020737380473292433,0.002350299515455845,0.002523042832763167,0.0027995313466817606
71,9606.ENSP00000281834,0.00012164672762082773,0.00023690033822276746,0.0003202346238140308,0.0004419113911353634,0.0005251404882073984,0.0006019689931235916,0.0007108050731403637,0.0008005159747881407,0.0009414216851837409,0.0010245335051877191
72,9606.ENSP00000358016,0.00021883557747059967,0.0004261877438693773,0.0005758808256359771,0.0007948197835503379,0.0009446401254535886,0.00108297132919688,0.0012788364138032193,0.0014400363916138303,0.0016933893430177704,0.0018431771595714963
73,9606.ENSP00000357189,0.0030033218645257875,0.005848615226568654,0.007901799952378497,0.010905060829827562,0.012960369538632222,0.014857660280540586,0.017545270296977833,0.01975690311519429,0.02323363459436223,0.025290695630246773
74,9606.ENSP00000259782,0.00015821776287339162,0.0003412619771552272,0.00049109201063402,0.0006161678920761915,0.0007326702088903403,0.0008659679533593589,0.000999138080260309,0.0011322616983306943,0.0012154994019510923,0.0013486334864865057
75,9606.ENSP00000355583,0.001204886517371051,0.002598738567030523,0.003739811996638309,0.004692355483712163,0.005579596319876146,0.006594604477868415,0.007608671985508408,0.008622491601272486,0.00925628186087124,0.010269629470712971
76,9606.ENSP00000302898,0.002104273247823585,0.004540524430922233,0.006533827436214779,0.008194433816242963,0.009744797163875774,0.011516236183524597,0.013287782356201205,0.015059758094139397,0.016166779649211094,0.017938200493517797
77,9606.ENSP00000255108,0.000547021607417264,0.0011807751270680455,0.0016991907614283264,0.0021308557770680636,0.0025341255732200807,0.0029947393140901113,0.003455585499978042,0.003916485437002848,0.004204529064736562,0.004665336939069675
78,9606.ENSP00000367878,9.730496594784199e-05,0.0001894761926450883,0.00025602345885999966,0.0003532985997480864,0.00041986008818639675,0.0004812931319975178,0.000568342352835316,0.0006400249690159399,0.0007526746844632726,0.0008192793434318446
79,9606.ENSP00000430432,0.01025386102264747,0.01845988567220047,0.029224753088783473,0.03486036398680881,0.04152097715996206,0.048699858773034066,0.06048594356980175,0.06560993863968179,0.07432320265797898,0.08201107761124149
