protein,shortest_path_length,label
9606.ENSP00000324560,-3,0.0
9606.ENSP00000358715,-6,0.0
9606.ENSP00000320949,-3,0.0
9606.ENSP00000291539,-3,0.0
9606.ENSP00000300258,-3,0.0
9606.ENSP00000378230,-3,0.0
9606.ENSP00000302552,-6,0.0
9606.ENSP00000350704,-3,0.0
9606.ENSP00000349568,-3,0.0
9606.ENSP00000326031,-2,0.0
9606.ENSP00000348848,-3,0.0
9606.ENSP00000384792,-2,0.0
9606.ENSP00000393952,-4,0.0
9606.ENSP00000450580,-6,0.0
9606.ENSP00000339155,-6,0.0
9606.ENSP00000341213,-3,0.0
9606.ENSP00000312599,-3,0.0
9606.ENSP00000421339,-6,0.0
9606.ENSP00000383042,-2,0.0
9606.ENSP00000362107,-3,0.0
9606.ENSP00000311030,-6,0.0
9606.ENSP00000349204,-3,0.0
9606.ENSP00000297788,-3,0.0
9606.ENSP00000371927,-6,0.0
9606.ENSP00000280758,-4,0.0
9606.ENSP00000011473,-3,0.0
9606.ENSP00000326305,-3,0.0
9606.ENSP00000343742,-3,0.0
9606.ENSP00000379754,-3,0.0
9606.ENSP00000416561,-3,0.0
9606.ENSP00000373331,-3,0.0
9606.ENSP00000362095,-3,0.0
9606.ENSP00000252602,-3,0.0
9606.ENSP00000361667,-3,0.0
9606.ENSP00000345229,-3,0.0
9606.ENSP00000296682,-3,0.0
9606.ENSP00000291041,-3,0.0
9606.ENSP00000301896,-6,0.0
9606.ENSP00000246891,-6,0.0
9606.ENSP00000310649,-3,0.0
9606.ENSP00000362480,-3,0.0
9606.ENSP00000355210,-3,0.0
9606.ENSP00000358880,-3,0.0
9606.ENSP00000359095,-3,0.0
9606.ENSP00000347689,-3,0.0
9606.ENSP00000329654,-3,0.0
9606.ENSP00000367137,-6,0.0
9606.ENSP00000357442,-3,0.0
9606.ENSP00000341838,-3,0.0
9606.ENSP00000458585,-6,0.0
9606.ENSP00000303920,-6,0.0
9606.ENSP00000342262,-3,0.0
9606.ENSP00000375649,-3,0.0
9606.ENSP00000368887,-3,0.0
9606.ENSP00000422216,-6,0.0
9606.ENSP00000293889,-3,0.0
9606.ENSP00000375809,-2,0.0
9606.ENSP00000244711,-3,0.0
9606.ENSP00000348064,-6,0.0
9606.ENSP00000259746,-3,0.0
9606.ENSP00000398064,-3,0.0
9606.ENSP00000260228,-6,0.0
9606.ENSP00000307297,-4,0.0
9606.ENSP00000361032,-3,0.0
9606.ENSP00000306682,-2,0.0
9606.ENSP00000455897,-6,0.0
9606.ENSP00000300576,-6,0.0
9606.ENSP00000302105,-6,0.0
9606.ENSP00000354782,-6,0.0
9606.ENSP00000312002,-3,0.0
9606.ENSP00000216605,-3,0.0
9606.ENSP00000369017,-3,0.0
9606.ENSP00000310491,-3,0.0
9606.ENSP00000360811,-6,0.0
9606.ENSP00000357750,-3,0.0
9606.ENSP00000318119,-4,0.0
9606.ENSP00000465261,-3,0.0
9606.ENSP00000310303,-6,0.0
9606.ENSP00000438547,-3,0.0
9606.ENSP00000481203,-6,0.0
9606.ENSP00000217381,-3,0.0
9606.ENSP00000369784,-2,0.0
9606.ENSP00000373176,-3,0.0
9606.ENSP00000263655,-3,0.0
9606.ENSP00000377547,-3,0.0
9606.ENSP00000367938,-3,0.0
9606.ENSP00000318641,-3,0.0
9606.ENSP00000384615,-3,0.0
9606.ENSP00000278947,-6,0.0
9606.ENSP00000355964,-2,0.0
9606.ENSP00000207457,-6,0.0
9606.ENSP00000257215,-3,0.0
9606.ENSP00000296657,-3,0.0
9606.ENSP00000357238,-3,0.0
9606.ENSP00000282111,-3,0.0
9606.ENSP00000417142,-3,0.0
9606.ENSP00000355656,-2,0.0
9606.ENSP00000363394,-3,0.0
9606.ENSP00000156109,-3,0.0
9606.ENSP00000355632,-3,0.0
9606.ENSP00000342007,-3,0.0
9606.ENSP00000379208,-3,0.0
9606.ENSP00000410811,-2,0.0
9606.ENSP00000304930,-6,0.0
9606.ENSP00000418910,-3,0.0
9606.ENSP00000275603,-2,0.0
9606.ENSP00000357057,-6,0.0
9606.ENSP00000406577,-3,0.0
9606.ENSP00000373277,-3,0.0
9606.ENSP00000244426,-3,0.0
9606.ENSP00000303061,-6,0.0
9606.ENSP00000318861,-2,0.0
9606.ENSP00000362924,-2,0.0
9606.ENSP00000382982,-6,0.0
9606.ENSP00000293745,-6,0.0
9606.ENSP00000269701,-3,0.0
9606.ENSP00000349305,-3,0.0
9606.ENSP00000339001,-2,0.0
9606.ENSP00000420091,-6,0.0
9606.ENSP00000482954,-6,0.0
9606.ENSP00000439666,-3,0.0
9606.ENSP00000306220,-3,0.0
9606.ENSP00000296509,-3,0.0
9606.ENSP00000303766,-3,0.0
9606.ENSP00000285871,-4,0.0
9606.ENSP00000216190,-2,0.0
9606.ENSP00000335158,-6,0.0
9606.ENSP00000332325,-3,0.0
9606.ENSP00000481314,-3,0.0
9606.ENSP00000072869,-3,0.0
9606.ENSP00000378074,-6,0.0
9606.ENSP00000327758,-3,0.0
9606.ENSP00000353608,-3,0.0
9606.ENSP00000295050,-2,0.0
9606.ENSP00000280871,-3,0.0
9606.ENSP00000482393,-6,0.0
9606.ENSP00000384006,-3,0.0
9606.ENSP00000326445,-6,0.0
9606.ENSP00000365407,-3,0.0
9606.ENSP00000372201,-3,0.0
9606.ENSP00000325414,-3,0.0
9606.ENSP00000371559,-3,0.0
9606.ENSP00000345502,-3,0.0
9606.ENSP00000441786,-3,0.0
9606.ENSP00000404102,-3,0.0
9606.ENSP00000478501,-3,0.0
9606.ENSP00000254627,-6,0.0
9606.ENSP00000276420,-3,0.0
9606.ENSP00000370022,-3,0.0
9606.ENSP00000391101,-6,0.0
9606.ENSP00000366509,-3,0.0
9606.ENSP00000301057,-4,0.0
9606.ENSP00000314619,-3,0.0
9606.ENSP00000242728,-3,0.0
9606.ENSP00000312379,-2,0.0
9606.ENSP00000318602,-3,0.0
9606.ENSP00000443216,-3,1.0
9606.ENSP00000412922,-3,0.0
9606.ENSP00000317955,-2,0.0
9606.ENSP00000295408,-3,0.0
9606.ENSP00000359691,-2,0.0
9606.ENSP00000297440,-3,0.0
9606.ENSP00000425487,-3,0.0
9606.ENSP00000445418,-6,0.0
9606.ENSP00000374633,-6,0.0
9606.ENSP00000298288,-3,0.0
9606.ENSP00000221972,-2,0.0
9606.ENSP00000361929,-3,0.0
9606.ENSP00000385118,-6,0.0
9606.ENSP00000398655,-6,0.0
9606.ENSP00000364035,-3,0.0
9606.ENSP00000295150,-6,0.0
9606.ENSP00000310008,-3,0.0
9606.ENSP00000384700,-6,0.0
9606.ENSP00000347055,-6,0.0
9606.ENSP00000260570,-3,0.0
9606.ENSP00000378289,-6,0.0
9606.ENSP00000299732,-4,0.0
9606.ENSP00000405812,-3,0.0
9606.ENSP00000382334,-3,0.0
9606.ENSP00000366170,-6,0.0
9606.ENSP00000304065,-3,0.0
9606.ENSP00000367214,-6,0.0
9606.ENSP00000356774,-2,0.0
9606.ENSP00000364597,-6,0.0
9606.ENSP00000292586,-3,0.0
9606.ENSP00000364043,-3,0.0
9606.ENSP00000332613,-4,0.0
9606.ENSP00000415769,-6,0.0
9606.ENSP00000472409,-3,0.0
9606.ENSP00000248564,-3,0.0
9606.ENSP00000380517,-3,0.0
9606.ENSP00000347345,-3,1.0
9606.ENSP00000274276,-3,0.0
9606.ENSP00000308541,-3,0.0
9606.ENSP00000333639,-6,0.0
9606.ENSP00000354669,-2,0.0
9606.ENSP00000225728,-3,0.0
9606.ENSP00000294728,-6,0.0
9606.ENSP00000334642,-3,0.0
9606.ENSP00000261636,-3,0.0
9606.ENSP00000244050,-2,0.0
9606.ENSP00000345393,-3,0.0
9606.ENSP00000353549,-3,0.0
9606.ENSP00000374566,-6,0.0
9606.ENSP00000351416,-3,0.0
9606.ENSP00000228945,-3,0.0
9606.ENSP00000393963,-3,0.0
9606.ENSP00000427900,-3,0.0
9606.ENSP00000477310,-3,0.0
9606.ENSP00000400365,-3,0.0
9606.ENSP00000380524,-6,0.0
9606.ENSP00000381053,-2,0.0
9606.ENSP00000312284,-6,0.0
9606.ENSP00000357594,-4,0.0
9606.ENSP00000471646,-6,0.0
9606.ENSP00000256646,-2,0.0
9606.ENSP00000337618,-3,0.0
9606.ENSP00000362710,-3,0.0
9606.ENSP00000323670,-2,0.0
9606.ENSP00000390590,-3,0.0
9606.ENSP00000249079,-4,0.0
9606.ENSP00000357796,-6,0.0
9606.ENSP00000199447,-6,0.0
9606.ENSP00000345192,-6,0.0
9606.ENSP00000264951,-2,0.0
9606.ENSP00000312631,-6,0.0
9606.ENSP00000347538,-3,0.0
9606.ENSP00000354583,-3,0.0
9606.ENSP00000377782,-3,0.0
9606.ENSP00000475700,-3,0.0
9606.ENSP00000371923,-6,0.0
9606.ENSP00000365048,-3,0.0
9606.ENSP00000216416,-3,0.0
9606.ENSP00000417748,-2,0.0
9606.ENSP00000370748,-3,0.0
9606.ENSP00000360696,-3,0.0
9606.ENSP00000376268,-3,0.0
9606.ENSP00000362080,-3,0.0
9606.ENSP00000417289,-6,0.0
9606.ENSP00000314976,-6,0.0
9606.ENSP00000468633,-3,0.0
9606.ENSP00000264933,-3,0.0
9606.ENSP00000324648,-6,0.0
9606.ENSP00000302276,-3,0.0
9606.ENSP00000307259,-6,0.0
9606.ENSP00000483005,-3,0.0
9606.ENSP00000376456,-6,0.0
9606.ENSP00000360645,-3,0.0
9606.ENSP00000310205,-2,0.0
9606.ENSP00000384369,-3,0.0
9606.ENSP00000422464,-3,0.0
9606.ENSP00000236959,-2,0.0
9606.ENSP00000370669,-6,0.0
9606.ENSP00000285208,-3,0.0
9606.ENSP00000329967,-2,0.0
9606.ENSP00000239444,-3,0.0
9606.ENSP00000368808,-6,0.0
9606.ENSP00000400852,-3,0.0
9606.ENSP00000350170,-3,0.0
9606.ENSP00000381340,-3,0.0
9606.ENSP00000360944,-3,0.0
9606.ENSP00000264012,-3,0.0
9606.ENSP00000389715,-2,0.0
9606.ENSP00000478830,-6,0.0
9606.ENSP00000351664,-3,0.0
9606.ENSP00000411816,-3,0.0
9606.ENSP00000256897,-2,0.0
9606.ENSP00000364721,-3,0.0
9606.ENSP00000301904,-3,0.0
9606.ENSP00000355437,-6,0.0
9606.ENSP00000351284,-2,0.0
9606.ENSP00000323856,-2,0.0
9606.ENSP00000425864,-3,0.0
9606.ENSP00000381216,-3,0.0
9606.ENSP00000322924,-3,0.0
9606.ENSP00000440945,-2,0.0
9606.ENSP00000246115,-6,0.0
9606.ENSP00000320236,-3,0.0
9606.ENSP00000281871,-3,0.0
9606.ENSP00000284694,-2,0.0
9606.ENSP00000407560,-4,0.0
9606.ENSP00000292579,-3,0.0
9606.ENSP00000356057,-3,0.0
9606.ENSP00000482325,-3,0.0
9606.ENSP00000281453,-3,0.0
9606.ENSP00000348108,-3,0.0
9606.ENSP00000363298,-6,0.0
9606.ENSP00000370150,-3,0.0
9606.ENSP00000430823,-3,0.0
9606.ENSP00000346155,-3,0.0
9606.ENSP00000260803,-3,1.0
9606.ENSP00000272298,-2,0.0
9606.ENSP00000261799,-2,0.0
9606.ENSP00000429562,-3,0.0
9606.ENSP00000322156,-6,0.0
9606.ENSP00000479811,-6,0.0
9606.ENSP00000346694,-2,0.0
9606.ENSP00000353007,-3,0.0
9606.ENSP00000271588,-3,0.0
9606.ENSP00000361160,-3,0.0
9606.ENSP00000164139,-6,0.0
9606.ENSP00000469240,-2,0.0
9606.ENSP00000263980,-3,0.0
9606.ENSP00000377655,-2,0.0
9606.ENSP00000262812,-2,0.0
9606.ENSP00000358391,-6,0.0
9606.ENSP00000156084,-2,0.0
9606.ENSP00000188312,-3,0.0
9606.ENSP00000222747,-3,0.0
9606.ENSP00000390849,-3,0.0
9606.ENSP00000354607,-3,0.0
9606.ENSP00000368109,-6,0.0
9606.ENSP00000278590,-3,0.0
9606.ENSP00000388658,-3,0.0
9606.ENSP00000301039,-3,0.0
9606.ENSP00000360165,-6,0.0
9606.ENSP00000455607,-3,0.0
9606.ENSP00000367739,-6,0.0
9606.ENSP00000260810,-2,0.0
9606.ENSP00000329715,-3,0.0
9606.ENSP00000347646,-3,0.0
9606.ENSP00000267199,-3,0.0
9606.ENSP00000250237,-3,0.0
9606.ENSP00000235349,-6,0.0
9606.ENSP00000355388,-2,0.0
9606.ENSP00000418563,-3,0.0
9606.ENSP00000444896,-6,0.0
9606.ENSP00000003302,-2,0.0
9606.ENSP00000444856,-2,0.0
9606.ENSP00000290167,-3,0.0
9606.ENSP00000335321,-2,0.0
9606.ENSP00000327467,-3,0.0
9606.ENSP00000252250,-6,0.0
9606.ENSP00000248598,-6,0.0
9606.ENSP00000321617,-3,0.0
9606.ENSP00000302297,-3,0.0
9606.ENSP00000312318,-3,0.0
9606.ENSP00000245903,-3,0.0
9606.ENSP00000334785,-2,0.0
9606.ENSP00000449404,-3,0.0
9606.ENSP00000381104,-3,0.0
9606.ENSP00000261205,-2,0.0
9606.ENSP00000359378,-6,0.0
9606.ENSP00000340220,-4,0.0
9606.ENSP00000255152,-3,0.0
9606.ENSP00000353735,-2,0.0
9606.ENSP00000376808,-2,0.0
9606.ENSP00000368761,-3,0.0
9606.ENSP00000385616,-3,0.0
9606.ENSP00000273666,-6,0.0
9606.ENSP00000344942,-3,0.0
9606.ENSP00000301873,-3,0.0
9606.ENSP00000363389,-3,0.0
9606.ENSP00000357507,-3,0.0
9606.ENSP00000384719,-2,0.0
9606.ENSP00000378812,-3,0.0
9606.ENSP00000317714,-3,0.0
9606.ENSP00000302768,-3,0.0
9606.ENSP00000321259,-3,0.0
9606.ENSP00000359910,-2,0.0
9606.ENSP00000222543,-2,0.0
9606.ENSP00000359819,-3,0.0
9606.ENSP00000302108,-3,0.0
9606.ENSP00000316786,-3,0.0
9606.ENSP00000354590,-3,0.0
9606.ENSP00000264595,-3,0.0
9606.ENSP00000255226,-3,0.0
9606.ENSP00000310596,-3,0.0
9606.ENSP00000355141,-3,0.0
9606.ENSP00000303939,-6,0.0
9606.ENSP00000326110,-4,0.0
9606.ENSP00000417128,-6,0.0
9606.ENSP00000325681,-3,0.0
9606.ENSP00000278314,-3,0.0
9606.ENSP00000293255,-6,0.0
9606.ENSP00000366030,-3,0.0
9606.ENSP00000342235,-6,0.0
9606.ENSP00000280236,-3,0.0
9606.ENSP00000481486,-2,0.0
9606.ENSP00000310120,-3,0.0
9606.ENSP00000231198,-3,0.0
9606.ENSP00000480297,-3,0.0
9606.ENSP00000228740,-3,0.0
9606.ENSP00000321424,-6,0.0
9606.ENSP00000450742,-2,0.0
9606.ENSP00000199280,-6,0.0
9606.ENSP00000307197,-2,0.0
9606.ENSP00000422488,-2,0.0
9606.ENSP00000318607,-3,0.0
9606.ENSP00000424328,-3,0.0
9606.ENSP00000302913,-3,0.0
9606.ENSP00000200135,-2,0.0
9606.ENSP00000402092,-3,0.0
9606.ENSP00000366221,-3,0.0
9606.ENSP00000349143,-3,0.0
9606.ENSP00000344206,-3,0.0
9606.ENSP00000216455,-2,0.0
9606.ENSP00000444136,-3,0.0
9606.ENSP00000304941,-3,0.0
9606.ENSP00000354777,-3,0.0
