protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,label
9606.ENSP00000262507,0,0,0,0,0.321637427,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.376585475,0.061366806,0.08282476,0.357487923,0.35,0.0,0.225969646,0.08,0.168831169,0.01026694,0.024096386,0.019704433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.385316699,0.374202272,0.000128866,1,1,1,1,0,0,0.000422023,0.000331166,0.000172255,0
9606.ENSP00000262507,0,0,0,0,0.251461988,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.290099899,0.006973501,0.042720139,0.202898551,0.033333333,0.157894737,0.222596965,0.0,0.07012987,0.006844627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.292386436,0.380619,0.000140726,1,1,1,1,0,0,0.000559126,0.000437921,0.000225315,0
9606.ENSP00000262507,0,0,0,0,0.257309942,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.287349871,0.0,0.091543156,0.202898551,0.0,0.0,0.219224283,0.0,0.192207792,0.01026694,0.0,0.019704433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.295212199,0.370342287,0.000170765,1,1,1,1,0,0,0.00063418,0.000511322,0.000269823,0
9606.ENSP00000262507,0,1,0,0,0.321637427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365024133,0.005578801,0.032258065,0.236714976,0.0,0.0,0.31703204,0.0,0.111688312,0.006844627,0.0,0.019704433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.367615696,0.463685424,0.004716981,1,1,1,0,0,0,0.001356249,0.001613464,0.001384024,1
9606.ENSP00000262507,0,0,0,0,0.497076023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42737681,0.0,0.0,0.391304348,0.0,0.0,0.399662732,0.0,0.0,0.019849418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.429036042,0.463685424,0.000244618,1,1,1,1,0,0,0.000631039,0.000535591,0.000295207,0
9606.ENSP00000262507,0,1,0,0,0.280701754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322370636,0.0,0.079337402,0.241545894,0.0,0.105263158,0.139966273,0.0,0.480519481,0.015742642,0.0,0.009852217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.332107059,0.32835198,0.003558719,1,1,1,0,0,0,0.000963146,0.001159237,0.001011073,0
9606.ENSP00000262507,0,1,0,0,0.269005848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278145695,0.0,0.079337402,0.164251208,0.0,0.105263158,0.15682968,0.0,0.480519481,0.006844627,0.0,0.009852217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.288974195,0.32637792,0.005102041,1,1,1,0,0,0,0.00132444,0.001624974,0.00143283,0
9606.ENSP00000262507,0,0,0,0,0.187134503,0.2,0.533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.22808396,0.138075314,0.263295554,0.140096618,0.033333333,0.368421053,0.212478921,0.28,0.246753247,0.003422313,0.0,0.02955665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25501173,0.368471196,0.000116266,1,1,1,1,0,0,0.000678016,0.000538284,0.000278835,0
9606.ENSP00000262507,0,0,0,0,0.233918129,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.254237288,0.0,0.139494333,0.193236715,0.0,0.052631579,0.209106239,0.0,0.062337662,0.008898015,0.0,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.263115803,0.380238381,0.00011334,1,1,1,1,0,0,0.000592346,0.000462077,0.000235787,0
9606.ENSP00000262507,0,1,0,0,0.385964912,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.369401729,0.0,0.008718396,0.38647343,0.0,0.105263158,0.337268128,0.0,0.007792208,0.00752909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.370867989,0.380238381,0.004273504,1,1,1,0,0,0,0.001319411,0.001548317,0.00130636,0
9606.ENSP00000262507,0,0,0,0,0.222222222,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237063644,0.027894003,0.0,0.304347826,0.016666667,0.0,0.187183811,0.0,0.0,0.00752909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.23827042,0.378717429,0.0001554,1,1,1,1,0,0,0.00052037,0.000412105,0.000214049,0
9606.ENSP00000262507,0,0,0,0,0.30994152,0.4,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.321416545,0.129707113,0.011333915,0.338164251,0.133333333,0.157894737,0.284991568,0.16,0.025974026,0.005475702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.328481553,0.378717429,0.000161031,1,1,1,1,0,0,0.000617581,0.000506967,0.00027091,0
9606.ENSP00000262507,0,0,0,0,0.263157895,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.26299248,0.054393305,0.02092415,0.256038647,0.0,0.105263158,0.271500843,0.0,0.018181818,0.006160164,0.0,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.268127533,0.377577858,0.0001554,1,1,1,1,0,0,0.000648078,0.000512636,0.000265253,0
9606.ENSP00000262507,0,0,0,0,0.198830409,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.246323942,0.0,0.042720139,0.207729469,0.0,0.157894737,0.204047218,0.0,0.07012987,0.004106776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.249200256,0.380619,0.000101823,1,1,1,1,0,0,0.000590657,0.000454285,0.000228362,0
9606.ENSP00000262507,0,0,0,0,0.169590643,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.20580312,0.0,0.023539669,0.106280193,0.0,0.157894737,0.220910624,0.0,0.033766234,0.002737851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.207826829,0.377957715,0.000162311,1,1,1,1,0,0,0.000728099,0.000558863,0.000279366,0
9606.ENSP00000262507,0,0,0,0,0.269005848,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.293916264,0.006973501,0.12467306,0.193236715,0.0,0.0,0.227655987,0.2,0.2,0.005475702,0.0,0.02955665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.304169332,0.370722906,0.00012213,1,1,1,1,0,0,0.000623079,0.000489129,0.000251295,0
9606.ENSP00000262507,0,1,0,0,0.32748538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298237737,0.119944212,0.001743679,0.280193237,0.2,0.0,0.23777403,0.4,0.002597403,0.012320329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.303849435,0.422,0.004651163,1,1,1,0,0,0,0.001247502,0.001529022,0.001338842,0
9606.ENSP00000262507,0,1,0,0,0.415204678,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.428555393,0.005578801,0.067131648,0.594202899,0.0,0.052631579,0.296795953,0.0,0.036363636,0.009582478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.432821497,0.381,0.002923977,1,1,1,0,0,0,0.000953217,0.001091876,0.000908018,1
9606.ENSP00000262507,0,1,0,0,0.216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257267931,0.032078103,0.067131648,0.236714976,0.0,0.105263158,0.136593592,0.12,0.475324675,0.010951403,0.0,0.009852217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.269673704,0.32901,0.005102041,1,1,1,0,0,0,0.001224375,0.001529987,0.001377312,0
9606.ENSP00000262507,0,1,0,0,0.415204678,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3985857,0.011157601,0.010462075,0.473429952,0.033333333,0.052631579,0.337268128,0.0,0.036363636,0.01026694,0.0,0.0,0.0,0.0,0.0,0.032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.401364897,0.380619,0.003289474,1,1,1,0,0,0,0.001119371,0.001290577,0.001065429,1
9606.ENSP00000262507,0,1,0,0,0.391812865,0.2,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.367437423,0.072524407,0.022667829,0.280193237,0.0,0.052631579,0.284991568,0.12,0.041558442,0.013689254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.371187887,0.380238,0.004081633,1,1,1,0,0,0,0.001271489,0.001488815,0.001253333,0
9606.ENSP00000262507,0,1,0,0,0.228070175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263160849,0.018131102,0.066259808,0.31884058,0.0,0.105263158,0.109612142,0.0,0.464935065,0.01026694,0.0,0.009852217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.274418853,0.32802297,0.004366812,1,1,1,0,0,0,0.001108106,0.001371859,0.001217299,0
9606.ENSP00000262507,0,1,0,0,0.321637427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307890897,0.0,0.014821273,0.222222222,0.0,0.0,0.284991568,0.0,0.101298701,0.006844627,0.0,0.019704433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.310673918,0.370342287,0.00591716,1,1,1,0,0,0,0.001670573,0.002014821,0.001738557,0
9606.ENSP00000262507,0,0,0,0,0.152046784,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.206813335,0.0027894,0.024411508,0.106280193,0.0,0.0,0.195615514,0.0,0.044155844,0.002053388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.207933461,0.368118009,0.0003367,1,1,1,1,0,0,0.000663988,0.000508111,0.000253575,0
9606.ENSP00000262507,0,0,0,0,0.286549708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26467617,0.0,0.079337402,0.198067633,0.0,0.105263158,0.165261383,0.0,0.548051948,0.004106776,0.0,0.009852217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.278097675,0.32769,8.03e-05,1,1,1,1,0,0,0.000567498,0.000453622,0.000237671,0
9606.ENSP00000262507,0,1,0,0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343304524,0.0,0.061028771,0.347826087,0.0,0.105263158,0.198988196,0.0,0.441558442,0.008213552,0.0,0.009852217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.353007038,0.32835,0.003937008,1,1,1,0,0,0,0.001120164,0.001333444,0.001147632,0
9606.ENSP00000262507,0,0,0,0,0.216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260186328,0.0,0.0,0.178743961,0.0,0.0,0.291736931,0.0,0.0,0.008213552,0.0,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.261036468,0.40165733,0.000537924,1,1,1,1,0,0,0.000694043,0.000561139,0.000296643,1
9606.ENSP00000262507,0,0,0,0,0.128654971,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.165731283,0.0027894,0.217088056,0.09178744,0.033333333,0.0,0.168634064,0.0,0.205194805,0.002737851,0.0,0.02955665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18335466,0.365523018,0.000149343,1,1,1,1,0,0,0.000699709,0.000528205,0.000260459,0
9606.ENSP00000262507,0,0,0,0,0.228070175,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.250028062,0.008368201,0.024411508,0.130434783,0.0,0.0,0.220910624,0.0,0.044155844,0.004106776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.251119642,0.369600861,0.000456621,1,1,1,1,0,0,0.000707335,0.000580172,0.000310079,1
9606.ENSP00000262507,0,1,0,0,0.339181287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338141206,0.015341702,0.013949433,0.178743961,0.0,0.0,0.310286678,0.08,0.077922078,0.009582478,0.0,0.019704433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.340264449,0.463685424,0.004830918,1,1,1,0,0,0,0.001411815,0.001681959,0.001439044,0
9606.ENSP00000262507,0,0,0,0,0.14619883,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.185486587,0.041841004,0.217088056,0.111111111,0.016666667,0.0,0.18549747,0.04,0.205194805,0.003422313,0.0,0.02955665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.204574536,0.366635157,0.000138889,1,1,1,1,0,0,0.000714046,0.000543196,0.000268628,0
9606.ENSP00000262507,0,1,0,0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361600629,0.012552301,0.058413252,0.391304348,0.0,0.105263158,0.224283305,0.0,0.438961039,0.017111567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.372520793,0.32835198,0.003389831,1,1,1,0,0,0,0.000971899,0.001158586,0.000996324,0
9606.ENSP00000262507,0,0,0,0,0.105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146705579,0.0,0.071490846,0.048309179,0.0,0.105263158,0.060708263,0.0,0.485714286,0.003422313,0.0,0.009852217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1576029,0.32308782,0.000106428,1,1,1,1,0,0,0.000402454,0.00030014,0.00014732,0
9606.ENSP00000262507,0,1,0,0,0.263157895,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.350095409,0.025104603,0.059285092,0.31884058,0.083333333,0.0,0.311973019,0.28,0.127272727,0.014373717,0.0,0.019704433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.35769887,0.369951,0.004,1,1,1,0,0,0,0.001121499,0.001333979,0.001151797,0
9606.ENSP00000262507,0,0,0,0,0.169590643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208384779,0.036262204,0.023539669,0.101449275,0.016666667,0.0,0.254637437,0.04,0.103896104,0.004791239,0.0,0.019704433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.214331414,0.367361343,0.000284091,1,1,1,1,0,0,0.000694031,0.000540022,0.000274819,0
9606.ENSP00000262507,0,0,0,0,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265461892,0.005578801,0.023539669,0.241545894,0.0,0.0,0.303541315,0.0,0.103896104,0.005475702,0.0,0.019704433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.270899979,0.463685424,8.42e-05,1,1,1,1,0,0,0.000561341,0.000432427,0.000218687,0
9606.ENSP00000262507,0,0,0,0,0.222222222,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.257380177,0.0,0.031386225,0.120772947,0.0,0.157894737,0.209106239,0.0,0.062337662,0.005475702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.258370655,0.380238381,0.000127081,1,1,1,1,0,0,0.000672549,0.000520281,0.000262818,0
9606.ENSP00000262507,0,0,0,0,0.204678363,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.201593894,0.0,0.022667829,0.149758454,0.0,0.157894737,0.180438449,0.0,0.033766234,0.003422313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.203294946,0.37605843,0.0002035,1,1,1,1,0,0,0.000659852,0.000532922,0.00028019,0
9606.ENSP00000262507,0,0,0,0,0.292397661,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.31389606,0.0,0.014821273,0.198067633,0.0,0.0,0.291736931,0.0,0.028571429,0.004791239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.314192792,0.373773954,0.000199601,1,1,1,1,0,0,0.000676208,0.000548848,0.00029052,0
9606.ENSP00000262507,0,0,0,0,0.058479532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055786284,0.006973501,0.0,0.048309179,0.033333333,0.0,0.023608769,0.0,0.0,0.001368925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.055288974,0.28821276,0.000109123,1,1,1,1,0,0,0.000278319,0.000202402,0.000100859,0
9606.ENSP00000262507,0,0,0,0,0.222222222,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.254012796,0.0,0.110723627,0.198067633,0.0,0.0,0.252951096,0.0,0.192207792,0.002737851,0.0,0.02955665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.26487524,0.370342287,8.79e-05,1,1,1,1,0,0,0.000590047,0.000451994,0.00022673,0
9606.ENSP00000262507,0,1,0,0,0.391812865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442530026,0.041841004,0.047951177,0.589371981,0.116666667,0.105263158,0.23777403,0.08,0.387012987,0.023271732,0.0,0.004926108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.452975048,0.32835198,0.002066116,1,1,1,0,0,0,0.000630574,0.000727332,0.0006168,0
9606.ENSP00000262507,0,1,0,0,0.269005848,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.359636323,0.064156206,0.193548387,0.512077295,0.1,0.368421053,0.172006745,0.0,0.441558442,0.023271732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.381424611,0.32868099,0.001865672,1,1,1,0,0,0,0.000558822,0.000647843,0.000552529,0
9606.ENSP00000262507,0,0,0,0,0.210526316,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.253114828,0.052998605,0.193548387,0.169082126,0.1,0.0,0.234401349,0.0,0.181818182,0.003422313,0.0,0.02955665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.270260183,0.369230148,0.000112246,1,1,1,1,0,0,0.000627383,0.000481989,0.00024228,0
9606.ENSP00000262507,0,1,0,0,0.257309942,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.315635874,0.0,0.011333915,0.251207729,0.0,0.157894737,0.271500843,0.0,0.020779221,0.006160164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.315419066,0.379857,0.004950495,1,1,1,0,0,0,0.001350906,0.001616688,0.001403073,0
9606.ENSP00000263774,0,1,0,0,0.573099415,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.618531822,0.064156206,0.042720139,0.599033816,0.05,0.0,0.337268128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.615483045,0.799790409,0.003952569,1,1,1,0,0,0,0.001297907,0.00148594,0.001233647,0
9606.ENSP00000263774,0,1,0,0,0.49122807,0.0,0.733333333,0.0,0.0,0.0,0.0,0.0,0.0,0.512290942,0.0,0.239755885,0.140096618,0.0,0.0,0.575042159,0.0,0.875324675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.544145873,0.997002,0.008130081,1,1,1,0,0,0,0.00304386,0.003427595,0.002750948,0
9606.ENSP00000263774,0,1,0,0,0.625730994,0.0,0.466666667,0.0,0.0,0.0,0.0,0.0,0.0,0.602761253,0.0,0.164777681,0.202898551,0.0,0.0,0.81618887,0.0,0.566233766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.628492216,0.996004998,0.006369427,1,1,1,0,0,0,0.002638941,0.002900904,0.002272468,0
9606.ENSP00000263774,0,1,0,0,0.461988304,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.442754518,0.0,0.212728858,0.086956522,0.0,0.0,0.598650927,0.0,0.815584416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.475047985,0.995006,0.010869565,1,1,1,0,0,0,0.003915536,0.004477495,0.003632872,0
9606.ENSP00000263774,0,1,0,0,0.783625731,0.0,0.533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.664328207,0.015341702,0.137750654,0.183574879,0.033333333,0.0,0.765598651,0.2,0.65974026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.687886543,0.998001,0.005681818,1,1,1,0,0,0,0.002508095,0.002740231,0.002121252,0
9606.ENSP00000263774,0,1,0,0,0.391812865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38354473,0.0,0.0,0.178743961,0.0,0.0,0.261382799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.378225634,0.947757173,0.010526316,1,1,1,0,0,0,0.00312704,0.00374478,0.003191094,0
9606.ENSP00000263774,0,1,0,0,0.719298246,0.0,0.933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.630598271,0.041841004,1.0,0.429951691,0.0,0.578947368,0.661045531,0.0,0.462337662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.704894434,0.977042979,0.003846154,1,1,1,0,0,0,0.001716433,0.001858628,0.001435464,0
9606.ENSP00000263774,0,1,0,0,0.795321637,0.0,0.466666667,0.0,0.0,0.0,0.0,0.0,0.0,0.739364687,0.0013947,0.129032258,0.265700483,0.05,0.0,0.849915683,0.0,0.587012987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.760023459,0.998001,0.004,1,1,1,0,0,0,0.001821971,0.001951159,0.001495075,0
9606.ENSP00000263774,0,1,0,0,0.713450292,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.675103828,0.0,0.0418483,0.289855072,0.0,0.0,0.671163575,0.0,0.207792208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.679249307,0.998001,0.005050505,1,1,1,0,0,0,0.00207671,0.002276486,0.001786096,0
9606.ENSP00000263774,0,1,0,0,0.877192982,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.823605343,0.009762901,0.023539669,0.376811594,0.0,0.0,0.892074199,0.0,0.114285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.827042013,0.998001,0.003690037,1,1,1,0,0,0,0.001642251,0.001769278,0.00136486,0
9606.ENSP00000263774,0,1,0,0,0.549707602,0.4,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.599506117,0.688981869,0.310374891,0.420289855,0.85,0.473684211,0.293423272,0.44,0.002597403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.637822563,0.95359032,0.003164557,1,1,1,0,0,0,0.00111815,0.00124657,0.001014996,0
9606.ENSP00000263774,0,1,0,0,0.754385965,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.710798069,0.032078103,0.067131648,0.323671498,0.083333333,0.0,0.866779089,0.0,0.579220779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.730966091,0.998001,0.004098361,1,1,1,0,0,0,0.001827815,0.001985076,0.001533779,0
9606.ENSP00000263774,0,1,0,0,0.736842105,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.792513189,0.152022315,0.172624237,0.449275362,0.083333333,0.0,0.733558179,0.08,0.737662338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.82021753,0.998,0.00257732,1,1,1,0,0,0,0.001197742,0.001259699,0.000959444,0
