protein,RNA line ab,binary_RNA line ab,RNA line ab_y,binary_RNA line ab_y,cell_ab_diff,cell_ab_diff_abs,label
9606.ENSP00000365963,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000419945,1.5,1,73.7,1.0,-72.2,72.2,0
9606.ENSP00000426964,1.0,1,73.7,1.0,-72.7,72.7,0
9606.ENSP00000485582,0.6,1,73.7,1.0,-73.10000000000001,73.10000000000001,0
9606.ENSP00000372221,115.7,1,73.7,1.0,42.0,42.0,0
9606.ENSP00000482133,1.4,1,73.7,1.0,-72.3,72.3,0
9606.ENSP00000333640,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000435619,7.1,1,73.7,1.0,-66.60000000000001,66.60000000000001,0
9606.ENSP00000235835,40.7,1,73.7,1.0,-33.0,33.0,0
9606.ENSP00000362285,1.1,1,73.7,1.0,-72.60000000000001,72.60000000000001,0
9606.ENSP00000369045,18.9,1,73.7,1.0,-54.8,54.8,0
9606.ENSP00000375921,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000425759,1104.6,1,73.7,1.0,1030.9,1030.9,0
9606.ENSP00000361755,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000386908,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000332215,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000320813,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000340983,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000472808,7.7,1,73.7,1.0,-66.0,66.0,0
9606.ENSP00000316948,12.5,1,73.7,1.0,-61.2,61.2,0
9606.ENSP00000445122,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000261007,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000306123,18.2,1,73.7,1.0,-55.5,55.5,0
9606.ENSP00000303540,0.5,1,73.7,1.0,-73.2,73.2,0
9606.ENSP00000451261,18.8,1,73.7,1.0,-54.900000000000006,54.900000000000006,0
9606.ENSP00000483134,5.2,1,73.7,1.0,-68.5,68.5,0
9606.ENSP00000341282,0.5,1,73.7,1.0,-73.2,73.2,0
9606.ENSP00000372067,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000464145,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000265969,0.9,1,73.7,1.0,-72.8,72.8,0
9606.ENSP00000366549,1.9,1,73.7,1.0,-71.8,71.8,0
9606.ENSP00000361628,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000366465,3.6,1,73.7,1.0,-70.10000000000001,70.10000000000001,0
9606.ENSP00000253354,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000333591,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000322845,20.9,1,73.7,1.0,-52.8,52.8,0
9606.ENSP00000431813,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000006526,47.3,1,73.7,1.0,-26.40000000000001,26.40000000000001,0
9606.ENSP00000303490,23.3,1,73.7,1.0,-50.400000000000006,50.400000000000006,0
9606.ENSP00000263035,7.7,1,73.7,1.0,-66.0,66.0,0
9606.ENSP00000482907,37.8,1,73.7,1.0,-35.900000000000006,35.900000000000006,0
9606.ENSP00000273980,3.1,1,73.7,1.0,-70.60000000000001,70.60000000000001,0
9606.ENSP00000181796,71.4,1,73.7,1.0,-2.299999999999997,2.299999999999997,0
9606.ENSP00000341942,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000434847,50.6,1,73.7,1.0,-23.1,23.1,0
9606.ENSP00000392065,12.3,1,73.7,1.0,-61.400000000000006,61.400000000000006,0
9606.ENSP00000382707,574.8,1,73.7,1.0,501.1,501.1,0
9606.ENSP00000296145,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000365007,8.1,1,73.7,1.0,-65.60000000000001,65.60000000000001,0
9606.ENSP00000308606,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000398454,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000307240,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000384593,1.4,1,73.7,1.0,-72.3,72.3,0
9606.ENSP00000355094,30.1,1,73.7,1.0,-43.6,43.6,0
9606.ENSP00000365159,44.9,1,73.7,1.0,-28.800000000000004,28.800000000000004,0
9606.ENSP00000298690,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000274711,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000296387,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000344866,16.7,1,73.7,1.0,-57.0,57.0,0
9606.ENSP00000399709,4.1,1,73.7,1.0,-69.60000000000001,69.60000000000001,0
9606.ENSP00000287437,27.1,1,73.7,1.0,-46.6,46.6,0
9606.ENSP00000223862,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000475168,226.1,1,73.7,1.0,152.39999999999998,152.39999999999998,1
9606.ENSP00000451594,15.8,1,73.7,1.0,-57.900000000000006,57.900000000000006,0
9606.ENSP00000441065,76.3,1,73.7,1.0,2.5999999999999943,2.5999999999999943,0
9606.ENSP00000380840,0.5,1,73.7,1.0,-73.2,73.2,0
9606.ENSP00000324775,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000363019,4.7,1,73.7,1.0,-69.0,69.0,0
9606.ENSP00000377710,29.4,1,73.7,1.0,-44.3,44.3,0
9606.ENSP00000387361,13.2,1,73.7,1.0,-60.5,60.5,0
9606.ENSP00000255882,20.5,1,73.7,1.0,-53.2,53.2,0
9606.ENSP00000265174,62.3,1,73.7,1.0,-11.400000000000006,11.400000000000006,0
9606.ENSP00000363330,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000354720,52.2,1,73.7,1.0,-21.5,21.5,0
9606.ENSP00000266086,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000229771,0.5,1,73.7,1.0,-73.2,73.2,0
9606.ENSP00000484552,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000406482,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000324064,0.4,1,73.7,1.0,-73.3,73.3,0
9606.ENSP00000318629,13.1,1,73.7,1.0,-60.6,60.6,0
9606.ENSP00000287667,58.3,1,73.7,1.0,-15.400000000000006,15.400000000000006,0
9606.ENSP00000281081,6.6,1,73.7,1.0,-67.10000000000001,67.10000000000001,0
9606.ENSP00000248598,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000358460,0.7,1,73.7,1.0,-73.0,73.0,0
9606.ENSP00000272164,5.2,1,73.7,1.0,-68.5,68.5,0
9606.ENSP00000396441,75.9,1,73.7,1.0,2.200000000000003,2.200000000000003,0
9606.ENSP00000298832,15.4,1,73.7,1.0,-58.3,58.3,0
9606.ENSP00000484668,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000419195,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000379696,3.3,1,73.7,1.0,-70.4,70.4,0
9606.ENSP00000245983,0.5,1,73.7,1.0,-73.2,73.2,0
9606.ENSP00000318222,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000410533,0.3,1,73.7,1.0,-73.4,73.4,0
9606.ENSP00000419005,6.7,1,73.7,1.0,-67.0,67.0,0
9606.ENSP00000383096,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000293328,36.9,1,73.7,1.0,-36.8,36.8,0
9606.ENSP00000264363,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000292616,14.6,1,73.7,1.0,-59.1,59.1,0
9606.ENSP00000302621,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000441823,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000329748,25.0,1,73.7,1.0,-48.7,48.7,0
9606.ENSP00000301407,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000285018,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000357787,34.7,1,73.7,1.0,-39.0,39.0,0
9606.ENSP00000258443,0.4,1,73.7,1.0,-73.3,73.3,0
9606.ENSP00000207549,114.3,1,73.7,1.0,40.599999999999994,40.599999999999994,0
9606.ENSP00000388823,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000269445,14.8,1,73.7,1.0,-58.900000000000006,58.900000000000006,0
9606.ENSP00000265598,0.9,1,73.7,1.0,-72.8,72.8,0
9606.ENSP00000291554,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000364550,55.1,1,73.7,1.0,-18.6,18.6,0
9606.ENSP00000420213,226.9,1,73.7,1.0,153.2,153.2,0
9606.ENSP00000312706,3.3,1,73.7,1.0,-70.4,70.4,0
9606.ENSP00000457168,5.8,1,73.7,1.0,-67.9,67.9,0
9606.ENSP00000300289,32.3,1,73.7,1.0,-41.400000000000006,41.400000000000006,0
9606.ENSP00000267163,28.3,1,73.7,1.0,-45.400000000000006,45.400000000000006,0
9606.ENSP00000377700,15.0,1,73.7,1.0,-58.7,58.7,0
9606.ENSP00000370088,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000422941,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000356386,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000293860,46.7,1,73.7,1.0,-27.0,27.0,0
9606.ENSP00000379242,10.4,1,73.7,1.0,-63.3,63.3,0
9606.ENSP00000351740,34.5,1,73.7,1.0,-39.2,39.2,0
9606.ENSP00000218316,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000226951,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000344162,4.1,1,73.7,1.0,-69.60000000000001,69.60000000000001,0
9606.ENSP00000399415,25.7,1,73.7,1.0,-48.0,48.0,0
9606.ENSP00000415823,3.4,1,73.7,1.0,-70.3,70.3,0
9606.ENSP00000409318,3.6,1,73.7,1.0,-70.10000000000001,70.10000000000001,0
9606.ENSP00000368341,0.7,1,73.7,1.0,-73.0,73.0,0
9606.ENSP00000381613,3.8,1,73.7,1.0,-69.9,69.9,0
9606.ENSP00000314976,0.4,1,73.7,1.0,-73.3,73.3,0
9606.ENSP00000331907,12.5,1,73.7,1.0,-61.2,61.2,0
9606.ENSP00000370713,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000381247,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000291707,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000316357,33.3,1,73.7,1.0,-40.400000000000006,40.400000000000006,0
9606.ENSP00000409555,44.3,1,73.7,1.0,-29.40000000000001,29.40000000000001,0
9606.ENSP00000364361,25.1,1,73.7,1.0,-48.6,48.6,0
9606.ENSP00000359052,35.3,1,73.7,1.0,-38.400000000000006,38.400000000000006,0
9606.ENSP00000365080,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000281882,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000327763,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000300057,0.6,1,73.7,1.0,-73.10000000000001,73.10000000000001,0
9606.ENSP00000434515,106.5,1,73.7,1.0,32.8,32.8,0
9606.ENSP00000394487,2.6,1,73.7,1.0,-71.10000000000001,71.10000000000001,0
9606.ENSP00000306220,18.1,1,73.7,1.0,-55.6,55.6,1
9606.ENSP00000356113,1.1,1,73.7,1.0,-72.60000000000001,72.60000000000001,0
9606.ENSP00000250237,15.9,1,73.7,1.0,-57.8,57.8,0
9606.ENSP00000409581,3.1,1,73.7,1.0,-70.60000000000001,70.60000000000001,0
9606.ENSP00000219197,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000363229,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000358786,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000479097,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000348278,15.5,1,73.7,1.0,-58.2,58.2,0
9606.ENSP00000366430,35.3,1,73.7,1.0,-38.400000000000006,38.400000000000006,0
9606.ENSP00000401878,0.8,1,73.7,1.0,-72.9,72.9,0
9606.ENSP00000271332,9.0,1,73.7,1.0,-64.7,64.7,0
9606.ENSP00000384115,8.5,1,73.7,1.0,-65.2,65.2,0
9606.ENSP00000449629,0.4,1,73.7,1.0,-73.3,73.3,0
9606.ENSP00000419279,8.1,1,73.7,1.0,-65.60000000000001,65.60000000000001,0
9606.ENSP00000379898,57.7,1,73.7,1.0,-16.0,16.0,0
9606.ENSP00000426548,1.0,1,73.7,1.0,-72.7,72.7,0
9606.ENSP00000247225,3.8,1,73.7,1.0,-69.9,69.9,0
9606.ENSP00000322242,61.8,1,73.7,1.0,-11.900000000000006,11.900000000000006,0
9606.ENSP00000462435,1.5,1,73.7,1.0,-72.2,72.2,0
9606.ENSP00000357127,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000362799,2.3,1,73.7,1.0,-71.4,71.4,0
9606.ENSP00000394624,0.3,1,73.7,1.0,-73.4,73.4,0
9606.ENSP00000312649,2.8,1,73.7,1.0,-70.9,70.9,0
9606.ENSP00000265441,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000316924,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000245923,5.1,1,73.7,1.0,-68.60000000000001,68.60000000000001,0
9606.ENSP00000261303,81.0,1,73.7,1.0,7.299999999999997,7.299999999999997,0
9606.ENSP00000355735,7.7,1,73.7,1.0,-66.0,66.0,0
9606.ENSP00000378492,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000269141,94.1,1,73.7,1.0,20.39999999999999,20.39999999999999,0
9606.ENSP00000367323,21.6,1,73.7,1.0,-52.1,52.1,0
9606.ENSP00000300576,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000365962,10.2,1,73.7,1.0,-63.5,63.5,0
9606.ENSP00000285930,219.5,1,73.7,1.0,145.8,145.8,0
9606.ENSP00000290200,17.0,1,73.7,1.0,-56.7,56.7,0
9606.ENSP00000259392,2.2,1,73.7,1.0,-71.5,71.5,0
9606.ENSP00000331487,84.4,1,73.7,1.0,10.700000000000005,10.700000000000005,0
9606.ENSP00000264039,79.6,1,73.7,1.0,5.8999999999999915,5.8999999999999915,0
9606.ENSP00000265260,90.9,1,73.7,1.0,17.200000000000003,17.200000000000003,0
9606.ENSP00000302160,48.5,1,73.7,1.0,-25.200000000000003,25.200000000000003,0
9606.ENSP00000461749,84.0,1,73.7,1.0,10.299999999999995,10.299999999999995,0
9606.ENSP00000229633,16.0,1,73.7,1.0,-57.7,57.7,0
9606.ENSP00000350896,21.2,1,73.7,1.0,-52.5,52.5,0
9606.ENSP00000355645,0.4,1,73.7,1.0,-73.3,73.3,0
9606.ENSP00000246841,0.9,1,73.7,1.0,-72.8,72.8,0
9606.ENSP00000372910,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000369299,3.9,1,73.7,1.0,-69.8,69.8,0
9606.ENSP00000362271,87.8,1,73.7,1.0,14.099999999999994,14.099999999999994,0
9606.ENSP00000339764,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000226444,1.9,1,73.7,1.0,-71.8,71.8,0
9606.ENSP00000354927,19.7,1,73.7,1.0,-54.0,54.0,0
9606.ENSP00000370521,0.6,1,73.7,1.0,-73.10000000000001,73.10000000000001,0
9606.ENSP00000252490,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000359100,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000342434,80.4,1,73.7,1.0,6.700000000000003,6.700000000000003,0
9606.ENSP00000444211,8.6,1,73.7,1.0,-65.10000000000001,65.10000000000001,0
9606.ENSP00000247003,50.3,1,73.7,1.0,-23.40000000000001,23.40000000000001,0
9606.ENSP00000346762,155.8,1,73.7,1.0,82.10000000000001,82.10000000000001,0
9606.ENSP00000259211,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000312618,41.9,1,73.7,1.0,-31.800000000000004,31.800000000000004,0
9606.ENSP00000378920,23.0,1,73.7,1.0,-50.7,50.7,0
9606.ENSP00000385923,154.8,1,73.7,1.0,81.10000000000001,81.10000000000001,0
9606.ENSP00000325421,35.0,1,73.7,1.0,-38.7,38.7,0
9606.ENSP00000357682,2.2,1,73.7,1.0,-71.5,71.5,0
9606.ENSP00000358596,2.3,1,73.7,1.0,-71.4,71.4,0
9606.ENSP00000326411,16.1,1,73.7,1.0,-57.6,57.6,0
9606.ENSP00000243253,158.8,1,73.7,1.0,85.10000000000001,85.10000000000001,0
9606.ENSP00000379140,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000361577,2.7,1,73.7,1.0,-71.0,71.0,0
9606.ENSP00000410862,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000268489,11.0,1,73.7,1.0,-62.7,62.7,0
9606.ENSP00000303070,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000389466,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000295797,22.4,1,73.7,1.0,-51.3,51.3,0
9606.ENSP00000295927,0.3,1,73.7,1.0,-73.4,73.4,0
9606.ENSP00000315006,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000353475,2.2,1,73.7,1.0,-71.5,71.5,0
9606.ENSP00000317579,23.1,1,73.7,1.0,-50.6,50.6,0
9606.ENSP00000389443,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000424765,29.2,1,73.7,1.0,-44.5,44.5,0
9606.ENSP00000463092,1.3,1,73.7,1.0,-72.4,72.4,0
9606.ENSP00000320347,1.5,1,73.7,1.0,-72.2,72.2,0
9606.ENSP00000313811,13.5,1,73.7,1.0,-60.2,60.2,0
9606.ENSP00000344241,10.3,1,73.7,1.0,-63.400000000000006,63.400000000000006,0
9606.ENSP00000403396,17.2,1,73.7,1.0,-56.5,56.5,0
9606.ENSP00000375829,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000432119,79.8,1,73.7,1.0,6.099999999999994,6.099999999999994,0
9606.ENSP00000404676,18.7,1,73.7,1.0,-55.0,55.0,0
9606.ENSP00000246117,51.1,1,73.7,1.0,-22.6,22.6,0
9606.ENSP00000219476,29.1,1,73.7,1.0,-44.6,44.6,0
9606.ENSP00000278071,30.7,1,73.7,1.0,-43.0,43.0,0
9606.ENSP00000346484,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000326095,11.8,1,73.7,1.0,-61.900000000000006,61.900000000000006,0
9606.ENSP00000303231,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000441641,19.3,1,73.7,1.0,-54.400000000000006,54.400000000000006,0
9606.ENSP00000364591,42.2,1,73.7,1.0,-31.5,31.5,0
9606.ENSP00000424497,7.8,1,73.7,1.0,-65.9,65.9,0
9606.ENSP00000246515,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000306015,0.9,1,73.7,1.0,-72.8,72.8,0
9606.ENSP00000378877,0.3,1,73.7,1.0,-73.4,73.4,0
9606.ENSP00000352438,578.9,1,73.7,1.0,505.2,505.2,0
9606.ENSP00000353910,7.8,1,73.7,1.0,-65.9,65.9,0
9606.ENSP00000216540,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000354543,11.6,1,73.7,1.0,-62.1,62.1,0
9606.ENSP00000315569,13.9,1,73.7,1.0,-59.8,59.8,0
9606.ENSP00000379997,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000351536,52.2,1,73.7,1.0,-21.5,21.5,0
9606.ENSP00000353864,1.3,1,73.7,1.0,-72.4,72.4,0
9606.ENSP00000216127,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000356094,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000331342,8.1,1,73.7,1.0,-65.60000000000001,65.60000000000001,0
9606.ENSP00000161006,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000346733,33.0,1,73.7,1.0,-40.7,40.7,0
9606.ENSP00000402092,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000347213,0.6,1,73.7,1.0,-73.10000000000001,73.10000000000001,0
9606.ENSP00000265708,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000429243,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000345295,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000301457,93.7,1,73.7,1.0,20.0,20.0,0
9606.ENSP00000257312,4.0,1,73.7,1.0,-69.7,69.7,0
9606.ENSP00000308354,0.7,1,73.7,1.0,-73.0,73.0,0
9606.ENSP00000260116,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000371661,5.4,1,73.7,1.0,-68.3,68.3,0
9606.ENSP00000330264,0.6,1,73.7,1.0,-73.10000000000001,73.10000000000001,0
9606.ENSP00000358404,26.7,1,73.7,1.0,-47.0,47.0,0
9606.ENSP00000372155,42.8,1,73.7,1.0,-30.90000000000001,30.90000000000001,0
9606.ENSP00000358880,1.8,1,73.7,1.0,-71.9,71.9,0
9606.ENSP00000238018,36.5,1,73.7,1.0,-37.2,37.2,0
9606.ENSP00000317300,18.9,1,73.7,1.0,-54.8,54.8,0
9606.ENSP00000361060,38.1,1,73.7,1.0,-35.6,35.6,0
9606.ENSP00000264661,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000284984,31.5,1,73.7,1.0,-42.2,42.2,0
9606.ENSP00000251968,45.6,1,73.7,1.0,-28.1,28.1,0
9606.ENSP00000359206,6.8,1,73.7,1.0,-66.9,66.9,0
9606.ENSP00000304437,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000309338,23.6,1,73.7,1.0,-50.1,50.1,0
9606.ENSP00000283206,4.6,1,73.7,1.0,-69.10000000000001,69.10000000000001,0
9606.ENSP00000315299,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000262188,5.7,1,73.7,1.0,-68.0,68.0,0
9606.ENSP00000379602,28.9,1,73.7,1.0,-44.8,44.8,0
9606.ENSP00000040877,12.0,1,73.7,1.0,-61.7,61.7,0
9606.ENSP00000331614,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000341821,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000405388,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000416561,0.3,1,73.7,1.0,-73.4,73.4,0
9606.ENSP00000417864,295.5,1,73.7,1.0,221.8,221.8,0
9606.ENSP00000357301,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000334051,21.4,1,73.7,1.0,-52.3,52.3,0
9606.ENSP00000263401,78.0,1,73.7,1.0,4.299999999999997,4.299999999999997,0
9606.ENSP00000332602,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000341346,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000351591,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000475270,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000301295,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000328181,6.8,1,73.7,1.0,-66.9,66.9,0
9606.ENSP00000470539,115.4,1,73.7,1.0,41.7,41.7,0
9606.ENSP00000375727,0.5,1,73.7,1.0,-73.2,73.2,0
9606.ENSP00000373298,0.3,1,73.7,1.0,-73.4,73.4,0
9606.ENSP00000400057,27.2,1,73.7,1.0,-46.5,46.5,0
9606.ENSP00000297347,4.8,1,73.7,1.0,-68.9,68.9,0
9606.ENSP00000332659,0.5,1,73.7,1.0,-73.2,73.2,0
9606.ENSP00000295065,29.9,1,73.7,1.0,-43.8,43.8,0
9606.ENSP00000352035,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000296456,128.9,1,73.7,1.0,55.2,55.2,0
9606.ENSP00000438875,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000484078,0.1,1,73.7,1.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000302895,2.9,1,73.7,1.0,-70.8,70.8,0
9606.ENSP00000296444,95.8,1,73.7,1.0,22.09999999999999,22.09999999999999,0
9606.ENSP00000476046,10.2,1,73.7,1.0,-63.5,63.5,0
9606.ENSP00000361345,0.5,1,73.7,1.0,-73.2,73.2,0
9606.ENSP00000336528,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000451030,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000478425,5.9,1,73.7,1.0,-67.8,67.8,0
9606.ENSP00000480056,6.6,1,73.7,1.0,-67.10000000000001,67.10000000000001,0
9606.ENSP00000368758,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000362987,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000284987,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000360107,9.2,1,73.7,1.0,-64.5,64.5,0
9606.ENSP00000363193,27.5,1,73.7,1.0,-46.2,46.2,0
9606.ENSP00000338343,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000309031,5.8,1,73.7,1.0,-67.9,67.9,0
9606.ENSP00000341680,14.9,1,73.7,1.0,-58.8,58.8,0
9606.ENSP00000361866,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000258301,14.3,1,73.7,1.0,-59.400000000000006,59.400000000000006,0
9606.ENSP00000265840,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000319179,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000392407,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000383563,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000246166,9.7,1,73.7,1.0,-64.0,64.0,0
9606.ENSP00000215530,0.8,1,73.7,1.0,-72.9,72.9,0
9606.ENSP00000371614,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000238616,23.0,1,73.7,1.0,-50.7,50.7,0
9606.ENSP00000360065,0.8,1,73.7,1.0,-72.9,72.9,0
9606.ENSP00000369071,0.2,1,73.7,1.0,-73.5,73.5,0
9606.ENSP00000312017,27.4,1,73.7,1.0,-46.3,46.3,0
9606.ENSP00000268125,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000469142,0.7,1,73.7,1.0,-73.0,73.0,0
9606.ENSP00000361383,6.7,1,73.7,1.0,-67.0,67.0,0
9606.ENSP00000267970,244.2,1,73.7,1.0,170.5,170.5,0
9606.ENSP00000432651,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000371858,119.6,1,73.7,1.0,45.89999999999999,45.89999999999999,0
9606.ENSP00000341762,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000435582,0.8,1,73.7,1.0,-72.9,72.9,0
9606.ENSP00000300079,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000392335,0.8,1,73.7,1.0,-72.9,72.9,0
9606.ENSP00000357150,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000392411,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000363822,1.5,1,73.7,1.0,-72.2,72.2,0
9606.ENSP00000438209,1.8,1,73.7,1.0,-71.9,71.9,0
9606.ENSP00000265742,21.1,1,73.7,1.0,-52.6,52.6,0
9606.ENSP00000373304,8.4,1,73.7,1.0,-65.3,65.3,0
9606.ENSP00000294954,0.0,0,73.7,1.0,-73.7,73.7,0
9606.ENSP00000421917,28.4,1,73.7,1.0,-45.3,45.3,0
