,gene_id,hpa_location,provenance,StringID
24749,NAP1L4,nucleus,uniprot,9606.ENSP00000369915
24750,NAP1L4,cytoplasm,uniprot,9606.ENSP00000369915
24751,MGST2,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000482639
24752,MGST2,plasma membrane:endomembrane system,uniprot,9606.ENSP00000482639
24753,CDC6,nucleus,uniprot,9606.ENSP00000209728
24754,CDC6,cytoplasm,uniprot,9606.ENSP00000209728
24755,NPAS2,nucleus,uniprot,9606.ENSP00000338283
24756,NAPG,plasma membrane:endomembrane system,uniprot,9606.ENSP00000324628
24757,NAPG,nuclear membrane:nucleus,uniprot,9606.ENSP00000324628
24758,NAPG,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000324628
24759,NRTN,secreted proteins:secretory,uniprot,9606.ENSP00000302648
24760,MDFI,nucleus,uniprot,9606.ENSP00000230321
24761,MDFI,cytoplasm,uniprot,9606.ENSP00000230321
24762,PIP5K1A,plasma membrane:endomembrane system,uniprot,9606.ENSP00000357883
24763,PIP5K1A,cytoplasm,uniprot,9606.ENSP00000357883
24764,PIP5K1A,nucleus,uniprot,9606.ENSP00000357883
24765,PIP5K1A,nuclear speckles:nucleoplasm:nucleus,uniprot,9606.ENSP00000357883
24766,PIP5K1A,microtubules:cytoplasm,uniprot,9606.ENSP00000357883
24767,PIP5K1A,actin filaments:cytoplasm,uniprot,9606.ENSP00000357883
24768,PIP5K1A,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000357883
24769,TXN2,mitochondria:cytoplasm,uniprot,9606.ENSP00000216185
24770,ABCA3,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000301732
24771,ABCA3,plasma membrane:endomembrane system,uniprot,9606.ENSP00000301732
24772,ABCA3,vesicles:endomembrane system,uniprot,9606.ENSP00000301732
24773,ABCA3,lysosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000301732
24774,DMAC2L,mitochondria:cytoplasm,uniprot,9606.ENSP00000308334
24775,OLFM1,secreted proteins:secretory,uniprot,9606.ENSP00000360858
24776,OLFM1,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000360858
24777,OLFM1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000360858
24778,OLFM1,microtubules:cytoplasm,uniprot,9606.ENSP00000360858
24779,OLFM1,actin filaments:cytoplasm,uniprot,9606.ENSP00000360858
24780,OLFM1,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000360858
24781,CMKLR1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000311733
24782,GPA33,plasma membrane:endomembrane system,uniprot,9606.ENSP00000356842
24783,GPA33,nuclear membrane:nucleus,uniprot,9606.ENSP00000356842
24784,MIPEP,mitochondria:cytoplasm,uniprot,9606.ENSP00000371607
24785,ACO2,mitochondria:cytoplasm,uniprot,9606.ENSP00000216254
24786,NKX3-1,nucleus,uniprot,9606.ENSP00000370253
24787,COQ7,mitochondria:cytoplasm,uniprot,9606.ENSP00000322316
24788,COQ7,plasma membrane:endomembrane system,uniprot,9606.ENSP00000322316
24789,COQ7,nucleus,uniprot,9606.ENSP00000322316
24790,SLC29A1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000377424
24791,EPAS1,nucleus,uniprot,9606.ENSP00000263734
24792,EPAS1,nuclear speckles:nucleoplasm:nucleus,uniprot,9606.ENSP00000263734
24793,TSG101,cytoplasm,uniprot,9606.ENSP00000251968
24794,TSG101,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000251968
24795,TSG101,plasma membrane:endomembrane system,uniprot,9606.ENSP00000251968
24796,TSG101,microtubules:cytoplasm,uniprot,9606.ENSP00000251968
24797,TSG101,actin filaments:cytoplasm,uniprot,9606.ENSP00000251968
24798,TSG101,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000251968
24799,TSG101,centrosome:cytoplasm,uniprot,9606.ENSP00000251968
24800,TSG101,midbody:microtubules:cytoplasm,uniprot,9606.ENSP00000251968
24801,TSG101,nucleus,uniprot,9606.ENSP00000251968
24802,CIB1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000479860
24803,CIB1,nuclear membrane:nucleus,uniprot,9606.ENSP00000479860
24804,CIB1,microtubules:cytoplasm,uniprot,9606.ENSP00000479860
24805,CIB1,actin filaments:cytoplasm,uniprot,9606.ENSP00000479860
24806,CIB1,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000479860
24807,CIB1,cytoplasm,uniprot,9606.ENSP00000479860
24808,CIB1,centrosome:cytoplasm,uniprot,9606.ENSP00000479860
24809,CIB1,nucleus,uniprot,9606.ENSP00000479860
24810,CIB1,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000479860
24811,CPNE1,nucleus,uniprot,9606.ENSP00000317257
24812,CPNE1,cytoplasm,uniprot,9606.ENSP00000317257
24813,CPNE1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000317257
24814,CCT7,cytoplasm,uniprot,9606.ENSP00000258091
24815,SMO,plasma membrane:endomembrane system,uniprot,9606.ENSP00000249373
24816,SMO,microtubules:cytoplasm,uniprot,9606.ENSP00000249373
24817,SMO,actin filaments:cytoplasm,uniprot,9606.ENSP00000249373
24818,SMO,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000249373
24819,MYD88,cytoplasm,uniprot,9606.ENSP00000401399
24820,MYD88,nucleus,uniprot,9606.ENSP00000401399
24821,EBNA1BP2,nucleus,uniprot,9606.ENSP00000407323
24822,EBNA1BP2,nucleoli:nucleus,uniprot,9606.ENSP00000407323
24823,FOXB1,nucleus,uniprot,9606.ENSP00000379369
24824,ARID3A,nucleus,uniprot,9606.ENSP00000263620
24825,ARID3A,cytoplasm,uniprot,9606.ENSP00000263620
24826,HAUS7,cytoplasm,uniprot,9606.ENSP00000359230
24827,HAUS7,microtubules:cytoplasm,uniprot,9606.ENSP00000359230
24828,HAUS7,actin filaments:cytoplasm,uniprot,9606.ENSP00000359230
24829,HAUS7,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000359230
24830,HAUS7,centrosome:cytoplasm,uniprot,9606.ENSP00000359230
24831,HAUS7,mitotic spindle:microtubules:cytoplasm,uniprot,9606.ENSP00000359230
24832,PRMT1,nucleus,uniprot,9606.ENSP00000406162
24833,PRMT1,nucleoplasm:nucleus,uniprot,9606.ENSP00000406162
24834,PRMT1,cytoplasm,uniprot,9606.ENSP00000406162
24835,PRMT1,cytosol:cytoplasm,uniprot,9606.ENSP00000406162
24836,H2BC15,nucleus,uniprot,9606.ENSP00000483903
24837,H2AC14,nucleus,uniprot,9606.ENSP00000328484
24838,H2BC14,nucleus,uniprot,9606.ENSP00000477907
24839,H2BC13,nucleus,uniprot,9606.ENSP00000366618
24840,SLC6A7,plasma membrane:endomembrane system,uniprot,9606.ENSP00000230671
24841,GABRG3,plasma membrane:endomembrane system,uniprot,9606.ENSP00000479113
24842,ASCL2,nucleus,uniprot,9606.ENSP00000332293
24843,SPAG8,cytoplasm,uniprot,9606.ENSP00000340982
24844,SPAG8,nucleus,uniprot,9606.ENSP00000340982
24845,SPAG8,vesicles:endomembrane system,uniprot,9606.ENSP00000340982
24846,SPAG8,microtubules:cytoplasm,uniprot,9606.ENSP00000340982
24847,SPAG8,actin filaments:cytoplasm,uniprot,9606.ENSP00000340982
24848,SPAG8,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000340982
24849,SPAG8,centrosome:cytoplasm,uniprot,9606.ENSP00000340982
24850,SPAG8,mitotic spindle:microtubules:cytoplasm,uniprot,9606.ENSP00000340982
24851,BAG1,nucleus,uniprot,9606.ENSP00000420514
24852,BAG1,cytoplasm,uniprot,9606.ENSP00000420514
24853,OPRPN,secreted proteins:secretory,uniprot,9606.ENSP00000382485
24854,ATF6B,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000364349
24855,ATF6B,plasma membrane:endomembrane system,uniprot,9606.ENSP00000364349
24856,ATF6B,nucleus,uniprot,9606.ENSP00000364349
24857,RNF5,plasma membrane:endomembrane system,uniprot,9606.ENSP00000364235
24858,RNF5,mitochondria:cytoplasm,uniprot,9606.ENSP00000364235
24859,RNF5,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000364235
24860,AGPAT1,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000378877
24861,AGPAT1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000378877
24862,EGFL8,secreted proteins:secretory,uniprot,9606.ENSP00000378888
24863,PRRT1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000211413
24864,PTPN18,nucleus,uniprot,9606.ENSP00000175756
24865,PTPN18,cytoplasm,uniprot,9606.ENSP00000175756
24866,DUSP9,cytoplasm,uniprot,9606.ENSP00000345853
24867,FOXC2,nucleus,uniprot,9606.ENSP00000326371
24868,PKP2,nucleus,uniprot,9606.ENSP00000070846
24869,PKP2,cell junctions:plasma membrane:endomembrane system,uniprot,9606.ENSP00000070846
24870,PKP2,cytoplasm,uniprot,9606.ENSP00000070846
24871,SH3GL1,cytoplasm,uniprot,9606.ENSP00000269886
24872,SH3GL1,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000269886
24873,SH3GL1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000269886
24874,SH3GL1,microtubules:cytoplasm,uniprot,9606.ENSP00000269886
24875,SH3GL1,actin filaments:cytoplasm,uniprot,9606.ENSP00000269886
24876,SH3GL1,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000269886
24877,SH3GL2,cytoplasm,uniprot,9606.ENSP00000369981
24878,SH3GL2,plasma membrane:endomembrane system,uniprot,9606.ENSP00000369981
24879,SH3GL2,nuclear membrane:nucleus,uniprot,9606.ENSP00000369981
24880,SH3GL2,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000369981
24881,SH3GL3,cytoplasm,uniprot,9606.ENSP00000320092
24882,SH3GL3,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000320092
24883,SH3GL3,plasma membrane:endomembrane system,uniprot,9606.ENSP00000320092
24884,ADAM2,plasma membrane:endomembrane system,uniprot,9606.ENSP00000265708
24885,ADAM2,nuclear membrane:nucleus,uniprot,9606.ENSP00000265708
24886,CITED1,nucleus,uniprot,9606.ENSP00000401764
24887,CITED1,cytoplasm,uniprot,9606.ENSP00000401764
24888,CITED2,nucleus,uniprot,9606.ENSP00000444198
24889,RARRES2,secreted proteins:secretory,uniprot,9606.ENSP00000418009
24890,MYOC,secreted proteins:secretory,uniprot,9606.ENSP00000037502
24891,MYOC,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000037502
24892,MYOC,vesicles:endomembrane system,uniprot,9606.ENSP00000037502
24893,MYOC,cytoplasm,uniprot,9606.ENSP00000037502
24894,MYOC,secretory,uniprot,9606.ENSP00000037502
24895,MYOC,mitochondria:cytoplasm,uniprot,9606.ENSP00000037502
24896,MYOC,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000037502
24897,MYOC,plasma membrane:endomembrane system,uniprot,9606.ENSP00000037502
24898,MYOC,microtubules:cytoplasm,uniprot,9606.ENSP00000037502
24899,MYOC,actin filaments:cytoplasm,uniprot,9606.ENSP00000037502
24900,MYOC,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000037502
24901,TEP1,nucleus,uniprot,9606.ENSP00000262715
24902,OMD,secreted proteins:secretory,uniprot,9606.ENSP00000364700
24903,OMD,secretory,uniprot,9606.ENSP00000364700
24904,SEMA3C,secreted proteins:secretory,uniprot,9606.ENSP00000265361
24905,VRK1,nucleus,uniprot,9606.ENSP00000216639
24906,VRK1,cytoplasm,uniprot,9606.ENSP00000216639
24907,GDF15,secreted proteins:secretory,uniprot,9606.ENSP00000252809
24908,VGLL1,nucleus,uniprot,9606.ENSP00000359668
24909,AKAP9,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000348573
24910,AKAP9,cytoplasm,uniprot,9606.ENSP00000348573
24911,AKAP9,microtubules:cytoplasm,uniprot,9606.ENSP00000348573
24912,AKAP9,actin filaments:cytoplasm,uniprot,9606.ENSP00000348573
24913,AKAP9,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000348573
24914,AKAP9,centrosome:cytoplasm,uniprot,9606.ENSP00000348573
24915,GAL3ST1,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000385735
24916,GAL3ST1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000385735
24917,DPYSL5,cytoplasm,uniprot,9606.ENSP00000288699
24918,B9D2,cytoplasm,uniprot,9606.ENSP00000243578
24919,B9D2,microtubules:cytoplasm,uniprot,9606.ENSP00000243578
24920,B9D2,actin filaments:cytoplasm,uniprot,9606.ENSP00000243578
24921,B9D2,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000243578
24922,B9D2,nucleus,uniprot,9606.ENSP00000243578
24923,P2RY13,plasma membrane:endomembrane system,uniprot,9606.ENSP00000320376
24924,DHRS9,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000389241
24925,HSD17B14,cytoplasm,uniprot,9606.ENSP00000263278
24926,NCAPG,nucleus,uniprot,9606.ENSP00000251496
24927,NCAPG,cytoplasm,uniprot,9606.ENSP00000251496
24928,MICU1,mitochondria:cytoplasm,uniprot,9606.ENSP00000354415
24929,MICU1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000354415
24930,HOPX,nucleus,uniprot,9606.ENSP00000450527
24931,HOPX,cytoplasm,uniprot,9606.ENSP00000450527
24932,SPIN2B,nucleus,uniprot,9606.ENSP00000335008
24933,PAIP2,cytoplasm,uniprot,9606.ENSP00000378275
24934,MAPKAP1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000265960
24935,MAPKAP1,vesicles:endomembrane system,uniprot,9606.ENSP00000265960
24936,MAPKAP1,cytoplasm,uniprot,9606.ENSP00000265960
24937,MAPKAP1,nucleus,uniprot,9606.ENSP00000265960
24938,RBM4B,nucleus,uniprot,9606.ENSP00000433071
24939,RBM4B,nucleoli:nucleus,uniprot,9606.ENSP00000433071
24940,NABP2,nucleus,uniprot,9606.ENSP00000369545
24941,SPOCK3,secreted proteins:secretory,uniprot,9606.ENSP00000349677
24942,SPOCK3,secretory,uniprot,9606.ENSP00000349677
24943,ZFYVE21,cell junctions:plasma membrane:endomembrane system,uniprot,9606.ENSP00000216602
24944,ZFYVE21,vesicles:endomembrane system,uniprot,9606.ENSP00000216602
24945,ZFYVE21,cytoplasm,uniprot,9606.ENSP00000216602
24946,ZFYVE21,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000216602
24947,KCNS3,plasma membrane:endomembrane system,uniprot,9606.ENSP00000385968
24948,DDX50,nucleus,uniprot,9606.ENSP00000362687
24949,DDX50,nucleoli:nucleus,uniprot,9606.ENSP00000362687
24950,TREX2,nucleus,uniprot,9606.ENSP00000333441
24951,PDCD1LG2,secreted proteins:secretory,uniprot,9606.ENSP00000380855
24952,PDCD1LG2,endomembrane system,uniprot,9606.ENSP00000380855
24953,PDCD1LG2,plasma membrane:endomembrane system,uniprot,9606.ENSP00000380855
24954,ELAC2,mitochondria:cytoplasm,uniprot,9606.ENSP00000337445
24955,ELAC2,nucleus,uniprot,9606.ENSP00000337445
24956,USB1,nucleus,uniprot,9606.ENSP00000219281
24957,GRWD1,nucleus,uniprot,9606.ENSP00000253237
24958,GRWD1,nucleoli:nucleus,uniprot,9606.ENSP00000253237
24959,MACROD1,nucleus,uniprot,9606.ENSP00000255681
24960,TCF25,nucleus,uniprot,9606.ENSP00000263346
24961,TCF25,cytoplasm,uniprot,9606.ENSP00000263346
24962,TCF25,cytosol:cytoplasm,uniprot,9606.ENSP00000263346
24963,SLX1B,nucleus,uniprot,9606.ENSP00000328940
24965,FAM110A,cytoplasm,uniprot,9606.ENSP00000354163
24966,FAM110A,microtubules:cytoplasm,uniprot,9606.ENSP00000354163
24967,FAM110A,actin filaments:cytoplasm,uniprot,9606.ENSP00000354163
24968,FAM110A,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000354163
24969,FAM110A,centrosome:cytoplasm,uniprot,9606.ENSP00000354163
24970,FAM110A,mitotic spindle:microtubules:cytoplasm,uniprot,9606.ENSP00000354163
24971,KLHDC3,cytoplasm,uniprot,9606.ENSP00000313995
24972,ECSIT,cytoplasm,uniprot,9606.ENSP00000270517
24973,ECSIT,nucleus,uniprot,9606.ENSP00000270517
24974,ECSIT,mitochondria:cytoplasm,uniprot,9606.ENSP00000270517
24975,WDR77,nucleus,uniprot,9606.ENSP00000235090
24976,WDR77,cytoplasm,uniprot,9606.ENSP00000235090
24977,HINFP,nucleus,uniprot,9606.ENSP00000318085
24978,CYBC1,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000388909
24979,CYBC1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000388909
24980,SOST,secreted proteins:secretory,uniprot,9606.ENSP00000301691
24981,SOST,secretory,uniprot,9606.ENSP00000301691
24982,VKORC1,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000378426
24983,VKORC1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000378426
24984,KXD1,lysosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000472836
24985,ANTKMT,mitochondria:cytoplasm,uniprot,9606.ENSP00000454380
24986,ANTKMT,plasma membrane:endomembrane system,uniprot,9606.ENSP00000454380
24987,TUBA1C,cytoplasm,uniprot,9606.ENSP00000301072
24988,TUBA1C,microtubules:cytoplasm,uniprot,9606.ENSP00000301072
24989,TUBA1C,actin filaments:cytoplasm,uniprot,9606.ENSP00000301072
24990,TUBA1C,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000301072
24991,SELENOS,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000381282
24992,SELENOS,plasma membrane:endomembrane system,uniprot,9606.ENSP00000381282
24993,SELENOS,cytoplasm,uniprot,9606.ENSP00000381282
24994,APOL2,cytoplasm,uniprot,9606.ENSP00000249066
24995,SENP7,cytoplasm,uniprot,9606.ENSP00000377655
24996,MYBBP1A,cytoplasm,uniprot,9606.ENSP00000370968
24997,MYBBP1A,nucleus,uniprot,9606.ENSP00000370968
24998,MYBBP1A,nucleoli:nucleus,uniprot,9606.ENSP00000370968
24999,SYT3,plasma membrane:endomembrane system,uniprot,9606.ENSP00000340914
25000,SYT3,vesicles:endomembrane system,uniprot,9606.ENSP00000340914
25001,SYT3,cytoplasm,uniprot,9606.ENSP00000340914
25002,SYT3,secretory,uniprot,9606.ENSP00000340914
25003,NUDT12,cytoplasm,uniprot,9606.ENSP00000230792
25004,NUDT12,peroxisomes:vesicles:endomembrane system,uniprot,9606.ENSP00000230792
25005,NUDT12,cytoplasmic bodies:cytosol:cytoplasm,uniprot,9606.ENSP00000230792
25006,AIF1L,cytoplasm,uniprot,9606.ENSP00000361383
25007,AIF1L,microtubules:cytoplasm,uniprot,9606.ENSP00000361383
25008,AIF1L,actin filaments:cytoplasm,uniprot,9606.ENSP00000361383
25009,AIF1L,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000361383
25010,AIF1L,plasma membrane:endomembrane system,uniprot,9606.ENSP00000361383
25011,CCDC3,secreted proteins:secretory,uniprot,9606.ENSP00000368102
25012,SGIP1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000360076
25013,SGIP1,nuclear membrane:nucleus,uniprot,9606.ENSP00000360076
25014,SGIP1,cytoplasm,uniprot,9606.ENSP00000360076
25015,SLF1,nucleus,uniprot,9606.ENSP00000265140
25016,SLF1,cytoplasm,uniprot,9606.ENSP00000265140
25017,SLF1,microtubules:cytoplasm,uniprot,9606.ENSP00000265140
25018,SLF1,actin filaments:cytoplasm,uniprot,9606.ENSP00000265140
25019,SLF1,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000265140
25020,SLF1,centrosome:cytoplasm,uniprot,9606.ENSP00000265140
25021,TMEM47,plasma membrane:endomembrane system,uniprot,9606.ENSP00000275954
25022,TMEM47,nuclear membrane:nucleus,uniprot,9606.ENSP00000275954
25023,TMEM47,cell junctions:plasma membrane:endomembrane system,uniprot,9606.ENSP00000275954
25024,LPIN3,nucleus,uniprot,9606.ENSP00000362354
25025,FERMT1,cytoplasm,uniprot,9606.ENSP00000217289
25026,FERMT1,microtubules:cytoplasm,uniprot,9606.ENSP00000217289
25027,FERMT1,actin filaments:cytoplasm,uniprot,9606.ENSP00000217289
25028,FERMT1,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000217289
25029,FERMT1,cell junctions:plasma membrane:endomembrane system,uniprot,9606.ENSP00000217289
25030,FERMT1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000217289
25031,MGME1,mitochondria:cytoplasm,uniprot,9606.ENSP00000366939
25032,GORASP1,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000313869
25033,GORASP1,plasma membrane:endomembrane system,uniprot,9606.ENSP00000313869
25034,GORASP1,cytoplasm,uniprot,9606.ENSP00000313869
25035,GORASP1,endomembrane system,uniprot,9606.ENSP00000313869
25036,SYT15,plasma membrane:endomembrane system,uniprot,9606.ENSP00000363441
25037,HEPH,plasma membrane:endomembrane system,uniprot,9606.ENSP00000430620
25038,HEPH,nuclear membrane:nucleus,uniprot,9606.ENSP00000430620
25039,FYCO1,vesicles:endomembrane system,uniprot,9606.ENSP00000296137
25040,FYCO1,cytoplasm,uniprot,9606.ENSP00000296137
25041,FYCO1,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000296137
25042,FYCO1,lysosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000296137
25043,SLC25A21,mitochondria:cytoplasm,uniprot,9606.ENSP00000329452
25044,SLC25A21,plasma membrane:endomembrane system,uniprot,9606.ENSP00000329452
25045,CLSTN3,plasma membrane:endomembrane system,uniprot,9606.ENSP00000266546
25046,CLSTN3,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000266546
25047,CLSTN3,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000266546
25048,CLSTN3,microtubules:cytoplasm,uniprot,9606.ENSP00000266546
25049,CLSTN3,actin filaments:cytoplasm,uniprot,9606.ENSP00000266546
25050,CLSTN3,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000266546
25051,CLSTN3,lipid droplets:vesicles:endomembrane system,uniprot,9606.ENSP00000266546
25052,EBF4,nucleus,uniprot,9606.ENSP00000370022
25053,RHOXF2,nucleus,uniprot,9606.ENSP00000360441
25054,SULT4A1,cytoplasm,uniprot,9606.ENSP00000332565
25055,JPH2,plasma membrane:endomembrane system,uniprot,9606.ENSP00000362071
25056,JPH2,endomembrane system,uniprot,9606.ENSP00000362071
25057,JPH2,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000362071
25058,JPH2,nucleus,uniprot,9606.ENSP00000362071
25059,CORO1B,cytoplasm,uniprot,9606.ENSP00000377471
25060,CORO1B,microtubules:cytoplasm,uniprot,9606.ENSP00000377471
25061,CORO1B,actin filaments:cytoplasm,uniprot,9606.ENSP00000377471
25062,CORO1B,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000377471
25063,NAA38,cytoplasm,uniprot,9606.ENSP00000332103
25064,NAA38,nucleus,uniprot,9606.ENSP00000332103
25065,TXNDC17,cytoplasm,uniprot,9606.ENSP00000250101
25066,PIGQ,plasma membrane:endomembrane system,uniprot,9606.ENSP00000026218
25067,PIGQ,nuclear membrane:nucleus,uniprot,9606.ENSP00000026218
25068,PLCD4,plasma membrane:endomembrane system,uniprot,9606.ENSP00000388631
25069,PLCD4,nuclear membrane:nucleus,uniprot,9606.ENSP00000388631
25070,PLCD4,nucleus,uniprot,9606.ENSP00000388631
25071,PLCD4,cytoplasm,uniprot,9606.ENSP00000388631
25072,PLCD4,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000388631
25073,BUD13,nucleus,uniprot,9606.ENSP00000260210
25074,CPPED1,cytoplasm,uniprot,9606.ENSP00000371193
25075,VPS25,cytoplasm,uniprot,9606.ENSP00000253794
25076,VPS25,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000253794
25077,VPS25,nucleus,uniprot,9606.ENSP00000253794
25078,VPS25,nucleoplasm:nucleus,uniprot,9606.ENSP00000253794
25079,SLC30A2,vesicles:endomembrane system,uniprot,9606.ENSP00000363394
25080,SLC30A2,cytoplasm,uniprot,9606.ENSP00000363394
25081,SLC30A2,secretory,uniprot,9606.ENSP00000363394
25082,SLC30A2,plasma membrane:endomembrane system,uniprot,9606.ENSP00000363394
25083,SLC30A2,endosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000363394
25084,SLC30A2,lysosomes:vesicles:endomembrane system,uniprot,9606.ENSP00000363394
25085,SLC30A2,mitochondria:cytoplasm,uniprot,9606.ENSP00000363394
25086,NUDT16L1,nucleus,uniprot,9606.ENSP00000306670
25087,MESP1,nucleus,uniprot,9606.ENSP00000300057
25088,REEP2,plasma membrane:endomembrane system,uniprot,9606.ENSP00000367590
25089,REEP2,nuclear membrane:nucleus,uniprot,9606.ENSP00000367590
25090,MXRA8,plasma membrane:endomembrane system,uniprot,9606.ENSP00000399229
25091,MXRA8,cell junctions:plasma membrane:endomembrane system,uniprot,9606.ENSP00000399229
25092,MXRA8,cytoplasm,uniprot,9606.ENSP00000399229
25093,MXRA8,microtubules:cytoplasm,uniprot,9606.ENSP00000399229
25094,MXRA8,actin filaments:cytoplasm,uniprot,9606.ENSP00000399229
25095,MXRA8,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000399229
25096,MXRA8,nucleus,uniprot,9606.ENSP00000399229
25097,LZTS2,cytoplasm,uniprot,9606.ENSP00000359240
25098,LZTS2,microtubules:cytoplasm,uniprot,9606.ENSP00000359240
25099,LZTS2,actin filaments:cytoplasm,uniprot,9606.ENSP00000359240
25100,LZTS2,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000359240
25101,LZTS2,centrosome:cytoplasm,uniprot,9606.ENSP00000359240
25102,SDF4,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000353094
25103,SDF4,cytoplasm,uniprot,9606.ENSP00000353094
25104,SDF4,plasma membrane:endomembrane system,uniprot,9606.ENSP00000353094
25105,SDF4,microtubules:cytoplasm,uniprot,9606.ENSP00000353094
25106,SDF4,actin filaments:cytoplasm,uniprot,9606.ENSP00000353094
25107,SDF4,intermediate filaments:cytoplasm,uniprot,9606.ENSP00000353094
25108,SRSF8,nucleus,uniprot,9606.ENSP00000480140
25109,SEC22C,endoplasmic reticulum:endomembrane system,uniprot,9606.ENSP00000264454
25110,SEC22C,plasma membrane:endomembrane system,uniprot,9606.ENSP00000264454
25111,OVOL2,nucleus,uniprot,9606.ENSP00000278780
25112,PYM1,cytoplasm,uniprot,9606.ENSP00000386156
25113,PYM1,nucleus,uniprot,9606.ENSP00000386156
25114,PYM1,nucleoli:nucleus,uniprot,9606.ENSP00000386156
25115,PYM1,nucleoplasm:nucleus,uniprot,9606.ENSP00000386156
25116,PYGO2,nucleus,uniprot,9606.ENSP00000357442
25117,CHCHD6,mitochondria:cytoplasm,uniprot,9606.ENSP00000290913
25118,CHCHD6,plasma membrane:endomembrane system,uniprot,9606.ENSP00000290913
25119,AIFM2,lipid droplets:vesicles:endomembrane system,uniprot,9606.ENSP00000478931
25120,AIFM2,plasma membrane:endomembrane system,uniprot,9606.ENSP00000478931
25121,AIFM2,cytoplasm,uniprot,9606.ENSP00000478931
25122,AIFM2,mitochondria:cytoplasm,uniprot,9606.ENSP00000478931
25123,AIFM2,nucleus,uniprot,9606.ENSP00000478931
25124,ZKSCAN3,nucleus,uniprot,9606.ENSP00000366465
25125,ZKSCAN3,cytoplasm,uniprot,9606.ENSP00000366465
25126,PGAP4,golgi apparatus:endomembrane system,uniprot,9606.ENSP00000363984
25127,PGAP4,plasma membrane:endomembrane system,uniprot,9606.ENSP00000363984
