,go_feature_0,go_feature_1,go_feature_2,go_feature_3,go_feature_4,go_feature_5,go_feature_6,go_feature_7,go_feature_8,go_feature_9,go_feature_10,go_feature_11,go_feature_12,go_feature_13,go_feature_14,go_feature_15,go_feature_16,go_feature_17,go_feature_18,go_feature_19,go_feature_20,go_feature_21,go_feature_22,go_feature_23,go_feature_24,go_feature_25,go_feature_26,go_feature_27,go_feature_28,go_feature_29,go_feature_30,go_feature_31,go_feature_32,go_feature_33,go_feature_34,go_feature_35,go_feature_36,go_feature_37,go_feature_38,go_feature_39,go_feature_40,go_feature_41,go_feature_42,go_feature_43,go_feature_44,go_feature_45,go_feature_46,go_feature_47,go_feature_48,go_feature_49,go_feature_50,go_feature_51,go_feature_52,go_feature_53,go_feature_54,go_feature_55,go_feature_56,go_feature_57,go_feature_58,go_feature_59,go_feature_60,go_feature_61,go_feature_62,go_feature_63,string_id
NTAN1,0.057416718,0.002907292,0.152938321,-0.015703611,0.020805724,-0.009833645,0.365521371,-0.041280575,0.290992707,0.147398576,-0.078447245,-0.071436107,-0.01801727,0.095560417,0.044629648,0.0975224,-0.29924491,-0.016837863,0.053287238,0.092344627,-0.123414412,-0.026719809,-0.122481264,-0.036849823,-0.210709512,0.151471287,-0.007413459,0.014565082,0.136789769,0.046140332,-0.127353951,0.245347112,0.060159538,-0.144675314,0.000853486,-0.182802573,0.029036323,0.076887667,-0.296690762,0.103869125,0.043895107,0.153653637,-0.137475595,-0.013424365,-0.129307836,-0.041178197,0.037002176,-0.071026109,0.212739497,-0.086548164,-0.115556747,-0.00353571,-0.122687086,-0.220472902,0.090971075,0.080113813,0.006104001,-0.098949566,-0.180349439,-0.093870357,0.387730062,-0.179568186,0.005233296,0.053306378,9606.ENSP00000287706
ATP8A1,-0.392286509,0.248424113,-0.241663367,-0.044516418,0.01643539,0.106250703,0.308549315,0.083019771,-0.063562691,-0.117242917,0.197702214,0.178575993,0.093973711,0.131340668,-0.005815285,0.25838384,0.086737603,-0.000361928,0.115823247,0.0051402,-0.100352846,-0.00708061,-0.202402532,0.097942576,-0.271270216,-0.081529841,0.12838614,0.160302997,0.023491642,0.166995406,0.222402677,-0.156685397,-0.034724969,-0.236683816,0.463464797,0.148990944,0.171259925,-0.102786936,-0.309422672,0.2605308,-0.010836583,-0.079371527,-0.212740868,0.053250812,0.159493282,0.179842114,0.268815964,0.085651867,0.200055912,-0.122773767,-0.047680028,0.085181847,0.135996923,0.061944105,-0.015632529,0.001648307,0.011237867,0.183405071,0.002987093,-0.203698322,-0.164559498,-0.258006096,-0.293334693,-0.038774196,9606.ENSP00000371084
SPRR3,0.124211967,-0.000776155,0.042524938,0.14991127,-0.195589349,-0.222906038,0.161682203,-0.015955664,0.21257703,0.182547137,-0.301085413,-0.102259919,0.024660813,0.18266046,-0.025480689,0.22039555,-0.124454148,0.242964476,0.089163579,0.173949495,0.081794396,-0.111165911,0.036874332,-0.332572758,0.118488349,0.316533267,0.156540304,0.000746157,-0.145480961,-0.051521201,0.064328,0.0680812,0.07331147,0.140593305,-0.008183798,0.087629706,0.004544134,0.143696263,0.0446156,-0.261918783,-0.245612144,0.36260432,-0.031811297,0.047076795,0.141892344,-0.418255895,0.414333463,0.002370291,0.093556628,0.153804243,0.074256524,-0.20740515,-0.298344105,-0.005682494,0.012455808,-0.066992208,-0.043983702,0.190426022,-0.159681171,0.28607744,0.063978016,0.007267675,-0.307492286,0.023421872,9606.ENSP00000330391
EFS,-0.243072987,0.631459832,-0.345821708,0.410093129,0.111782014,0.324421138,0.059763085,-0.104002148,0.072677411,-0.128420845,0.280264258,-0.148323312,0.277142555,0.099616371,-0.503946006,-0.267753839,-0.007291195,0.024818797,-0.743879497,0.585018575,0.362911642,0.005649859,0.082013682,-0.04331423,-0.235352531,-0.055240143,0.023769613,0.20965758,-0.218769073,0.202390105,-0.076677211,-0.078409486,0.332565308,0.244112268,0.19649896,-0.409656465,0.222294927,-0.0610829,0.601519704,0.203810215,-0.117809005,-0.027960366,-0.311521292,-0.036860574,0.725960255,-0.681931317,-0.311301261,0.080957532,-0.061147746,0.052723698,0.270134121,0.228815347,-0.073796377,-0.079261109,0.29439351,-0.061773431,0.172338381,0.418844223,0.26026693,-0.506752014,0.092515372,-0.232549772,0.182478964,0.076925546,9606.ENSP00000216733
DISC1,0.317344874,0.245293736,-0.064117365,-0.015479888,0.013682653,-0.04226663,0.021977961,0.243510574,0.032527912,-0.018468672,0.230059952,-0.116958804,-0.005403853,0.078776702,0.15606837,-0.056919899,0.105615027,-0.252675503,-0.079152651,0.152716488,-0.113729157,0.00818919,0.052554626,0.012964269,0.050965872,-0.147235468,-0.211913288,0.07032945,-0.103058182,0.049421139,-0.138475358,-0.13998495,0.380850792,0.119595543,0.222809389,-0.224788591,-0.154429108,0.131426394,0.149386793,0.202580899,0.012439813,0.215319738,0.148419902,-0.048914947,-0.114214145,-0.118049338,-0.016885988,-0.021967884,-0.240691274,-0.010763918,0.05638938,0.02914192,0.214596719,0.024694573,-0.093380384,-0.126619413,-0.011516553,-0.038813848,-0.045588762,-0.014487106,0.084561631,0.085660413,-0.145686775,0.1705883,9606.ENSP00000355593
UCHL1,-0.11437808,0.443233937,0.127903461,-0.199133024,-0.210619286,0.080956332,0.303331971,-0.746329963,-0.2037545,-0.57589817,0.186228499,-0.233714581,-0.438320905,-0.055739827,0.306872427,0.009549435,-0.205475539,0.141303077,-0.158220753,0.295840263,-0.40324524,0.177017137,-0.185480595,-0.356312871,0.031895593,-0.462900609,0.095097683,0.087899581,-0.360374242,0.534605086,-0.630850852,0.074407749,0.276186764,-0.864601791,-0.217319027,-0.034097329,0.51173228,0.095698036,-0.020780858,-0.117693335,-0.05671135,-0.043367427,-0.514866114,0.179450616,-0.444163084,0.478355229,-0.053592671,0.088969283,0.057393372,-0.20519492,-0.487950087,0.190302089,-0.241237745,0.287650436,0.339226574,0.076409005,-0.116313659,0.507989526,0.29510498,0.033345096,-0.094178788,-0.334685475,-0.025519615,0.106153369,9606.ENSP00000284440
TRIM65,0.205682889,0.098803103,0.068207927,0.386067927,-0.17174907,-0.053441793,0.158293366,-0.149040326,-0.138211474,-0.143723473,-0.131449327,-0.05984579,0.223959044,-0.104994729,-0.050307073,-0.072858058,0.212902293,-0.13834545,-0.120730743,0.072143562,-0.142334133,-0.04531271,-0.458809614,-0.032520786,0.024172753,0.098631412,-0.279218584,0.084426649,0.029295266,-0.107186161,-0.105056293,0.097688705,-0.041341197,-0.015892722,-0.083820023,0.308791101,-0.108100057,0.599015951,-0.018632887,0.06457831,-0.244903669,0.028895402,0.109767415,-0.077216789,0.181274265,-0.049500134,0.049781211,-0.078897506,0.028716087,0.055632729,0.044550464,-0.184566692,-0.040635653,-0.038451534,-0.149697334,-0.009430722,0.100952752,-0.282838374,0.402421743,-0.005367218,0.034652591,0.00732616,0.176136196,0.178632721,9606.ENSP00000269383
PXMP4,-0.101418383,0.157616258,-0.524418533,-0.165846556,0.674782813,0.037013508,-0.394113302,0.229927257,0.037960917,-0.360768497,-0.011500241,0.006792251,0.040742844,-0.212147623,-0.331324875,0.156548783,0.155739516,-0.032905169,-0.095763296,-0.124562822,0.346560985,0.451248825,-0.016341634,0.061163325,-0.012140837,-0.007087356,0.084282778,0.091955803,0.705383956,0.19924663,-0.354742289,0.438019812,0.057019569,-0.342765212,0.183076978,0.136492074,-0.191060275,0.124096818,0.075630866,-0.342555106,-0.075899832,-0.13820903,0.085546702,-0.210416749,-0.644627869,-0.57283479,0.049567219,0.026961081,0.56928283,-0.324865669,0.2069401,-0.080412664,0.968811214,0.202913061,-0.187442347,0.198269531,0.025610374,-0.207417235,0.050446786,0.402115166,0.352724195,0.265335977,-0.065151982,0.230980381,9606.ENSP00000386385
NKX2-8,-0.128267765,0.013058956,-0.001812077,0.087513246,0.053989246,-0.019693177,-0.105936624,0.085158981,0.126599312,0.007539521,0.095206536,-0.005132675,-0.191343382,-0.075974025,0.081832416,-0.042963002,0.03862578,0.051339891,0.006006889,0.137245759,-0.296322793,0.048496403,0.090524077,-0.049417339,0.137505502,-0.04877184,-0.11620339,0.170083389,0.026951661,-0.049322404,-0.19845055,0.008231151,0.10481552,-0.101552226,0.081200063,-0.128135636,-0.025853476,-0.170759737,-0.022332542,-0.249321833,0.073992655,-0.219911918,-0.063421078,0.022649372,0.076026,-0.130639881,0.040340073,-0.052694194,0.082914099,-0.015866328,0.02053003,0.00059463,-0.127839729,-0.210996449,0.029397907,-0.024075326,-0.077741146,0.097198375,-0.334420681,0.074978463,0.014335908,-0.058114152,0.074734703,0.092522748,9606.ENSP00000258829
RPL8,-0.11639142,0.082051151,0.491906494,0.05921137,0.031778429,-0.06422282,0.029762156,0.185428292,-0.005499475,-0.01962682,0.120245993,0.025244446,-0.085786894,-0.083054326,-0.121769205,-0.134978756,-0.026629737,0.153246462,-0.155845895,0.028930925,-0.062812775,-0.366950065,0.046752714,-0.040239535,0.396224618,-0.24171938,-0.182529643,-0.10639333,0.127729654,0.06666436,-0.014037115,-0.097153455,-0.189370528,-0.04181172,0.057740994,0.11307805,-0.073180825,0.015242583,0.083618619,0.062537111,0.164911047,-0.238197893,-0.052175052,-0.042268541,-0.062829815,0.017884113,0.077831842,0.153450906,0.021981711,0.077554159,0.054924425,0.031223968,-0.054509062,0.164444938,-0.434420735,0.165361226,-0.206908837,0.167548701,0.097109079,0.183836743,0.071631841,-0.075111076,0.225983605,-0.127991736,9606.ENSP00000262584
F2RL3,0.014414745,0.204992086,-0.253756702,0.185211837,-0.259735286,0.138145059,-0.008475538,-0.161514372,0.061038692,0.153226867,0.019949066,-0.187945232,0.027474441,0.68983531,0.157465532,0.175059661,0.509574652,-0.213311568,-0.100540705,-0.169390097,-0.061481416,0.156615019,-0.196378052,-0.165809542,0.153919712,0.05885224,0.020820137,0.113214962,0.004192042,-0.046193864,0.451401889,-0.237098753,-0.210885823,-0.145770103,0.163309947,-0.155367672,0.073175296,0.161943361,-0.047411479,-0.097520828,0.235191807,0.031646308,-0.193211615,-0.163503766,0.1384812,-0.164108574,-0.159001097,-0.147134513,0.360729098,-0.006459159,-0.027827492,-0.217805162,0.112361334,0.052737005,0.383001655,0.034448855,0.121774361,0.076077253,0.00671283,0.225258976,-0.058447666,-0.1412386,0.306759328,0.07195776,9606.ENSP00000248076
ARL5A,0.225203469,0.350367606,0.579771161,0.462841779,-0.435389608,-0.21424143,0.253895164,-0.18366003,-0.383236378,0.2549375,0.548289359,0.244258106,0.175523698,-0.268875599,-0.056572095,-0.467063248,0.322324663,0.053514346,-0.542338967,-0.039076008,-0.04948606,-0.22541365,0.374869198,-0.656555414,-0.075742923,0.018819582,0.119622149,0.210760251,-0.081551768,-0.37664932,0.289334804,0.482755154,0.114541113,0.577932119,-0.04711641,-0.364964485,-0.055106644,0.33899191,0.190106124,0.211418524,0.257421911,-0.256126732,-0.074117005,0.004833749,-0.196822897,-0.124189176,0.042831358,-0.235124707,-0.37678352,0.058367122,-0.300727248,-0.035296343,0.356297284,-0.271237165,-0.03838148,0.171106368,-0.070950404,0.271359771,0.319398344,0.258566439,-0.103208698,0.480716586,-0.191222787,-0.343859643,9606.ENSP00000295087
SSBP2,-0.096963249,-0.084413983,-0.374307364,0.302129686,0.009302026,0.149513513,-0.217393056,-0.000822313,-0.075570315,0.201013744,-0.169957131,-0.280203313,-0.298472524,-0.080044262,0.124164298,0.132973373,-0.444849133,0.083498709,0.350639462,0.238716647,0.157955483,0.074867859,0.230435014,-0.123967357,-0.152277708,0.039198961,-0.093194045,0.051487569,-0.070780106,-0.102275029,0.28836453,-0.068202049,-0.300248861,0.066368572,-0.826308489,-0.76043421,0.008404964,-0.12552236,-0.16157265,0.133830503,-0.215530574,0.090577438,-0.155250311,-0.112029366,0.187279731,0.2244955,0.326543272,-0.031344827,0.008651178,0.089997709,0.107787199,-0.070004813,0.051711779,0.03944641,0.065288976,0.079722576,-0.311526716,0.007576045,0.235459059,-0.310928702,0.085357852,0.187846974,0.122169763,-0.015091447,9606.ENSP00000483921
AES,0.285297215,-0.290836483,-0.039012611,-0.089310244,-0.268125623,-0.161730796,-0.026010409,-0.300828159,-0.245215133,0.110191323,0.428200632,0.254901886,0.450519055,0.083669662,0.177542403,-0.47129038,-0.121372566,-0.43051672,0.102831468,0.158190757,0.052946404,0.224025786,0.493134469,-0.388079971,0.054633278,0.270265967,-0.112843759,-0.355279982,-0.127505243,-0.318014562,0.050540715,-0.213982955,0.180634961,0.030062387,0.35954541,-0.534599483,-0.343916029,0.092058681,-0.239091054,-0.415180802,-0.212397337,0.419492245,0.108047172,0.286019206,-0.630968332,-0.064735152,-0.103829831,0.131378397,-0.027789272,0.038247649,0.312660009,0.087038688,0.266400635,-0.431258351,0.208948791,0.184987962,-0.17286925,-0.231124565,-0.178138971,0.619871914,-0.282260388,0.033659067,0.115087621,0.140011832,9606.ENSP00000221561
OXSR1,-0.054455683,0.081799902,0.166741326,0.078806907,-0.023066068,0.16696398,-0.057470724,-0.017265303,0.240854621,-0.157016248,0.13951394,0.01209069,0.671272933,-0.29795453,-0.006108256,-0.0368267,0.018224305,0.288184255,-0.040133636,-0.097304501,-0.061636508,0.235797435,0.085645095,-0.068987377,0.131349072,0.095408224,0.00751145,0.034257021,0.148121834,-0.19181481,-0.053259216,0.090825886,0.199096084,0.048174668,0.068149112,-0.092037067,-0.265281707,-0.087848,0.036824267,0.182402819,-0.128713623,-0.151985154,0.011605872,-0.615619481,0.119875304,-0.150799662,0.026282897,-0.163968697,-0.367034972,0.210389405,-0.067165926,-0.020616112,-0.107117735,0.910622478,0.20695141,0.595892012,0.042029943,-0.002086194,0.001829036,-0.144579291,-0.258440524,-0.124323286,0.054840527,-0.09180712,9606.ENSP00000311713
ITPKA,0.15198034,-0.846137881,-0.471133083,0.086707562,-0.327961624,-0.242509678,0.147990763,-0.242443934,-0.317679435,-0.364596874,-0.380665183,0.166727781,-0.058895677,-0.187281549,0.27751416,-0.016728103,0.314919144,-0.009856241,0.189675838,0.301801533,0.264458328,0.27074194,0.290647149,0.294475019,0.066821218,-0.146405816,-0.467240065,0.072622813,0.022845514,0.069193102,-0.546362281,-0.253625154,-0.170007601,0.476968169,0.394692183,0.104709402,-0.310110033,-0.025545016,0.406856179,0.492638379,-0.266863197,0.238922447,-0.602328897,0.219050139,0.251109987,0.302901,-0.125517935,-0.22309795,0.377078384,0.21692571,0.015780188,-0.094012029,-0.029984223,-0.040354803,0.493737638,0.124700747,-0.088598713,0.709846497,0.218803808,0.522107899,-0.045866992,0.017757576,-0.343274981,-0.199095041,9606.ENSP00000260386
RAB6C,0.111860715,0.463804662,0.200658217,0.130784899,-0.027607944,0.269310325,0.126076713,0.040543612,-0.139377415,-0.035055369,0.065657027,0.309375077,-0.03514057,0.347777873,0.429863065,0.138851404,-0.134833261,-0.112513103,-0.357032746,-0.571495891,-0.117723517,0.062924586,0.003965622,-0.042167537,0.539132237,-0.195108593,0.02789402,-0.212938905,0.595837593,-0.239248037,-0.473473608,0.000614182,-0.120797358,0.08028952,0.037611268,-0.447207928,0.154104322,0.141318664,0.201720908,-0.008615804,-0.242169216,0.384372801,0.403783888,0.06944415,-0.006838021,-0.09687826,0.145319074,-0.494158685,0.382455915,0.133131877,-0.990771294,0.035844635,-0.457162797,-0.020820089,0.394531935,-0.342457056,-0.182985455,-0.002607856,0.157411277,-0.0326262,-0.403565317,0.161195204,-0.177727357,-0.061669443,9606.ENSP00000387307
AMIGO3,-0.175897688,0.177565381,-0.026735272,-0.785731196,0.326268077,-0.053937364,-0.010548704,-0.070971265,0.010853204,0.170571044,-0.059503317,0.383318424,-0.068260886,0.114029117,-0.285923988,-0.004359072,0.077395156,0.055621084,0.165841192,-0.117086075,0.044357728,0.199814618,-0.051004395,0.008139797,-0.10300824,0.104766354,-0.032177683,-0.124718063,0.029899549,0.270176262,0.076149121,0.016324978,-0.063999392,-0.152733743,0.113639183,-0.155700043,0.015799033,0.281177729,0.031848624,-0.093153097,0.14423193,0.017056094,-0.128570929,-0.165987372,0.140088931,0.04986072,0.134713456,0.443235457,0.003304956,0.401620448,0.050963473,-0.429170072,-0.172546342,-0.170387015,-0.230126455,-0.00376259,-0.14740251,-0.112179115,0.07231237,-0.034832213,-0.021679806,0.555912554,0.183061659,-0.094534494,9606.ENSP00000323096
FAM115C,0.434298635,0.181341827,0.475532949,-0.167766377,0.122710712,0.075439438,-0.225961894,0.242321953,-0.19116731,-0.210888579,0.243864179,0.065264128,-0.57877028,-0.249821246,-0.148117974,0.204862654,0.219620824,-0.201262876,0.308631331,0.121606588,0.102938309,-0.027323138,0.110463746,0.141632751,0.415816724,0.300657421,-0.196958601,-0.296568334,0.497360438,-0.532987595,-0.006986219,-0.091979474,-0.078026697,0.383915335,-0.311976671,0.308094859,0.078539826,-0.063946985,-0.12837261,0.206832826,-0.231757537,-0.455843538,-0.010507364,0.697376668,0.252295405,0.367650092,0.451362461,-0.03347408,0.490895033,0.426631004,0.058795009,0.516813934,-0.067152642,0.269861639,0.131693825,0.344720066,0.398170918,0.29089874,-0.196457982,0.03875291,-0.022064695,-0.091995485,0.493618965,0.02555524,9606.ENSP00000412724
LDB1,0.498450011,0.45978713,-0.514137864,-0.024881717,-0.121300846,0.049364939,-0.039271098,0.51208806,0.117776223,-0.159054443,-0.250215471,-0.277745306,-0.28055203,0.136568338,-0.022531439,-0.028715331,0.003645831,0.006239151,0.204986587,0.446646124,-0.21057795,-0.072502382,0.547504544,-0.015470271,0.297369391,-0.62301898,0.457713693,0.382607043,-0.453354925,0.189514995,0.072698876,0.195910901,0.18809846,-0.139442772,-0.225771204,0.322935671,0.66416204,0.007596674,0.416038036,-0.549495757,0.088211656,-0.646512151,0.300130069,-0.072429813,0.043019671,-0.034437057,0.044495218,-0.130707964,-0.149771094,-0.022910329,0.173083499,-0.00395818,-0.193811923,-0.208980918,0.369043529,0.360388666,0.095908113,0.105128579,0.36490953,-0.370275527,-0.248216107,0.015757253,0.194473788,-0.21090214,9606.ENSP00000392466
ACTRT3,-0.249833539,0.211779237,0.116518468,-0.003492881,-0.046381604,0.643467128,0.161775306,0.601060987,-0.083031707,0.039513435,0.078575663,0.22655797,0.085445821,-0.563981295,-0.198500201,0.050471786,-0.526042938,-0.77440697,-0.186476484,0.027262904,-0.062585726,0.405682474,0.149937391,-0.385455668,0.219653115,0.99545151,-0.171272844,0.191643834,0.370495826,-0.20004788,0.270369649,0.337852865,0.138257667,-0.795060158,0.470559359,-0.456546307,-0.089624412,0.047432221,0.013809935,0.207438454,-0.156873763,0.380200744,0.002428205,-0.230258763,-0.069491185,0.092332758,-0.534142077,0.165537149,-0.312004298,0.043951303,-0.1913957,0.029640049,0.206954762,-0.581240714,0.254550695,-0.073512688,0.109774724,0.335266829,0.528523803,0.135834187,-0.266567737,-0.340853542,0.157551765,-0.452646047,9606.ENSP00000333037
PSMD5,0.253815621,0.181275874,0.157658875,0.064879984,-0.030193189,-0.029685834,0.312235773,-0.171939135,-0.024496548,-0.01790395,-0.082715943,0.02933085,0.067649208,-0.00783671,0.004823148,0.009340946,0.193229988,-0.105331346,0.041149896,0.116050832,-0.025579788,0.066040501,0.081935517,0.146303192,0.042416841,-0.017493546,0.045804925,-0.037979044,0.003658025,0.087007768,0.131277978,0.02893238,-0.120615348,0.011127031,0.060490161,0.075565308,0.037869275,-0.044043418,0.017150547,0.004354342,-0.235747784,0.112226143,0.196507603,0.093190365,-0.252980798,-0.144921899,0.015964665,0.074846469,-0.14197287,0.174194068,-0.066377148,0.126379922,-0.019340144,0.05168841,-0.038272738,0.07020694,0.08249744,-0.008796143,0.036280155,-0.072910383,0.47847864,0.057054602,0.085494861,0.016191958,9606.ENSP00000210313
TTLL10,0.169148117,0.445157379,-0.154362991,0.170993254,0.089944184,0.130745143,0.319843233,-0.026805419,-0.191553265,-0.473039299,-0.27191779,-0.047248479,-0.126068652,0.019302234,-0.089725398,0.520091772,-0.043337516,0.251692355,-0.040821653,-0.043933555,0.500125289,0.524319768,0.043982737,0.010061655,0.031762965,0.046449736,0.12874113,-0.114854999,0.371822268,0.08179906,0.023658874,-0.146533832,-0.162179202,-0.22926943,-0.046209276,0.061910365,-0.103754766,0.048034847,0.170476303,0.261959672,0.133937582,0.015117599,0.109530397,0.126618057,-0.479386002,-0.42008844,-0.219608709,-0.027453054,0.053395092,-0.210543796,0.12187998,0.092772484,0.094563872,-0.176114514,-0.000537362,0.428932548,-0.116705008,-0.343845248,-0.335668534,0.198571056,0.521317899,0.040438488,0.385255903,-0.395677865,9606.ENSP00000368592
SLC26A3,0.058098421,0.1200822,-0.089823812,-0.106424838,0.010235871,0.034889307,0.070048772,0.095366783,0.084574386,-0.100327075,-0.459902316,0.014696604,-0.023348087,-0.167724416,-0.133279368,0.136404723,0.181942433,0.152568743,0.002506247,-0.017687075,0.096771106,0.203701705,0.015118507,0.252517223,-0.157319278,-0.237984732,0.137477905,-0.050580483,-0.088275917,0.045168184,-0.162299111,-0.208404988,-0.433984667,-0.028302914,0.000795816,-0.037245538,-0.20543775,0.032338902,0.453680187,-0.027495774,0.18188031,0.051031671,-0.405164778,0.135022953,0.227776796,0.092798494,-0.18597348,0.277011037,0.031433508,0.202802062,-0.10693384,-0.153892815,-0.172769025,0.061630473,-0.093246616,-0.242284089,0.299556255,0.103520386,0.09660393,-0.261005491,0.085261919,0.02346904,0.166899621,0.169383049,9606.ENSP00000345873
SNX1,0.173882037,0.033385549,-0.178165168,0.33650586,0.108257189,-0.144719616,0.104974195,0.202309892,-0.184055045,-0.055970185,0.221942022,0.014336527,-0.004142941,-0.179905236,-0.234573871,0.035732385,0.122996248,0.015200004,0.028412309,0.326252282,-0.256017923,0.258951128,-0.999086201,-0.093691953,-0.019850064,0.140133917,-0.513404906,0.008010741,0.395293623,-0.197296068,-0.102347381,0.008579536,-0.137276992,0.087659277,-0.155817509,0.505453706,-0.150495186,1.190027833,0.20964244,-0.081469111,-0.258690208,0.053371906,0.279132634,0.050535269,-0.248715058,-0.003184033,-0.054394692,-0.215632796,0.149948314,-0.045506001,0.329612434,0.044158835,-0.248255074,-0.052556191,-0.23703976,0.049925327,-0.059263404,-0.400574714,0.568241358,-0.177157298,0.18037577,0.150089607,0.376263142,0.085998029,9606.ENSP00000261889
ALAS1,0.158600077,-0.272435844,0.452853501,-0.091565289,0.630465329,-0.145021722,-0.14654398,0.346474379,-0.340142608,0.342078537,-0.069884337,0.320075929,0.33988598,-0.070080034,-0.307778299,0.026982211,-0.402099103,-0.197437361,0.071628094,0.378265738,-0.290131032,0.006015795,-0.152766764,0.070364706,0.536242247,-0.223387048,-0.093714274,-0.049567625,0.073128484,0.734123349,0.333021879,0.12087404,0.489558637,-0.581231892,-0.358354747,0.261911958,-0.075188756,-0.153080314,-0.368381441,-0.378660589,0.295441985,-0.056373201,-0.233702645,-0.398933798,-0.190511212,0.226605371,-0.115298264,0.327070028,-0.305216521,-0.144324526,-0.231731877,-0.17459549,-0.26341936,0.015511719,-0.033722982,0.051447492,0.351366162,0.467974663,-0.002953147,0.511620939,-0.064749599,-0.828841686,0.103087962,-0.33049199,9606.ENSP00000378416
USP26,1.086066961,-0.059760287,0.194279224,0.278221816,0.167136595,0.198138118,0.104927219,-0.010972818,-0.080117457,-0.158494309,-0.203806847,0.967281461,0.128771856,0.127002776,0.422204584,0.109265096,0.392605871,-0.603666723,-0.076348692,0.308407247,-0.303423375,0.463133276,0.180270776,-0.169095799,-1.029673457,-0.099848121,0.022636414,0.016029585,0.606428504,0.4730407,-0.08150813,-0.059379239,-0.085812345,0.178312495,0.122983068,0.159251019,0.438099384,-0.661335886,0.073167384,0.740376115,-0.49947983,0.07463555,-0.046718311,-0.025509471,-0.123271659,0.046688378,0.079253405,-0.247749075,0.242987484,0.179804966,0.648487151,-0.3945674,-0.395245284,0.258725345,0.038843926,-0.32395947,-0.016201479,0.010810522,-0.294042021,-0.00460384,0.232911199,-0.992611051,-0.47401756,-0.109441333,9606.ENSP00000423390
