,protein,RWR_positive_0.6_0.1,RWR_positive_0.6_0.2,RWR_positive_0.6_0.3,RWR_positive_0.6_0.4,RWR_positive_0.6_0.5,RWR_positive_0.6_0.6,RWR_positive_0.6_0.7,RWR_positive_0.6_0.8,RWR_positive_0.6_0.9,RWR_positive_0.6_1.0
0,9606.ENSP00000348234,3.2367307806350406e-06,1.2328015282619337e-05,2.337237810341388e-05,3.138178422291437e-05,7.164277503475609e-05,8.070222352167472e-05,9.9970360258848e-05,0.00022099953940883898,0.00023543931029571205,0.0002499251767406646
1,9606.ENSP00000355330,0.00034391832115360704,0.0005279373055443761,0.0007415779031569078,0.0009728583494176817,0.0012576826501589002,0.0013937872882126775,0.0015810100420398962,0.0018559182239965626,0.0021022360870390127,0.0022046481242271954
2,9606.ENSP00000261600,5.7335007308295346e-05,0.00021339418178892405,0.001908850236095869,0.0019990593401809577,0.0021968951810248027,0.002422444622978677,0.002496353976668794,0.002601295464649675,0.005527118250543365,0.0056950743875159564
3,9606.ENSP00000443291,2.3963187120196935e-05,3.376051693859471e-05,5.0996826218784725e-05,6.201592110580899e-05,7.063338328767064e-05,8.375161938452944e-05,8.782122621200141e-05,9.327828104514326e-05,0.00010601916220916507,0.00011620603939106229
4,9606.ENSP00000239223,4.9244916536578435e-05,0.0001236190027903668,0.00048733184899503744,0.0008206962476581623,0.0009302316538583767,0.0011596753095761718,0.0012368798216605432,0.001411908881545014,0.001504828471305152,0.0016848061799626492
5,9606.ENSP00000419471,0.00018467094468905596,0.0003127482642567891,0.00045400141779768284,0.0005861563291585017,0.0007379333178612206,0.0009106332035630081,0.0009928040598679707,0.001067782300517965,0.0011328212192352565,0.0012784600018489786
6,9606.ENSP00000427552,0.00012043854868754134,0.00019706296362474442,0.0003225097621410987,0.0005202409879400434,0.0007147462489947918,0.0009268118478869534,0.0009691504981192454,0.0010477807944574476,0.0012376123621249085,0.0013317673754208808
7,9606.ENSP00000348019,7.657684721686636e-06,3.266889758501043e-05,7.564797043895989e-05,0.00010729517646875849,0.0014239693553799286,0.0014430159498730897,0.0014650484078102606,0.0014907737230862783,0.001605051370789297,0.001656962571879218
8,9606.ENSP00000266066,9.526052081768587e-06,2.68260016568318e-05,5.030178988054662e-05,6.916921713654038e-05,7.847211941876385e-05,0.00012852997555146825,0.00015335178955038184,0.00045808803862053374,0.0055114574256773284,0.00552218223335999
9,9606.ENSP00000312134,3.8515553986859465e-05,6.961353375057572e-05,0.0001093929603038297,0.00013296347761513404,0.00021340143881544606,0.0002867973175901111,0.00033241105361889525,0.00037904337127779054,0.000426963314379521,0.000451158296278895
10,9606.ENSP00000457466,0.00020001835232227725,0.0007370820940214745,0.0010356786735537824,0.0012168234797470545,0.0013793802538936972,0.0016534856419604949,0.0017543708868377112,0.001966513502778921,0.0021014522197219426,0.0023888886795677606
11,9606.ENSP00000284503,2.583419197362644e-05,5.359758721680519e-05,7.216065809621363e-05,0.00010955398958693654,0.00012584609048162695,0.0001558000060952776,0.00017311634709848213,0.00019173430230251613,0.00020531931230879659,0.00022036131285503452
12,9606.ENSP00000415836,6.335519591932088e-05,9.328913280728655e-05,0.00010737186372506461,0.00011966576048287498,0.00016112182279323208,0.00022194158750160682,0.00024002071537813647,0.0002713366268585664,0.0003099123947055922,0.0013935562816716181
13,9606.ENSP00000310880,4.299041133749512e-05,0.00011074186624497559,0.000441014178106119,0.0004918741294993436,0.0005944822442297451,0.0006169013402612238,0.0006290033692408901,0.0006384472691345584,0.0007260486198653033,0.0007706842710637707
14,9606.ENSP00000343629,0.00012109056192858563,0.0002045210320111202,0.00130338295544804,0.0026343323603553914,0.00272889792953234,0.0029088389392625787,0.003005016235472258,0.0030790912936801583,0.0031809691740621094,0.003260690998836649
15,9606.ENSP00000452780,0.00048221896710599747,0.000613557293432244,0.0011943689460235916,0.0014223883814365457,0.001708488614502706,0.00662639957792463,0.006977003854591455,0.007162598621537341,0.007470836522157063,0.0076874419115567656
16,9606.ENSP00000364691,4.134656313486705e-05,0.00010534703650373335,0.00013810655577005897,0.000159691439739506,0.000186861641925898,0.00021513301499850483,0.00022650939866176808,0.0002493670714693744,0.00028970073257003046,0.00030838265386685
17,9606.ENSP00000258229,2.275114852676375e-06,7.949351318024752e-06,1.890297991342879e-05,2.371448381033945e-05,2.9137100932471283e-05,3.3797744862598665e-05,3.5812320211032056e-05,4.9966304661648674e-05,5.451441418080577e-05,6.522628186827926e-05
18,9606.ENSP00000398211,3.107605934197823e-05,5.664119578568069e-05,0.00014576181839130088,0.0001824396152085406,0.0002037065162603452,0.00023119515518156355,0.00025867439408144496,0.0002937151265609248,0.00034094181166919907,0.0003953655101546327
19,9606.ENSP00000356375,3.7919054190689404e-06,7.088496146268743e-06,2.1207411572238925e-05,2.743169670732051e-05,3.201008804242845e-05,3.968062787797779e-05,4.7371375274402256e-05,5.560843310941425e-05,6.127055468237543e-05,0.0010694987904677098
20,9606.ENSP00000303522,3.1347123661278866e-05,0.000162360601269014,0.00031619152592860466,0.002322910001016987,0.0025181199835847042,0.003138260293464843,0.0032140808379430468,0.003335940630455527,0.0035647741002211423,0.0037610574712120294
21,9606.ENSP00000346466,3.089755587207183e-05,5.9131353237712274e-05,8.877196464159107e-05,0.0007355379409050678,0.0007536782462834211,0.00077231107067536,0.0007977221481865733,0.0008169078907756527,0.0014866988452265635,0.0015159576839349712
22,9606.ENSP00000399968,0.00023731884171966536,0.0004347778335783557,0.0007169205657606971,0.0008655748877637914,0.001260028327381157,0.0015113988699492632,0.0016411125581686527,0.001846375242804724,0.002014445546576696,0.0021676315153432266
23,9606.ENSP00000226299,5.417759624611043e-05,0.00016681798534216155,0.00033854475694849464,0.00047248521552230706,0.00070618475121662,0.000940753321160712,0.0020389762981122095,0.0024075076818880904,0.002547600282745055,0.00268185895091109
24,9606.ENSP00000383118,0.0011171470777379554,0.004350892147828215,0.007711959406511413,0.010128867208129829,0.017536860472884157,0.023111504624574234,0.02778507943197532,0.02920964704580352,0.03500320103083368,0.042262397592569716
25,9606.ENSP00000184956,0.00019280105634692993,0.0004057921225791886,0.0005679883498609491,0.0006759780971353388,0.0008305943244919845,0.0010784980680229748,0.0011601711175934935,0.0027209715417667786,0.0028408087854535848,0.0029377880169024883
26,9606.ENSP00000370781,0.0006661168326021465,0.0008194927670136404,0.0010804272067084521,0.0017790166388963313,0.002047945671030096,0.002547516673324525,0.002689376730901451,0.002774809442333878,0.0028770257085373586,0.0032275942357880907
27,9606.ENSP00000366280,0.00025111435433206053,0.0004558926082268612,0.00239558066679747,0.002617255490085639,0.0038468595773341265,0.004207467276352323,0.0043818529980882166,0.004509251885552247,0.004753228628123002,0.004931659214242883
