,protein,RW_positive_30_0.1,RW_positive_30_0.2,RW_positive_30_0.3,RW_positive_30_0.4,RW_positive_30_0.5,RW_positive_30_0.6,RW_positive_30_0.7,RW_positive_30_0.8,RW_positive_30_0.9,RW_positive_30_1.0
0,9606.ENSP00000348234,8.836329288897105e-05,0.00025404793268535286,0.0005080923428977258,0.0006737742223776877,0.0008394565102207707,0.001005134963634191,0.0011266362098467653,0.0013033564164288691,0.0014800848166487413,0.0016899489737625117
1,9606.ENSP00000355330,0.0012531781248981133,0.0022714250881108455,0.003837930467852857,0.005091105806059204,0.0063442944738199,0.007284187857294455,0.008380853192647919,0.009712367093015928,0.01104386003135005,0.011983781158050988
2,9606.ENSP00000261600,0.0006746977960574441,0.0019397075375309214,0.003879503783537075,0.0051445663630147465,0.006409602072380949,0.007674702203075867,0.008602387606515549,0.009951825850293972,0.011301187259959988,0.012903584487503394
3,9606.ENSP00000443291,9.037279414769728e-05,0.0001606641294529254,0.00026108016027137637,0.0003614971137722023,0.00043680874432538985,0.0005121198937558802,0.000567347104606597,0.000612534650372254,0.0006577217909580213,0.0007681743268221908
4,9606.ENSP00000239223,0.0005703036295017228,0.001639588997932151,0.003279233365901746,0.004348556598415598,0.0054178668797248974,0.0064872062430367805,0.007271362919709645,0.00841197447880404,0.009552563904435374,0.01090703131922055
5,9606.ENSP00000419471,0.0016356401101802476,0.002907767287979368,0.004725097351183649,0.0065423715859651566,0.007905379170551896,0.00926840061583789,0.01026795770303579,0.011085752710641827,0.01190354184655007,0.013902674982091412
6,9606.ENSP00000427552,0.0010303218077751808,0.0017743946846167091,0.002690242981771007,0.003377113283931976,0.004464617817575345,0.005666660734277684,0.006239043814275647,0.006983137620409252,0.007899020383774769,0.008757607232837472
7,9606.ENSP00000348019,0.00015665216778870672,0.0004503794480115175,0.0009007492008095142,0.0011944735615543323,0.001488202549808193,0.0017819155364122707,0.001997318846406415,0.002310600290002185,0.002623911872433382,0.0029959663097542943
8,9606.ENSP00000266066,0.0001897945530799916,0.00040670749240234727,0.0006642894741162308,0.0008540717517462326,0.0009896413093883893,0.0012878900361101842,0.0014776873367736698,0.0016674831358614028,0.0018844025071302895,0.0020742009473906364
9,9606.ENSP00000312134,0.0003614870056480868,0.0006552021277457243,0.0011070658329117578,0.0014685528130939929,0.0018300412375538144,0.0021011583903600695,0.002417471672742977,0.0028015532680001343,0.003185633666362264,0.0034567522634461056
10,9606.ENSP00000457466,0.0014257604780141264,0.004098943740245886,0.008197993287467398,0.010871242615394294,0.013544467961764894,0.016217794123804197,0.018178126745624468,0.021029768555308692,0.02388120243267622,0.02726729573623743
11,9606.ENSP00000284503,0.00019278488343843492,0.0003494196362225921,0.0005903980418224819,0.0007831837119738339,0.0009759676777321147,0.001120555585657712,0.0012892364284198266,0.001494070716034912,0.0016989061005006079,0.0018434933572279988
12,9606.ENSP00000415836,0.00021688317883672426,0.0003735226364369737,0.0005663059455400798,0.0007108965301085846,0.0009398332331329584,0.0011928632984563592,0.0013133705624568393,0.0014700099445690284,0.0016627940431135357,0.0018435327037877869
13,9606.ENSP00000310880,0.00022594124675379135,0.00040168202212953474,0.0006527384493892896,0.0009038073530973634,0.0010920981021627085,0.001280385828067665,0.0014184581368681393,0.001531435508695722,0.0016444119582956773,0.001920551494549727
14,9606.ENSP00000343629,0.0008785493191680871,0.0018825933220796287,0.0030749014258617535,0.003953473780711647,0.004580994733260013,0.005961569520877674,0.006840112007921562,0.007718659704551101,0.008722691316506825,0.009601231176930014
15,9606.ENSP00000452780,0.0017624325919314288,0.0030351977329701185,0.004601841639669146,0.005776770427473821,0.007636998750967905,0.009693187486846,0.010672288604837377,0.01194510402274318,0.013511788551113568,0.014980447260313667
16,9606.ENSP00000364691,0.0002349652304474148,0.0004046599988214439,0.0006135172488939133,0.0007701602125962381,0.0010181757734244457,0.0012923015628985013,0.001422834883669566,0.0015925305870041484,0.0018013909802903072,0.0019971951078332495
17,9606.ENSP00000258229,1.606596833880758e-05,4.618938487510604e-05,9.237886138180329e-05,0.00012250244094502705,0.00015262605506904947,0.00018274950275554147,0.00020484017568378476,0.00023697256574450876,0.00026910449537354,0.00030726098475497565
18,9606.ENSP00000398211,0.0002972216752823442,0.0005387180572142825,0.0009102487147174543,0.001207469644214143,0.0015046907483338146,0.0017276077978749527,0.0019876759743056027,0.0023034755413391395,0.0026192700297542615,0.0028421857841749443
