,protein,RWR_positive_0.2_0.1,RWR_positive_0.2_0.2,RWR_positive_0.2_0.3,RWR_positive_0.2_0.4,RWR_positive_0.2_0.5,RWR_positive_0.2_0.6,RWR_positive_0.2_0.7,RWR_positive_0.2_0.8,RWR_positive_0.2_0.9,RWR_positive_0.2_1.0
0,9606.ENSP00000348234,3.669960420737144e-05,0.00011672844736551623,0.00022893705731087213,0.0003053484712652651,0.00042838683457494474,0.0005056274497732689,0.0005951613808092493,0.0008435475170210219,0.000928758596239302,0.0010379008660430257
1,9606.ENSP00000355330,0.0009869518990451652,0.0017010831301425946,0.0026595174200454885,0.003502539192077333,0.0044712490129908125,0.005059183613553095,0.005866588840302809,0.006841738800078336,0.007769712314820971,0.008335288852438765
2,9606.ENSP00000261600,0.00032312448854244526,0.000994727926385759,0.0029976564556105593,0.0036084494369374477,0.004340127465784065,0.005155582550786556,0.005589238430422791,0.006219660893379411,0.008801906790581352,0.00961896718928475
3,9606.ENSP00000443291,7.547570410750953e-05,0.00012671101253160553,0.00021017923832460816,0.00027035134585957747,0.0003224908898262723,0.00037633284248417227,0.0004048666166505082,0.0004358735860474209,0.0004740110435874522,0.0005398516444619741
4,9606.ENSP00000239223,0.0002758858642355035,0.0007662388098556312,0.001901533659132271,0.002762320099479335,0.003308257304459367,0.004048685173017955,0.00444378420766345,0.005139388546147705,0.005683973506097433,0.006441843830337221
5,9606.ENSP00000419471,0.0009045810349930185,0.0015426568329101856,0.002401966061471807,0.00322915480510348,0.003979108962912439,0.004752863423667154,0.00524486831093276,0.005639750579326819,0.006015103851878523,0.006969388723635557
6,9606.ENSP00000427552,0.0006288207779401233,0.0010440213702956655,0.0016212238709316122,0.0022648547505959016,0.0030026323885170413,0.0038164072706557135,0.004134686675732503,0.004547463113108861,0.005268567438421724,0.005791228353716605
7,9606.ENSP00000348019,7.296869357553283e-05,0.00024012029715148473,0.0004849876919027313,0.0006677330533922377,0.0017229200084263724,0.0018675479130406162,0.0019945182518398452,0.0021575291397417464,0.0024596161134002614,0.002718677336678071
8,9606.ENSP00000266066,8.749526950667125e-05,0.00020012046907358686,0.00033892253905604656,0.000435737722112376,0.0005021963081198141,0.0006983063266461843,0.0008211689033856737,0.0013982560798399435,0.005058945408692457,0.005150759797007072
9,9606.ENSP00000312134,0.0002024825702471516,0.0003719325573442022,0.0006074779801325476,0.0007866369071134562,0.0010647195698702395,0.0012907177494955932,0.00151373504875703,0.001744901213829014,0.001984400200200077,0.002136572810037836
10,9606.ENSP00000457466,0.0008591933298898399,0.00236675900514578,0.004218189926133554,0.005391074975537657,0.006536340061838272,0.007934106005532989,0.008714984566564289,0.010063240568474354,0.011231889598247403,0.012810486374467328
11,9606.ENSP00000284503,0.00011341628656642985,0.0002112396318165283,0.0003269498153488315,0.00045350794048228625,0.0005545848579298033,0.0006515400519181463,0.0007377328786565353,0.0008475636180565436,0.0009494624551257784,0.0010282481351216407
12,9606.ENSP00000415836,0.00018422805326857663,0.0002932789268131259,0.0003936770370403102,0.00047158786352398066,0.0006323910024436123,0.000831852436989961,0.0009066430870344506,0.001023649059593056,0.0011586343156248624,0.002732867869292555
13,9606.ENSP00000310880,0.00016416309238121774,0.00034264525394402383,0.0010481522647776674,0.0012461375037336666,0.0015285570592062398,0.0016458243072304628,0.0017213716473986407,0.0017838017641777797,0.00196552896040819,0.002158632585841997
14,9606.ENSP00000343629,0.000516362557237712,0.0010177659419948097,0.002393882839377208,0.003761170561021005,0.004138420902383418,0.0049199286463952815,0.005387646914073732,0.005825046500915397,0.006344067880091149,0.0067865716881752745
15,9606.ENSP00000452780,0.0015439330377800245,0.0022990969948899166,0.0039922079748770465,0.004902861060840674,0.0061774235344630914,0.011110349517907285,0.01215136613084433,0.012955917748646881,0.014149360340689887,0.015123621017307149
16,9606.ENSP00000364691,0.0001552149248060511,0.0003131108600328599,0.0004456127151399601,0.000539593607165729,0.000678512656917451,0.0008353230573335617,0.0009064718856915895,0.0010102847028981914,0.001167126675182211,0.0012735238861470728
17,9606.ENSP00000258229,1.0623490306711643e-05,3.4288386911470596e-05,7.044690986728356e-05,9.048645333016665e-05,0.0001110428105255262,0.00013145366330490643,0.0001443043111905857,0.00017809642428518295,0.00019921930395932257,0.00022986719006460525
