protein,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6
9606.ENSP00000284116,3.2993346233162936e-05,2.1845705113960846e-05,1.0239746132683065e-05
9606.ENSP00000384851,0.0001321713551493,0.0001153649868653,6.622979833356633e-05
9606.ENSP00000346643,2.079531220938307e-05,9.730935458271077e-06,3.51602814512687e-06
9606.ENSP00000288462,5.820580912922981e-07,1.9405129941897746e-07,4.7062220533171035e-08
9606.ENSP00000350024,8.637137152420996e-05,8.420344357222701e-05,5.087766212938232e-05
9606.ENSP00000319417,9.374803301725105e-06,3.6318580402725754e-06,9.866256124680837e-07
9606.ENSP00000379217,4.433679202110559e-05,1.818001308716709e-05,5.518077835070367e-06
9606.ENSP00000339813,4.464432874736268e-05,2.879274130346043e-05,1.4756205214279938e-05
9606.ENSP00000370372,1.7902048872628237e-05,7.1487300705023954e-06,2.0268677870659434e-06
9606.ENSP00000218348,6.543013750411517e-05,3.221335344322646e-05,1.24724780101258e-05
9606.ENSP00000374071,3.997034304544577e-07,1.3752656635763925e-07,3.3859108807010945e-08
9606.ENSP00000323795,5.6270573752019275e-06,2.123533593295645e-06,5.640724173178528e-07
9606.ENSP00000378286,5.6115172399089866e-06,2.485535811938389e-06,7.375586261770922e-07
9606.ENSP00000366843,9.809340071604918e-05,5.7476143685498094e-05,2.687281921950778e-05
9606.ENSP00000246186,7.571151066183568e-06,2.556255813176064e-06,5.970194925085341e-07
9606.ENSP00000462729,2.310354819584711e-05,1.3832923506278554e-05,6.394587930022119e-06
9606.ENSP00000269385,0.0001080858868013,6.409463916151319e-05,2.9337691554227265e-05
9606.ENSP00000297689,0.0014729331706004,0.002153085310989,0.0021200033058544
9606.ENSP00000295108,2.8942606605840776e-05,1.7711958404022553e-05,7.462196381638816e-06
9606.ENSP00000483688,5.797763588755151e-05,3.191643008291296e-05,1.4211505657369438e-05
9606.ENSP00000344648,6.822989946198156e-06,3.290723806300913e-06,1.2148825290934102e-06
9606.ENSP00000322649,1.790070565445106e-05,6.377511292164931e-06,1.6000351060932511e-06
9606.ENSP00000412237,4.396102544221032e-05,3.666527140567148e-05,2.10385319370968e-05
9606.ENSP00000348455,5.674436429399482e-05,3.225533435996906e-05,1.4286916852679378e-05
9606.ENSP00000266735,0.0001172580701266,4.322835577508259e-05,1.3287211880932187e-05
9606.ENSP00000480971,9.847247142364817e-06,3.436754745312176e-06,8.555005189538629e-07
9606.ENSP00000276198,2.6370961910468836e-05,1.1667370252019631e-05,3.5538344547094193e-06
9606.ENSP00000371040,1.342728553986029e-06,5.351166246452513e-07,1.5472696977565885e-07
9606.ENSP00000303942,2.6742972686927096e-05,7.954998080056803e-06,1.7859232230620708e-06
9606.ENSP00000478942,1.597730750575607e-05,8.863031343552797e-06,3.105271849340561e-06
9606.ENSP00000282516,4.518078395907184e-05,2.8823534173633903e-05,1.4024967861346568e-05
9606.ENSP00000432660,0.0001031681775356,5.0049980462042584e-05,1.999866395120563e-05
9606.ENSP00000355217,2.8954748761137396e-05,1.205825431359488e-05,3.482968208215993e-06
9606.ENSP00000263274,3.339079989858704e-05,2.0080799188107796e-05,9.50169146845388e-06
9606.ENSP00000272252,6.5225846723534265e-06,2.759206870634545e-06,8.360433171584691e-07
9606.ENSP00000280057,2.030260112854411e-06,1.0195174653506906e-06,3.445363944946881e-07
9606.ENSP00000409832,2.2809624091497841e-07,7.568492827452688e-08,1.5350622174947143e-08
9606.ENSP00000445772,5.021734453341869e-06,2.9871376762482777e-06,1.3617547547357756e-06
9606.ENSP00000354501,9.477329408613304e-06,4.089022326489844e-06,1.213301969804124e-06
9606.ENSP00000376048,4.0075987097837555e-05,1.454563000793054e-05,3.797558198825769e-06
