protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,go_sim,sub_sim,cell_ab_diff,cell_ab_diff_abs,label
9606.ENSP00000332340,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166208251,0.13625731,0.08438061,0.100840336,0.12295082,0.130434783,0.056074766,0.058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.155895819,0.42267246,6.34e-06,8.05e-05,2.97e-05,8.52e-06,1,1,1,0,0,0,0.4472135954999579,-0.0630472120219605,-63.7,63.7,0
9606.ENSP00000353670,0,0,0,0,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.064636542,0.057309942,0.089766607,0.012605042,0.012295082,0.086956522,0.090342679,0.014705882,0.084507042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.064099677,0.2203768,2.13e-05,2.64e-05,1.38e-05,5.37e-06,1,1,1,0,0,0,0.5962847939999439,0.044115728562408,-65.60000000000001,65.60000000000001,0
9606.ENSP00000263707,0,0,0,0,0.096153846,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113850688,0.139766082,0.102333932,0.113445378,0.081967213,0.217391304,0.177570093,0.352941176,0.042253521,0.009357455,0.008385744,0.0,0.021582734,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.123695864,0.149206988,5.67e-05,0.000110105,7.65e-05,3.76e-05,1,1,1,0,0,0,0.2981423969999719,-0.1061880350822382,-73.7,73.7,0
9606.ENSP00000259365,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035952849,0.056140351,0.030520646,0.031512605,0.057377049,0.043478261,0.012461059,0.014705882,0.0,0.048034934,0.014675052,0.034090909,0.021582734,0.0,0.0,0.0,0.0,0.0,0.0418483,0.068376068,0.0,0.009803922,0.0,0.0,0.0,0.0,0.0,1,0.050213916,0.3267656,2.18e-06,2.68e-05,1.01e-05,2.72e-06,1,1,1,1,0,0,0.2981423969999719,-0.6947141975605555,-64.9,64.9,0
9606.ENSP00000312262,0,0,0,0,0.0,0.066666667,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.044204322,0.099415205,0.007181329,0.044117647,0.081967213,0.043478261,0.040498442,0.014705882,0.0,0.030567686,0.044025157,0.011363636,0.122302158,0.101694915,0.0,0.03030303,0.0,0.0,0.006102877,0.017094017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.059671245,0.597277296,3.99e-05,4.61e-05,2.46e-05,1.01e-05,1,1,1,0,0,0,0.6666666666666666,0.0042009304980701,-41.400000000000006,41.400000000000006,0
9606.ENSP00000356563,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.006483301,0.004678363,0.0,0.016806723,0.004098361,0.0,0.0,0.0,0.0,0.013100437,0.008385744,0.056818182,0.0,0.008474576,0.0,0.0,0.0,0.0,0.043591979,0.068376068,0.02919708,0.107843137,0.12,0.125,0.019736842,0.465517241,0.0,1,0.017488554,0.3019824,5.99e-05,4e-05,2.5e-05,1.07e-05,1,1,1,0,0,0,0.8249579113843053,-0.1743726943532847,-62.900000000000006,62.900000000000006,0
9606.ENSP00000300176,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011984283,0.012865497,0.021543986,0.014705882,0.016393443,0.0,0.009345794,0.0,0.0,0.001247661,0.0,0.0,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.012985063,0.15220062,1.33e-06,8.71e-06,3.49e-06,1e-06,1,1,1,1,0,0,0.4714045207910316,-0.0259023841353779,-66.4,66.4,0
9606.ENSP00000335203,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019155206,0.012865497,0.02513465,0.008403361,0.012295082,0.0,0.00623053,0.0,0.0,0.008109794,0.014675052,0.0,0.035971223,0.0,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.019965473,0.20938392,4.73e-06,1.45e-05,5.55e-06,1.5e-06,1,1,1,1,0,0,0.2357022603955158,-0.0454961332034598,459.50000000000006,459.50000000000006,0
9606.ENSP00000361669,0,0,0,0,0.038461538,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017583497,0.021637427,0.007181329,0.023109244,0.040983607,0.0,0.018691589,0.102941176,0.0,0.001247661,0.0,0.0,0.0,0.0,0.0,0.075757576,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.019890415,0.2640276,4.9e-05,1.98e-05,1.5e-05,8.05e-06,1,1,1,0,0,0,0.5,0.1054323229330991,-73.7,73.7,0
9606.ENSP00000263666,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064341847,0.045614035,0.02513465,0.023109244,0.049180328,0.0,0.07165109,0.029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.059746303,0.19576557,8.58e-06,3.61e-05,1.7e-05,5.71e-06,1,1,1,0,0,0,0.6666666666666666,0.1418831290142621,-73.7,73.7,0
9606.ENSP00000363259,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001669941,0.005847953,0.003590664,0.00210084,0.0,0.0,0.0,0.0,0.0,0.003119152,0.006289308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00285221,0.206125302,6.61e-07,1.68e-06,7.3e-07,2.19e-07,1,1,1,1,0,0,0.5,-0.049704288325799,-73.7,73.7,0
9606.ENSP00000429018,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005304519,0.012280702,0.010771993,0.008403361,0.012295082,0.0,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.006755235,0.10783287,3.07e-06,3.72e-06,1.63e-06,6.02e-07,1,1,1,0,0,0,0.8819171036881969,0.7187594284207649,-73.4,73.4,0
9606.ENSP00000364765,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000491159,0.000584795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014348097,0.002096436,0.0,0.007194245,0.016949153,0.0,0.03030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.002627036,0.23833404,4.01e-07,1.99e-06,6.64e-07,1.6e-07,1,1,1,1,0,0,0.6804138174397718,-0.1070662416755633,-73.7,73.7,0
9606.ENSP00000338475,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007072692,0.004678363,0.005385996,0.044117647,0.020491803,0.0,0.0,0.014705882,0.0,0.008109794,0.004192872,0.011363636,0.014388489,0.0,0.0,0.03030303,0.153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.009907678,0.11769786,6.96e-07,6.17e-06,2.51e-06,7.23e-07,1,1,1,1,0,0,0.2357022603955158,-0.0915462340135828,-73.4,73.4,0
9606.ENSP00000403954,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008349705,0.012280702,0.010771993,0.006302521,0.024590164,0.0,0.00623053,0.0,0.014084507,0.002495321,0.0,0.0,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.009682504,0.118249495,4.28e-06,1.47e-05,5.71e-06,1.61e-06,1,1,1,1,0,0,0.5555555555555556,-0.0837556947238089,-73.7,73.7,0
9606.ENSP00000266397,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037819253,0.033333333,0.044883303,0.039915966,0.032786885,0.0,0.003115265,0.0,0.169014085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.038054492,0.178599512,4.73e-06,2.15e-05,8.67e-06,2.48e-06,1,1,1,1,0,0,0.4714045207910316,-0.0609459022198181,-73.60000000000001,73.60000000000001,0
9606.ENSP00000344314,0,0,0,0,0.057692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022396857,0.028070175,0.062836625,0.014705882,0.008196721,0.0,0.012461059,0.014705882,0.0,0.011852776,0.025157233,0.0,0.043165468,0.016949153,0.045454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.027621407,0.30274965,2.66e-05,2.43e-05,1.4e-05,6.45e-06,1,1,1,0,0,0,0.3779644730092272,0.0143443259215151,-54.8,54.8,0
9606.ENSP00000362680,0,0,0,0,0.230769231,0.333333333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.280943026,0.674269006,0.15978456,0.554621849,0.581967213,0.391304348,0.286604361,0.235294118,0.098591549,0.217716781,0.100628931,0.147727273,0.661870504,0.610169492,0.227272727,0.242424242,0.769230769,0.0,0.102005231,0.038461538,0.0,0.107843137,0.24,0.0,0.282894737,0.034482759,0.0,1,0.409142085,0.79557016,0.000143678,0.000363148,0.000209266,9.47e-05,1,1,1,0,0,0,0.6030226891555273,-0.2038871549360499,-69.4,69.4,0
9606.ENSP00000216075,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.51e-05,0.1223235,3.79e-07,3.32e-06,9.52e-07,1.78e-07,1,1,1,1,0,0,0.4714045207910316,-0.1340886738159981,-73.4,73.4,0
9606.ENSP00000316512,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027504912,0.022222222,0.028725314,0.037815126,0.032786885,0.0,0.037383178,0.014705882,0.0,0.001247661,0.002096436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.02829693,0.480860856,1.76e-05,2.3e-05,1.16e-05,4.46e-06,1,1,1,0,0,0,0.4082482904638631,0.0439214947586688,-42.6,42.6,0
9606.ENSP00000357779,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021611,0.005263158,0.0,0.006302521,0.004098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.002627036,0.05913648,1.58e-06,4.93e-06,1.73e-06,4.54e-07,1,1,1,1,0,0,0.0,0.0081792345671442,-73.7,73.7,0
9606.ENSP00000362803,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103732809,0.071929825,0.035906643,0.067226891,0.073770492,0.043478261,0.056074766,0.044117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087184,0.004273504,0.0,0.0,0.0,0.0,0.006578947,0.0,0.0,1,0.095624109,0.452693248,1.21e-05,5.12e-05,1.8e-05,4.73e-06,1,1,1,1,0,0,0.3849001794597505,0.1298979641627472,-20.1,20.1,0
9606.ENSP00000329170,0,0,0,0,0.057692308,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.027996071,0.043859649,0.019748654,0.039915966,0.040983607,0.0,0.018691589,0.029411765,0.0,0.01871491,0.018867925,0.011363636,0.071942446,0.016949153,0.136363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.035052165,0.4894632,4.98e-05,4.75e-05,3.43e-05,1.75e-05,1,1,1,0,0,0,0.4714045207910316,0.0086936086187669,-73.5,73.5,0
9606.ENSP00000477213,0,0,0,0,0.019230769,0.133333333,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.082514735,0.094736842,0.059245961,0.090336134,0.12295082,0.086956522,0.049844237,0.102941176,0.0,0.051154086,0.052410901,0.011363636,0.09352518,0.050847458,0.0,0.045454545,0.076923077,0.0,0.132519616,0.128205128,0.182481752,0.068627451,0.08,0.0,0.171052632,0.0,0.0,1,0.113487953,0.73033681,4.25e-05,7.32e-05,3.63e-05,1.42e-05,1,1,1,0,0,0,0.5555555555555556,-0.1117645472826903,-63.8,63.8,0
9606.ENSP00000318960,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000687623,0.000584795,0.0,0.004201681,0.004098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00082564,0.04166937,1.91e-06,1.5e-06,9.68e-07,3.72e-07,1,1,1,1,0,0,0.7453559924999299,-0.0222343363843065,-44.900000000000006,44.900000000000006,0
9606.ENSP00000355500,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040275049,0.050877193,0.061041293,0.075630252,0.036885246,0.130434783,0.015576324,0.014705882,0.0,0.008733624,0.006289308,0.0,0.043165468,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0459356,0.280403046,5.16e-06,2.85e-05,1.25e-05,4.11e-06,1,1,1,0,0,0,0.2519763153394848,0.0511193743838593,-53.1,53.1,0
9606.ENSP00000369786,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019744597,0.037426901,0.012567325,0.021008403,0.032786885,0.0,0.009345794,0.0,0.0,0.006238303,0.0,0.0,0.043165468,0.042372881,0.0,0.0,0.0,0.193548387,0.014821273,0.034188034,0.01459854,0.019607843,0.06,0.0,0.0,0.0,0.0,1,0.026495534,0.3471678,1.28e-05,2.05e-05,9.38e-06,3.37e-06,1,1,1,0,0,0,0.5962847939999439,-0.1681772184434501,19.89999999999999,19.89999999999999,0
9606.ENSP00000301547,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006090373,0.006432749,0.008976661,0.008403361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00615477,0.103600224,5.66e-07,1.77e-06,8.53e-07,2.7e-07,1,1,1,1,0,0,0.4472135954999579,0.0199430689923733,-71.8,71.8,0
9606.ENSP00000279575,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000884086,0.0,0.0,0.0,0.004098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000750582,0.0126117,1.66e-07,4.82e-07,1.86e-07,4.98e-08,1,1,1,1,0,0,0.0,0.0727398274374775,-73.7,73.7,0
9606.ENSP00000478993,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009803922,0.0,0.0,0.0,0.0,0.0,1,0.000150116,0.02896695,7.12e-07,1.37e-06,4.89e-07,1.17e-07,1,1,1,1,0,0,0.0,0.0982383092003081,-73.7,73.7,0
9606.ENSP00000342105,0,0,0,0,0.057692308,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097445972,0.133918129,0.041292639,0.102941176,0.086065574,0.0,0.046728972,0.014705882,0.0,0.002495321,0.004192872,0.0,0.071942446,0.033898305,0.136363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.102004053,0.315029792,1.95e-05,5.05e-05,2.78e-05,1.21e-05,1,1,1,0,0,0,0.6666666666666666,0.0766947989387218,-65.9,65.9,0
9606.ENSP00000314151,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021709234,0.038596491,0.014362657,0.021008403,0.057377049,0.0,0.031152648,0.058823529,0.098591549,0.012476606,0.0,0.011363636,0.007194245,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.02747129,0.3501978,8.76e-06,1.64e-05,1.02e-05,4.33e-06,1,1,1,0,0,0,0.0,-0.079113742024196,-73.7,73.7,0
9606.ENSP00000369871,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008742633,0.008187135,0.010771993,0.008403361,0.0,0.0,0.003115265,0.0,0.0,0.004990643,0.002096436,0.0,0.028776978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.009532388,0.319409244,4.15e-06,9.28e-06,4.11e-06,1.25e-06,1,1,1,1,0,0,0.4020151261036848,0.1118563774874197,-32.7,32.7,0
9606.ENSP00000376317,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014047151,0.025146199,0.021543986,0.023109244,0.028688525,0.043478261,0.009345794,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016662914,0.2107539,3.07e-06,1.67e-05,6.24e-06,1.74e-06,1,1,1,0,0,0,0.5962847939999439,-0.1111185362654381,-66.10000000000001,66.10000000000001,0
9606.ENSP00000261245,0,0,0,0,0.057692308,0.066666667,0.0,0.0,0.083333333,0.0,0.166666667,0.0,0.0,0.090962672,0.088888889,0.061041293,0.092436975,0.102459016,0.086956522,0.267912773,0.117647059,0.154929577,0.01871491,0.004192872,0.011363636,0.014388489,0.008474576,0.0,0.045454545,0.076923077,0.0,0.490845684,0.299145299,0.175182482,0.215686275,0.16,0.0,0.348684211,0.017241379,0.0,1,0.155745703,0.779093112,4.74e-05,9.39e-05,5.33e-05,2.29e-05,1,1,1,0,0,0,0.4714045207910316,0.0488732500021924,-35.5,35.5,0
9606.ENSP00000264187,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008251473,0.015204678,0.014362657,0.033613445,0.004098361,0.0,0.028037383,0.014705882,0.422535211,0.015595758,0.016771488,0.0,0.079136691,0.050847458,0.090909091,0.03030303,0.0,0.0,0.004359198,0.008547009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.017788786,0.2220288,6.16e-05,3.26e-05,1.88e-05,8.68e-06,1,1,1,0,0,0,0.3779644730092272,0.0027778593285794,-66.0,66.0,0
9606.ENSP00000368727,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026620825,0.030409357,0.019748654,0.010504202,0.045081967,0.0,0.003115265,0.0,0.0,0.021834061,0.035639413,0.011363636,0.021582734,0.06779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.031149141,0.23672874,5.76e-06,2.27e-05,9.16e-06,2.56e-06,1,1,1,1,0,0,0.6324555320336759,-0.0481992297436906,-73.60000000000001,73.60000000000001,0
9606.ENSP00000233616,0,0,0,0,0.134615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034675835,0.037426901,0.066427289,0.033613445,0.020491803,0.043478261,0.012461059,0.014705882,0.0,0.023705552,0.01048218,0.068181818,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.040381296,0.23247549,1.13e-05,2.26e-05,1.46e-05,7.42e-06,1,1,1,0,0,0,0.5773502691896257,0.4225136293324437,-51.8,51.8,0
9606.ENSP00000216330,0,0,0,0,0.038461538,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130353635,0.249707602,0.077199282,0.071428571,0.114754098,0.0,0.059190031,0.073529412,0.0,0.012476606,0.004192872,0.0,0.007194245,0.016949153,0.0,0.015151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.143511221,0.78350643,1.44e-05,8.71e-05,3.62e-05,1.17e-05,1,1,1,0,0,0,0.5773502691896257,-0.1255774702928006,58.39999999999999,58.39999999999999,0
9606.ENSP00000456861,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01129666,0.025730994,0.014362657,0.016806723,0.008196721,0.0,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.013360354,0.0897897,3.13e-06,1.14e-05,4.2e-06,1.12e-06,1,1,1,1,0,0,0.5773502691896257,-0.0461301689685498,-73.7,73.7,0
9606.ENSP00000309749,0,0,0,0,0.019230769,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028290766,0.057309942,0.026929982,0.029411765,0.024590164,0.0,0.0,0.0,0.0,0.012476606,0.004192872,0.011363636,0.021582734,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.033776177,0.128032542,3.99e-05,3.45e-05,1.76e-05,7.38e-06,1,1,1,0,0,0,0.6666666666666666,0.084154256113031,-73.3,73.3,0
9606.ENSP00000358563,0,0,0,0,0.096153846,0.266666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144400786,0.103508772,0.120287253,0.077731092,0.102459016,0.086956522,0.087227414,0.073529412,0.0,0.021834061,0.025157233,0.022727273,0.028776978,0.025423729,0.0,0.015151515,0.0,0.0,0.053182214,0.064102564,0.00729927,0.019607843,0.08,0.0,0.039473684,0.017241379,0.0,1,0.147639421,0.749195216,1.97e-05,9.04e-05,4.4e-05,1.81e-05,1,1,1,0,0,0,0.4472135954999579,-0.1417299486004266,79.7,79.7,0
9606.ENSP00000344909,0,0,0,0,0.0,0.0,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.005009823,0.006432749,0.014362657,0.00210084,0.0,0.0,0.0,0.0,0.0,0.011228946,0.014675052,0.011363636,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.007430759,0.232565256,9.17e-06,5.96e-06,3.62e-06,1.63e-06,1,1,1,0,0,0,0.6804138174397718,-0.1479072204352662,156.89999999999998,156.89999999999998,0
9606.ENSP00000385099,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006188605,0.007017544,0.016157989,0.004201681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.006605119,0.103600224,0.000718391,0.000109532,0.000114641,7.32e-05,1,1,1,0,0,0,0.3849001794597505,-0.0031362704128579,-72.7,72.7,0
9606.ENSP00000457492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001866405,0.000584795,0.0,0.006302521,0.0,0.0,0.003115265,0.0,0.084507042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.002251745,0.1998756,5.31e-06,6.02e-06,3.29e-06,1.13e-06,1,1,1,1,0,0,0.4714045207910316,0.217168848596366,-16.5,16.5,0
9606.ENSP00000326767,0,0,0,0,0.134615385,0.066666667,0.0,0.375,0.0,0.0,0.333333333,0.333333333,0.0,0.056188605,0.083625731,0.014362657,0.012605042,0.098360656,0.0,0.121495327,0.352941176,0.169014085,0.053025577,0.037735849,0.045454545,0.064748201,0.076271186,0.045454545,0.015151515,0.0,0.0,0.139494333,0.243589744,0.00729927,0.068627451,0.14,0.0,0.434210526,0.396551724,0.0,1,0.096825039,0.642926202,0.000143678,0.000157576,0.000141629,8.08e-05,1,1,1,0,0,0,0.4714045207910316,-0.1075294039656982,-35.300000000000004,35.300000000000004,0
9606.ENSP00000384604,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82e-05,0.0,0.0,0.004201681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000225175,0.12867936,4.7e-08,3.89e-07,1.21e-07,2.54e-08,1,1,1,1,0,0,0.3333333333333333,0.0065128455854109,-73.60000000000001,73.60000000000001,0
9606.ENSP00000301057,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6.12e-07,1.9e-07,3.66e-08,1,1,1,1,1,0,0.5773502691896257,-0.0115629959404412,-6.299999999999997,6.299999999999997,0
9606.ENSP00000330720,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108055,0.000584795,0.0,0.00210084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000975756,0.035094528,3.35e-07,1.07e-06,3.92e-07,1.05e-07,1,1,1,1,0,0,0.4714045207910316,-0.0372188352851065,-73.7,73.7,0
9606.ENSP00000376010,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00805501,0.007017544,0.014362657,0.008403361,0.0,0.0,0.003115265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.008106282,0.18002457,6.34e-06,3.35e-06,2.2e-06,1.04e-06,1,1,1,0,0,0,0.4714045207910316,0.1057895863171066,-67.7,67.7,0
