protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,label
9606.ENSP00000348234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005795678,0.004678363,0.005385996,0.016806723,0.008196721,0,0.00623053,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006304886,0.525028728,1.18E-06,5.08E-06,1.93E-06,5.24E-07,1,1,1,1,0,0,0
9606.ENSP00000355330,0,0,0,0,0.038461538,0,0,0.125,0,0,0,0,0,0.046561886,0.078947368,0.032315978,0.050420168,0.081967213,0.043478261,0.040498442,0.014705882,0,0.121646912,0.132075472,0.045454545,0.244604317,0.177966102,0.045454545,0.03030303,0.307692308,0,0.007846556,0.004273504,0,0,0,0,0,0,0,1,0.076784508,0.641247,4.09E-05,5.08E-05,2.81E-05,1.20E-05,1,1,1,0,0,0,0
9606.ENSP00000261600,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.05540275,0.050292398,0.046678636,0.052521008,0.045081967,0.043478261,0.034267913,0.073529412,0,0.011852776,0.01048218,0,0.021582734,0.025423729,0,0,0,0,0.066259808,0.038461538,0,0.019607843,0.04,0,0,0,0,1,0.063724386,0.55721952,4.93E-05,4.63E-05,2.31E-05,9.29E-06,1,1,1,0,0,0,0
9606.ENSP00000443291,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0.003831041,0.00994152,0.008976661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004728665,0.050394,0.000121418,2.21E-05,2.23E-05,1.41E-05,1,1,1,0,0,0,0
9606.ENSP00000239223,0,0,0,0,0.076923077,0.133333333,0,0,0.083333333,0,0,0,0,0.071316306,0.116374269,0.014362657,0.067226891,0.131147541,0.086956522,0.056074766,0.044117647,0.014084507,0.036182158,0.020964361,0.011363636,0.057553957,0.016949153,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,1,0.083389627,0.436356802,8.37E-05,5.76E-05,4.04E-05,2.16E-05,1,1,1,0,0,0,0
9606.ENSP00000419471,0,0,0,0,0.134615385,0,0,0,0,0,0,0,0,0.111787819,0.104678363,0.120287253,0.054621849,0.049180328,0,0.015576324,0.044117647,0,0.042420462,0.004192872,0.011363636,0.028776978,0.008474576,0.045454545,0.015151515,0,0,0.040104621,0.02991453,0.01459854,0.107843137,0,0,0.059210526,0,0,1,0.11934249,0.66915086,1.13E-05,5.47E-05,2.79E-05,1.12E-05,1,1,1,0,0,0,0
9606.ENSP00000427552,0,0,0,0,0.038461538,0.066666667,0,0,0,0,0,0,0,0.035658153,0.065497076,0.023339318,0.084033613,0.098360656,0.086956522,0.056074766,0,0,0.024329382,0.025157233,0,0.050359712,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04758688,0.38840064,9.17E-06,2.93E-05,1.30E-05,4.57E-06,1,1,1,0,0,0,0
9606.ENSP00000348019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010019646,0.016374269,0.005385996,0.023109244,0.032786885,0,0,0,0,0.001871491,0.002096436,0,0.014388489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011859191,0.10767323,4.79E-06,1.19E-05,5.47E-06,1.71E-06,1,1,1,1,0,0,0
9606.ENSP00000266066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010903733,0.039766082,0.005385996,0.012605042,0.012295082,0.043478261,0.00623053,0.014705882,0,0.001247661,0.008385744,0,0.007194245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01516175,0.140685146,6.33E-07,6.72E-06,2.74E-06,7.90E-07,1,1,1,1,0,0,0
9606.ENSP00000312134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008546169,0.011695906,0.003590664,0.012605042,0.012295082,0,0.00623053,0,0.084507042,0.010605115,0.008385744,0.011363636,0,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011183667,0.346464,1.21E-05,1.28E-05,5.72E-06,1.77E-06,1,1,1,1,0,0,0
9606.ENSP00000457466,0,0,0,0,0.269230769,0.066666667,0.166666667,0,0,0,0,0,0,0.278094303,0.28245614,0.438061041,0.174369748,0.143442623,0.043478261,0.186915888,0.058823529,0.084507042,0.037429819,0.023060797,0.056818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.288148315,0.63328905,4.98E-05,0.000127411,7.29E-05,3.21E-05,1,1,1,0,0,0,0
9606.ENSP00000284503,0,0,0,0,0.019230769,0,0,0,0.083333333,0,0,0,0,0.003831041,0.010526316,0.003590664,0.021008403,0.020491803,0,0,0,0,0.05864005,0.064989518,0,0.057553957,0.050847458,0,0.090909091,0,0.032258065,0.013077594,0,0,0.019607843,0,0,0,0,0,1,0.017938903,0.519459836,4.93E-05,1.64E-05,1.29E-05,7.04E-06,1,1,1,0,0,0,0
9606.ENSP00000415836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014636542,0.016374269,0.030520646,0.008403361,0.004098361,0,0.021806854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015461983,0.23519496,1.07E-06,6.85E-06,3.02E-06,9.18E-07,1,1,1,1,0,0,0
9606.ENSP00000310880,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.00697446,0.01871345,0.001795332,0.008403361,0.020491803,0,0.015576324,0,0,0,0,0,0,0,0,0,0,0,0.026155187,0.012820513,0.00729927,0.029411765,0.02,0,0,0.017241379,0,1,0.011859191,0.4896144,0.000114943,2.29E-05,2.04E-05,1.22E-05,1,1,1,0,0,0,0
9606.ENSP00000343629,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0.053438114,0.054385965,0.086175943,0.056722689,0.024590164,0.130434783,0.00623053,0.029411765,0.084507042,0,0,0,0,0,0,0,0,0.193548387,0,0,0,0,0,0,0,0,0,1,0.055543046,0.26782224,4.90E-05,4.21E-05,2.45E-05,1.11E-05,1,1,1,0,0,0,0
9606.ENSP00000452780,0,0,0,0,0.019230769,0,0,0,0.083333333,0,0.166666667,0,0.857142857,0.025442043,0.02748538,0.030520646,0.039915966,0.036885246,0.043478261,0.046728972,0.014705882,0.492957746,0.03992514,0.031446541,0.011363636,0.09352518,0.025423729,0,0.060606061,0,0,0.081081081,0.162393162,0.306569343,0.117647059,0.18,0,0.289473684,0,0.215053763,1,0.060797118,0.513666608,6.16E-05,0.000112462,8.24E-05,4.34E-05,1,1,1,0,0,0,0
9606.ENSP00000364691,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.006090373,0.007017544,0.014362657,0.008403361,0.020491803,0,0,0,0,0.016843419,0.020964361,0,0.035971223,0.033898305,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,1,0.010433086,0.211006295,5.16E-06,6.66E-06,3.00E-06,1.09E-06,1,1,1,0,0,0,0
9606.ENSP00000258229,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0.004125737,0.004678363,0.010771993,0.00210084,0.004098361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00450349,0.09683388,5.16E-06,2.68E-06,2.06E-06,1.09E-06,1,1,1,0,0,0,0
9606.ENSP00000398211,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.005009823,0.011111111,0.008976661,0.008403361,0.016393443,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0.027898867,0.008547009,0,0,0,0,0,0,0,1,0.008931922,0.1204308,5.16E-06,8.40E-06,3.54E-06,1.25E-06,1,1,1,0,0,0,0
9606.ENSP00000356375,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.005992141,0.007602339,0.016157989,0.004201681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006455003,0.103600224,3.07E-06,1.93E-06,1.15E-06,5.19E-07,1,1,1,0,0,0,0
9606.ENSP00000303522,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.019842829,0.014619883,0.016157989,0.021008403,0.036885246,0,0.012461059,0,0,0.014348097,0.031446541,0.056818182,0.035971223,0.025423729,0,0,0,0,0.050566696,0.042735043,0.01459854,0.039215686,0.1,0.125,0.059210526,0,0,1,0.030023268,0.3578232,8.58E-06,2.73E-05,1.18E-05,3.86E-06,1,1,1,0,0,0,0
9606.ENSP00000346466,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.007662083,0.012865497,0.014362657,0.025210084,0.028688525,0.043478261,0,0,0,0.006862133,0.012578616,0.034090909,0.007194245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011258726,0.42219751,1.39E-05,5.33E-06,3.46E-06,1.75E-06,1,1,1,0,0,0,1
9606.ENSP00000399968,0,0,0,0,0.230769231,0.266666667,0,0,0,0,0.833333333,0.666666667,0,0.116699411,0.213450292,0.044883303,0.140756303,0.258196721,0,0.065420561,0.176470588,0.028169014,0.026824704,0.044025157,0,0.100719424,0.059322034,0.045454545,0,0,0,0.286835222,0.333333333,0.02919708,0.117647059,0.18,0,0.440789474,0.620689655,0,1,0.179163852,0.817747434,0.000128667,0.000233431,0.00019766,0.000110101,1,1,1,0,0,0,0
9606.ENSP00000226299,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0.047445972,0.02748538,0.039497307,0.054621849,0.049180328,0,0.009345794,0.029411765,0.070422535,0.014348097,0.002096436,0,0.028776978,0.025423729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047436763,0.19175112,7.24E-05,5.78E-05,3.00E-05,1.25E-05,1,1,1,0,0,0,0
9606.ENSP00000383118,0,0,0,0,0.153846154,0.466666667,0.333333333,0.25,0.083333333,0,0,0,0,0.280353635,0.413450292,0.229802513,0.430672269,0.491803279,0.869565217,0.205607477,0.220588235,0.309859155,0.197754211,0.1278826,0.056818182,0.424460432,0.194915254,0.227272727,0.227272727,0.076923077,0,0.075850044,0.08974359,0.02189781,0.058823529,0.08,0.125,0.072368421,0.017241379,0.043010753,1,0.359453577,0.618374915,0.000205255,0.000341604,0.000203762,9.82E-05,1,1,1,0,0,0,0
9606.ENSP00000184956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083005894,0.049707602,0.023339318,0.046218487,0.069672131,0.086956522,0.031152648,0,0.070422535,0.016843419,0.020964361,0,0.007194245,0.033898305,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,1,0.07836073,0.278790216,1.74E-06,5.94E-05,1.80E-05,4.12E-06,1,1,1,1,0,0,0
9606.ENSP00000370781,0,0,0,0,0.173076923,0.066666667,0,0,0,0,0,0,0,0.181827112,0.196491228,0.208258528,0.128151261,0.106557377,0.086956522,0.239875389,0.044117647,0,0,0,0,0,0,0,0,0,0,0.026155187,0.012820513,0.02919708,0.009803922,0,0,0.052631579,0.017241379,0,1,0.189822112,0.465514602,4.93E-05,0.000106537,6.06E-05,2.71E-05,1,1,1,0,0,0,0
9606.ENSP00000366280,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.006679764,0.01871345,0.001795332,0.008403361,0.016393443,0,0,0,0.169014085,0.00062383,0,0,0,0,0,0,0,0,0.106364429,0.11965812,0.897810219,0.058823529,0.12,0,0.131578947,0,0.58781362,1,0.044809728,0.484764,6.11E-05,7.64E-05,6.11E-05,3.35E-05,1,1,1,0,0,0,0
9606.ENSP00000251363,0,0,0,0,0,0.066666667,0,0.125,0,0,0,0,0,0.00540275,0.015789474,0,0.00210084,0.016393443,0,0,0.058823529,0,0.011852776,0.020964361,0,0.021582734,0.008474576,0,0.015151515,0,0,0.005231037,0,0,0,0,0,0,0,0,1,0.009982737,0.2331186,3.67E-05,2.28E-05,1.42E-05,6.81E-06,1,1,1,0,0,0,0
9606.ENSP00000372394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011198428,0.005263158,0.007181329,0.00210084,0,0,0.018691589,0.014705882,0.084507042,0.001247661,0,0.022727273,0,0,0,0,0,0,0.052310375,0.042735043,0.02189781,0,0,0,0.098684211,0.017241379,0,1,0.017563612,0.506221408,6.55E-06,8.18E-06,4.25E-06,1.44E-06,1,1,1,1,0,0,0
9606.ENSP00000302579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009332024,0.01871345,0.001795332,0.016806723,0.012295082,0.043478261,0.003115265,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010958493,0.201265688,1.25E-06,1.23E-05,4.18E-06,1.02E-06,1,1,1,1,0,0,0
9606.ENSP00000431759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.31E-07,1.02E-07,1.53E-08,1,1,1,1,1,0,0
9606.ENSP00000294818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046561886,0.031578947,0.007181329,0.021008403,0.004098361,0,0.028037383,0,0,0.001871491,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.041882459,0.096695472,5.82E-07,2.48E-05,7.22E-06,1.59E-06,1,1,1,1,0,0,0
9606.ENSP00000246532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.15E-07,4.44E-08,7.02E-09,1,1,1,1,1,0,0
9606.ENSP00000295297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000589391,0.000584795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000525407,0.02950992,1.64E-07,4.11E-07,1.44E-07,3.64E-08,1,1,1,1,0,0,0
9606.ENSP00000354723,0,0,0,0,0.019230769,0,0.166666667,0,0,0,0,0,0,0.136738703,0.114035088,0.238779174,0.06512605,0.045081967,0,0.08411215,0.014705882,0,0.001871491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.134729415,0.161420224,2.13E-05,5.92E-05,2.77E-05,9.64E-06,1,1,1,0,0,0,0
9606.ENSP00000319006,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0.006581532,0.00877193,0.010771993,0.004201681,0.012295082,0,0.00623053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007205584,0.283552248,7.69E-06,2.70E-06,1.94E-06,1.01E-06,1,1,1,0,0,0,0
9606.ENSP00000439807,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0.046954813,0.078362573,0.071813285,0.075630252,0.081967213,0,0.034267913,0.014705882,0,0.015595758,0.018867925,0,0.014388489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056969151,0.32081427,1.89E-05,4.44E-05,1.96E-05,6.92E-06,1,1,1,0,0,0,0
9606.ENSP00000339404,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0.120825147,0.207602339,0.118491921,0.044117647,0.094262295,0.086956522,0.109034268,0.058823529,0.028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.130751332,0.26611299,1.76E-05,7.06E-05,3.34E-05,1.23E-05,1,1,1,0,0,0,0
9606.ENSP00000364035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015717092,0.021637427,0.001795332,0.012605042,0.024590164,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015837274,0.220627904,3.35E-07,5.55E-06,2.10E-06,5.70E-07,1,1,1,1,0,0,0
9606.ENSP00000384273,0,0,0,0,0.25,0.333333333,0,0,0.083333333,0,0,0,0,0.251768173,0.388304094,0.140035907,0.350840336,0.5,0.043478261,0.22741433,0.25,0.042253521,0.17716781,0.140461216,0.022727273,0.345323741,0.220338983,0,0.121212121,0.153846154,0.193548387,0.172624237,0.239316239,0.02189781,0.196078431,0.2,0,0.144736842,0.051724138,0,1,0.334909555,0.820222956,0.000114943,0.000251408,0.000175703,8.87E-05,1,1,1,0,0,0,0
9606.ENSP00000302276,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.017288802,0.005263158,0.005385996,0.010504202,0.008196721,0,0.034267913,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015687158,0.48708378,5.16E-06,1.15E-05,5.33E-06,1.83E-06,1,1,1,0,0,0,0
9606.ENSP00000426421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001473477,0.001169591,0,0.004201681,0.004098361,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001576222,0.10193666,3.91E-07,1.53E-06,5.44E-07,1.36E-07,1,1,1,1,0,0,0
9606.ENSP00000402152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013555992,0.01871345,0.023339318,0.021008403,0.024590164,0,0,0,0,0.001247661,0,0,0,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01516175,0.2251676,1.15E-06,7.69E-06,3.04E-06,8.36E-07,1,1,1,1,0,0,0
9606.ENSP00000301141,0,0,0,0,0.019230769,0.2,0,0,0,0,0,0,0,0.025442043,0.05497076,0.007181329,0.06302521,0.086065574,0.130434783,0.00623053,0.058823529,0.169014085,0.007485964,0.012578616,0,0,0.025423729,0,0,0,0,0.006102877,0.008547009,0.058394161,0.078431373,0.06,0,0,0,0,1,0.036178038,0.36681834,4.38E-05,6.38E-05,4.14E-05,2.06E-05,1,1,1,0,0,0,0
9606.ENSP00000295718,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0.022888016,0.056725146,0.007181329,0.050420168,0.036885246,0.173913043,0.021806854,0.029411765,0,0.010605115,0.006289308,0,0.021582734,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.030473617,0.237307872,1.05E-05,2.43E-05,1.18E-05,4.52E-06,1,1,1,0,0,0,0
9606.ENSP00000375066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000589391,0.002339181,0,0,0,0,0,0,0,0.012476606,0.014675052,0,0.007194245,0.033898305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003152443,0.1476792,5.58E-07,1.50E-06,6.87E-07,2.14E-07,1,1,1,1,0,0,0
9606.ENSP00000333019,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.030746562,0.015204678,0.039497307,0.031512605,0.008196721,0,0.00623053,0.029411765,0,0,0,0,0,0,0,0,0,0,0.003487358,0,0.00729927,0,0.02,0,0,0,0,1,0.029197628,0.189557088,5.16E-06,2.53E-05,1.02E-05,3.12E-06,1,1,1,0,0,0,0
9606.ENSP00000412461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010805501,0.02748538,0.014362657,0.008403361,0.016393443,0.086956522,0.00623053,0,0,0.003742982,0.004192872,0,0.021582734,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014185994,0.156606296,9.84E-07,6.59E-06,2.80E-06,8.33E-07,1,1,1,1,0,0,0
9606.ENSP00000385579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196464,0.001754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000375291,0.06422976,2.59E-07,7.16E-07,2.23E-07,4.96E-08,1,1,1,1,0,0,0
9606.ENSP00000386125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001964637,0.003508772,0,0.00210084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002026571,0.048321472,3.52E-07,1.21E-06,4.65E-07,1.24E-07,1,1,1,1,0,0,0
9606.ENSP00000284116,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0.014931238,0.008187135,0.010771993,0.031512605,0.032786885,0,0.003115265,0.029411765,0.084507042,0,0,0,0,0,0,0,0,0,0.006102877,0.004273504,0,0.009803922,0,0,0,0.362068966,0,1,0.017788786,0.17236395,2.34E-05,3.30E-05,2.18E-05,1.02E-05,1,1,1,0,0,0,0
9606.ENSP00000384851,0,0,0,0,0.173076923,0.266666667,0,0.125,0,0,0,0,0,0.083988212,0.173099415,0.052064632,0.115546218,0.204918033,0.043478261,0.124610592,0.235294118,0.014084507,0.035558328,0.039832285,0.034090909,0.028776978,0.050847458,0,0.03030303,0.076923077,0,0,0,0,0,0,0,0,0,0,1,0.108759288,0.724160808,0.000143678,0.000132171,0.000115365,6.62E-05,1,1,1,0,0,0,0
9606.ENSP00000346643,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.021905697,0.03625731,0.012567325,0.033613445,0.028688525,0.043478261,0.009345794,0,0,0.03930131,0,0.045454545,0.028776978,0.025423729,0,0,0,0,0.044463819,0.021367521,0,0,0.12,0,0,0,0,1,0.034226526,0.209103552,1.28E-05,2.08E-05,9.73E-06,3.52E-06,1,1,1,0,0,0,0
9606.ENSP00000288462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002554028,0.000584795,0.003590664,0.00210084,0.004098361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002326803,0.06285762,5.51E-08,5.82E-07,1.94E-07,4.71E-08,1,1,1,1,0,0,0
9606.ENSP00000350024,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0.005108055,0.026900585,0.003590664,0.006302521,0.024590164,0,0.003115265,0.014705882,0.070422535,0.003119152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009307213,0.200895552,0.000205255,8.64E-05,8.42E-05,5.09E-05,1,1,1,0,0,0,0
9606.ENSP00000319417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009626719,0.011695906,0.014362657,0,0,0,0,0,0,0.006238303,0.002096436,0,0,0,0,0.015151515,0,0,0.034001744,0.017094017,0.02919708,0.058823529,0,0,0,0,0,1,0.01433611,0.52989552,1.43E-06,9.37E-06,3.63E-06,9.87E-07,1,1,1,1,0,0,0
9606.ENSP00000379217,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.080451866,0.047953216,0.10951526,0.031512605,0.004098361,0,0.062305296,0.044117647,0,0.008109794,0.008385744,0.011363636,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07670945,0.41403663,8.58E-06,4.43E-05,1.82E-05,5.52E-06,1,1,1,0,0,0,0
9606.ENSP00000339813,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0.072888016,0.059649123,0.068222621,0.025210084,0.06147541,0.043478261,0.031152648,0.029411765,0.014084507,0.00062383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.069428807,0.199092432,0.000121418,4.46E-05,2.88E-05,1.48E-05,1,1,1,0,0,0,0
9606.ENSP00000370372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030353635,0.056725146,0.035906643,0.021008403,0.012295082,0,0,0.014705882,0,0.001247661,0.004192872,0,0,0.008474576,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,1,0.033551002,0.179347728,1.14E-06,1.79E-05,7.15E-06,2.03E-06,1,1,1,1,0,0,0
9606.ENSP00000218348,0,0,0,0,0.057692308,0.066666667,0.166666667,0,0,0,0,0,0,0.109332024,0.11871345,0.107719928,0.098739496,0.118852459,0,0.133956386,0.014705882,0,0.018091079,0.016771488,0,0.043165468,0,0,0.060606061,0,0,0.06277245,0.11965812,0,0,0,0,0.059210526,0,0,1,0.124371388,0.602229166,3.00E-05,6.54E-05,3.22E-05,1.25E-05,1,1,1,0,0,0,0
9606.ENSP00000374071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491159,0.000584795,0,0,0,0,0.00623053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000600465,0.0625482,1.17E-07,4.00E-07,1.38E-07,3.39E-08,1,1,1,1,0,0,0
9606.ENSP00000323795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002652259,0.004093567,0.010771993,0.008403361,0.008196721,0.086956522,0,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003978083,0.140182236,1.22E-06,5.63E-06,2.12E-06,5.64E-07,1,1,1,1,0,0,0
9606.ENSP00000378286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010805501,0.007602339,0.014362657,0.004201681,0.008196721,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010207911,0.22718304,1.53E-06,5.61E-06,2.49E-06,7.38E-07,1,1,1,1,0,0,0
9606.ENSP00000366843,0,0,0,0,0.096153846,0,0,0,0,0,0,0,0,0.140275049,0.113450292,0.078994614,0.132352941,0.168032787,0.217391304,0.034267913,0.058823529,0,0.014348097,0.01048218,0,0.064748201,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,1,0.137581626,0.324806328,0.000148633,9.81E-05,5.75E-05,2.69E-05,1,1,1,0,0,0,0
9606.ENSP00000246186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324165,0.004678363,0,0,0.008196721,0,0,0,0,0.009981285,0.012578616,0,0.014388489,0.033898305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00532913,0.2074904,8.87E-07,7.57E-06,2.56E-06,5.97E-07,1,1,1,1,0,0,0
9606.ENSP00000462729,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0.038310413,0.06374269,0.041292639,0.056722689,0.069672131,0.043478261,0.052959502,0.044117647,0,0.002495321,0.002096436,0,0.050359712,0.016949153,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045635367,0.49480704,1.76E-05,2.31E-05,1.38E-05,6.39E-06,1,1,1,0,0,0,0
9606.ENSP00000269385,0,0,0,0,0.096153846,0.066666667,0,0,0,0,0,0,0,0.135756385,0.14502924,0.231597846,0.12394958,0.086065574,0,0.230529595,0.044117647,0.084507042,0.043044292,0.031446541,0.079545455,0.064748201,0.059322034,0,0,0,0,0.174367916,0.098290598,0.065693431,0.078431373,0.1,0,0.157894737,0.034482759,0,1,0.17308414,0.7389396,0.000148633,0.000108086,6.41E-05,2.93E-05,1,1,1,0,0,0,0
9606.ENSP00000297689,0,1,0,0,0.038461538,0,0,0.125,0,0,0,0,0,0.032220039,0.059649123,0.032315978,0.046218487,0.069672131,0.043478261,0.021806854,0.014705882,0.098591549,0.014348097,0.006289308,0,0.028776978,0.025423729,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04060647,0.4645424,0.00862069,0.001472933,0.002153085,0.002120003,1,1,0,0,0,0,0
9606.ENSP00000295108,0,0,0,0,0.038461538,0,0,0.125,0,0,0,0,0,0.023870334,0.039766082,0.010771993,0.058823529,0.081967213,0,0.009345794,0.014705882,0,0.052401747,0.064989518,0.045454545,0.050359712,0.025423729,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,1,0.037679201,0.575971452,1.39E-05,2.89E-05,1.77E-05,7.46E-06,1,1,1,0,0,0,0
9606.ENSP00000483688,0,0,0,0,0.057692308,0,0.166666667,0,0,0,0,0,0,0.097642436,0.077777778,0.150807899,0.044117647,0.020491803,0.043478261,0.08411215,0.088235294,0,0,0,0,0,0,0,0,0,0,0.011333915,0.004273504,0.00729927,0,0,0,0,0,0,1,0.096825039,0.586111428,7.77E-05,5.80E-05,3.19E-05,1.42E-05,1,1,1,0,0,0,0
