,protein,RW_positive_10_0.1,RW_positive_10_0.2,RW_positive_10_0.3,RW_positive_10_0.4,RW_positive_10_0.5,RW_positive_10_0.6,RW_positive_10_0.7,RW_positive_10_0.8,RW_positive_10_0.9,RW_positive_10_1.0
0,9606.ENSP00000262306,0.007780689440551214,0.015696899106842466,0.02207345172064379,0.03118028696917463,0.03897079038142692,0.045746655465336516,0.051950077860965393,0.05775959903257899,0.06551457538444083,0.07269195267872419
1,9606.ENSP00000338512,0.00035735679830395384,0.0005577546999120386,0.0008443087017440121,0.0012100657986593433,0.0015413072151204688,0.001889844852485112,0.002279763749356789,0.002601318671622721,0.0029730610931437695,0.0032442755209558527
2,9606.ENSP00000266987,0.002481120882293908,0.004984158415027196,0.007591970446810592,0.009720237208966864,0.011790527882112656,0.014325804899272043,0.015890404389210744,0.018312360400159378,0.020366054282931145,0.022536477285029832
3,9606.ENSP00000344729,4.454777933915466e-05,8.912505575153773e-05,0.0001358592304541162,0.00017396424937032862,0.0002109100511233919,0.00025658784068127716,0.0002847889882104937,0.0003282838063114468,0.000365269061262552,0.00040427295982681244
4,9606.ENSP00000379496,0.001412295150657883,0.0028813239478040487,0.004447725972568151,0.005810334183479426,0.007302298421564046,0.008755427294090623,0.01037916904897429,0.011951627810049104,0.013672091550688492,0.015289621240299311
5,9606.ENSP00000395389,0.000365086913916457,0.0006858482192910742,0.0008897080488168285,0.001216121134802961,0.001508833414845867,0.0017790556839827332,0.0020883438282908173,0.0023283858590730233,0.0026319327671444626,0.0028329982296781964
6,9606.ENSP00000376445,0.0012987101217731833,0.002638892223330913,0.0040524114192521665,0.005279126999084838,0.006627273211051943,0.007962596995639615,0.009380281706398819,0.010802266271639382,0.01237036218662979,0.013840606006851885
7,9606.ENSP00000354163,0.000229557989314344,0.0004666424938477576,0.0007157396444199549,0.0009332871172773594,0.0011720024158421438,0.0014087694326008204,0.0016604444185759348,0.0019113145531264308,0.0021865281664759095,0.002446597766720515
8,9606.ENSP00000280800,0.002247111653559841,0.0045741675203316845,0.007020582048426149,0.009169028202450136,0.011476533461973304,0.013790313430945389,0.01625127569423057,0.018715883688855683,0.02143112894555088,0.023990350986423437
9,9606.ENSP00000344724,0.0014525726874126121,0.0029193210575613193,0.004099124904314522,0.005803697382361861,0.0072282326909771655,0.00849153502349509,0.009629006886825664,0.010696518274926348,0.0121346178893873,0.013455798511131434
10,9606.ENSP00000438468,0.00021202444941081922,0.00042865412251558155,0.0006572016795871605,0.0008550230459150043,0.0010713282767937926,0.0012878697111773363,0.00151677103849579,0.0017461621323491272,0.0019986959873676824,0.002239242118776019
11,9606.ENSP00000357122,0.00793846053420566,0.0159502359747421,0.0242945276258979,0.03109803536790423,0.03771193574357312,0.04583422299765516,0.0508499521529302,0.05859580429387279,0.06516731544979848,0.07213519679498859
12,9606.ENSP00000480421,0.003150324941088911,0.00632420143665513,0.009633904563088436,0.012334829691099003,0.014960074455302674,0.01818286650814116,0.020171511139778886,0.023243280571477953,0.025852746366581414,0.028606922467588447
13,9606.ENSP00000448680,0.00011431068332967698,0.00023218160367832752,0.00035652712153932953,0.0004645039191473188,0.0005833235929912917,0.0007012573992142279,0.000826141108518641,0.0009504486222340347,0.0010875471623421618,0.0012181031977434031
14,9606.ENSP00000226105,0.0009084634948521852,0.001820717105147196,0.0027770673550548963,0.00355732890238869,0.004312958833907032,0.00524752748242463,0.00582428773304855,0.0067150534505344694,0.0074693294627650175,0.008266675209597452
15,9606.ENSP00000286827,0.00583970428124303,0.011605921281443443,0.017773628125723917,0.022768323811760638,0.02755810920643853,0.03365190618933411,0.037394505336123984,0.04313133468531305,0.047972308260796126,0.0531333528997493
16,9606.ENSP00000415203,0.00017211660883731383,0.0003463524419657915,0.0005309528498855798,0.0006923332073256461,0.0008665784814638755,0.0010402444311239378,0.0012266048536275775,0.001414248249375305,0.0016211094155096362,0.0018124698601695854
17,9606.ENSP00000365048,0.0018156298829126172,0.003423978549108142,0.004454252957657445,0.006092436113249278,0.007568827732029604,0.008925127040129155,0.010471581656020135,0.011682358959660633,0.013197818643675419,0.014228153206204297
18,9606.ENSP00000419923,0.001321355555774062,0.002065296266664518,0.0031261092462955276,0.004492337038755068,0.0057551144127501175,0.007072937991324579,0.00856415603448113,0.009757846471984521,0.011214025738809141,0.012212623298182734
19,9606.ENSP00000324557,1.8921169044006092e-05,3.847181062610616e-05,5.908082502514844e-05,7.70779404035693e-05,9.668419292552244e-05,0.00011614858581765475,0.0001369105153514738,0.00015768975353580572,0.00018060082223314566,0.0002020287945185828
20,9606.ENSP00000234310,0.009433124854695052,0.014680907988804393,0.02222200346295722,0.03179186597117223,0.04039092811581213,0.04955212825734634,0.05973710787657183,0.06818439868220594,0.07785779915866442,0.0849606837000465
21,9606.ENSP00000177694,0.00197524963732576,0.003939399528462673,0.005548040593566839,0.007856379037548322,0.009764944417838706,0.011449745466961758,0.012977840600797208,0.014389048323209863,0.01631001299028867,0.018087210366502404
22,9606.ENSP00000335094,0.00041987500389950583,0.000796019923654967,0.0010326480150979478,0.0014058695023777545,0.0017394423794030445,0.002050481742116972,0.0024058520602920908,0.0026848196703213034,0.0030318723011077964,0.0032696088401280576
23,9606.ENSP00000474230,0.0048008939702413045,0.009525863650196698,0.014603982795961201,0.018714441350311972,0.02264874473621603,0.0276677018191549,0.030752088758163154,0.03548230145679554,0.03946740266837878,0.0437261214319733
24,9606.ENSP00000322270,0.0016364965304092038,0.003092683167778887,0.004021438970085001,0.005494074201124022,0.006826798449765192,0.00805149817460915,0.009445782055991003,0.010532378624702687,0.011895693261976703,0.012800099872038118
25,9606.ENSP00000355657,0.013154175947420299,0.020609535975381732,0.031202984740957618,0.04471305673359893,0.057003623398486525,0.06986923274234869,0.08445684795151465,0.09635284048272297,0.11026217986363918,0.1201766406011302
