protein,heat_0.1_0.1,heat_0.1_0.2,heat_0.1_0.3,heat_0.1_0.4,heat_0.1_0.5,heat_0.1_0.6,heat_0.1_0.7,heat_0.1_0.8,heat_0.1_0.9,heat_0.1_1.0
9606.ENSP00000253108,0.0024323682737303,0.0044784797414649,0.0067220530313534,0.0090030143351214,0.0111392503408751,0.0135345167227569,0.0156558857970594,0.0182835664900267,0.0203481056996679,0.0224454702511138
9606.ENSP00000360497,0.002459926490701,0.0045235210700411,0.0067828612145603,0.0090873872750307,0.0112342432285004,0.0136571760449442,0.0157952639656286,0.0184543618970565,0.0205291853390008,0.022627841751273
9606.ENSP00000363809,0.0014687101029267,0.0029621900439451,0.0043572232470978,0.0057834990293486,0.0079411596943828,0.0092840879553932,0.0115209008251895,0.0131830373691173,0.0145133993125909,0.0158221722465441
9606.ENSP00000392270,0.002378266879532,0.0045609615135617,0.0068627318323706,0.0090557650237315,0.0110125845149013,0.013270868012114,0.0155917379979655,0.0180826731757406,0.0200861570983761,0.022248823249356
9606.ENSP00000216513,0.0022099374555182,0.0040442743056701,0.0061742170466914,0.0083484354520351,0.0101386655562691,0.0121478099733849,0.0142775097099274,0.0164645930506139,0.0180867952208245,0.0199485203120275
9606.ENSP00000307208,0.002434372459902,0.0045891269737694,0.0067983216404172,0.0090661641306724,0.0113168713260165,0.0137670582644204,0.015937795084028,0.0185680466411213,0.0206183611635424,0.0227524426736636
9606.ENSP00000344241,0.002546479096054,0.0045801568994647,0.0068108842265246,0.0089671033133527,0.0108962428080303,0.0133698359791196,0.0154486389296835,0.0180009699329275,0.0201390563438508,0.0224368429176138
9606.ENSP00000419475,0.0040475605455867,0.0061331150300247,0.0083517107104853,0.010496052338567,0.0124849237326998,0.0146758983410109,0.0168906003764277,0.0195403767611423,0.0219373635209194,0.0248069286153622
9606.ENSP00000370104,0.0038909218783373,0.0060281364985712,0.0083159886307839,0.0105216702395409,0.012566286335641,0.0146823000632139,0.0167400575737701,0.0194158955355305,0.0216224428413625,0.0237540035896017
9606.ENSP00000309124,0.0023331594420596,0.0043149774464836,0.0065138537001985,0.0085752539926033,0.0104675715629127,0.0124622608259414,0.0143900242778727,0.0168019009529416,0.0188709559356539,0.0213696351261205
9606.ENSP00000421380,0.0025465751714364,0.0045131139168006,0.0067568003105407,0.0089133140445483,0.0108180562110646,0.013315351618985,0.0154284482241564,0.0179821594947497,0.0200614874665916,0.0223294322586298
9606.ENSP00000344844,0.002342723772017,0.0042638195973268,0.0065339546335962,0.0085786124909645,0.0104778672721295,0.0125288255426312,0.0144655896197036,0.0168502723772689,0.018860632142605,0.0210284122731536
9606.ENSP00000351113,0.0023605578498973,0.0046776433518971,0.0070024383667259,0.0091730338208435,0.0111207650879805,0.0133693396110174,0.016030568838687,0.0187921392553107,0.0207796704553402,0.0229565850922881
9606.ENSP00000449795,0.0021821332366016,0.0039406726955348,0.0059907736522291,0.0080950829960784,0.0101725394360983,0.0126865702936811,0.0144844855317387,0.0171004673570678,0.0189878806800152,0.0209110277687614
9606.ENSP00000376345,0.0022503269701701,0.0042707020711532,0.0064716779229456,0.0086162420188884,0.0104325764255008,0.012639522538393,0.0146276614000271,0.0170021267226729,0.0187738592717323,0.020737021471632
9606.ENSP00000312987,0.0024292791495099,0.0045178182363088,0.0067646069974216,0.0089995623229697,0.0111925865739976,0.0139396894592209,0.0161028374950547,0.0187836683853674,0.0208703165026236,0.0231040119051613
9606.ENSP00000261716,0.0024172506855393,0.0048300356793333,0.006923709757757,0.0092489442995429,0.0111292756282637,0.0131417637057893,0.0151382965018456,0.0175460087957617,0.0196389926222764,0.0216514606745477
9606.ENSP00000285398,0.0024437510055577,0.0046244436580309,0.0069557198462462,0.0093216077207216,0.0113039784578177,0.013656976040238,0.0157783818508505,0.0183759741780704,0.0203203648788985,0.0224610004697751
9606.ENSP00000250916,0.0026555010354059,0.0046538144397345,0.0068172119936207,0.0088964986071005,0.0108132057694092,0.0133084899375717,0.0154589240614768,0.0176991596513289,0.0196651214796474,0.0216197266495328
9606.ENSP00000388320,0.002328048714844,0.0043276168578358,0.0062764789524862,0.0085092408205582,0.0107966900702649,0.0132673429654914,0.0151101048743385,0.0174381646659185,0.019445591188969,0.0213141065707986
9606.ENSP00000317159,0.0023870759378041,0.0045937599224998,0.0069032604010317,0.0092290624129418,0.0111292939950544,0.0134697699991193,0.0154519354523472,0.0180019909944348,0.0199014364316099,0.0220495862349707
9606.ENSP00000442682,0.0023479119863623,0.0044340457588987,0.0066990104364776,0.0089428718433737,0.0108894613817938,0.0131880248404741,0.0152178002131222,0.0177282659856246,0.0196689632953166,0.021733787264111
9606.ENSP00000438527,0.0024407910896115,0.004654197335185,0.0069929665328345,0.0093402057204912,0.0113087449531121,0.0136765885486056,0.0157921212608016,0.0183917655681398,0.0202875612208117,0.0223905853731594
9606.ENSP00000223369,0.0023186358412203,0.004425044186064,0.0066886735662592,0.0089353848857172,0.0109120455131233,0.0133199606539164,0.0153282215655963,0.0190218653337979,0.0208810967965291,0.0230568556594334
9606.ENSP00000481762,0.0023813166226318,0.0045480202134058,0.0068591346016546,0.0091616740273821,0.0110575786411573,0.013396809704318,0.0154976362400702,0.0180510848740595,0.0199328032717858,0.0220032732918298
9606.ENSP00000299626,0.0006875444776142,0.0012205036871932,0.0019520568178563,0.0030842046738257,0.0048518513588646,0.0056793542885884,0.0062939525890328,0.0070142510114123,0.0076552572709829,0.0094979301780426
9606.ENSP00000337363,0.001745077130181,0.0028621599283269,0.0042824962200711,0.0059010268761312,0.0069357542175794,0.00859559121875,0.0096713180652159,0.0114265613088946,0.0124714627269213,0.0135503601578648
9606.ENSP00000370596,0.0024464523312417,0.0044694886885281,0.0066249599415186,0.0088873633842467,0.0109290120938112,0.0132985541770267,0.0153196233952712,0.0178344512189596,0.0200119127232483,0.0219805644776442
9606.ENSP00000419923,0.0023402431961585,0.0043726281237468,0.0065059109419962,0.0086678033712814,0.0107840571090491,0.013145257641554,0.0151983226287484,0.0178870538247792,0.0199914646100296,0.0219721248349742
9606.ENSP00000335320,0.0023297693114727,0.0042443719935363,0.0071457908738921,0.0091852570039918,0.0109974433253228,0.0133717493536096,0.0157192572933126,0.0180372007762343,0.0200205770852335,0.0221615987447876
9606.ENSP00000282486,0.0023326317132159,0.0044100195918872,0.006678374117655,0.0088217079955938,0.0108769688213214,0.0129315723406762,0.0149688187452738,0.0174800902618699,0.0195575359771282,0.0214896550455705
9606.ENSP00000261693,0.0021756990427093,0.0046023117902223,0.0068005332764187,0.0088274838931283,0.0104914981970978,0.0125853717490826,0.0145321872587373,0.0170238430964673,0.0187041790445618,0.0207420670981264
9606.ENSP00000400142,0.0024244654814538,0.0045660387932002,0.0068330645976857,0.009019385798183,0.0110451590157936,0.0131663003908215,0.0153101209366468,0.0179012859484828,0.0200528230129748,0.0221588239842276
9606.ENSP00000426964,0.0024313187886946,0.004460439309696,0.0067309748501429,0.0090328904243506,0.0111716122100915,0.0135393523378297,0.0156359902684926,0.0182511647344654,0.0203332309929464,0.0224136334945797
9606.ENSP00000296585,0.0022603607576456,0.0040520988550269,0.0061445975406968,0.0082360888554831,0.0100949223487987,0.0121919091352538,0.0140858884487897,0.0164061431187292,0.0183525535871922,0.0203134176840649
9606.ENSP00000278823,0.0023930536117404,0.00461351987542,0.0069698130919277,0.0092175386198505,0.0112358295773447,0.0135879194558583,0.0158876509767651,0.0184465163174536,0.0205471160452361,0.0227289269832908
9606.ENSP00000253861,0.0024501646694261,0.0044107382291258,0.0065975356933449,0.0086801448164806,0.0106529753561517,0.013100399268751,0.0150976154950512,0.0176010099535233,0.0196725234659425,0.0219162811304158
9606.ENSP00000365477,0.0025054027828446,0.0045930925334687,0.0068549959892152,0.0094381122830782,0.0113502518647692,0.0135922467193267,0.0176805605001391,0.0199668364653007,0.0217962069723398,0.0315574861447203
9606.ENSP00000262039,0.00247366840631,0.0044430452780943,0.0066465565723774,0.0087499334713356,0.0106930879665014,0.0131183143766975,0.0151610587690811,0.0176735119621298,0.01975485301773,0.0219983896658959
9606.ENSP00000473091,0.0010242681319141,0.0019181653824489,0.002955103594104,0.0039505437703155,0.0048338633509956,0.0062912548289659,0.0072371356543499,0.0082801834248584,0.0092358895958568,0.0100990174064463
9606.ENSP00000320309,0.0024081889387161,0.0045804376459273,0.0069169197063274,0.0092800099641863,0.0112801268528528,0.0138053143064098,0.0158803331623857,0.0184459600141053,0.0203746158376816,0.0224610719315023
9606.ENSP00000391167,0.0022784613665862,0.0040847356904123,0.0061621142908734,0.008193917927656,0.0100252278775769,0.0121750578077808,0.0139808521748818,0.0162503103642848,0.0178342747740316,0.0198644980368953
9606.ENSP00000174618,0.002706362212848,0.0048541568921791,0.0072644340002625,0.0096359837739328,0.0116693388376916,0.0142486265885963,0.0163649764253932,0.0189354495687439,0.0208634241771505,0.022909125532351
9606.ENSP00000415433,0.0035496229174896,0.0054827697058499,0.0076578936407258,0.0097676919842797,0.01156238777844,0.0141193050787933,0.0168644530297115,0.019348688069158,0.0227705403387972,0.0250059727106872
9606.ENSP00000349877,0.0023213982294691,0.0043662064908858,0.0066083467854696,0.0087290069459413,0.0105876813431677,0.012991768449865,0.0153527024085633,0.0182720798438822,0.0205747468207846,0.0227034468807687
9606.ENSP00000252622,0.0025334587298857,0.0045580013684229,0.0067781157176796,0.0089219346291429,0.0108311940120984,0.0132915815856904,0.0153617056248549,0.0179045411105107,0.0200455149861227,0.0223388493868696
9606.ENSP00000424870,0.0024134741324814,0.00470572989434,0.0070160217160264,0.0093355255862661,0.0112479364338469,0.0135985964407154,0.0156839644696447,0.0182574689133616,0.020196904806653,0.0222887202735364
9606.ENSP00000485206,0.0023844651586841,0.0045674952452827,0.0068877436820002,0.0091922328533655,0.0111016129626477,0.0134359437111015,0.015512038448378,0.0181126971078811,0.0200072145589729,0.0221286037594836
9606.ENSP00000398410,0.0026579732329992,0.0044866658922728,0.0064788952968228,0.0219256844147821,0.0235939171334393,0.0258132146445859,0.0276490187061426,0.0298723243977292,0.0318367554145879,0.0340523312142977
9606.ENSP00000430338,0.0053093413062015,0.0074353248267016,0.0096525579895114,0.0118651387140289,0.0139346680091421,0.0162565903858649,0.0182753590117954,0.0210059339717645,0.0229785763342533,0.0249816034140621
9606.ENSP00000264515,0.0025331224278488,0.0045752963706036,0.0068283446089481,0.0090006360906045,0.0109343521207847,0.013405247474111,0.0155065035860388,0.018043366787424,0.0201706326870407,0.0224678276199483
9606.ENSP00000377747,0.0024151397119567,0.0046341873403434,0.0069643745991925,0.0092124449720358,0.0112036008968061,0.0135396104897154,0.0158706417360008,0.0184022657058449,0.0204753229563721,0.0226429950826059
9606.ENSP00000357000,0.0025432946567889,0.0047512382261629,0.0071182352185132,0.0093715958009852,0.0114331933527864,0.0137364725487714,0.0160382872163609,0.0186026971787214,0.0207539891871419,0.0228766742457082
9606.ENSP00000325690,0.0024489622919645,0.0046255731140263,0.0069234600591698,0.0091498002998378,0.0120205708276444,0.0141442378649117,0.0162210377588962,0.0189778636199662,0.0211550997378253,0.0232463471334085
9606.ENSP00000473565,0.0023131961879698,0.0042017771429527,0.0063642049976806,0.0084796800406365,0.0103893586715457,0.0126052560249263,0.0145648325274123,0.0169752379774763,0.0187066232062989,0.0208424661993831
9606.ENSP00000348455,0.0024907769729907,0.00446328423277,0.0066735684758896,0.0088015594628814,0.010740163106675,0.0131790961359001,0.0152438761806479,0.0177751468445421,0.0198660154919707,0.0221875780362097
9606.ENSP00000397881,0.0004440167454049,0.0008982598303646,0.0013918903549665,0.0018031774834526,0.0022181141425789,0.0026471213520835,0.0033185651453209,0.0039213665913848,0.0046990044297672,0.0051311311085555
9606.ENSP00000308727,0.0003767314344713,0.0008261432094514,0.0011980090059751,0.0015476094303039,0.0018607957166523,0.0025254339428784,0.0028793890190854,0.0032404806314616,0.0035651114313282,0.0038935519397114
9606.ENSP00000257555,0.0023882844352556,0.0044801844865105,0.0066837359786404,0.0091707812039203,0.0113471886847946,0.0147342398167893,0.0170740333242065,0.0198388383405472,0.0218541449039548,0.0240369528482915
9606.ENSP00000275603,0.002404438539088,0.0045587875174533,0.0068135200262986,0.0089897891375585,0.0109845266742922,0.0131090756858611,0.0152051056447817,0.0177790923753491,0.0199441195127292,0.022022220198778
9606.ENSP00000356669,0.0024325486037923,0.0044821012174907,0.0067104957538504,0.0089918343924182,0.0111235852032223,0.0135216240682893,0.0156338112096818,0.0185009913461726,0.0205658793352085,0.0226593770498766
9606.ENSP00000260643,0.002229894267657,0.0042892947276413,0.0065292650356241,0.0088045055777001,0.0106432586176197,0.0129382903533041,0.01487207081027,0.0173286906001521,0.0190390803131776,0.0210893575999762
9606.ENSP00000331313,0.0024274235074699,0.0046575250762543,0.006991443258812,0.0092554850898523,0.0112538874609526,0.0135847462174751,0.0159581907669235,0.0184884125251301,0.0205651170676901,0.0227477032517526
9606.ENSP00000302194,0.0023047530958137,0.0044232812542759,0.0067310453050595,0.0088653927223276,0.0108096447320349,0.0131455998612182,0.0152669941471685,0.0177705028427226,0.0200630179724612,0.0220719588878637
9606.ENSP00000238558,0.0026072860600834,0.0046914459471736,0.0072318818897656,0.0096030022673403,0.0118207328073367,0.0139147163831694,0.0159886412848209,0.018737535987384,0.0208941980054078,0.0231387294716114
9606.ENSP00000450085,0.0015000660139321,0.0028473081398487,0.0041956884602996,0.0055681176542066,0.0070791601916653,0.0087115693664827,0.0104830629621801,0.0121491499586454,0.0133653130234279,0.0145630339712852
9606.ENSP00000272233,0.002383742998063,0.0044688520156341,0.0066479896754572,0.0088080133823496,0.010771265565836,0.0129305260184082,0.014982730399879,0.0177007845245498,0.0198394002341046,0.0219761011117043
9606.ENSP00000264380,0.002395114977844,0.0044945578320039,0.006698324289573,0.0088446471108909,0.0108534458831854,0.0129940428250847,0.0150726537226546,0.0176077469564006,0.0197553023222099,0.0218221914560672
9606.ENSP00000362222,0.0023973604074853,0.0045845871045457,0.0068036475686312,0.0089694433272597,0.0110562091440442,0.0131713787500302,0.0152551578057682,0.0178172125470155,0.0199691584330139,0.0220234967582655
9606.ENSP00000417078,0.0024613887835585,0.0046544477172574,0.0069476269713959,0.0091511121813709,0.0111740902925703,0.0133200105719879,0.0154262135874887,0.0180338657582979,0.0202468055858844,0.0224196539229524
9606.ENSP00000377401,0.0016620487213003,0.0031291538202822,0.0047798552518543,0.0065187472541765,0.0081260170031782,0.0097387788921423,0.0111322562654549,0.0129970891136963,0.0144723955279459,0.0162001028509166
9606.ENSP00000441875,0.0023537741635664,0.0045010485100647,0.0067760346701106,0.0090685488921735,0.0109524500931001,0.0132855582160118,0.0153169551958853,0.0178275383550499,0.019717317838058,0.0217855517562384
9606.ENSP00000462963,0.0018749730129457,0.0035735430742533,0.0053581983415824,0.010908499220477,0.0126549668389088,0.0145117455947456,0.0161423936222036,0.0183130121474732,0.0198919263659718,0.0214962095390092
9606.ENSP00000263579,0.002427367184282,0.0045693099255004,0.0068337207799231,0.0090380335736881,0.0110765351259942,0.01340996346471,0.0155091765595898,0.0180937330319466,0.0202581398084475,0.0225882672716579
9606.ENSP00000355605,0.0024650285376992,0.0045883856837463,0.0067945356722702,0.00894995323506,0.0109475165245385,0.0131024963657182,0.015192854455563,0.0177866766853185,0.0199870158548947,0.0221089107808438
9606.ENSP00000417052,0.0018069653488055,0.0036013428416481,0.0052691068651711,0.0074855576610843,0.0090838469538994,0.0106081875237578,0.0133835879134949,0.0153204488494793,0.0169891041903156,0.0184984900413383
9606.ENSP00000292807,0.0024261202052002,0.0043971687582597,0.0065202853957089,0.0085537196709992,0.0105332392968193,0.0129277042506146,0.0149626984530186,0.0174157930014189,0.0194558694056468,0.0216193361065961
9606.ENSP00000355925,0.0024196878657676,0.0053861266806052,0.0078271876200233,0.0103293966067212,0.0124200687432676,0.0147046065271752,0.0170477919732547,0.0194954451094417,0.0215898850478879,0.0237027358166415
9606.ENSP00000264161,0.0024573865539423,0.0046101854586595,0.0068904091626791,0.0091571866819322,0.0110466868013645,0.0133597759449912,0.0154053343576379,0.0179668663840857,0.0198694123564564,0.0219244156323838
9606.ENSP00000410309,0.0023059331706463,0.0043073363467556,0.0065543630275897,0.0086895864237703,0.010514967455947,0.0126992895279727,0.014623657784341,0.0170173949395575,0.0187767210904894,0.0207662119851193
9606.ENSP00000222305,0.0027074189329141,0.0048326839114452,0.0071822446252554,0.0096403304587511,0.0117294475339804,0.0142294324414251,0.0163773761014454,0.0189311471986002,0.0208201774548797,0.0228828309882374
9606.ENSP00000421689,0.0029398733458947,0.0050662899320741,0.007264011895586,0.0093897240135447,0.0113580880265544,0.0135519471527914,0.0155810944957011,0.0181125635458556,0.020236989737441,0.0222867152911021
9606.ENSP00000261758,0.0022522231229231,0.0042093851425306,0.0063307758091468,0.0083918762557004,0.0102621221576555,0.0122750089121836,0.0141772621700511,0.0165972489194246,0.0186479977692215,0.0205285915762942
9606.ENSP00000324856,0.0024219684455601,0.0045287361390364,0.0067804028944919,0.0089421747275082,0.0109331269436552,0.0130582546939876,0.0151279487859028,0.0177803943856815,0.0199270319621973,0.021983484440625
9606.ENSP00000339495,0.0024376403762289,0.0046265009641501,0.0069574959870806,0.0093504139458673,0.0112632103064242,0.0136332045158269,0.0157720869074182,0.0183669001571615,0.0204045090345061,0.0226198625928191
9606.ENSP00000267199,0.0023963929452293,0.0044173560240778,0.0066535994160403,0.0088972512753571,0.0109774586312596,0.0133052952655816,0.015399359569983,0.0180476198179349,0.0201258763931946,0.0222799589687383
9606.ENSP00000367203,0.0020969377774235,0.0043650590432662,0.0060925491507077,0.00786033912118,0.0099265331718925,0.0122500304814821,0.0138870011533072,0.0163699141694451,0.0188844885933576,0.0210428480158952
9606.ENSP00000258704,0.0002459911852383,0.00044212367726,0.0006639042438791,0.0009103818852054,0.00109498248014,0.0013569029049449,0.0015556631201434,0.0018045991812414,0.0020065920576257,0.0022378191078473
9606.ENSP00000297562,0.0023825731914257,0.0044781947508454,0.0065791331740001,0.0086706975748711,0.0107434273963917,0.0129194285559606,0.0149192667176976,0.0182144488612721,0.0203050254226582,0.022283508091732
9606.ENSP00000367038,0.0025225417521141,0.004553139939162,0.0067706842410188,0.008911382829865,0.0108762423033113,0.0133227286396504,0.0153656543379838,0.0179393335356508,0.020130218594204,0.0224111402530979
9606.ENSP00000337393,0.0024593820853624,0.0046183966715034,0.0069391790175359,0.0092077291637906,0.0112618239045332,0.0134261140315175,0.0155370586353456,0.0185650680878097,0.0207409108779756,0.0228209502720346
9606.ENSP00000362981,0.0023601968314324,0.0042599523385433,0.0065103543347504,0.0089916405440817,0.0109583707480851,0.0128733162437129,0.0148029609340483,0.0179124822402627,0.0199463419771745,0.0224708524851848
9606.ENSP00000202017,0.0024923747378124,0.0045809583034497,0.0070695068870918,0.0093783573693144,0.0115197451386848,0.0139313145018604,0.0164578602498295,0.0192517904188207,0.0213035463957567,0.0233683807864508
9606.ENSP00000435096,0.0024261358339572,0.0046261609859357,0.0069515674667854,0.0091496471168284,0.0111624048504381,0.0133161614357959,0.0154268972328281,0.0180290590615186,0.0202202883956488,0.0223254135817114
9606.ENSP00000254442,0.0023950570794113,0.0045954000142955,0.0069147263848208,0.0091410647301017,0.0111035600830291,0.013389200637448,0.0157054810510999,0.0181908852896413,0.0201964598768427,0.0223735718959687
9606.ENSP00000416066,0.002263490401674,0.0042820639318961,0.0065954399337897,0.0087919117472665,0.0106783895284934,0.0126673359513915,0.0147320973951536,0.0172072341806597,0.0192569533187452,0.0212014618750799
9606.ENSP00000371786,0.0035648466055135,0.0051659866239788,0.0068784324628268,0.0084810280930014,0.0097687603554277,0.0114109023263608,0.0128447676263476,0.0146355953067995,0.0162892741154792,0.0203998769279678
9606.ENSP00000323782,0.0012951653393429,0.0024070694238389,0.0034397720295373,0.0047170876599693,0.0057779060711027,0.0068546494077281,0.0078669015389323,0.0091507741918803,0.0102734146161083,0.0113932620355399
9606.ENSP00000314129,0.0025835240376181,0.0049480833095003,0.0073578575784267,0.0096311256347689,0.0118488825610256,0.0142793255786273,0.0165983383508319,0.0191652003509261,0.0212810150092082,0.0234221085279386
9606.ENSP00000363124,0.0024560926585763,0.0045650618912986,0.0068069900326008,0.0091088168692294,0.0112726666220623,0.0136994341146419,0.0158346494981742,0.0185037382916561,0.0205945988736857,0.0227049104560137
9606.ENSP00000352522,0.00237255574757,0.0045586534179165,0.006911274948834,0.0091417510202518,0.0110664714020458,0.0135656139805178,0.0159081041615536,0.0187730001975978,0.0207591588864488,0.0228837302952342
9606.ENSP00000296102,0.0024060153373284,0.004600645697792,0.0069144483040872,0.0092255217041383,0.0111342734435311,0.0134712518220112,0.0155651995801235,0.0181269521590365,0.0200118227235179,0.0220923112124182
9606.ENSP00000370736,0.0023841371184971,0.0045791638913215,0.006848134757547,0.0090527776715134,0.0111030404964367,0.013434274449537,0.0155726610341844,0.0181666714929633,0.0203424975320558,0.0223622815524322
9606.ENSP00000385722,0.0024676714892848,0.0046444631079793,0.006969469849082,0.010109925179222,0.011996201230886,0.0143555664712948,0.0174539952663508,0.0200660068935576,0.0218876932317471,0.0247309896426486
9606.ENSP00000384371,0.0023815646800358,0.0044816450736107,0.0067278912788424,0.0090192717866557,0.0108680020089195,0.0131405515408005,0.0151756345389912,0.0175944431653078,0.0194729815143546,0.0214831521093401
9606.ENSP00000384474,0.0025402303726878,0.0045157887325331,0.0067187977192588,0.008875008540599,0.0107317797455834,0.0131452511022871,0.0151522313763052,0.0176395157332081,0.0197122539257179,0.0219535734386226
9606.ENSP00000405965,0.0024334897298103,0.0045296678326849,0.0067553586341091,0.0090236789146729,0.0111438049752905,0.0135254905608235,0.0156378170968309,0.018256419410136,0.020318642616985,0.0224155879768659
9606.ENSP00000348924,0.0024804907716315,0.0045883229777246,0.0068435641533142,0.0091407427880767,0.0113031711134681,0.0137462522989153,0.0159012621943475,0.0185712704187608,0.0206612019255771,0.0227650230372091
9606.ENSP00000381364,0.0025878378983179,0.0047264512922993,0.0070100926936902,0.0093360756332003,0.0113840805811378,0.0139798393943237,0.0161464317575337,0.0186805992566405,0.0209219267185289,0.0232229721937073
9606.ENSP00000480853,0.0031783365593582,0.0053345422784332,0.0075546243983808,0.0096915594808706,0.0116746883909399,0.0138793557885037,0.015982460113264,0.0185375128057785,0.0207678390288492,0.0231432750551903
9606.ENSP00000299424,0.0024592985209892,0.0046219231790018,0.0069403188513206,0.0091790917390426,0.0112782111423257,0.0134367419482259,0.0155475288252091,0.0181944486171232,0.0204029221199562,0.0225342490043658
9606.ENSP00000477707,0.0024495004981872,0.0045645795835298,0.006859699204142,0.0091812273112736,0.0111269503777293,0.0135236411115329,0.0156048188837303,0.018149458705011,0.0201153993571097,0.0222967425684146
9606.ENSP00000317780,0.002381484896432,0.0043481945208441,0.0065975898210126,0.0088601240563548,0.0111200794194701,0.0135401111324426,0.0155847145301777,0.0182630629901723,0.0202699868273157,0.0226185994647494
9606.ENSP00000380998,0.0023889758085715,0.0046119515063764,0.006818207345077,0.0089797762007037,0.0109793266960878,0.013074571443667,0.0151447807702425,0.0177265261272623,0.0198667079685037,0.0220909597946956
9606.ENSP00000265857,0.0023849768549553,0.0045410550937958,0.0070652810609317,0.0095024752399694,0.0114377203308322,0.0136915154648704,0.0159619894398019,0.0184261312529088,0.0204128302116259,0.0225696380707631
9606.ENSP00000388402,0.0023536336993856,0.0049296803281322,0.0072500895948905,0.0094285642408067,0.0113561387915979,0.0136246170832237,0.0159074079228958,0.0183726976674734,0.0203943107126178,0.0225542805210352
9606.ENSP00000376472,0.0024347438848053,0.0046018542980164,0.0069338406292445,0.0100174358094591,0.0119448330378872,0.0142359468982249,0.0165074765563986,0.0190447895756733,0.0210243009041732,0.0232210340309393
9606.ENSP00000262879,0.0032217898551607,0.0050465130098018,0.0069574512622239,0.0087579233604628,0.0104097725288738,0.0125436566145253,0.0145037102815877,0.0164955765017111,0.0180774556879441,0.0198941481808105
9606.ENSP00000293831,0.0024394525289608,0.0044953162760066,0.0067348645061429,0.0090172366035403,0.0111530114263587,0.0135496027305634,0.0156694229372078,0.018313127951842,0.0203875924335079,0.0224871105501733
9606.ENSP00000348056,0.002395847534899,0.0044234747429072,0.0066248044049643,0.008878698389708,0.0112173861007249,0.013599640987195,0.0157070491213744,0.0183059577493622,0.0203354269660849,0.0224018101698675
9606.ENSP00000376453,0.0022400374864446,0.0041348408547037,0.0063278169570821,0.0093073067389468,0.0112213038762547,0.0133983512198483,0.0153042510221439,0.0176536285346173,0.0201629886598766,0.022142562999079
9606.ENSP00000252445,0.002816521715431,0.0050992690730709,0.0074796139188038,0.0098518914301166,0.0120401443627997,0.0145907416522277,0.0168536027599657,0.019687577966124,0.0217818142905343,0.0238741780508462
9606.ENSP00000307850,0.0024001638048503,0.0048599128913338,0.0071766642186048,0.0094048439977996,0.0114139601291753,0.01373658834882,0.0160826584683491,0.0185985047496615,0.0206506768149665,0.0228413893159995
9606.ENSP00000366474,0.0019782235049206,0.0038779525239078,0.005749784585987,0.0080340020949734,0.0097119624706465,0.0120311407645203,0.0139470612684817,0.017336050646918,0.018957203870741,0.0207525326641189
9606.ENSP00000324203,0.002467734288075,0.0046344765341928,0.0069298124944907,0.0091439581719896,0.011176849135154,0.0133621174118161,0.0154860470124731,0.0181021622888692,0.020292756732033,0.0223935587732739
9606.ENSP00000380837,0.0022564311257156,0.0042470889129617,0.0063796273316256,0.0085572874249919,0.0105141735384677,0.0127423092139906,0.014668633364181,0.0170470461148397,0.0190955261082308,0.0212449405939878
9606.ENSP00000462337,0.0025929600051313,0.0045932481380077,0.0066961711336261,0.0087689331749061,0.0106305635717944,0.0132152916094128,0.0153298798295509,0.017650885833973,0.0195353500594137,0.0214899275770221
9606.ENSP00000362127,0.002431570968838,0.0046934065994719,0.0070276490746437,0.0093579450963261,0.0112865540700113,0.0136421264405726,0.0157547144744967,0.0183442174793526,0.0202850980749644,0.0223773287489166
9606.ENSP00000206020,0.0011405618452045,0.002461372549078,0.0035794145903764,0.0059054692476365,0.0068045209275169,0.0078283975572048,0.0090818743719864,0.0101770890387342,0.0114520429174262,0.0126276982496165
9606.ENSP00000267973,0.0023982623970368,0.0046161091395333,0.0069372172520161,0.0091935860900775,0.0111658947926116,0.0134552371109748,0.0157789700515422,0.0182926400939322,0.0203417812108455,0.0225273159148855
9606.ENSP00000363250,0.0024149881301127,0.0045702862498728,0.0068744564396183,0.0090757545376618,0.011018543497812,0.0133036460692892,0.0156017990384498,0.0180957788079467,0.0200890667356361,0.0222619449768899
