protein,heat_0.1_0.1,heat_0.1_0.2,heat_0.1_0.3,heat_0.1_0.4,heat_0.1_0.5,heat_0.1_0.6,heat_0.1_0.7,heat_0.1_0.8,heat_0.1_0.9,heat_0.1_1.0
9606.ENSP00000380252,0.0027031295758206,0.0048955317379295,0.0070822421980665,0.0092918276573072,0.0111979686848826,0.0136136095557048,0.0156341606839305,0.0180787690574106,0.0201234265045968,0.0223501143377689
9606.ENSP00000242351,0.0024053022025327,0.0045815462108294,0.0068726994081771,0.0090501576546557,0.0110460636374227,0.0131763368149222,0.0152509877921147,0.0178406160162012,0.0199972081795749,0.0220583675732086
9606.ENSP00000467423,0.002447850799399,0.00463287246248,0.006873658052882,0.0091689207606577,0.0113346332168475,0.0137422185421201,0.0158941367831175,0.0185500801976559,0.0206154324710041,0.022739664947494
9606.ENSP00000344223,0.0024015339404286,0.0045246745503391,0.0068296501976874,0.0089636558877828,0.0109144763409858,0.0131736953298968,0.0154064251655654,0.0177838778508885,0.0197677011201449,0.0218979494238737
9606.ENSP00000367164,0.0018422669036226,0.0034754343832901,0.0056953902687837,0.0075665486285743,0.0090319696475944,0.010731186460589,0.012564729694759,0.014502132435382,0.0158992517860951,0.0173812985947279
9606.ENSP00000311747,0.0024485280409862,0.0045110092769391,0.0067395279447737,0.0090120392533208,0.0111656153721924,0.0135679620743758,0.0156977884380467,0.0183485236420892,0.0204123911998976,0.022509994451866
9606.ENSP00000313851,0.0024988591358123,0.0045181063906056,0.0067628876090566,0.0089134383492819,0.0108808740646964,0.0135503375208827,0.0155799940043834,0.0181594500613755,0.0202602950316759,0.0225133501057825
9606.ENSP00000263238,0.0024018551303015,0.0045244606153573,0.0067514620741349,0.0089075553150905,0.0108988507163303,0.0130198420356464,0.0150904926917974,0.0176516088572498,0.0198005715460567,0.021865668040391
9606.ENSP00000332340,0.0024022291036089,0.0046117904857965,0.0069172014327705,0.0092404801571319,0.0111490075569236,0.013485791171206,0.0155683350481012,0.0181426806725539,0.0200421836611894,0.0221159579091363
9606.ENSP00000265896,0.0023206016230687,0.0048432747480546,0.0070999170002323,0.0092058289465057,0.0111070518196356,0.0132260759073687,0.015381833532956,0.0176847714192263,0.0195253057127047,0.0215050170763788
9606.ENSP00000327191,0.002414709727418,0.0044357321162351,0.0067985195378241,0.009046356458839,0.0111371841371692,0.0135077185591399,0.0155929850575375,0.0181981604268912,0.0202544197395582,0.0223290409298897
9606.ENSP00000331127,0.0025130725189228,0.0045160365671108,0.006752735043392,0.0088957253351509,0.0108342941434784,0.0132914220898783,0.015355899665792,0.0178969849998793,0.0200139134026358,0.0222801184568197
9606.ENSP00000286639,0.0023998701071832,0.0046869322850398,0.0070735774315835,0.0093840833706053,0.01147864698396,0.0138045802245869,0.016112484272071,0.0188525499338538,0.0209790823096227,0.0231018072731785
9606.ENSP00000299259,0.0023815617823856,0.0045783365549141,0.0068974332734796,0.0091111340534553,0.0110754907127557,0.0133724498655283,0.01566917512082,0.0181795529124428,0.0201967920520473,0.0223725794248821
9606.ENSP00000278840,0.0021532245773414,0.0040058112631413,0.0060171934728714,0.0082088184299209,0.01054682539052,0.0126300390211326,0.0144835725650409,0.0166088064534051,0.0184172754816245,0.0204141766243992
9606.ENSP00000354206,0.0023759909090586,0.0047480451794399,0.0098258640518906,0.0121247960187247,0.0142823593550929,0.0166096168341027,0.0188549079412041,0.0214417997704003,0.02356034638251,0.0256259784855501
9606.ENSP00000252486,0.0022856952382426,0.00427278776624,0.0065262998587058,0.0094731566687187,0.0112769909183043,0.0133801879142083,0.0154781730211652,0.0177466305917732,0.0197045887566673,0.0217358774193598
9606.ENSP00000251143,0.0020777694699063,0.0037570626254819,0.0055454129119425,0.0073289511624352,0.0089378631951149,0.011141969975597,0.0129643992008823,0.0150280126367761,0.0167841225515985,0.028927969979577
9606.ENSP00000361219,0.0027322987480147,0.0049361835626768,0.0073073762059721,0.0097489826903256,0.0119172876648008,0.0141006774861125,0.0162261558775753,0.0189155465855037,0.0211340954779188,0.0232350574538031
