protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,go_sim,sub_sim,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,cell_ab_diff,cell_ab_diff_abs,label
9606.ENSP00000360268,0,0,0,0,0.023391813,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.11106746,0.730822873,0.318221447,0.130434783,0.266666667,0.789473684,0.033726813,0.36,0.018181818,0.094455852,0.355421687,0.197044335,0.093023256,0.37037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.171838345,0.29181852,0.000109123,0.118693901,0.816496581,1,1,1,1,0,0,7.77e-05,4.84e-05,2.32e-05,-279.4,279.4,0
9606.ENSP00000360268,0,0,0,0,0.040935673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119373667,0.025104603,0.006974717,0.125603865,0.0,0.0,0.005059022,0.0,0.0,0.079397673,0.018072289,0.014778325,0.058139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.123480486,0.2810368,2.77e-05,-0.127686367,0.707106781,1,1,1,1,0,0,6.9e-05,3.82e-05,1.63e-05,8.3,8.3,0
9606.ENSP00000360268,0,0,0,0,0.046783626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125883938,0.125523013,0.013077594,0.111111111,0.05,0.052631579,0.006745363,0.04,0.0,0.189596167,0.030120482,0.014778325,0.081395349,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.142940926,0.31633008,1.74e-05,-0.061085284,0.707106781,1,1,1,1,0,0,6.11e-05,3.06e-05,1.19e-05,-154.1,154.1,0
9606.ENSP00000360268,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094960153,0.006973501,0.007846556,0.115942029,0.0,0.0,0.010118044,0.0,0.0,0.089664613,0.0,0.0,0.058139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.099914694,0.268928,3.9e-06,0.052059162,0.707106781,1,1,1,1,0,0,5.86e-05,2.65e-05,8.53e-06,-112.4,112.4,0
9606.ENSP00000360268,0,0,0,0,0.046783626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067347626,0.0,0.016564952,0.072463768,0.0,0.052631579,0.018549747,0.0,0.0,0.058179329,0.0,0.014778325,0.069767442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.071870335,0.2810368,7.7e-05,-0.069643174,0.707106781,1,1,1,1,0,0,7.4e-05,4.46e-05,2.11e-05,28.7,28.7,0
9606.ENSP00000360268,0,0,0,0,0.052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102200022,0.0027894,0.006974717,0.111111111,0.016666667,0.0,0.003372681,0.0,0.0,0.093086927,0.0,0.014778325,0.058139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.107165707,0.2810368,3.19e-05,-0.021957982,0.707106781,1,1,1,1,0,0,7.53e-05,4.51e-05,2.09e-05,-12.0,12.0,0
9606.ENSP00000360268,0,0,0,0,0.081871345,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.155236278,0.0,0.0,0.164251208,0.0,0.0,0.016863406,0.0,0.0,0.109514031,0.0,0.0,0.162790698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1598955,0.2810368,2.5e-05,0.024615428,0.5,1,1,1,1,0,0,7.64e-05,4.55e-05,2.06e-05,35.4,35.4,0
9606.ENSP00000360268,0,0,0,0,0.058479532,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.183241666,0.0,0.101133391,0.115942029,0.0,0.052631579,0.006745363,0.0,0.0,0.167008898,0.0,0.078817734,0.104651163,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.196950309,0.25181037,2.4e-05,0.082485492,1.0,1,1,1,1,0,0,6.75e-05,3.78e-05,1.67e-05,-291.9,291.9,0
9606.ENSP00000360268,0,0,0,0,0.035087719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082444719,0.0,0.101133391,0.062801932,0.0,0.052631579,0.013490725,0.0,0.0,0.07118412,0.0,0.078817734,0.023255814,0.0,0.0,0.032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.092610365,0.25029648,2.24e-05,0.115304166,1.0,1,1,1,1,0,0,6.29e-05,3.21e-05,1.26e-05,-87.3,87.3,0
9606.ENSP00000360268,0,0,0,0,0.005847953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042934112,0.083682008,0.102005231,0.048309179,0.016666667,0.105263158,0.005059022,0.08,0.0,0.030116359,0.036144578,0.039408867,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.054435914,0.2810368,2.47e-06,0.110327926,0.707106781,1,1,1,1,0,0,5.47e-05,2.3e-05,6.77e-06,-45.8,45.8,0
9606.ENSP00000360268,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050061735,0.0,0.008718396,0.072463768,0.0,0.0,0.010118044,0.0,0.0,0.056125941,0.0,0.0,0.081395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0540627,0.2373888,3.91e-05,-0.114762224,0.707106781,1,1,1,1,0,0,6.2e-05,3.2e-05,1.32e-05,-625.1,625.1,0
9606.ENSP00000360268,0,0,0,0,0.040935673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109944999,0.008368201,0.003487358,0.082125604,0.016666667,0.0,0.006745363,0.0,0.0,0.080766598,0.0,0.0,0.081395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.113190446,0.2683648,2.89e-05,0.055934199,0.632455532,1,1,1,1,0,0,6.99e-05,3.89e-05,1.67e-05,-100.8,100.8,0
9606.ENSP00000360268,0,0,0,0,0.116959064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074194635,0.006973501,0.0,0.280193237,0.016666667,0.0,0.021922428,0.0,0.0,0.072553046,0.0,0.0,0.058139535,0.037037037,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.081680529,0.238287075,4.33e-05,-0.12264394,0.707106781,1,1,1,1,0,0,0.000120314,9.47e-05,5.35e-05,-0.4,0.4,0
9606.ENSP00000360268,0,0,0,0,0.040935673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095633629,0.184100418,0.005231037,0.082125604,0.0,0.0,0.013490725,0.04,0.0,0.088295688,0.048192771,0.0,0.081395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.107645553,0.2362624,5.96e-05,-0.153622284,0.707106781,1,1,1,1,0,0,8.55e-05,5.59e-05,2.77e-05,-540.1,540.1,0
9606.ENSP00000360268,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.04865866,0.0013947,0.006102877,0.082125604,0.016666667,0.0,0.003372681,0.04,0.0,0.03559206,0.0,0.0,0.069767442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.05091704,0.2216192,8.33e-06,0.128029527,0.707106781,1,1,1,1,0,0,5.52e-05,2.38e-05,7.37e-06,-719.4,719.4,0
9606.ENSP00000360268,0,0,0,0,0.005847953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05107195,0.0,0.007846556,0.082125604,0.0,0.0,0.010118044,0.0,0.0,0.052703628,0.0,0.0,0.046511628,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.054649179,0.2314752,2.31e-06,-0.084530557,0.707106781,1,1,1,1,0,0,5.47e-05,2.31e-05,6.83e-06,-70.0,70.0,0
9606.ENSP00000360268,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024750253,0.0,0.007846556,0.033816425,0.0,0.0,0.0,0.0,0.0,0.02532512,0.0,0.0,0.034883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.026498187,0.1976832,2.8e-06,-0.034277181,0.707106781,1,1,1,1,1,0,5.39e-05,2.21e-05,6.31e-06,-422.2,422.2,0
9606.ENSP00000360268,0,0,0,0,0.01754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067740487,0.0,0.02179599,0.033816425,0.0,0.052631579,0.005059022,0.0,0.0,0.041067762,0.0,0.019704433,0.081395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.07021753,0.2810368,3.8e-05,-0.043443096,0.707106781,1,1,1,1,0,0,6.96e-05,3.85e-05,1.64e-05,54.5,54.5,0
9606.ENSP00000360268,0,0,0,0,0.040935673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112526658,0.146443515,0.001743679,0.062801932,0.083333333,0.0,0.003372681,0.36,0.0,0.097193703,0.036144578,0.0,0.034883721,0.037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.122627426,0.18583488,2.75e-05,0.029560946,0.577350269,1,1,1,1,0,0,7.2e-05,4.01e-05,1.68e-05,-173.6,173.6,0
9606.ENSP00000360268,0,0,0,0,0.099415205,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.198507128,0.016736402,0.014821273,0.260869565,0.0,0.0,0.020236088,0.0,0.0,0.1724846,0.0,0.0,0.081395349,0.0,0.0,0.032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.208626573,0.2700544,5.41e-05,-0.052604987,0.707106781,1,1,1,1,0,0,8.49e-05,5.59e-05,2.8e-05,-105.2,105.2,0
9606.ENSP00000360268,0,0,0,0,0.023391813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09490403,0.0,0.095902354,0.106280193,0.0,0.052631579,0.045531197,0.0,0.0,0.0862423,0.0,0.078817734,0.023255814,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.106632544,0.25181037,2.24e-05,0.071957479,1.0,1,1,1,1,0,0,6.1e-05,2.98e-05,1.09e-05,97.2,97.2,0
9606.ENSP00000360268,0,0,0,0,0.070175439,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.174767089,0.0027894,0.001743679,0.217391304,0.05,0.0,0.011804384,0.04,0.0,0.151266256,0.0,0.0,0.11627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.182394967,0.2433024,2.22e-05,-0.057355884,0.707106781,1,1,1,1,0,0,7.37e-05,4.33e-05,1.96e-05,-54.5,54.5,0
9606.ENSP00000360268,0,0,0,0,0.052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106465372,0.125523013,0.004359198,0.101449275,0.016666667,0.0,0.023608769,0.0,0.0,0.090349076,0.048192771,0.0,0.069767442,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.116442738,0.2542848,2.76e-05,0.057361886,0.707106781,1,1,1,1,0,0,7.33e-05,4.25e-05,1.9e-05,33.7,33.7,0
9606.ENSP00000360268,0,0,0,0,0.064327485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115276686,0.027894003,0.091543156,0.09178744,0.016666667,0.052631579,0.011804384,0.0,0.0,0.127310062,0.0,0.078817734,0.058139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.12929196,0.251053425,2.95e-05,0.14151914,1.0,1,1,1,1,0,0,6.78e-05,3.83e-05,1.71e-05,-431.9,431.9,0
9606.ENSP00000360268,0,0,0,0,0.035087719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064653721,0.0,0.004359198,0.125603865,0.0,0.0,0.006745363,0.0,0.0,0.055441478,0.0,0.014778325,0.081395349,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.06851141,0.2810368,4e-05,0.012211387,0.707106781,1,1,1,1,0,0,7.49e-05,4.42e-05,2.01e-05,-74.2,74.2,0
9606.ENSP00000360268,0,0,0,0,0.005847953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032551353,0.025104603,0.005231037,0.033816425,0.0,0.0,0.001686341,0.0,0.0,0.028062971,0.0,0.0,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.034975475,0.2768128,3.51e-06,-0.066089209,0.707106781,1,1,1,1,0,0,5.53e-05,2.34e-05,7e-06,108.3,108.3,0
9606.ENSP00000360268,0,0,0,0,0.023391813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065327197,0.0,0.101133391,0.048309179,0.0,0.052631579,0.003372681,0.0,0.0,0.061601643,0.0,0.078817734,0.034883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.074962679,0.250548795,4.07e-05,0.091579385,1.0,1,1,1,1,0,0,6.59e-05,3.56e-05,1.5e-05,-551.8,551.8,0
9606.ENSP00000360268,0,0,0,0,0.046783626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11050623,0.0,0.088927637,0.115942029,0.0,0.0,0.011804384,0.0,0.0,0.110882957,0.0,0.078817734,0.046511628,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.122254212,0.251053425,2.66e-05,-0.010329551,1.0,1,1,1,1,0,0,6.74e-05,3.73e-05,1.62e-05,47.7,47.7,0
9606.ENSP00000360268,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045628017,0.0,0.0,0.086956522,0.0,0.0,0.001686341,0.0,0.0,0.046543463,0.0,0.0,0.046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.048304543,0.290697792,3.66e-05,0.022641387,0.707106781,1,1,1,1,0,0,5.84e-05,2.75e-05,1e-05,-615.4,615.4,0
9606.ENSP00000360268,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016444045,0.039051604,0.028770706,0.028985507,0.0,0.052631579,0.0,0.0,0.0,0.013004791,0.0,0.024630542,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.020633397,0.2810368,3.04e-06,-0.02553339,0.632455532,1,1,1,1,1,0,5.42e-05,2.23e-05,6.37e-06,-438.6,438.6,0
9606.ENSP00000360268,0,0,0,0,0.005847953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045628017,0.012552301,0.005231037,0.062801932,0.0,0.0,0.006745363,0.0,0.0,0.034223135,0.018072289,0.0,0.023255814,0.037037037,0.0,0.032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.04819791,0.2810368,2.38e-06,0.107079298,0.707106781,1,1,1,1,0,0,5.59e-05,2.4e-05,7.2e-06,-57.2,57.2,0
9606.ENSP00000360268,0,0,0,0,0.046783626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084016163,0.011157601,0.003487358,0.120772947,0.0,0.0,0.003372681,0.04,0.0,0.062286105,0.0,0.014778325,0.058139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.087651951,0.2810368,3.26e-05,0.000877511,0.707106781,1,1,1,1,0,0,7.71e-05,4.71e-05,2.22e-05,99.8,99.8,0
9606.ENSP00000360268,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021102256,0.030683403,0.028770706,0.028985507,0.016666667,0.052631579,0.0,0.0,0.0,0.016427105,0.0,0.024630542,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.025058648,0.2804736,2.83e-06,0.125318757,0.707106781,1,1,1,1,1,0,5.54e-05,2.32e-05,6.74e-06,-1.5,1.5,0
9606.ENSP00000360268,0,0,0,0,0.099415205,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.189808059,0.020920502,0.06277245,0.169082126,0.0,0.052631579,0.015177066,0.0,0.0,0.22587269,0.024096386,0.02955665,0.104651163,0.0,0.0,0.112903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.207453615,0.252062685,2.29e-05,0.076316425,0.707106781,1,1,1,1,0,0,7.53e-05,4.56e-05,2.15e-05,-201.2,201.2,0
9606.ENSP00000360268,0,0,0,0,0.023391813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051240319,0.0,0.069747167,0.014492754,0.0,0.052631579,0.001686341,0.0,0.0,0.071868583,0.0,0.078817734,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.05992749,0.239446935,6.54e-06,0.002545161,0.0,1,1,1,1,0,0,5.48e-05,2.42e-05,8.04e-06,-385.1,385.1,0
9606.ENSP00000360268,0,0,0,0,0.081871345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131215625,0.020920502,0.011333915,0.173913043,0.0,0.052631579,0.006745363,0.0,0.0,0.165639973,0.0,0.014778325,0.046511628,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.142407763,0.2813184,2.09e-05,0.043649689,0.707106781,1,1,1,1,0,0,6.82e-05,3.8e-05,1.65e-05,80.0,80.0,0
9606.ENSP00000360268,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031877876,0.012552301,0.006974717,0.038647343,0.0,0.0,0.001686341,0.04,0.0,0.032169747,0.006024096,0.014778325,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.034655577,0.2796288,3.38e-06,0.11109461,0.707106781,1,1,1,1,0,0,5.4e-05,2.25e-05,6.7e-06,-149.9,149.9,0
9606.ENSP00000360268,0,0,0,0,0.01754386,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.068694579,0.020920502,0.006974717,0.082125604,0.0,0.0,0.013490725,0.0,0.0,0.06091718,0.018072289,0.014778325,0.046511628,0.0,0.0,0.016129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.07336319,0.32058488,0.000137741,0.197312715,0.632455532,1,1,1,1,0,0,7.78e-05,4.82e-05,2.31e-05,-195.9,195.9,0
9606.ENSP00000360268,0,0,0,0,0.01754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046020878,0.0,0.007846556,0.053140097,0.0,0.0,0.0,0.0,0.0,0.038329911,0.0,0.0,0.046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.048144594,0.2396416,5.65e-06,-0.165987251,0.707106781,1,1,1,1,0,0,5.58e-05,2.42e-05,7.68e-06,-83.5,83.5,0
9606.ENSP00000360268,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037209563,0.0,0.005231037,0.057971014,0.0,0.0,0.003372681,0.0,0.0,0.030800821,0.0,0.0,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.038920879,0.178122528,2.33e-06,-0.018028849,0.707106781,1,1,1,1,1,0,5.37e-05,2.21e-05,6.33e-06,-507.5,507.5,0
9606.ENSP00000360268,0,0,0,0,0.035087719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067010888,0.0,0.005231037,0.057971014,0.0,0.0,0.005059022,0.0,0.0,0.049281314,0.0,0.0,0.058139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.069204521,0.2810368,4.05e-05,0.110600242,0.632455532,1,1,1,1,0,0,7.54e-05,4.5e-05,2.07e-05,-119.0,119.0,0
