protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,go_sim,sub_sim,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,cell_ab_diff,cell_ab_diff_abs,label
9606.ENSP00000418008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025984959,0.0,0.007846556,0.086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001908397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.02617829,0.5514912,2.01e-06,0.232062964,0.707106781,1,1,1,1,1,0,5.62e-05,2.1e-05,5.39e-06,-474.7,474.7,0
9606.ENSP00000418008,0,0,0,0,0.029239766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101807161,0.0013947,0.029642546,0.096618357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011450382,0.0,0.002262443,0.0,0.0,0.0,0.01758794,0.0,0.0,1,0.100661122,0.7840288,4.22e-05,-0.251462532,0.707106781,1,1,1,1,0,0,8.29e-05,4.54e-05,1.88e-05,2.0,2.0,0
9606.ENSP00000418008,0,0,0,0,0.046783626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137950387,0.092050209,0.0,0.120772947,0.05,0.0,0.072512648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763,0.0,0.0,0.0,0.0,0.0,0.032663317,0.0,0.0,1,0.140115163,0.452412675,3.63e-05,0.07192648,0.577350269,1,1,1,1,0,0,8.5e-05,4.87e-05,2.09e-05,-226.1,226.1,0
9606.ENSP00000418008,0,0,0,0,0.087719298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223201257,0.0027894,0.011333915,0.246376812,0.0,0.0,0.010118044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028625954,0.0,0.0,0.0,0.0,0.0,0.010050251,0.0,0.0,1,0.217690339,0.7533904,2.36e-05,-0.16892822,0.707106781,1,1,1,1,0,0,7.71e-05,4.28e-05,1.85e-05,-157.7,157.7,1
9606.ENSP00000418008,0,0,0,0,0.046783626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152766865,0.0,0.034873583,0.120772947,0.033333333,0.0,0.001686341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267176,0.0,0.0,0.0,0.0,0.0,0.012562814,0.0,0.0,1,0.149872041,0.423166025,1.18e-05,0.159923624,1.0,1,1,1,1,0,0,7.38e-05,3.74e-05,1.43e-05,44.7,44.7,0
9606.ENSP00000418008,0,0,0,0,0.105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231507464,0.0041841,0.00087184,0.217391304,0.016666667,0.0,0.010118044,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030534351,0.0,0.0,0.035714286,0.0,0.0,0.01758794,0.0,0.0,1,0.22526125,0.6787584,2.3e-05,-0.134312348,0.707106781,1,1,1,1,0,0,9.31e-05,5.71e-05,2.65e-05,-107.0,107.0,1
9606.ENSP00000418008,0,0,0,0,0.023391813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10977663,0.231520223,0.004359198,0.149758454,0.0,0.0,0.003372681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763,0.0,0.0,0.0,0.0,0.0,0.015075377,0.0,0.0,1,0.116336106,0.7093968,1.26e-05,-0.037234276,0.707106781,1,1,1,1,0,0,6.34e-05,2.81e-05,9.19e-06,-18.8,18.8,0
9606.ENSP00000418008,0,0,0,0,0.058479532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117353238,0.008368201,0.031386225,0.15942029,0.016666667,0.0,0.067453626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02480916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.118895287,0.439338798,1.64e-05,0.128103,1.0,1,1,1,1,0,0,6.46e-05,3.17e-05,1.21e-05,-484.4,484.4,0
9606.ENSP00000418008,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070602761,0.0,0.006102877,0.115942029,0.0,0.0,0.001686341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009541985,0.0,0.0,0.0,0.0,0.0,0.010050251,0.0,0.0,1,0.06936447,0.7840288,1.24e-05,-0.228173731,0.707106781,1,1,1,1,0,0,6.33e-05,2.72e-05,8.46e-06,-126.7,126.7,1
9606.ENSP00000418008,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043719834,0.0013947,0.006974717,0.077294686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011450382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.043292813,0.7722448,3.78e-05,-0.308169906,0.707106781,1,1,1,1,0,0,6.59e-05,3.03e-05,1.07e-05,55.8,55.8,0
9606.ENSP00000418008,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071163991,0.0,0.038360942,0.096618357,0.0,0.0,0.001686341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816794,0.0,0.0,0.0,0.0,0.0,0.005025126,0.0,0.0,1,0.071390488,0.406254504,1.27e-05,0.147269753,1.0,1,1,1,1,0,0,5.86e-05,2.47e-05,7.88e-06,-604.3,604.3,0
9606.ENSP00000418008,0,0,0,0,0.058479532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149006623,0.0,0.033129904,0.188405797,0.0,0.0,0.064080944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028625954,0.0,0.0,0.0,0.0,0.0,0.005025126,0.0,0.0,1,0.149125613,0.593128,3.48e-05,0.096933588,1.0,1,1,1,1,0,0,8.47e-05,4.89e-05,2.13e-05,-4.8,4.8,0
9606.ENSP00000418008,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05516893,0.0,0.0,0.106280193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013358779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0540627,0.7840288,7.6e-06,-0.324976848,0.707106781,1,1,1,1,0,0,5.87e-05,2.38e-05,7.02e-06,-667.9,667.9,0
9606.ENSP00000418008,0,0,0,0,0.005847953,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019923673,0.058577406,0.044463819,0.072463768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524887,0.0,0.0,0.0,0.0,0.0,0.0,1,0.024898699,0.7840288,6.6e-05,-0.22391417,0.632455532,1,1,1,1,0,0,7.1e-05,3.66e-05,1.54e-05,-491.1,491.1,0
9606.ENSP00000418008,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060332248,0.006973501,0.006974717,0.096618357,0.0,0.0,0.010118044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011450382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.059820857,0.7840288,2.57e-05,-0.374220232,0.707106781,1,1,1,1,0,0,6.37e-05,2.83e-05,9.45e-06,-109.7,109.7,1
9606.ENSP00000418008,0,0,0,0,0.052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119205298,0.0027894,0.004359198,0.1352657,0.0,0.0,0.001686341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030534351,0.0,0.0,0.0,0.0,0.0,0.010050251,0.0,0.0,1,0.11670932,0.7840288,3.58e-05,-0.07079718,0.707106781,1,1,1,1,0,0,8.4e-05,4.71e-05,2e-05,47.3,47.3,0
9606.ENSP00000418008,0,0,0,0,0.005847953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028510495,0.0041841,0.044463819,0.077294686,0.016666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001908397,0.0,0.004524887,0.0,0.0,0.0,0.0,0.0,0.0,1,0.031083387,0.7824576,3.22e-05,0.085983263,0.707106781,1,1,1,1,0,0,6.53e-05,2.91e-05,9.8e-06,-54.0,54.0,0
9606.ENSP00000418008,0,0,0,0,0.105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210517454,0.009762901,0.024411508,0.169082126,0.016666667,0.0,0.005059022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030534351,0.0,0.0,0.0,0.0,0.0,0.012562814,0.0,0.0,1,0.206014075,0.3076938,2.05e-05,0.097758728,0.707106781,1,1,1,1,0,0,7.1e-05,3.78e-05,1.59e-05,-253.7,253.7,0
9606.ENSP00000418008,0,0,0,0,0.040935673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058985296,0.0,0.028770706,0.053140097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009541985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.059021113,0.30367368,3.66e-05,-0.143830332,0.0,1,1,1,1,0,0,6.78e-05,3.59e-05,1.54e-05,-437.6,437.6,0
9606.ENSP00000418008,0,0,0,0,0.081871345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165450668,0.023709902,0.016564952,0.241545894,0.0,0.0,0.074198988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036259542,0.0,0.0,0.0,0.0,0.0,0.005025126,0.0,0.0,1,0.165973555,0.7848144,1.58e-05,-0.310888756,0.707106781,1,1,1,1,0,0,7.99e-05,4.42e-05,1.87e-05,27.5,27.5,1
9606.ENSP00000418008,0,0,0,0,0.01754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037265686,0.011157601,0.010462075,0.086956522,0.0,0.0,0.001686341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.037854553,0.7801008,1.91e-05,0.102462422,0.707106781,1,1,1,1,0,0,6.02e-05,2.55e-05,8.24e-06,-202.4,202.4,0
9606.ENSP00000418008,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081210012,0.0013947,0.010462075,0.149758454,0.0,0.0,0.010118044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633588,0.0,0.0,0.0,0.0,0.0,0.002512563,0.0,0.0,1,0.080187673,0.7832432,1.86e-05,0.07194526,0.632455532,1,1,1,1,0,0,6.36e-05,2.81e-05,9.21e-06,-248.4,248.4,0
9606.ENSP00000418008,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056010776,0.0,0.008718396,0.082125604,0.0,0.0,0.001686341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005725191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.054969077,0.6685456,5.65e-06,-0.066827329,0.707106781,1,1,1,1,0,0,5.93e-05,2.39e-05,6.9e-06,-136.0,136.0,0
9606.ENSP00000418008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050847458,0.0,0.004359198,0.048309179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005725191,0.0,0.0,0.0,0.0,0.0,0.002512563,0.0,0.0,1,0.049317552,0.452958625,3.54e-06,0.217371928,0.707106781,1,1,1,1,1,0,5.92e-05,2.39e-05,6.68e-06,-560.0,560.0,0
9606.ENSP00000418008,0,0,0,0,0.029239766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085306993,0.0,0.006102877,0.115942029,0.0,0.0,0.001686341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017175573,0.0,0.0,0.0,0.0,0.0,0.010050251,0.0,0.0,1,0.083706547,0.7840288,2.37e-05,-0.209072822,0.632455532,1,1,1,1,0,0,7.25e-05,3.66e-05,1.42e-05,-171.5,171.5,1
9606.ENSP00000418008,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021046133,0.172942817,0.0,0.048309179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.027297931,0.423452808,6.43e-05,-0.060105517,1.0,1,1,1,1,0,0,6.26e-05,3.1e-05,1.23e-05,-26.6,26.6,0
9606.ENSP00000418008,0,0,0,0,0.011695906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07150073,0.0,0.028770706,0.1352657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816794,0.0,0.002262443,0.0,0.0,0.0,0.010050251,0.0,0.0,1,0.07165707,0.7848144,4.76e-05,-0.28650248,0.707106781,1,1,1,1,0,0,7.25e-05,3.63e-05,1.39e-05,-282.7,282.7,1
9606.ENSP00000418008,0,0,0,0,0.274853801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552418902,0.005578801,0.02092415,0.434782609,0.0,0.0,0.074198988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062977099,0.0,0.0,0.0,0.0,0.0,0.037688442,0.0,0.0,1,0.538494348,0.50333192,3.08e-05,-0.049783666,0.632455532,1,1,1,1,0,0,9.91e-05,6.37e-05,3.05e-05,-736.5,736.5,0
9606.ENSP00000418008,0,0,0,0,0.175438596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430126838,0.065550907,0.055797733,0.405797101,0.033333333,0.0,0.087689713,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055343511,0.0,0.0,0.0,0.0,0.0,0.010050251,0.0,0.0,1,0.425303903,0.49878374,6.99e-06,-0.040171964,0.632455532,1,1,1,1,0,0,6.98e-05,3.73e-05,1.57e-05,-1313.5,1313.5,0
9606.ENSP00000418008,0,0,0,0,0.023391813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060781232,0.013947001,0.042720139,0.101449275,0.016666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009541985,0.0,0.004524887,0.0,0.0,0.0,0.010050251,0.0,0.0,1,0.062859885,0.7840288,0.000140905,-0.186317807,0.707106781,1,1,1,1,0,0,0.000102122,6.66e-05,3.26e-05,-1.9,1.9,0
9606.ENSP00000418008,0,0,0,0,0.040935673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105567404,0.0,0.004359198,0.120772947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267176,0.0,0.0,0.0,0.0,0.0,0.012562814,0.0,0.0,1,0.102953721,0.7203952,2.62e-05,0.072212585,0.707106781,1,1,1,1,0,0,7.65e-05,4.12e-05,1.72e-05,-833.7,833.7,0
9606.ENSP00000317159,0,1,0,0,0.555555556,0.0,0.133333333,0.0,0.0,0.0,0.111111111,0.0,0.0,0.576215063,0.052998605,0.033129904,0.45410628,0.033333333,0.052631579,0.246205734,0.04,0.005194805,0.003422313,0.0,0.0,0.0,0.0,0.0,0.016129032,0.0,0.0,0.062977099,0.0,0.0,0.0,0.0,0.0,0.015075377,0.0,0.0,1,0.572243549,0.753361884,0.003952569,0.12063205,0.730296743,1,1,1,0,0,0,0.001327256,0.001532147,0.00126652,115.5,115.5,0
9606.ENSP00000317159,0,1,0,0,0.514619883,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.514143001,0.0,0.177855275,0.149758454,0.0,0.0,0.219224283,0.0,0.758441558,0.000684463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017175573,0.0,0.0,0.035714286,0.0,0.0,0.027638191,0.0,0.0,1,0.529430582,0.98208693,0.008130081,0.059552764,0.894427191,1,1,1,0,0,0,0.002879434,0.003265722,0.002650677,8.3,8.3,0
9606.ENSP00000317159,0,1,0,0,0.614035088,0.0,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.601919407,0.0,0.142981691,0.178743961,0.0,0.0,0.451939292,0.0,0.485714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763,0.0,0.0,0.035714286,0.0,0.0,0.032663317,0.0,0.0,1,0.613936874,0.98406495,0.006369427,-0.014812427,0.894427191,1,1,1,0,0,0,0.002527648,0.002793161,0.002205074,81.8,81.8,0
9606.ENSP00000317159,0,1,0,0,0.456140351,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.448703558,0.0,0.153443766,0.096618357,0.0,0.0,0.225969646,0.0,0.706493506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267176,0.0,0.0,0.035714286,0.0,0.0,0.027638191,0.0,0.0,1,0.463691619,0.98008091,0.010869565,0.021009327,0.676123404,1,1,1,0,0,0,0.003674914,0.004233793,0.00348023,19.5,19.5,0
9606.ENSP00000317159,0,1,0,0,0.701754386,0.2,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.656695476,0.016736402,0.106364429,0.178743961,0.033333333,0.0,0.414839798,0.2,0.561038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763,0.0,0.0,0.035714286,0.0,0.0,0.032663317,0.0,0.0,1,0.665920239,0.98703198,0.005681818,-0.114986109,0.8,1,1,1,0,0,0,0.002343278,0.002574982,0.002016983,134.0,134.0,0
9606.ENSP00000317159,0,1,0,0,0.421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390952969,0.0,0.0,0.111111111,0.0,0.0,0.276559865,0.0,0.0,0.000684463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267176,0.0,0.0,0.035714286,0.0,0.0,0.037688442,0.0,0.0,1,0.386596289,0.991019988,0.010526316,-0.204259422,0.894427191,1,1,1,0,0,0,0.003242171,0.003874101,0.003271563,181.5,181.5,0
9606.ENSP00000317159,0,1,0,0,0.602339181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.043478261,0.602312268,0.034867503,0.953792502,0.396135266,0.0,0.631578947,0.450252951,0.0,0.275324675,0.001368925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026717557,0.016129032,0.002262443,0.071428571,0.0,0.0,0.035175879,0.0,0.01910828,1,0.665120495,0.98204697,0.003846154,0.076023603,0.894427191,1,1,1,0,0,0,0.001644301,0.001795009,0.001397648,115.8,115.8,0
9606.ENSP00000317159,0,1,0,0,0.847953216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732237064,0.0,0.099389712,0.246376812,0.033333333,0.0,0.489038786,0.0,0.498701299,0.001368925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02480916,0.0,0.0,0.035714286,0.0,0.0,0.030150754,0.0,0.0,1,0.739496694,0.98604297,0.004,-0.028836433,0.894427191,1,1,1,0,0,0,0.001819122,0.001961826,0.001504851,56.4,56.4,0
9606.ENSP00000317159,0,1,0,0,0.69005848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665170053,0.0,0.028770706,0.231884058,0.0,0.0,0.305227656,0.0,0.194805195,0.002053388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026717557,0.0,0.0,0.035714286,0.0,0.0,0.032663317,0.0,0.0,1,0.657869482,0.98505396,0.005050505,0.085302248,1.0,1,1,1,0,0,0,0.002013407,0.002221693,0.001753583,71.8,71.8,0
9606.ENSP00000317159,0,1,0,0,0.871345029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799753059,0.011157601,0.013077594,0.299516908,0.0,0.0,0.52613828,0.0,0.111688312,0.001368925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047709924,0.0,0.0,0.035714286,0.0,0.0,0.032663317,0.0,0.0,1,0.793399446,0.98505396,0.003690037,0.03700671,0.894427191,1,1,1,0,0,0,0.001598093,0.001735175,0.001345516,165.0,165.0,0
9606.ENSP00000317159,0,1,0,0,0.596491228,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.576327309,0.464435146,0.235396687,0.357487923,0.716666667,0.315789474,0.229342327,0.44,0.046753247,0.000684463,0.012048193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02480916,0.048387097,0.0,0.035714286,0.0,0.0,0.032663317,0.0,0.0,1,0.602313926,0.972,0.003164557,0.063272651,0.774596669,1,1,1,0,0,0,0.001131298,0.001274005,0.001035215,-178.6,178.6,0
9606.ENSP00000317159,0,1,0,0,0.736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680098777,0.015341702,0.042720139,0.289855072,0.05,0.0,0.50084317,0.0,0.501298701,0.000684463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04389313,0.0,0.0,0.035714286,0.0,0.0,0.025125628,0.0,0.0,1,0.687406697,0.98604297,0.004098361,0.093436633,0.894427191,1,1,1,0,0,0,0.001702886,0.001863812,0.001458476,109.1,109.1,0
9606.ENSP00000317159,0,1,0,0,0.67251462,0.2,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.71433382,0.086471409,0.129032258,0.352657005,0.05,0.0,0.31703204,0.0,0.641558442,0.002737851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028625954,0.0,0.0,0.035714286,0.0,0.0,0.030150754,0.0,0.0,1,0.725047985,0.98703198,0.00257732,0.086404579,0.447213595,1,1,1,0,0,0,0.001102461,0.001177904,0.000913438,-53.3,53.3,0
9606.ENSP00000317159,0,1,0,0,0.701754386,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.043478261,0.649231115,0.011157601,0.090671316,0.22705314,0.016666667,0.210526316,0.258010118,0.0,0.223376623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763,0.0,0.0,0.035714286,0.142857143,0.0,0.030150754,0.0,0.031847134,1,0.646673065,0.998001,0.005347594,-0.126236372,0.894427191,1,1,1,0,0,0,0.002229606,0.002468862,0.001935669,-11.6,11.6,0
9606.ENSP00000317159,0,1,0,0,0.643274854,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.625603322,0.0,0.136006975,0.207729469,0.0,0.0,0.274873524,0.0,0.716883117,0.000684463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030534351,0.0,0.0,0.035714286,0.0,0.0,0.030150754,0.0,0.0,1,0.635903178,0.98505396,0.005464481,0.126161363,0.894427191,1,1,1,0,0,0,0.002176246,0.002398954,0.001892747,129.5,129.5,0
9606.ENSP00000317159,0,1,0,0,0.801169591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737344259,0.011157601,0.039232781,0.289855072,0.0,0.0,0.527824621,0.0,0.420779221,0.000684463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038167939,0.0,0.0,0.035714286,0.0,0.0,0.032663317,0.0,0.0,1,0.741042866,0.98505396,0.004716981,0.031282585,0.894427191,1,1,1,0,0,0,0.002010263,0.002196811,0.001709264,88.8,88.8,0
9606.ENSP00000317159,0,1,0,0,0.830409357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795375463,0.0,0.0,0.342995169,0.0,0.0,0.811129848,0.0,0.0,0.003422313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034351145,0.0,0.0,0.071428571,0.0,0.0,0.030150754,0.0,0.0,1,0.79462572,0.98505396,0.003424658,-0.01555703,0.790569415,1,1,1,0,0,0,0.001513098,0.001626528,0.0012534,136.2,136.2,0
9606.ENSP00000317159,0,1,0,0,0.50877193,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.589628466,0.0,0.144725371,0.222222222,0.0,0.105263158,0.23777403,0.0,0.561038961,0.002737851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026717557,0.0,0.0,0.0,0.0,0.0,0.01758794,0.0,0.0,1,0.596662401,0.7562,0.003558719,0.021074272,0.632455532,1,1,1,0,0,0,0.001200494,0.001362014,0.001121333,-191.1,191.1,0
9606.ENSP00000317159,0,1,0,0,0.578947368,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.575148726,0.0,0.144725371,0.154589372,0.0,0.105263158,0.205733558,0.0,0.561038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763,0.0,0.0,0.0,0.0,0.0,0.022613065,0.0,0.0,1,0.581573896,0.7524,0.005102041,-0.07506718,0.632455532,1,1,1,0,0,0,0.001763646,0.002008392,0.001642942,13.5,13.5,0
9606.ENSP00000317159,0,1,0,0,0.573099415,0.4,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.523571669,0.234309623,0.255448997,0.111111111,0.033333333,0.684210526,0.291736931,0.6,0.727272727,0.000684463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020992366,0.0,0.002262443,0.035714286,0.0,0.0,0.027638191,0.076923077,0.0,1,0.555768821,0.98604297,0.007092199,0.223075572,0.894427191,1,1,1,0,0,0,0.002657867,0.002986704,0.002394361,55.0,55.0,0
9606.ENSP00000317159,0,1,0,0,0.596491228,0.0,0.4,0.0,0.0,0.0,0.111111111,0.0,0.0,0.585363116,0.0,0.198779425,0.231884058,0.0,0.105263158,0.254637437,0.0,0.187012987,0.002053388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009541985,0.0,0.002262443,0.035714286,0.0,0.0,0.032663317,0.0,0.031847134,1,0.590157816,0.998001,0.005780347,-0.243504394,0.894427191,1,1,1,0,0,0,0.00234385,0.002595481,0.002043783,-524.3,524.3,0
9606.ENSP00000317159,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.33e-05,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0.201752845,0.401626495,0.60095083,0.0,0.0,0
