,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.05141360956145366,0.03749086728162085,0.01435225506305269,0.07678390721154439
Cholesterol uptake,0.012696092909486985,0.04171905085285845,0.014565024928600893,0.08062888923273108
Influenza A virus replication,0.015478417335289079,0.0430831966350295,0.037893245671565295,0.06955834711953515
Mitochondrial protein abundance,0.008660260134131108,0.020026344447108352,0.007314236285327165,0.10098025946388478
