,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.5402044126323418,0.5531945649031513,0.45653168118889687,0.4992770307298515
Cholesterol uptake,0.5597705834823475,0.6141093487389812,0.6432009383594888,0.4660390366830706
Influenza A virus replication,0.526974688347686,0.5880051243592259,0.6954092905007005,0.4957066841739832
Mitochondrial protein abundance,0.41616562189795736,0.4539414598189483,0.34641788198858253,0.5599174498325771
