,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.7290378477819536,0.5889925292172211,0.55649629047542,0.4968837951863414
Cholesterol uptake,0.6605536737040847,0.6985833443583677,0.5302480816788777,0.4972449750283
Influenza A virus replication,0.6192922051282945,0.6909707005715395,0.7188716836156623,0.47654708413570124
Mitochondrial protein abundance,0.3907501749991218,0.4530355899705826,0.3930810432893429,0.6438106881192253
