,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.6761160786873365,0.4351322376837212,0.3679026452030416,0.46357676549888227
Cholesterol uptake,0.602275119233122,0.7179990420470304,0.4867826519056094,0.4617111268384359
Influenza A virus replication,0.466931480766936,0.5624983573812715,0.7336123096417357,0.4506776160545507
Mitochondrial protein abundance,0.46297785067109365,0.44478655735841244,0.4412992292047056,0.6237786177876044
