,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.06871393435667834,0.024828283187769563,0.00795919946930911,0.07495951541265744
Cholesterol uptake,0.019124140057743915,0.06593693905259737,0.012333168342475144,0.07878381170752838
Influenza A virus replication,0.015471308760447748,0.044110821239299464,0.0276181995370086,0.07109527578266658
Mitochondrial protein abundance,0.016934686284570673,0.02081409997619578,0.008437799315100955,0.12299174997107382
