,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.012798398563830127,0.03181257106981958,0.009333458587000559,0.07939929647760882
Cholesterol uptake,0.017494280777697015,0.036042700790861,0.018778537724155088,0.0767044513846769
Influenza A virus replication,0.01215597192478394,0.03638722460466469,0.025388651657035174,0.0798838932773978
Mitochondrial protein abundance,0.00915399783879,0.025837728380719887,0.00786099904373535,0.09628518454003554
