,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.02947117854068692,0.02552335787220121,0.010626328714371268,0.07366632971544035
Cholesterol uptake,0.01816149898839672,0.038166562587954825,0.02780988464725938,0.07334714268628363
Influenza A virus replication,0.011197584552787848,0.03206329674575351,0.024523760665309532,0.08565598671276994
Mitochondrial protein abundance,0.007951638597832805,0.01923292185640853,0.007371017085568563,0.09933530784154922
