,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.656185396990574,0.7009919889102607,0.75391320174729,0.5302177990645289
Cholesterol uptake,0.6588537651884866,0.7078295505216067,0.7507979522499828,0.5324226724626125
Influenza A virus replication,0.6641883713482815,0.7141042120105837,0.7442748003348179,0.5311727158956315
Mitochondrial protein abundance,0.36560314234839386,0.42961523910111016,0.38974247116740235,0.6796090967334102
