,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.04008836689481039,0.03737944432328261,0.012957146631065588,0.08167493172490159
Cholesterol uptake,0.018232494282155683,0.05322258162472815,0.01267981042843445,0.08013558912604138
Influenza A virus replication,0.01940088884861869,0.0554339740558471,0.029878886764024084,0.07655138559846929
Mitochondrial protein abundance,0.008203157362211952,0.02328049682705667,0.008386842124764293,0.1544932010514451
