,"Cholesterol 
homeostasis","Cholesterol 
uptake","Influenza A 
virus replication","Mitochondrial 
protein abundance"
Cholesterol homeostasis,0.039697812705531126,0.029410929576595184,0.010020654045658607,0.08216856522443025
Cholesterol uptake,0.12417347265239603,0.04434184039011965,0.016182853929724156,0.07644565345784338
Influenza A virus replication,0.01262039370024843,0.06647944399018395,0.02434541140256294,0.08084995021101662
Mitochondrial protein abundance,0.012097302200295423,0.03820142516089469,0.26672213786486487,0.09449364396209628
