protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,go_sim,sub_sim,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,cell_ab_diff,cell_ab_diff_abs,label
9606.ENSP00000348234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005795678,0.004678363,0.005385996,0.016806723,0.008196721,0.0,0.00623053,0.029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.006304886,0.525028728,1.18e-06,5.082077491677931e-06,1.9337680179810327e-06,5.238205015681901e-07,0.4714045207910316,-0.0617163335700119,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000355330,0,0,0,0,0.038461538,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.046561886,0.078947368,0.032315978,0.050420168,0.081967213,0.043478261,0.040498442,0.014705882,0.0,0.121646912,0.132075472,0.045454545,0.244604317,0.177966102,0.045454545,0.03030303,0.307692308,0.0,0.007846556,0.004273504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.076784508,0.641247,4.09e-05,5.077494395051431e-05,2.8057922106166972e-05,1.203741027967456e-05,0.5892556509887895,0.1897277987969227,1,1,1,0,0,0,-59.5,59.5,0
9606.ENSP00000261600,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05540275,0.050292398,0.046678636,0.052521008,0.045081967,0.043478261,0.034267913,0.073529412,0.0,0.011852776,0.01048218,0.0,0.021582734,0.025423729,0.0,0.0,0.0,0.0,0.066259808,0.038461538,0.0,0.019607843,0.04,0.0,0.0,0.0,0.0,1,0.063724386,0.55721952,4.93e-05,4.63192317464906e-05,2.3128721848742695e-05,9.287938786390211e-06,0.5,0.0505884050711262,1,1,1,0,0,0,-52.2,52.2,0
9606.ENSP00000443291,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003831041,0.00994152,0.008976661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004728665,0.050394,0.000121418,2.2058486920805425e-05,2.226372566230449e-05,1.4128442261896375e-05,0.629940788348712,0.0966428087125538,1,1,1,0,0,0,-60.8,60.8,0
9606.ENSP00000239223,0,0,0,0,0.076923077,0.133333333,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.071316306,0.116374269,0.014362657,0.067226891,0.131147541,0.086956522,0.056074766,0.044117647,0.014084507,0.036182158,0.020964361,0.011363636,0.057553957,0.016949153,0.0,0.060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.083389627,0.436356802,8.37e-05,5.7625611625294246e-05,4.042579170692047e-05,2.164103537495564e-05,0.5962847939999439,0.0819773040589104,1,1,1,0,0,0,-0.2000000000000028,0.2000000000000028,0
9606.ENSP00000419471,0,0,0,0,0.134615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111787819,0.104678363,0.120287253,0.054621849,0.049180328,0.0,0.015576324,0.044117647,0.0,0.042420462,0.004192872,0.011363636,0.028776978,0.008474576,0.045454545,0.015151515,0.0,0.0,0.040104621,0.02991453,0.01459854,0.107843137,0.0,0.0,0.059210526,0.0,0.0,1,0.11934249,0.66915086,1.13e-05,5.4737171685471986e-05,2.78640235348406e-05,1.117750480525951e-05,0.3849001794597505,-0.0455057293686829,1,1,1,0,0,0,-69.60000000000001,69.60000000000001,0
9606.ENSP00000427552,0,0,0,0,0.038461538,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035658153,0.065497076,0.023339318,0.084033613,0.098360656,0.086956522,0.056074766,0.0,0.0,0.024329382,0.025157233,0.0,0.050359712,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.04758688,0.38840064,9.17e-06,2.9279952350576853e-05,1.3038376832127215e-05,4.570954426483644e-06,0.5039526306789696,0.0598154905161357,1,1,1,0,0,0,-59.900000000000006,59.900000000000006,0
9606.ENSP00000348019,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010019646,0.016374269,0.005385996,0.023109244,0.032786885,0.0,0.0,0.0,0.0,0.001871491,0.002096436,0.0,0.014388489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.011859191,0.10767323,4.79e-06,1.187814521190167e-05,5.466434806499929e-06,1.711893326166661e-06,0.6804138174397718,-0.1354848414493283,1,1,1,1,0,0,-67.8,67.8,0
9606.ENSP00000266066,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010903733,0.039766082,0.005385996,0.012605042,0.012295082,0.043478261,0.00623053,0.014705882,0.0,0.001247661,0.008385744,0.0,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.01516175,0.140685146,6.33e-07,6.720273133514998e-06,2.74223315939419e-06,7.90357261052809e-07,0.0,-0.0511487669750424,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000312134,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008546169,0.011695906,0.003590664,0.012605042,0.012295082,0.0,0.00623053,0.0,0.084507042,0.010605115,0.008385744,0.011363636,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.011183667,0.346464,1.21e-05,1.2800666898524996e-05,5.718179599897131e-06,1.7738484238017096e-06,0.4472135954999579,-0.0282693639231508,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000457466,0,0,0,0,0.269230769,0.066666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.278094303,0.28245614,0.438061041,0.174369748,0.143442623,0.043478261,0.186915888,0.058823529,0.084507042,0.037429819,0.023060797,0.056818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.288148315,0.63328905,4.98e-05,0.0001274105659194,7.290912292889211e-05,3.2127128511412855e-05,0.6666666666666666,0.0664657413423786,1,1,1,0,0,0,-64.4,64.4,0
9606.ENSP00000284503,0,0,0,0,0.019230769,0.0,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.003831041,0.010526316,0.003590664,0.021008403,0.020491803,0.0,0.0,0.0,0.0,0.05864005,0.064989518,0.0,0.057553957,0.050847458,0.0,0.090909091,0.0,0.032258065,0.013077594,0.0,0.0,0.019607843,0.0,0.0,0.0,0.0,0.0,1,0.017938903,0.519459836,4.93e-05,1.6375933125186452e-05,1.2877940693846365e-05,7.04334308770309e-06,0.6666666666666666,-0.0649841265249508,1,1,1,0,0,0,-66.7,66.7,0
9606.ENSP00000415836,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014636542,0.016374269,0.030520646,0.008403361,0.004098361,0.0,0.021806854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.015461983,0.23519496,1.07e-06,6.845135822847068e-06,3.0212778683159703e-06,9.183630553719832e-07,0.7071067811865475,0.0638228348440117,1,1,1,1,0,0,-62.2,62.2,0
9606.ENSP00000310880,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.00697446,0.01871345,0.001795332,0.008403361,0.020491803,0.0,0.015576324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026155187,0.012820513,0.00729927,0.029411765,0.02,0.0,0.0,0.017241379,0.0,1,0.011859191,0.4896144,0.000114943,2.2864535765966924e-05,2.0361089344498404e-05,1.2228557972636831e-05,0.629940788348712,-0.0881834449690488,1,1,1,0,0,0,-73.7,73.7,0
9606.ENSP00000343629,0,0,0,0,0.057692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053438114,0.054385965,0.086175943,0.056722689,0.024590164,0.130434783,0.00623053,0.029411765,0.084507042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.055543046,0.26782224,4.9e-05,4.207214309074547e-05,2.4454780180943497e-05,1.1126334794127464e-05,0.4714045207910316,-0.0031086053732737,1,1,1,0,0,0,-17.900000000000006,17.900000000000006,0
9606.ENSP00000452780,0,0,0,0,0.019230769,0.0,0.0,0.0,0.083333333,0.0,0.166666667,0.0,0.857142857,0.025442043,0.02748538,0.030520646,0.039915966,0.036885246,0.043478261,0.046728972,0.014705882,0.492957746,0.03992514,0.031446541,0.011363636,0.09352518,0.025423729,0.0,0.060606061,0.0,0.0,0.081081081,0.162393162,0.306569343,0.117647059,0.18,0.0,0.289473684,0.0,0.215053763,1,0.060797118,0.513666608,6.16e-05,0.0001124622483896,8.2368281234286e-05,4.339307804312711e-05,0.7378647873726218,0.0320744697457069,1,1,1,0,0,0,2831.7000000000003,2831.7000000000003,0
9606.ENSP00000364691,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006090373,0.007017544,0.014362657,0.008403361,0.020491803,0.0,0.0,0.0,0.0,0.016843419,0.020964361,0.0,0.035971223,0.033898305,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.010433086,0.211006295,5.16e-06,6.661331777703842e-06,2.9971930914564113e-06,1.088020721451853e-06,0.4714045207910316,0.0491400693987466,1,1,1,0,0,0,-68.2,68.2,0
9606.ENSP00000258229,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004125737,0.004678363,0.010771993,0.00210084,0.004098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00450349,0.09683388,5.16e-06,2.684447371416854e-06,2.0597968925639557e-06,1.0919275821772518e-06,0.5962847939999439,0.0310925495961572,1,1,1,0,0,0,-67.60000000000001,67.60000000000001,0
9606.ENSP00000398211,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005009823,0.011111111,0.008976661,0.008403361,0.016393443,0.0,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027898867,0.008547009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.008931922,0.1204308,5.16e-06,8.399824078118065e-06,3.5446789244961867e-06,1.2452536221223396e-06,0.4714045207910316,0.039525212713019,1,1,1,0,0,0,-73.5,73.5,0
9606.ENSP00000356375,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005992141,0.007602339,0.016157989,0.004201681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.006455003,0.103600224,3.07e-06,1.9333712756966605e-06,1.1520090347504078e-06,5.185350203113404e-07,0.5962847939999439,-0.0223617304226008,1,1,1,0,0,0,-68.3,68.3,0
9606.ENSP00000303522,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019842829,0.014619883,0.016157989,0.021008403,0.036885246,0.0,0.012461059,0.0,0.0,0.014348097,0.031446541,0.056818182,0.035971223,0.025423729,0.0,0.0,0.0,0.0,0.050566696,0.042735043,0.01459854,0.039215686,0.1,0.125,0.059210526,0.0,0.0,1,0.030023268,0.3578232,8.58e-06,2.7338533488716668e-05,1.1838924921607747e-05,3.8632778938665995e-06,0.5773502691896257,0.0478647217546343,1,1,1,0,0,0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000346466,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007662083,0.012865497,0.014362657,0.025210084,0.028688525,0.043478261,0.0,0.0,0.0,0.006862133,0.012578616,0.034090909,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.011258726,0.42219751,1.39e-05,5.330747881676661e-06,3.4599518915285384e-06,1.7534830492280554e-06,0.6804138174397718,0.0635569102898202,1,1,1,0,0,0,-69.7,69.7,1
9606.ENSP00000399968,0,0,0,0,0.230769231,0.266666667,0.0,0.0,0.0,0.0,0.833333333,0.666666667,0.0,0.116699411,0.213450292,0.044883303,0.140756303,0.258196721,0.0,0.065420561,0.176470588,0.028169014,0.026824704,0.044025157,0.0,0.100719424,0.059322034,0.045454545,0.0,0.0,0.0,0.286835222,0.333333333,0.02919708,0.117647059,0.18,0.0,0.440789474,0.620689655,0.0,1,0.179163852,0.817747434,0.000128667,0.0002334314885593,0.0001976603110537,0.0001101005000072,0.3849001794597505,-0.036550991949471,1,1,1,0,0,0,-67.2,67.2,0
9606.ENSP00000226299,0,0,0,0,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047445972,0.02748538,0.039497307,0.054621849,0.049180328,0.0,0.009345794,0.029411765,0.070422535,0.014348097,0.002096436,0.0,0.028776978,0.025423729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.047436763,0.19175112,7.24e-05,5.77605529915648e-05,2.999084721335528e-05,1.2535480837125778e-05,0.5443310539518174,0.0932039673716627,1,1,1,0,0,0,-22.800000000000004,22.800000000000004,0
9606.ENSP00000383118,0,0,0,0,0.153846154,0.466666667,0.333333333,0.25,0.083333333,0.0,0.0,0.0,0.0,0.280353635,0.413450292,0.229802513,0.430672269,0.491803279,0.869565217,0.205607477,0.220588235,0.309859155,0.197754211,0.1278826,0.056818182,0.424460432,0.194915254,0.227272727,0.227272727,0.076923077,0.0,0.075850044,0.08974359,0.02189781,0.058823529,0.08,0.125,0.072368421,0.017241379,0.043010753,1,0.359453577,0.618374915,0.000205255,0.0003416036079362,0.0002037616608946,9.820939428007694e-05,0.4811252243246881,-0.1109351091984243,1,1,1,0,0,0,157.10000000000002,157.10000000000002,0
9606.ENSP00000184956,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083005894,0.049707602,0.023339318,0.046218487,0.069672131,0.086956522,0.031152648,0.0,0.070422535,0.016843419,0.020964361,0.0,0.007194245,0.033898305,0.0,0.045454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.07836073,0.278790216,1.74e-06,5.9449102152362984e-05,1.797959015850424e-05,4.123037037066058e-06,0.2357022603955158,-0.1164770006310037,1,1,1,1,0,0,-65.10000000000001,65.10000000000001,0
9606.ENSP00000370781,0,0,0,0,0.173076923,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181827112,0.196491228,0.208258528,0.128151261,0.106557377,0.086956522,0.239875389,0.044117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026155187,0.012820513,0.02919708,0.009803922,0.0,0.0,0.052631579,0.017241379,0.0,1,0.189822112,0.465514602,4.93e-05,0.0001065366388829,6.0556926048223965e-05,2.7136550661328553e-05,0.3333333333333333,-0.0984810568128741,1,1,1,0,0,0,-73.7,73.7,0
9606.ENSP00000366280,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857142857,0.006679764,0.01871345,0.001795332,0.008403361,0.016393443,0.0,0.0,0.0,0.169014085,0.00062383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106364429,0.11965812,0.897810219,0.058823529,0.12,0.0,0.131578947,0.0,0.58781362,1,0.044809728,0.484764,6.11e-05,7.642682144183772e-05,6.113416723878998e-05,3.3463036889920915e-05,0.6666666666666666,0.0555413552302807,1,1,1,0,0,0,-53.400000000000006,53.400000000000006,0
9606.ENSP00000251363,0,0,0,0,0.0,0.066666667,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.00540275,0.015789474,0.0,0.00210084,0.016393443,0.0,0.0,0.058823529,0.0,0.011852776,0.020964361,0.0,0.021582734,0.008474576,0.0,0.015151515,0.0,0.0,0.005231037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.009982737,0.2331186,3.67e-05,2.2770942219112025e-05,1.4227000356309374e-05,6.814502218063388e-06,0.8164965809277261,0.0241290596071875,1,1,1,0,0,0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000372394,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011198428,0.005263158,0.007181329,0.00210084,0.0,0.0,0.018691589,0.014705882,0.084507042,0.001247661,0.0,0.022727273,0.0,0.0,0.0,0.0,0.0,0.0,0.052310375,0.042735043,0.02189781,0.0,0.0,0.0,0.098684211,0.017241379,0.0,1,0.017563612,0.506221408,6.55e-06,8.17521686277669e-06,4.254238758300225e-06,1.4372977603633302e-06,0.5773502691896257,0.0137253290730726,1,1,1,1,0,0,-57.8,57.8,0
9606.ENSP00000302579,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009332024,0.01871345,0.001795332,0.016806723,0.012295082,0.043478261,0.003115265,0.0,0.070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.010958493,0.201265688,1.25e-06,1.2328684961846588e-05,4.179536153110523e-06,1.0174910828168668e-06,0.7559289460184544,-0.1169517151219032,1,1,1,1,0,0,-73.3,73.3,0
9606.ENSP00000431759,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4.31143391644851e-07,1.0190792759023381e-07,1.5326459976558517e-08,0.2981423969999719,0.0689115915314948,1,1,1,1,1,0,-71.9,71.9,0
9606.ENSP00000294818,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046561886,0.031578947,0.007181329,0.021008403,0.004098361,0.0,0.028037383,0.0,0.0,0.001871491,0.006289308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.041882459,0.096695472,5.82e-07,2.4825775452562867e-05,7.224073712229516e-06,1.591460762719526e-06,0.4714045207910316,-0.0165383200203834,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000246532,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.146711894582288e-07,4.4426383187028915e-08,7.023922327974256e-09,0.6666666666666666,0.1770814286904842,1,1,1,1,1,0,-70.9,70.9,0
9606.ENSP00000295297,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000589391,0.000584795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000525407,0.02950992,1.64e-07,4.114708760875468e-07,1.4372272791844972e-07,3.643371523358427e-08,0.3333333333333333,-0.0216863722158275,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000354723,0,0,0,0,0.019230769,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.136738703,0.114035088,0.238779174,0.06512605,0.045081967,0.0,0.08411215,0.014705882,0.0,0.001871491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.134729415,0.161420224,2.13e-05,5.921777583898809e-05,2.771335825994902e-05,9.63763170649451e-06,0.2357022603955158,-0.0614744625686476,1,1,1,0,0,0,-73.7,73.7,0
9606.ENSP00000319006,0,0,0,0,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006581532,0.00877193,0.010771993,0.004201681,0.012295082,0.0,0.00623053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.007205584,0.283552248,7.69e-06,2.6963565307539366e-06,1.94274820981215e-06,1.01139240025909e-06,0.2357022603955158,0.0,1,1,1,0,0,0,-50.7,50.7,0
9606.ENSP00000439807,0,0,0,0,0.057692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046954813,0.078362573,0.071813285,0.075630252,0.081967213,0.0,0.034267913,0.014705882,0.0,0.015595758,0.018867925,0.0,0.014388489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.056969151,0.32081427,1.89e-05,4.4399323120762656e-05,1.9551876727389475e-05,6.916492227441739e-06,0.4714045207910316,-0.039305090172462,1,1,1,0,0,0,-52.3,52.3,0
9606.ENSP00000339404,0,0,0,0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120825147,0.207602339,0.118491921,0.044117647,0.094262295,0.086956522,0.109034268,0.058823529,0.028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.130751332,0.26611299,1.76e-05,7.063270119766059e-05,3.338223255554268e-05,1.2341835746394456e-05,0.5962847939999439,0.7213851565959026,1,1,1,0,0,0,-42.8,42.8,0
9606.ENSP00000364035,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015717092,0.021637427,0.001795332,0.012605042,0.024590164,0.0,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.015837274,0.220627904,3.35e-07,5.553479474597687e-06,2.099887096262029e-06,5.704209107935766e-07,0.5443310539518174,-0.0781928119927714,1,1,1,1,0,0,-70.8,70.8,0
9606.ENSP00000384273,0,0,0,0,0.25,0.333333333,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.251768173,0.388304094,0.140035907,0.350840336,0.5,0.043478261,0.22741433,0.25,0.042253521,0.17716781,0.140461216,0.022727273,0.345323741,0.220338983,0.0,0.121212121,0.153846154,0.193548387,0.172624237,0.239316239,0.02189781,0.196078431,0.2,0.0,0.144736842,0.051724138,0.0,1,0.334909555,0.820222956,0.000114943,0.0002514080379379,0.0001757026135824,8.871984332090724e-05,0.6666666666666666,-0.0335088581770254,1,1,1,0,0,0,-18.5,18.5,0
9606.ENSP00000302276,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017288802,0.005263158,0.005385996,0.010504202,0.008196721,0.0,0.034267913,0.029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.015687158,0.48708378,5.16e-06,1.1486965890893004e-05,5.325961013381336e-06,1.8314145819780776e-06,0.3849001794597505,0.0545597423258446,1,1,1,0,0,0,-46.8,46.8,0
9606.ENSP00000426421,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001473477,0.001169591,0.0,0.004201681,0.004098361,0.0,0.003115265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.001576222,0.10193666,3.91e-07,1.5302250707550503e-06,5.443928265123424e-07,1.3623856267207578e-07,0.4714045207910316,-0.0106986973358637,1,1,1,1,0,0,-69.9,69.9,0
9606.ENSP00000402152,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013555992,0.01871345,0.023339318,0.021008403,0.024590164,0.0,0.0,0.0,0.0,0.001247661,0.0,0.0,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.01516175,0.2251676,1.15e-06,7.694908543012985e-06,3.0385840572112565e-06,8.361473225128201e-07,0.4714045207910316,0.043538204520424,1,1,1,1,0,0,-69.2,69.2,0
9606.ENSP00000301141,0,0,0,0,0.019230769,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025442043,0.05497076,0.007181329,0.06302521,0.086065574,0.130434783,0.00623053,0.058823529,0.169014085,0.007485964,0.012578616,0.0,0.0,0.025423729,0.0,0.0,0.0,0.0,0.006102877,0.008547009,0.058394161,0.078431373,0.06,0.0,0.0,0.0,0.0,1,0.036178038,0.36681834,4.38e-05,6.383939719844267e-05,4.1413439328066966e-05,2.064321338823216e-05,0.5773502691896257,-0.0545164250476285,1,1,1,0,0,0,-73.7,73.7,0
9606.ENSP00000295718,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022888016,0.056725146,0.007181329,0.050420168,0.036885246,0.173913043,0.021806854,0.029411765,0.0,0.010605115,0.006289308,0.0,0.021582734,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.030473617,0.237307872,1.05e-05,2.4254276259014476e-05,1.1791475029048286e-05,4.522095797058907e-06,0.5773502691896257,0.0082264760389597,1,1,1,0,0,0,-73.7,73.7,0
9606.ENSP00000375066,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000589391,0.002339181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012476606,0.014675052,0.0,0.007194245,0.033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.003152443,0.1476792,5.58e-07,1.5027603429102324e-06,6.871225464544715e-07,2.139368808646923e-07,0.3849001794597505,-0.210387900055649,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000333019,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030746562,0.015204678,0.039497307,0.031512605,0.008196721,0.0,0.00623053,0.029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003487358,0.0,0.00729927,0.0,0.02,0.0,0.0,0.0,0.0,1,0.029197628,0.189557088,5.16e-06,2.5285294851660932e-05,1.0207540480258607e-05,3.1165049335157344e-06,0.4714045207910316,-0.152478325301827,1,1,1,0,0,0,-65.7,65.7,0
