protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,go_sim,sub_sim,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,cell_ab_diff,cell_ab_diff_abs,label
9606.ENSP00000252456,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073084479,0.041520468,0.102333932,0.044117647,0.040983607,0.0,0.00623053,0.014705882,0.0,0.004366812,0.002096436,0.011363636,0.028776978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.069128575,0.225504608,1.05e-05,3.949047990686117e-05,1.6118760402136233e-05,5.3620009930721e-06,0.2357022603955158,0.0036158777281001,1,1,1,0,0,0,-71.9,71.9,0
9606.ENSP00000272371,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003045187,0.001169591,0.003590664,0.006302521,0.0,0.0,0.003115265,0.0,0.0,0.018091079,0.008385744,0.0,0.021582734,0.008474576,0.0,0.045454545,0.0,0.161290323,0.027898867,0.0,0.02189781,0.0,0.0,0.0,0.0,0.0,0.0,1,0.008931922,0.185328,7.72e-07,7.630829714637495e-06,2.9782244158523166e-06,7.995243671647259e-07,0.8819171036881969,-0.005133967631321,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000245304,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061394892,0.09122807,0.017953321,0.06092437,0.118852459,0.173913043,0.068535826,0.044117647,0.0,0.010605115,0.012578616,0.011363636,0.021582734,0.025423729,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.068227877,0.18762624,1.57e-06,5.9326258322850504e-05,2.0282045938288916e-05,5.0395139973666565e-06,0.5039526306789696,-0.1132919508318361,1,1,1,1,0,0,-56.400000000000006,56.400000000000006,0
9606.ENSP00000255040,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002259332,0.002339181,0.001795332,0.014705882,0.012295082,0.043478261,0.00623053,0.0,0.0,0.011852776,0.006289308,0.0,0.007194245,0.025423729,0.0,0.03030303,0.0,0.193548387,0.116826504,0.098290598,0.277372263,0.009803922,0.0,0.0,0.184210526,0.017241379,0.0,1,0.022517451,0.2458188,1.22e-06,1.2609829332112018e-05,5.204516227443989e-06,1.487201247253446e-06,0.0,-0.0181241764287041,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000430128,0,0,0,0,0.134615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144891945,0.104093567,0.071813285,0.105042017,0.081967213,0.086956522,0.046728972,0.058823529,0.0,0.009357455,0.01048218,0.0,0.014388489,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.136230579,0.237802096,1.97e-05,8.309244361913714e-05,3.694905397426868e-05,1.410433528551686e-05,0.4714045207910316,-0.1364787649616126,1,1,1,0,0,0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000278314,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007269155,0.004678363,0.012567325,0.006302521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00698041,0.178891776,6.34e-06,3.4601715292145173e-06,2.006406669397193e-06,9.235027369442576e-07,0.4472135954999579,-0.0108873660108877,1,1,1,0,0,0,-73.3,73.3,0
9606.ENSP00000350378,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005795678,0.007017544,0.001795332,0.00210084,0.004098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006974717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00615477,0.17236395,2.26e-06,7.112663538453168e-06,2.6378430457300994e-06,6.726683965506146e-07,0.5,0.0761920607233045,1,1,1,1,0,0,-29.1,29.1,0
9606.ENSP00000278590,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003536346,0.007017544,0.010771993,0.0,0.008196721,0.043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004353374,0.09683388,3.16e-06,4.491443499666344e-06,2.552634265282915e-06,1.013216046261219e-06,0.5,-0.0477939528287484,1,1,1,0,0,0,-70.10000000000001,70.10000000000001,0
9606.ENSP00000376893,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000785855,0.001169591,0.0,0.0,0.004098361,0.0,0.0,0.0,0.0,0.010605115,0.025157233,0.0,0.028776978,0.033898305,0.0,0.0,0.0,0.0,0.00087184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00367785,0.16359057,1.41e-06,4.758422228351785e-06,1.8986587737553128e-06,5.422304909492906e-07,0.1924500897298752,0.0177240618498797,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000332454,0,0,0,0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203831041,0.474853801,0.150807899,0.136554622,0.163934426,0.217391304,0.127725857,0.073529412,0.0,0.003742982,0.004192872,0.0,0.007194245,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.235757712,0.407561616,2.34e-05,0.0001182723756605,4.990467849301552e-05,1.6926988654646408e-05,0.5962847939999439,0.0941993084078722,1,1,1,0,0,0,-68.3,68.3,0
9606.ENSP00000319799,0,0,0,0,0.057692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029862475,0.01871345,0.077199282,0.035714286,0.020491803,0.0,0.062305296,0.0,0.0,0.009357455,0.002096436,0.011363636,0.0,0.0,0.0,0.0,0.0,0.0,0.007846556,0.0,0.00729927,0.009803922,0.0,0.0,0.006578947,0.0,0.0,1,0.034001351,0.738627372,2.34e-05,2.341202024957689e-05,1.4737658909246704e-05,7.35737132864963e-06,0.5773502691896257,-0.0112029376520246,1,1,1,0,0,0,-73.7,73.7,0
9606.ENSP00000298784,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008447937,0.003508772,0.003590664,0.008403361,0.008196721,0.0,0.00623053,0.0,0.0,0.006238303,0.0,0.011363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.008481573,0.22145886,4.49e-07,4.063813711429936e-06,1.6932426316015369e-06,4.860090078042175e-07,0.5,0.1166153930549971,1,1,1,1,0,0,-47.400000000000006,47.400000000000006,0
9606.ENSP00000365019,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038801572,0.036842105,0.062836625,0.021008403,0.020491803,0.043478261,0.00623053,0.0,0.0,0.017467249,0.014675052,0.0,0.0,0.008474576,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.041281994,0.442788864,5.16e-06,1.8481350808794735e-05,8.727427198162808e-06,3.048444077946409e-06,0.3849001794597505,-0.0072296774100238,1,1,1,0,0,0,-4.900000000000006,4.900000000000006,0
9606.ENSP00000337053,0,0,0,0,0.057692308,0.066666667,0.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.059921415,0.069590643,0.070017953,0.069327731,0.057377049,0.086956522,0.031152648,0.058823529,0.0,0.004990643,0.0,0.0,0.021582734,0.016949153,0.0,0.0,0.0,0.193548387,0.109851787,0.068376068,0.03649635,0.029411765,0.14,0.125,0.138157895,0.051724138,0.0,1,0.077835322,0.863952802,0.000110522,9.548661380495815e-05,7.008201787135538e-05,3.525915377946639e-05,0.5773502691896257,0.0603279458402018,1,1,1,0,0,0,-56.2,56.2,0
9606.ENSP00000376167,0,0,0,0,0.057692308,0.066666667,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.096267191,0.15380117,0.096947935,0.084033613,0.12704918,0.043478261,0.07788162,0.058823529,0.014084507,0.0205864,0.016771488,0.011363636,0.043165468,0.016949153,0.0,0.0,0.0,0.0,0.006102877,0.025641026,0.0,0.0,0.02,0.0,0.032894737,0.0,0.0,1,0.110560685,0.816097086,3.61e-05,6.022435255955283e-05,3.190041061835938e-05,1.3067440992013869e-05,0.6666666666666666,0.0724090215508165,1,1,1,0,0,0,36.0,36.0,0
9606.ENSP00000263341,0,0,0,0,0.038461538,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.010609037,0.021052632,0.003590664,0.010504202,0.028688525,0.0,0.009345794,0.014705882,0.014084507,0.125389894,0.157232704,0.079545455,0.165467626,0.186440678,0.0,0.106060606,0.076923077,0.193548387,0.017436792,0.025641026,0.0,0.009803922,0.04,0.0,0.026315789,0.0,0.0,1,0.04060647,0.691342176,8.98e-05,5.986059847436766e-05,4.4413936444061986e-05,2.39870947545198e-05,0.5039526306789696,-0.09300309282022,1,1,1,0,0,0,-72.4,72.4,0
9606.ENSP00000328835,0,0,0,0,0.173076923,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086640472,0.079532164,0.161579892,0.052521008,0.053278689,0.0,0.118380062,0.014705882,0.056338028,0.046787274,0.004192872,0.011363636,0.028776978,0.0,0.0,0.045454545,0.0,0.032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.096449749,0.28440006,1.89e-05,5.37003298644362e-05,3.2153376087098233e-05,1.5002174625341171e-05,0.2357022603955158,0.0714090362912408,1,1,1,0,0,0,-50.6,50.6,0
9606.ENSP00000256383,0,0,0,0,0.096153846,0.0,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,0.146168959,0.121637427,0.166965889,0.109243697,0.081967213,0.043478261,0.214953271,0.014705882,0.084507042,0.047411104,0.060796646,0.0,0.057553957,0.118644068,0.0,0.0,0.0,0.0,0.007846556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.156120994,0.5267402,4.93e-05,8.04763177544563e-05,3.937869714890804e-05,1.599687741304576e-05,0.4714045207910316,-0.0298276697582535,1,1,1,0,0,0,6.200000000000003,6.200000000000003,0
9606.ENSP00000355077,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.021414538,0.013450292,0.008976661,0.023109244,0.012295082,0.0,0.018691589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006974717,0.0,0.01459854,0.009803922,0.0,0.0,0.0,0.0,0.0,1,0.020866171,0.33252282,9.22e-06,1.7714137627187895e-05,8.155548735644653e-06,2.8410895609842993e-06,0.6666666666666666,0.0698047908679958,1,1,1,0,0,0,5.200000000000003,5.200000000000003,0
9606.ENSP00000368475,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012278978,0.013450292,0.023339318,0.010504202,0.008196721,0.0,0.00623053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.012834947,0.174109236,3.07e-06,3.829297568951669e-06,2.117293297026166e-06,8.421963681168812e-07,0.3849001794597505,0.1956453924275061,1,1,1,0,0,0,-32.5,32.5,0
9606.ENSP00000368237,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032220039,0.038596491,0.046678636,0.050420168,0.028688525,0.0,0.009345794,0.0,0.0,0.007485964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.035052165,0.17236395,9.04e-06,2.6754608370165956e-05,1.1582583931028753e-05,3.601805201343657e-06,0.5773502691896257,0.0615383559289089,1,1,1,0,0,0,-46.1,46.1,0
9606.ENSP00000480467,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000589391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000450349,0.02854656,7.36e-08,1.430324660642995e-06,4.3958000343023803e-07,8.838425656774316e-08,0.0,-0.1133988608150657,1,1,1,1,0,0,-73.4,73.4,0
9606.ENSP00000267853,0,0,0,0,0.038461538,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022102161,0.023976608,0.017953321,0.012605042,0.004098361,0.0,0.137071651,0.191176471,0.056338028,0.0205864,0.014675052,0.011363636,0.028776978,0.025423729,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.029723035,0.295984332,5.01e-05,4.2854773148790026e-05,3.453066449584683e-05,1.8668467648160893e-05,0.3779644730092272,-0.1483853257244148,1,1,1,0,0,0,-72.4,72.4,0
9606.ENSP00000480053,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.0,0.003119152,0.002096436,0.0,0.0,0.008474576,0.0,0.0,0.230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00082564,0.219208,3.45e-06,2.766495591466634e-06,1.3162434375187091e-06,4.0173131327953706e-07,0.3849001794597505,-0.1303336533432109,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000283882,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119449902,0.073684211,0.226211849,0.050420168,0.028688525,0.0,0.065420561,0.0,0.0,0.004990643,0.0,0.0,0.007194245,0.0,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.114839,0.444121062,2.01e-06,3.365612994213619e-05,1.364376935876231e-05,3.874921692367617e-06,0.5962847939999439,-0.0449050946932516,1,1,1,1,0,0,-27.800000000000004,27.800000000000004,0
9606.ENSP00000434279,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007170923,0.008187135,0.016157989,0.004201681,0.004098361,0.043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.007505817,0.11189178,5.5e-07,2.6578667656300803e-06,1.057144701389163e-06,2.9778239580323517e-07,0.629940788348712,-0.027831450781655,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000362273,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021611,0.002339181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006862133,0.004192872,0.022727273,0.0,0.0,0.0,0.03030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.003227501,0.17386512,1.78e-06,2.8196310295250858e-06,1.1737438155361233e-06,3.45832857120925e-07,0.5,0.0046536706221057,1,1,1,1,0,0,-40.7,40.7,0
9606.ENSP00000314348,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188408644,0.18245614,0.102333932,0.109243697,0.135245902,0.130434783,0.074766355,0.102941176,0.0,0.015595758,0.006289308,0.011363636,0.021582734,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.183292051,0.357466368,9.19e-06,9.276464759445764e-05,3.4754216396420266e-05,9.969618917255246e-06,0.2357022603955158,0.0666405065782072,1,1,1,0,0,0,-60.8,60.8,0
9606.ENSP00000298281,0,0,0,0,0.134615385,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055108055,0.044444444,0.035906643,0.048319328,0.024590164,0.043478261,0.028037383,0.014705882,0.014084507,0.022457891,0.012578616,0.022727273,0.007194245,0.0,0.0,0.03030303,0.0,0.0,0.033129904,0.021367521,0.0,0.029411765,0.06,0.0,0.0,0.0,0.0,1,0.060196652,0.417404988,7.24e-05,5.824482290591656e-05,4.07706529384232e-05,2.1582080389499275e-05,0.5,-0.0553279279819364,1,1,1,0,0,0,-53.400000000000006,53.400000000000006,0
9606.ENSP00000436004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000196464,0.000584795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000225175,0.0217242,1.05e-08,2.026283668465545e-07,6.366580318701075e-08,1.28545335017765e-08,0.5773502691896257,-0.083900367420955,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000231509,0,0,0,0,0.365384615,0.333333333,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.236149312,0.398245614,0.145421903,0.325630252,0.368852459,0.130434783,0.252336449,0.367647059,0.056338028,0.061759201,0.075471698,0.034090909,0.172661871,0.186440678,0.0,0.015151515,0.076923077,0.0,0.057541412,0.064102564,0.00729927,0.176470588,0.1,0.0,0.026315789,0.0,0.0,1,0.288598664,0.811971216,9.47e-05,0.0002473303056538,0.0001898655919108,0.0001025106579382,0.4216370213557839,0.0,1,1,1,0,0,0,-11.6,11.6,0
9606.ENSP00000357980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038998035,0.059064327,0.034111311,0.037815126,0.057377049,0.043478261,0.003115265,0.029411765,0.070422535,0.013100437,0.016771488,0.0,0.035971223,0.025423729,0.0,0.0,0.0,0.193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.04510996,0.302501024,6.34e-06,2.54750646616978e-05,1.0788193732042536e-05,3.1928272019504396e-06,0.5443310539518174,0.0774359360130687,1,1,1,1,0,0,2.700000000000003,2.700000000000003,0
9606.ENSP00000308908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000584795,0.0,0.004201681,0.004098361,0.0,0.0,0.0,0.0,0.002495321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000600465,0.067132252,5.44e-07,1.123685651378786e-06,4.064840140753288e-07,1.0230265037720284e-07,0.4714045207910316,0.0440699717353207,1,1,1,1,0,0,-73.7,73.7,0
9606.ENSP00000373647,0,0,0,0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011787819,0.025146199,0.016157989,0.012605042,0.024590164,0.0,0.0,0.0,0.0,0.006238303,0.008385744,0.022727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.015311867,0.21086954,3.02e-05,1.748708137856296e-05,1.512912021438782e-05,8.783963656864052e-06,0.5773502691896257,0.0149741948791084,1,1,1,0,0,0,-62.6,62.6,0
9606.ENSP00000352400,0,0,0,0,0.096153846,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.069744597,0.079532164,0.087971275,0.086134454,0.06147541,0.043478261,0.07165109,0.014705882,0.0,0.124142233,0.046121593,0.011363636,0.136690647,0.059322034,0.136363636,0.045454545,0.076923077,0.0,0.099389712,0.05982906,0.072992701,0.039215686,0.06,0.0,0.144736842,0.017241379,0.0,1,0.105456729,0.824015478,1.97e-05,5.462184336192342e-05,2.9251958561434792e-05,1.2222122834135154e-05,0.5962847939999439,0.5495574761175599,1,1,1,0,0,0,-34.1,34.1,0
9606.ENSP00000321021,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000196464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000150116,0.0271026,1.87e-07,4.839311762687886e-07,1.7458955287239353e-07,4.0552186109450134e-08,0.5962847939999439,0.0,1,1,1,1,0,0,-72.7,72.7,0
9606.ENSP00000237455,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043614931,0.020467836,0.032315978,0.004201681,0.004098361,0.086956522,0.090342679,0.0,0.042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005231037,0.004273504,0.0,0.009803922,0.0,0.0,0.019736842,0.0,0.0,1,0.040981761,0.31973634,8.58e-06,2.2631862413354523e-05,1.0971925072371658e-05,3.822095462923434e-06,0.5773502691896257,0.0064371696584818,1,1,1,0,0,0,-67.9,67.9,0
9606.ENSP00000377140,0,0,0,0,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007269155,0.049707602,0.019748654,0.021008403,0.032786885,0.0,0.021806854,0.058823529,0.070422535,0.013100437,0.027253669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.017938903,0.227985912,3.67e-05,4.6097487656107975e-05,2.8785898966564447e-05,1.2060520134473831e-05,0.5,0.0143128874070371,1,1,1,0,0,0,-73.7,73.7,0
9606.ENSP00000254765,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004192872,0.0,0.0,0.0,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000225175,0.120000144,9.93e-07,5.82793133535732e-07,2.6791359209555657e-07,8.458016333513838e-08,0.629940788348712,-0.0278958672549517,1,1,1,1,0,0,-72.60000000000001,72.60000000000001,0
9606.ENSP00000263776,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007760314,0.007017544,0.008976661,0.014705882,0.004098361,0.0,0.00623053,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.008031224,0.18376848,1.18e-06,5.432088241588298e-06,1.971863357687797e-06,5.112206888871728e-07,0.4714045207910316,0.0276839639256703,1,1,1,1,0,0,-70.5,70.5,0
9606.ENSP00000411140,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001866405,0.002923977,0.001795332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.001876454,0.18376848,3.61e-08,4.294574504560459e-07,1.5216006429918437e-07,3.7645024646492866e-08,0.3333333333333333,-0.1174394848769154,1,1,1,1,0,0,-68.2,68.2,0
9606.ENSP00000389841,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005108055,0.002923977,0.007181329,0.004201681,0.0,0.0,0.00623053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004953839,0.103600224,4.9e-05,9.514166509099412e-06,8.82834528224142e-06,5.329836447644813e-06,0.5773502691896257,-0.0009167747321829,1,1,1,0,0,0,-69.4,69.4,0
9606.ENSP00000366118,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000589391,0.000584795,0.001795332,0.0,0.0,0.0,0.0,0.0,0.0,0.021834061,0.027253669,0.022727273,0.014388489,0.008474576,0.0,0.015151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004653607,0.12971504,4.75e-07,2.672278126978864e-06,1.2048623470904837e-06,3.5230879977649304e-07,0.3779644730092272,-0.0438549047192221,1,1,1,1,0,0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000350911,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026522593,0.024561404,0.035906643,0.037815126,0.032786885,0.086956522,0.015576324,0.029411765,0.169014085,0.001247661,0.0,0.0,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.028672221,0.1422891,4.09e-06,2.576672591711592e-05,1.0636442865242413e-05,3.0979220157598063e-06,0.3333333333333333,-0.034242817337981,1,1,1,1,0,0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000340271,0,0,0,0,0.134615385,0.066666667,0.166666667,0.125,0.0,0.0,0.0,0.0,0.0,0.22043222,0.235087719,0.271095153,0.094537815,0.098360656,0.0,0.15576324,0.073529412,0.0,0.041796631,0.025157233,0.056818182,0.028776978,0.033898305,0.0,0.015151515,0.0,0.0,0.112467306,0.081196581,0.065693431,0.039215686,0.08,0.0,0.394736842,0.0,0.021505376,1,0.244314344,0.806194998,4.98e-05,0.0001309621629144,7.367610198791023e-05,3.079815087973716e-05,0.3849001794597505,0.0986692106957274,1,1,1,0,0,0,-68.60000000000001,68.60000000000001,0
9606.ENSP00000469332,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007662083,0.015204678,0.012567325,0.006302521,0.016393443,0.0,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014821273,0.004273504,0.00729927,0.049019608,0.08,0.125,0.006578947,0.0,0.0,1,0.011258726,0.240732,5.86e-06,1.3361296564505778e-05,5.38957080707564e-06,1.670157140744317e-06,0.4714045207910316,0.0445927114387154,1,1,1,0,0,0,-63.1,63.1,0
9606.ENSP00000356702,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00540275,0.030409357,0.001795332,0.006302521,0.028688525,0.0,0.0,0.0,0.0,0.001871491,0.002096436,0.0,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.009232155,0.10407936,6.01e-07,8.91852119604431e-06,2.7338241157602687e-06,6.059548001480999e-07,0.5773502691896257,0.0399338527598561,1,1,1,1,0,0,-40.8,40.8,0
9606.ENSP00000467931,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009332024,0.005847953,0.008976661,0.008403361,0.008196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.008781806,0.45810921,5.16e-06,3.2637507862951698e-06,2.046988314202187e-06,9.256451450424322e-07,0.5962847939999439,0.032119683815842,1,1,1,0,0,0,-73.2,73.2,0
