protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,thermo1,thermo2,thermo3,thermo4,thermo5,label
9606.ENSP00000252463,0.0,0.0,0.0,0.0,0.0070886075949367,0.02803738317757,0.0,0.003610108303249,0.0357142857142857,0.0,0.0,0.0,0.0,0.0092825050464125,0.0102489019033674,0.0081295350712174,0.0112554112554112,0.0119331742243436,0.0087976539589442,0.0027305448678168,0.0053475935828877,0.0021718895439031,0.0056130075348525,0.0062131096613855,0.0036215482118605,0.0237879474399637,0.0188405797101449,0.0,0.0360144057623049,0.0409356725146198,0.024074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0100904130033177,0.708784264,2.630609775345925e-05,8.349227827038724e-05,4.043709717556075e-05,1.6312035080398976e-05,1,1,1,0,0,0
9606.ENSP00000261714,0.0,0.0,0.0,0.0,0.0293670886075949,0.02803738317757,0.0,0.003610108303249,0.0,0.0,0.0,0.0,0.0,0.0330096876650484,0.0381965377659116,0.041453910239183,0.0214718614718614,0.0250596658711217,0.0263929618768328,0.0148938810971825,0.0152788388082505,0.0068259385665529,0.0049571398065952,0.0049704877291084,0.0018107741059302,0.0018124150430448,0.0014492753623188,0.0,0.0006002400960384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0329957767298921,0.41700771,2.710908696595099e-05,0.0001878903101581,9.88599857670128e-05,4.089253296417919e-05,1,1,1,0,0,0
9606.ENSP00000387822,0.0,0.3333333333333333,0.0,0.0,0.2759493670886076,0.205607476635514,0.1818181818181818,0.0144404332129963,0.0,0.0,0.0,0.0,0.0,0.2698528400992642,0.2296529153389027,0.2260145122278957,0.1261183261183261,0.1535401750198886,0.1036168132942326,0.1836291423606801,0.2161955691367456,0.1715792739683524,0.0111344986425063,0.0130475302889096,0.0104119511090991,0.0219755323969188,0.008695652173913,0.0261627906976744,0.120048019207683,0.0760233918128654,0.0259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2620147065087581,0.79769151,0.0021598272138228,0.0020573701186377,0.0018537640993316,0.0013866723590731,1,1,0,0,0,0
9606.ENSP00000342216,0.0,0.0,0.0,0.0,0.0025316455696202,0.0093457943925233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033299087666495,0.0036603221083455,0.0026202633700618,0.0022510822510822,0.0015910898965791,0.0009775171065493,0.0009929254064788,0.0007639419404125,0.0003102699348433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0032072873101539,0.17095147,2.0918751568906365e-05,3.3795680604966555e-05,1.7768438729603255e-05,7.367165085228662e-06,1,1,1,0,0,0
9606.ENSP00000230449,0.0,0.0,0.0,0.0,0.04,0.0093457943925233,0.0259740259740259,0.0180505415162454,0.0714285714285714,0.0526315789473684,0.0101522842639593,0.0,0.0,0.0467344827336724,0.0530100766514512,0.0747782854071486,0.0479653679653679,0.0481304693715194,0.0488758553274682,0.0299739357080799,0.0252100840336134,0.0279242941358982,0.0229858759647356,0.024852438645542,0.0357627885921231,0.0425917535115541,0.0434782608695652,0.0406976744186046,0.0216086434573829,0.0058479532163742,0.037037037037037,0.0098629073521887,0.0133638793432607,0.0157402852926709,0.02808199943836,0.0186721991701244,0.0188679245283018,0.0014183139792571,0.0,0.0,1.0,0.0514175641970186,0.8529117460000001,3.169371196754564e-05,0.0003626805304191,0.0001851604382426,7.636374359006265e-05,1,1,1,0,0,1
9606.ENSP00000381133,0.0,0.0,0.0,0.0,0.0111392405063291,0.02803738317757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128529775642648,0.0142537249160279,0.0206261757592045,0.0205483405483405,0.0163086714399363,0.0224828934506353,0.0286086632741715,0.0267379679144385,0.0217188954390319,1.5252737866447027e-05,0.0,0.0,0.0015858631626642,0.0,0.0,0.0,0.0,0.0,0.0023642747498985,0.0030546009927453,0.0004918839153959,0.0011232799775344,0.0041493775933609,0.0,0.0075347930148036,0.0120160213618157,0.0035502958579881,1.0,0.0142174487157441,0.60514997,4.897639337839162e-05,0.0002081871828311,0.0001073898557716,4.406828075476094e-05,1,1,1,0,0,0
9606.ENSP00000226193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000359848,0.0,0.0,0.0,0.0,0.0075949367088607,0.0093457943925233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109393200546966,0.0160623546636809,0.013638806772373,0.0089466089466089,0.0075576770087509,0.0058651026392961,0.0029167183815315,0.0007639419404125,0.0043437790878063,0.0003508129709282,0.0021745883814849,0.0,0.0002265518803806,0.0014492753623188,0.0,0.0,0.0,0.0,0.0,0.0003818251240931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0109091941710353,0.38808,1.3684757916632454e-05,0.0001053417917066,4.460142893257342e-05,1.4723121509225864e-05,1,1,1,0,0,0
9606.ENSP00000355657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000294507,0.0,0.0,0.0,0.0,0.0086075949367088,0.0093457943925233,0.0259740259740259,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0096116975480584,0.0102489019033674,0.013101316850309,0.0161038961038961,0.0115354017501988,0.0185728250244379,0.0097430805510736,0.0297937356760886,0.0195470058951287,0.0,0.0,0.0009053870529651,0.0079293158133212,0.0028985507246376,0.002906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0100872577772378,0.779562,2.516229681445322e-05,6.64551469118461e-05,3.6405507275313255e-05,1.582806731622864e-05,1,1,1,0,0,0
9606.ENSP00000371577,0.0,0.0,0.0,0.0,0.0065822784810126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108253688041268,0.012229782103178,0.013705993012631,0.0089466089466089,0.0099443118536197,0.0068426197458455,0.0115427578503164,0.0099312452253628,0.0145826869376357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010915504623195,0.6129864,5.596785206577342e-06,5.45140445925929e-05,2.5701072511469583e-05,8.980443909991426e-06,1,1,1,0,0,0
9606.ENSP00000317836,0.0,0.0,0.0,0.0,0.0025316455696202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016188312580941,0.0018947549737318,0.0032921257726417,0.0006349206349206,0.0007955449482895,0.0058651026392961,0.0005585205411443,0.0,0.0003102699348433,0.001708306641042,0.0021745883814849,0.0018107741059302,0.0013593112822836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001815832608946,0.191730672,1.8066194536782773e-05,3.795145212266454e-05,1.8773101535376916e-05,7.202032710920841e-06,1,1,1,0,0,0
9606.ENSP00000231134,0.0,0.0,0.0,0.0,0.0070886075949367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053285775266428,0.0084402721557144,0.0088685837140553,0.0148917748917748,0.0127287191726332,0.0097751710654936,0.0070745935211617,0.0129870129870129,0.0437480608129072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0060895863340848,0.2405538,1.7280707817792216e-05,4.315411385946335e-05,2.3438129009807924e-05,1.010629111951428e-05,1,1,1,0,0,0
9606.ENSP00000270225,0.0,0.3333333333333333,0.0,0.0,0.1083544303797468,0.0654205607476635,0.0779220779220779,0.003610108303249,0.0,0.0,0.015228426395939,0.05,0.0,0.1264732268823661,0.1073550943071225,0.1084385917764041,0.0716305916305916,0.0688146380270485,0.0694037145650048,0.0829713292788879,0.1161191749427043,0.0921501706484641,0.002730240078094,0.0006213109661385,0.0022634676324128,0.0031717263253285,0.0014492753623188,0.0,0.0,0.0,0.0,0.0114508530797325,0.0087819778541428,0.0068863748155435,0.0089862398202752,0.0082987551867219,0.0141509433962264,0.0023934048399964,0.0053404539385847,0.0,1.0,0.1238300027292705,0.98802,0.001085776330076,0.0009340104391679,0.0008407180367688,0.0006357236818539,1,1,0,0,0,0
9606.ENSP00000369473,0.0,0.1666666666666666,0.0,0.0,0.0410126582278481,0.0093457943925233,0.0389610389610389,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0526255815131279,0.0304022048057876,0.0325853265251276,0.0048484848484848,0.0071599045346062,0.0058651026392961,0.0405858259898225,0.0626432391138273,0.0555383183369531,0.0013727464079802,0.0024852438645542,0.0013580805794477,0.0056637970095151,0.0014492753623188,0.005813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0497342510834257,0.30313584,0.001085776330076,0.0002876253364097,0.0003316048754386,0.000293713134029,1,1,0,0,0,0
9606.ENSP00000382828,0.0,0.0,0.0,0.0,0.0015189873417721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023369050116845,0.0042631986908965,0.0034936844934157,0.0023088023088023,0.0015910898965791,0.0019550342130987,0.0017376194613379,0.0022918258212375,0.0,0.0003203074951953,0.0012426219322771,0.0004526935264825,0.0018124150430448,0.0014492753623188,0.0,0.0036014405762304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0024673867944322,0.487835036,1.1864366561469282e-05,1.928303261285716e-05,1.0184316554604652e-05,4.136314213730975e-06,1,1,1,0,0,0
9606.ENSP00000446280,0.0,0.0,0.0,0.0,0.0126582278481012,0.0373831775700934,0.0259740259740259,0.0072202166064981,0.0,0.0,0.0,0.0,0.0,0.0162226788311133,0.0178279217982947,0.0171324912657887,0.0296681096681096,0.0274463007159904,0.0263929618768328,0.0153903438004219,0.0152788388082505,0.0161340366118523,0.0104938836521155,0.0139794967381174,0.0162969669533725,0.0133665609424558,0.0217391304347826,0.0290697674418604,0.0054021608643457,0.0058479532163742,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0181141529243424,0.418195932,5.9059768485707536e-05,0.0002011070510243,0.0001009440331583,3.977010656087961e-05,1,1,1,0,0,0
9606.ENSP00000347046,0.0,0.0,0.0,0.0,0.0055696202531645,0.0093457943925233,0.0129870129870129,0.0072202166064981,0.0,0.0,0.015228426395939,0.0,0.0,0.0052417575262087,0.0052536387908018,0.0046358505778016,0.0087734487734487,0.0091487669053301,0.0048875855327468,0.0075089983864962,0.0099312452253628,0.0062053986968662,0.010204081632653,0.0071450761105933,0.0058850158442734,0.0036248300860897,0.0072463768115942,0.0,0.0018007202881152,0.0,0.0,0.0247013779840146,0.0137457044673539,0.0147565174618789,0.01404099971918,0.0103734439834024,0.0,0.021540643559968,0.0400534045393858,0.0035502958579881,1.0,0.0094183498483125,0.6171867,2.6019306325293367e-05,0.0001586954164716,7.534309153011652e-05,2.9417607245114432e-05,1,1,1,0,0,0
9606.ENSP00000411409,0.0,0.1666666666666666,0.0,0.0,0.180253164556962,0.1588785046728972,0.1558441558441558,0.0,0.0,0.0,0.0,0.0,0.0,0.1992935022464675,0.198518646111446,0.1744154797097554,0.1781818181818182,0.1849642004773269,0.1827956989247312,0.0945761449671093,0.0847975553857906,0.0586410176853862,0.004026722796742,0.0059024541783162,0.0027161611588954,0.0113275940190303,0.0072463768115942,0.005813953488372,0.0066026410564225,0.0116959064327485,0.0018518518518518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1951475778118191,0.649568672,0.000780031201248,0.0012890149110884,0.0008436192155249,0.0004809656141173,1,1,0,0,0,0
9606.ENSP00000412365,0.0,0.0,0.0,0.0,0.0040506329113924,0.0,0.0129870129870129,0.0,0.0,0.0,0.0,0.0,0.0,0.0058585412792927,0.0052967014038411,0.0066514377855415,0.0055411255411255,0.0123309466984884,0.0097751710654936,0.0052749162219188,0.0061115355233002,0.0077567483710828,0.0019065922333058,0.0009319664492078,0.0018107741059302,0.0024920706841866,0.0014492753623188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.006103784851444,0.278756496,5.071559707472436e-06,1.5306959098416964e-05,7.794694345243333e-06,3.0500517447805096e-06,1,1,1,0,0,0
9606.ENSP00000383143,0.0,0.0,0.0,0.0,0.0015189873417721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009296975046484,0.0012488157781414,0.0017468422467078,0.0016738816738816,0.0027844073190135,0.002932551319648,0.0001241156758098,0.001527883880825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012174250577835,0.0011454753722794,0.0024594195769798,0.0002808199943836,0.0,0.0,0.0,0.0,0.0,1.0,0.0010932858366634,0.45738,2.4159141094215817e-06,5.456572751860772e-06,2.650770185690666e-06,1.0400883890882093e-06,1,1,1,0,0,0
9606.ENSP00000473153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000297350,0.0,0.0,0.0,0.0,0.0,0.0093457943925233,0.0,0.0252707581227436,0.1071428571428571,0.0,0.0,0.0,0.0,0.0001067162505335,0.0001722504521574,0.0006718624025799,0.0019624819624819,0.0019888623707239,0.0048875855327468,0.0013032145960034,0.0030557677616501,0.0021718895439031,0.0155425398859095,0.0273376825100963,0.0334993209597102,0.0557317625736293,0.0565217391304347,0.0813953488372093,0.0210084033613445,0.0175438596491228,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0026929854591406,0.8272876690000001,2.5642340632852965e-05,5.947924033930076e-05,3.4433367824957627e-05,1.4945172456018907e-05,1,1,1,0,0,0
9606.ENSP00000416583,0.0,0.0,0.0,0.0,0.0227848101265822,0.0467289719626168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315789664078948,0.0450004306261303,0.02747917226552,0.0319769119769119,0.0238663484486873,0.0166177908113391,0.011108352984982,0.0053475935828877,0.0046540490226497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0312288501251835,0.5074056090000001,4.489942528735632e-05,0.0003786649822122,0.0001779818103273,6.749401577278781e-05,1,1,1,0,0,0
9606.ENSP00000336724,0.0,0.0,0.0,0.0,0.0126582278481012,0.0186915887850467,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.013231006316155,0.0165360434071139,0.0229776941682343,0.0206637806637806,0.0151153540175019,0.032258064516129,0.0233958048901576,0.0213903743315508,0.0114799875892026,0.0040724810103413,0.0040385212799005,0.0067904028972385,0.002265518803806,0.0043478260869565,0.005813953488372,0.017406962785114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0146481370756418,0.537027552,3.250130005200208e-05,0.0001463515804074,8.000671521184287e-05,3.588078333008148e-05,1,1,1,0,0,0
9606.ENSP00000411831,0.0,0.0,0.0,0.0,0.0562025316455696,0.0373831775700934,0.0,0.0072202166064981,0.0,0.0526315789473684,0.0101522842639593,0.05,0.0,0.0732308616161543,0.0656274222719834,0.0710830421929588,0.04,0.0501193317422434,0.0351906158357771,0.0237060940796822,0.0183346065699006,0.0238907849829351,0.0096397303315945,0.0099409754582168,0.0108646446355817,0.0169913910285455,0.0144927536231884,0.0581395348837209,0.0330132052821128,0.0350877192982456,0.0296296296296296,0.0857843569701995,0.0950744558991981,0.0378750614854894,0.0362257792754844,0.0352697095435684,0.0141509433962264,0.0093963301125786,0.0333778371161548,0.0,1.0,0.0802468648884864,0.48659292,2.0910003345600535e-05,0.0004139932871676,0.0002112409838631,8.522981743055649e-05,1,1,1,0,0,1
9606.ENSP00000432218,0.0,0.1666666666666666,0.0,0.0,0.0086075949367088,0.0093457943925233,0.0,0.0108303249097472,0.0714285714285714,0.0,0.0,0.0,0.0,0.0067954737839773,0.007794332960124,0.0067186240257995,0.0088311688311688,0.0107398568019093,0.010752688172043,0.004219932977535,0.0038197097020626,0.0018616196090598,0.0177846923522772,0.0223671947809878,0.0316885468537799,0.0629814227458088,0.0666666666666666,0.0959302325581395,0.0480192076830732,0.0467836257309941,0.0425925925925925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0096360604478212,0.6367135949999999,0.000780031201248,0.000201277374385,0.0002355146484794,0.0002108171249165,1,1,0,0,0,0
9606.ENSP00000376703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000370519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000288139,0.0,0.0,0.0,0.0,0.0825316455696202,0.02803738317757,0.0259740259740259,0.0144404332129963,0.0357142857142857,0.0,0.0203045685279187,0.0,0.0,0.0510971877554859,0.0459047454999569,0.054891158290782,0.0247041847041847,0.0421638822593476,0.0469208211143695,0.0188655827230979,0.0160427807486631,0.0124107973937325,0.0158781001189713,0.0189499844672258,0.0298777727478497,0.0464431354780244,0.0536231884057971,0.0697674418604651,0.0240096038415366,0.0116959064327485,0.0111111111111111,0.0338408878381001,0.0148911798396334,0.0113133300541072,0.0227464195450716,0.0414937759336099,0.0613207547169811,0.00868717312295,0.0133511348464619,0.0059171597633136,1.0,0.0551391533581859,0.6499145279999999,1.2484550368918463e-05,0.000441529167771,0.000259339312553,0.0001206415937193,1,1,1,0,0,0
9606.ENSP00000225737,0.0,0.0,0.0,0.0,0.010632911392405,0.0093457943925233,0.0259740259740259,0.0,0.0,0.0,0.0,0.05,0.0,0.0108434563042172,0.0125742830074928,0.0179387261488847,0.0104473304473304,0.0095465393794749,0.0058651026392961,0.0034752389226759,0.0168067226890756,0.0043437790878063,0.0083585003508129,0.0127368748058403,0.0167496604798551,0.0131400090620752,0.0159420289855072,0.0116279069767441,0.0036014405762304,0.0,0.0,0.0052755085837288,0.0114547537227949,0.0054107230693556,0.0044931199101376,0.0041493775933609,0.0,0.0022161155925893,0.0053404539385847,0.0023668639053254,1.0,0.0125861968324685,0.8346176999999999,2.1438065428975687e-05,9.419034211341474e-05,4.998478032983199e-05,2.0885515600486803e-05,1,1,1,0,0,0
9606.ENSP00000288071,0.0,0.3333333333333333,0.0,0.0,0.0339240506329113,0.0654205607476635,0.0649350649350649,0.0180505415162454,0.0714285714285714,0.0526315789473684,0.0,0.0,0.0,0.0397201501986007,0.044483679269658,0.0454850846546627,0.0595093795093795,0.0544948289578361,0.0342130987292277,0.0292912994911257,0.0336134453781512,0.0552280484021098,0.0184100546048015,0.0183286735010872,0.0144861928474422,0.0167648391481649,0.0130434782608695,0.0,0.0462184873949579,0.0175438596491228,0.0074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0427864432556253,0.93541542,0.0060240963855421,0.0020426214392913,0.0027257394213062,0.002601174303753,1,1,0,0,0,0
9606.ENSP00000418379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000263121,0.0,0.1666666666666666,0.0,0.0,0.2081012658227848,0.1869158878504672,0.1298701298701298,0.0469314079422382,0.0714285714285714,0.0,0.0355329949238578,0.25,0.008695652173913,0.2325057699125288,0.2441219533201274,0.2386455253963988,0.2139105339105339,0.2513922036595067,0.2238514173998045,0.1449671093459103,0.1764705882352941,0.0918399007136208,0.0477105640462463,0.036036036036036,0.0307831598008148,0.0693248753964658,0.0536231884057971,0.0145348837209302,0.0240096038415366,0.0116959064327485,0.0055555555555555,0.0407749175150413,0.0435280641466208,0.028529267092966,0.0609379387812412,0.0643153526970954,0.0377358490566037,0.0446768903466004,0.0587449933244325,0.0124260355029585,1.0,0.2408683813216926,0.961074963,0.0007949125596184,0.001530319429296,0.0009780059986421,0.0005369356732489,1,1,0,0,0,1
9606.ENSP00000284503,0.0,0.0,0.0,0.0,0.0025316455696202,0.0093457943925233,0.0,0.0469314079422382,0.0357142857142857,0.0,0.0050761421319796,0.05,0.0,0.0031490337657451,0.0039186977865816,0.0036952432141897,0.006002886002886,0.0103420843277645,0.0097751710654936,0.0022961400024823,0.0068754774637127,0.0015513496742165,0.0522101217168481,0.0531220876048462,0.0366681756450882,0.0577707294970548,0.0550724637681159,0.066860465116279,0.1392557022809123,0.0935672514619883,0.0296296296296296,0.0046579741341284,0.0114547537227949,0.0059026069847515,0.0174108396517832,0.0165975103734439,0.0047169811320754,0.0030139172059214,0.0053404539385847,0.0005917159763313,1.0,0.010682017893287,0.683921568,1.941596769182976e-05,7.816917417826219e-05,4.3578804562972264e-05,1.879522883161565e-05,1,1,1,0,0,0
9606.ENSP00000356433,0.0,0.0,0.0,0.0,0.000506329113924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289400001447,0.0003875635173542,0.0002015587207739,0.0015007215007215,0.0019888623707239,0.0009775171065493,0.0034752389226759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0004117570034186,0.143750376,1.2821170316426482e-05,1.953988773232067e-05,9.225735117203925e-06,3.3697286273834695e-06,1,1,1,0,0,0
9606.ENSP00000368496,0.0,0.0,0.0,0.0,0.0020253164556962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036446312682231,0.0055120144690379,0.0049045955388336,0.0023665223665223,0.0043754972155926,0.0019550342130987,0.0001861735137147,0.0007639419404125,0.0,0.0,0.0,0.0004526935264825,0.0002265518803806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0035969577310138,0.118355904,2.238714082630937e-06,1.641683339800252e-05,6.6093948206013655e-06,2.0466003508840456e-06,1,1,1,0,0,0
9606.ENSP00000374529,0.0,0.0,0.0,0.0,0.0359493670886075,0.0186915887850467,0.0259740259740259,0.0180505415162454,0.0,0.0,0.1979695431472081,0.25,0.0,0.0417260539586302,0.0441391783653432,0.0497178177909164,0.0486002886002886,0.035799522673031,0.0381231671554252,0.1238053866203301,0.1054239877769289,0.0710518150791188,0.0265855221012171,0.0177073625349487,0.0199185151652331,0.0160851835070231,0.0101449275362318,0.0116279069767441,0.0240096038415366,0.023391812865497,0.0222222222222222,0.2980750569013886,0.2023673157693776,0.1392031480570585,0.1286155574276888,0.1224066390041493,0.160377358490566,0.27320273025441,0.3671562082777036,0.0952662721893491,1.0,0.0821131811147098,0.8649787999999999,4.680771391125258e-05,0.0005808691838446,0.000305424092423,0.0001251599768222,1,1,1,0,0,0
9606.ENSP00000323782,0.0,0.0,0.0,0.0,0.0015189873417721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022790250113951,0.0020670054258892,0.0019484009674818,0.002020202020202,0.0023866348448687,0.0,0.0049646270323941,0.0084033613445378,0.004964318957493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0023474882033984,0.43959721,2.2762606500545166e-06,1.9315774304025625e-05,8.660809773918528e-06,2.859573905205774e-06,1,1,1,0,0,0
9606.ENSP00000322396,0.0,0.0,0.0,0.0,0.1210126582278481,0.0373831775700934,0.0259740259740259,0.0,0.0,0.0,0.0304568527918781,0.0,0.0,0.1968064709840323,0.1502023942812849,0.1183149690943294,0.0733044733044733,0.0823389021479713,0.0664711632453567,0.0446816432915477,0.040488922841864,0.0269934843313682,0.0016625484274427,0.0012426219322771,0.0,0.0040779338468509,0.0,0.0,0.0,0.0,0.0,0.0375813822185366,0.0164184803360061,0.0157402852926709,0.0061780398764392,0.0,0.0094339622641509,0.0111692225866501,0.0066755674232309,0.0088757396449704,1.0,0.1880814490060249,0.887646465,2.9491565412292083e-05,0.0007750800147766,0.000405959225358,0.0001687807362688,1,1,1,0,0,0
9606.ENSP00000259206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000357905,0.0,0.0,0.0,0.0,0.0030379746835443,0.0093457943925233,0.0,0.0216606498194945,0.0714285714285714,0.0526315789473684,0.0,0.0,0.0,0.0040606437703032,0.0048230126604082,0.0045686643375436,0.0104473304473304,0.011137629276054,0.0205278592375366,0.0019858508129576,0.0007639419404125,0.0003102699348433,0.01481040846832,0.0189499844672258,0.0208239022181982,0.0589034888989578,0.0753623188405797,0.0581395348837209,0.063625450180072,0.0467836257309941,0.037037037037037,0.0,0.0,0.0,0.0005616399887672,0.0020746887966804,0.0,0.0,0.0013351134846461,0.0011834319526627,1.0,0.0067127434848525,0.6077160000000001,3.545596369309318e-05,7.239640217675177e-05,4.07588719894492e-05,1.7579818046921736e-05,1,1,1,0,0,0
