protein,RW_target_10,RW_target_20,RW_target_30
9606.ENSP00000240316,3.917207141057588e-05,3.9151065720943734e-05,3.915904017048888e-05
9606.ENSP00000343103,3.225966065656394e-05,3.2132811611518264e-05,3.213090167264454e-05
9606.ENSP00000244711,1.0566913260845467e-05,1.05465132946847e-05,1.0543310054345056e-05
9606.ENSP00000379865,6.602299254154786e-05,6.578303873538971e-05,6.577010208275169e-05
9606.ENSP00000273398,0.0001729733485262,0.0001717380073387,0.0001717067498248
9606.ENSP00000380074,2.8262969863135368e-05,2.762573967629578e-05,2.7613332349574193e-05
9606.ENSP00000296564,3.6003748391522095e-05,3.4666572901187465e-05,3.464229666860774e-05
9606.ENSP00000405289,2.633261374285212e-06,2.5156684841931565e-06,2.5106126031460008e-06
9606.ENSP00000481850,1.4558429938915651e-05,1.4070626093598548e-05,1.4057867701922078e-05
9606.ENSP00000330746,0.0,0.0,0.0
9606.ENSP00000355991,1.8527687643654644e-05,1.8573226043372415e-05,1.8575497961137444e-05
9606.ENSP00000298699,5.212724545344827e-07,5.023499056733272e-07,5.02058810525341e-07
9606.ENSP00000369027,6.179016054375097e-05,6.176946044433862e-05,6.175234739203006e-05
9606.ENSP00000349727,3.20042745443061e-05,3.164775262121111e-05,3.1629533623345196e-05
9606.ENSP00000260361,3.731522883754224e-05,3.764141001738608e-05,3.76524003513623e-05
9606.ENSP00000472929,0.000117687472084,0.000116559836897,0.0001164796267403
9606.ENSP00000363972,1.2891799997305498e-05,1.2561318726511672e-05,1.2552061889437027e-05
9606.ENSP00000264381,2.466439218551386e-05,2.4598912204965014e-05,2.460056202835403e-05
9606.ENSP00000377385,8.413864998146892e-05,8.919506217353046e-05,8.935783262131736e-05
9606.ENSP00000378897,3.739541170943994e-06,3.518245421219035e-06,3.514478976285318e-06
9606.ENSP00000428540,5.223887910688063e-06,5.024716301704757e-06,5.020678145228885e-06
9606.ENSP00000376568,4.6893979742890224e-05,4.6203720557969064e-05,4.618865204975009e-05
9606.ENSP00000226230,5.6522071645304095e-06,5.5247219279408455e-06,5.522570518223802e-06
9606.ENSP00000345988,4.881216955254786e-05,4.921816798741929e-05,4.920228093396872e-05
9606.ENSP00000451575,5.651817991747521e-05,5.624365439871326e-05,5.62303866900038e-05
9606.ENSP00000471242,2.4043631128733978e-05,2.360575126658659e-05,2.359689278819133e-05
9606.ENSP00000310515,9.85863380265073e-07,1.00336774266907e-06,1.0040607776318211e-06
9606.ENSP00000432688,4.534572326519992e-06,4.521399205259513e-06,4.518553396337666e-06
9606.ENSP00000328364,1.6140913430717774e-05,1.5088502550497653e-05,1.5062448255775962e-05
9606.ENSP00000317985,0.0001452491706004,0.0001456290774513,0.0001455940364394
9606.ENSP00000325017,5.227592555456795e-05,5.1727383834077045e-05,5.17114567628596e-05
9606.ENSP00000381007,2.069909351121169e-05,2.108486478391569e-05,2.108640364895109e-05
9606.ENSP00000335384,9.134792890108656e-06,9.041134944709484e-06,9.036959454533644e-06
9606.ENSP00000385995,2.342238985875156e-05,2.3099517420632765e-05,2.3094289645086977e-05
9606.ENSP00000274181,1.967635171240545e-06,2.00738418243418e-06,2.008152705457178e-06
9606.ENSP00000269216,0.0001056606051861,0.0001010222840704,0.0001009177867672
9606.ENSP00000453076,5.041697477281559e-06,5.022904133511474e-06,5.020661319576902e-06
9606.ENSP00000313581,9.460521141591016e-06,9.047574167198036e-06,9.03720410860842e-06
9606.ENSP00000301286,2.0367926936160075e-06,2.0089541976631153e-06,2.008175215451047e-06
9606.ENSP00000366819,9.990607941290364e-05,9.94090805761516e-05,9.940701420418918e-05
9606.ENSP00000399485,1.5382537412733654e-06,1.5071522057041875e-06,1.506201328993484e-06
9606.ENSP00000341071,9.5054303528741e-05,9.64256323641166e-05,9.639719064580277e-05
9606.ENSP00000277458,5.885046994080767e-05,5.8259400248061866e-05,5.823737592436373e-05
9606.ENSP00000235349,3.9102513937905314e-07,4.89104536427476e-07,5.003914793633157e-07
9606.ENSP00000360882,5.493778007803485e-05,5.425820199889131e-05,5.42232119187247e-05
9606.ENSP00000286398,0.0001360315072815,0.0001326248893747,0.0001325456250924
9606.ENSP00000349595,7.57548987166956e-05,7.5813994044438e-05,7.580941019114107e-05
9606.ENSP00000380150,6.490915984613821e-05,6.47808556095697e-05,6.476476119132712e-05
