protein,RNA line ab,binary_RNA line ab,RNA line ab_y,binary_RNA line ab_y,cell_ab_diff,cell_ab_diff_abs,label
9606.ENSP00000351155,3.0,1.0,298.6,1.0,-295.6,295.6,0
9606.ENSP00000265709,9.0,1.0,298.6,1.0,-289.6,289.6,0
9606.ENSP00000356070,32.9,1.0,298.6,1.0,-265.70000000000005,265.70000000000005,0
9606.ENSP00000417063,0.3,1.0,298.6,1.0,-298.3,298.3,0
9606.ENSP00000281047,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000241261,0.5,1.0,298.6,1.0,-298.1,298.1,0
9606.ENSP00000384364,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000366682,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000262207,1.5,1.0,298.6,1.0,-297.1,297.1,0
9606.ENSP00000430985,1.7,1.0,298.6,1.0,-296.90000000000003,296.90000000000003,0
9606.ENSP00000361173,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000302620,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000390637,0.3,1.0,298.6,1.0,-298.3,298.3,0
9606.ENSP00000419485,0.6,1.0,298.6,1.0,-298.0,298.0,0
9606.ENSP00000356130,6.5,1.0,298.6,1.0,-292.1,292.1,0
9606.ENSP00000377298,54.4,1.0,298.6,1.0,-244.2,244.2,0
9606.ENSP00000240488,18.8,1.0,298.6,1.0,-279.8,279.8,0
9606.ENSP00000335357,106.9,1.0,298.6,1.0,-191.7,191.7,0
9606.ENSP00000361087,6.8,1.0,298.6,1.0,-291.8,291.8,0
9606.ENSP00000329926,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000351310,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000222481,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000351740,30.8,1.0,298.6,1.0,-267.8,267.8,0
9606.ENSP00000304147,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000426387,72.3,1.0,298.6,1.0,-226.3,226.3,0
9606.ENSP00000381588,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000287218,34.3,1.0,298.6,1.0,-264.3,264.3,0
9606.ENSP00000322180,19.1,1.0,298.6,1.0,-279.5,279.5,0
9606.ENSP00000381476,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000296387,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000250454,45.9,1.0,298.6,1.0,-252.7,252.7,0
9606.ENSP00000349437,13.4,1.0,298.6,1.0,-285.20000000000005,285.20000000000005,0
9606.ENSP00000338034,3.1,1.0,298.6,1.0,-295.5,295.5,0
9606.ENSP00000380759,61.0,1.0,298.6,1.0,-237.6,237.6,0
9606.ENSP00000280605,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000233379,27.7,1.0,298.6,1.0,-270.90000000000003,270.90000000000003,0
9606.ENSP00000344749,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000357036,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000357907,5.8,1.0,298.6,1.0,-292.8,292.8,0
9606.ENSP00000361446,15.2,1.0,298.6,1.0,-283.40000000000003,283.40000000000003,1
9606.ENSP00000221855,319.7,1.0,298.6,1.0,21.09999999999997,21.09999999999997,0
9606.ENSP00000475727,31.8,1.0,298.6,1.0,-266.8,266.8,0
9606.ENSP00000428518,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000259727,0.3,1.0,298.6,1.0,-298.3,298.3,0
9606.ENSP00000319531,56.4,1.0,298.6,1.0,-242.2,242.2,0
9606.ENSP00000346931,11.5,1.0,298.6,1.0,-287.1,287.1,0
9606.ENSP00000386069,3.5,1.0,298.6,1.0,-295.1,295.1,0
9606.ENSP00000249499,0.4,1.0,298.6,1.0,-298.20000000000005,298.20000000000005,0
9606.ENSP00000265840,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000440077,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000326603,13.3,1.0,298.6,1.0,-285.3,285.3,0
9606.ENSP00000477213,13.8,1.0,298.6,1.0,-284.8,284.8,0
9606.ENSP00000385579,12.9,1.0,298.6,1.0,-285.70000000000005,285.70000000000005,0
9606.ENSP00000450864,36.8,1.0,298.6,1.0,-261.8,261.8,0
9606.ENSP00000363590,13.3,1.0,298.6,1.0,-285.3,285.3,0
9606.ENSP00000263160,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000466121,18.4,1.0,298.6,1.0,-280.20000000000005,280.20000000000005,0
9606.ENSP00000376142,13.7,1.0,298.6,1.0,-284.90000000000003,284.90000000000003,0
9606.ENSP00000351926,67.4,1.0,298.6,1.0,-231.2,231.2,0
9606.ENSP00000449884,65.7,1.0,298.6,1.0,-232.90000000000003,232.90000000000003,0
9606.ENSP00000455442,2.8,1.0,298.6,1.0,-295.8,295.8,0
9606.ENSP00000378536,0.5,1.0,298.6,1.0,-298.1,298.1,0
9606.ENSP00000393163,0.7,1.0,298.6,1.0,-297.90000000000003,297.90000000000003,0
9606.ENSP00000229307,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000453281,15.6,1.0,298.6,1.0,-283.0,283.0,0
9606.ENSP00000356820,43.4,1.0,298.6,1.0,-255.2,255.2,0
9606.ENSP00000267017,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000264057,8.5,1.0,298.6,1.0,-290.1,290.1,0
9606.ENSP00000361662,1.5,1.0,298.6,1.0,-297.1,297.1,0
9606.ENSP00000394757,2.4,1.0,298.6,1.0,-296.20000000000005,296.20000000000005,0
9606.ENSP00000386604,2.2,1.0,298.6,1.0,-296.40000000000003,296.40000000000003,0
9606.ENSP00000480971,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000370812,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000384551,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000345985,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000477455,2.0,1.0,298.6,1.0,-296.6,296.6,0
9606.ENSP00000477973,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000435233,59.5,1.0,298.6,1.0,-239.1,239.1,0
9606.ENSP00000471932,17.8,1.0,298.6,1.0,-280.8,280.8,0
9606.ENSP00000480703,20.5,1.0,298.6,1.0,-278.1,278.1,0
9606.ENSP00000281081,9.1,1.0,298.6,1.0,-289.5,289.5,0
9606.ENSP00000400184,139.8,1.0,298.6,1.0,-158.8,158.8,0
9606.ENSP00000365601,10.4,1.0,298.6,1.0,-288.20000000000005,288.20000000000005,0
9606.ENSP00000343924,0.2,1.0,298.6,1.0,-298.40000000000003,298.40000000000003,0
9606.ENSP00000353650,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000391826,4.1,1.0,298.6,1.0,-294.5,294.5,0
9606.ENSP00000420682,27.1,1.0,298.6,1.0,-271.5,271.5,0
9606.ENSP00000476176,7.4,1.0,298.6,1.0,-291.20000000000005,291.20000000000005,0
9606.ENSP00000420294,24.1,1.0,298.6,1.0,-274.5,274.5,0
9606.ENSP00000391504,0.6,1.0,298.6,1.0,-298.0,298.0,0
9606.ENSP00000484638,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000382274,2.5,1.0,298.6,1.0,-296.1,296.1,0
9606.ENSP00000318687,135.3,1.0,298.6,1.0,-163.3,163.3,0
9606.ENSP00000363773,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000376337,33.3,1.0,298.6,1.0,-265.3,265.3,0
9606.ENSP00000364749,7.7,1.0,298.6,1.0,-290.90000000000003,290.90000000000003,0
9606.ENSP00000269127,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000409171,78.9,1.0,298.6,1.0,-219.7,219.7,0
9606.ENSP00000344223,55.5,1.0,298.6,1.0,-243.1,243.1,1
9606.ENSP00000354774,12.0,1.0,298.6,1.0,-286.6,286.6,0
9606.ENSP00000326817,9.9,1.0,298.6,1.0,-288.70000000000005,288.70000000000005,0
9606.ENSP00000286063,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000396935,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000366506,1.7,1.0,298.6,1.0,-296.90000000000003,296.90000000000003,0
9606.ENSP00000384259,13.4,1.0,298.6,1.0,-285.20000000000005,285.20000000000005,0
9606.ENSP00000310015,19.1,1.0,298.6,1.0,-279.5,279.5,0
9606.ENSP00000304676,0.6,1.0,298.6,1.0,-298.0,298.0,0
9606.ENSP00000269159,38.1,1.0,298.6,1.0,-260.5,260.5,0
9606.ENSP00000434466,19.8,1.0,298.6,1.0,-278.8,278.8,1
9606.ENSP00000363384,50.6,1.0,298.6,1.0,-248.00000000000003,248.00000000000003,0
9606.ENSP00000362730,123.9,1.0,298.6,1.0,-174.70000000000002,174.70000000000002,0
9606.ENSP00000276816,4.0,1.0,298.6,1.0,-294.6,294.6,0
9606.ENSP00000333283,15.5,1.0,298.6,1.0,-283.1,283.1,0
9606.ENSP00000324763,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000347755,9.1,1.0,298.6,1.0,-289.5,289.5,0
9606.ENSP00000482445,64.3,1.0,298.6,1.0,-234.3,234.3,0
9606.ENSP00000343526,33.3,1.0,298.6,1.0,-265.3,265.3,0
9606.ENSP00000364929,8.4,1.0,298.6,1.0,-290.20000000000005,290.20000000000005,0
9606.ENSP00000381473,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000347043,0.9,1.0,298.6,1.0,-297.70000000000005,297.70000000000005,0
9606.ENSP00000353670,0.9,1.0,298.6,1.0,-297.70000000000005,297.70000000000005,0
9606.ENSP00000379144,12.7,1.0,298.6,1.0,-285.90000000000003,285.90000000000003,0
9606.ENSP00000363973,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000383820,16.4,1.0,298.6,1.0,-282.20000000000005,282.20000000000005,0
9606.ENSP00000325240,363.5,1.0,298.6,1.0,64.89999999999998,64.89999999999998,0
9606.ENSP00000365441,0.4,1.0,298.6,1.0,-298.20000000000005,298.20000000000005,0
9606.ENSP00000339328,36.4,1.0,298.6,1.0,-262.20000000000005,262.20000000000005,0
9606.ENSP00000252655,2.7,1.0,298.6,1.0,-295.90000000000003,295.90000000000003,0
9606.ENSP00000369564,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000306070,10.0,1.0,298.6,1.0,-288.6,288.6,0
9606.ENSP00000378920,7.7,1.0,298.6,1.0,-290.90000000000003,290.90000000000003,0
9606.ENSP00000354522,76.8,1.0,298.6,1.0,-221.8,221.8,0
9606.ENSP00000257572,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000360991,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000261707,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000346127,1.5,1.0,298.6,1.0,-297.1,297.1,0
9606.ENSP00000265094,38.2,1.0,298.6,1.0,-260.40000000000003,260.40000000000003,0
9606.ENSP00000307858,10.3,1.0,298.6,1.0,-288.3,288.3,0
9606.ENSP00000239367,32.4,1.0,298.6,1.0,-266.20000000000005,266.20000000000005,0
9606.ENSP00000345055,1.6,1.0,298.6,1.0,-297.0,297.0,0
9606.ENSP00000341171,94.4,1.0,298.6,1.0,-204.2,204.2,0
9606.ENSP00000236192,3.8,1.0,298.6,1.0,-294.8,294.8,0
9606.ENSP00000276211,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000329033,0.6,1.0,298.6,1.0,-298.0,298.0,0
9606.ENSP00000357226,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000349560,25.6,1.0,298.6,1.0,-273.0,273.0,0
9606.ENSP00000315070,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000156626,1.3,1.0,298.6,1.0,-297.3,297.3,0
9606.ENSP00000478298,16.3,1.0,298.6,1.0,-282.3,282.3,0
9606.ENSP00000424183,9.3,1.0,298.6,1.0,-289.3,289.3,0
9606.ENSP00000449079,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000467494,0.6,1.0,298.6,1.0,-298.0,298.0,0
9606.ENSP00000356549,24.3,1.0,298.6,1.0,-274.3,274.3,0
9606.ENSP00000364839,28.7,1.0,298.6,1.0,-269.90000000000003,269.90000000000003,0
9606.ENSP00000295992,18.2,1.0,298.6,1.0,-280.40000000000003,280.40000000000003,0
9606.ENSP00000307479,11.3,1.0,298.6,1.0,-287.3,287.3,0
9606.ENSP00000249923,151.1,1.0,298.6,1.0,-147.50000000000003,147.50000000000003,0
9606.ENSP00000405577,6.2,1.0,298.6,1.0,-292.40000000000003,292.40000000000003,0
9606.ENSP00000384103,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000311095,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000284322,0.4,1.0,298.6,1.0,-298.20000000000005,298.20000000000005,0
9606.ENSP00000296679,34.7,1.0,298.6,1.0,-263.90000000000003,263.90000000000003,0
9606.ENSP00000254521,15.0,1.0,298.6,1.0,-283.6,283.6,0
9606.ENSP00000291592,0.5,1.0,298.6,1.0,-298.1,298.1,0
9606.ENSP00000290349,182.0,1.0,298.6,1.0,-116.60000000000002,116.60000000000002,0
9606.ENSP00000481842,117.4,1.0,298.6,1.0,-181.2,181.2,0
9606.ENSP00000221486,38.9,1.0,298.6,1.0,-259.70000000000005,259.70000000000005,0
9606.ENSP00000236147,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000369050,1.3,1.0,298.6,1.0,-297.3,297.3,0
9606.ENSP00000202556,3.0,1.0,298.6,1.0,-295.6,295.6,0
9606.ENSP00000328992,12.5,1.0,298.6,1.0,-286.1,286.1,1
9606.ENSP00000359512,1.7,1.0,298.6,1.0,-296.90000000000003,296.90000000000003,0
9606.ENSP00000339260,0.2,1.0,298.6,1.0,-298.40000000000003,298.40000000000003,0
9606.ENSP00000355837,0.2,1.0,298.6,1.0,-298.40000000000003,298.40000000000003,0
9606.ENSP00000328676,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000274606,460.1,1.0,298.6,1.0,161.5,161.5,0
9606.ENSP00000040663,8.4,1.0,298.6,1.0,-290.20000000000005,290.20000000000005,0
9606.ENSP00000342793,5.4,1.0,298.6,1.0,-293.20000000000005,293.20000000000005,0
9606.ENSP00000367130,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000222247,1872.1,1.0,298.6,1.0,1573.5,1573.5,0
9606.ENSP00000350224,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000220325,9.5,1.0,298.6,1.0,-289.1,289.1,0
9606.ENSP00000370521,0.3,1.0,298.6,1.0,-298.3,298.3,0
9606.ENSP00000309493,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000361580,8.5,1.0,298.6,1.0,-290.1,290.1,0
9606.ENSP00000220849,293.8,1.0,298.6,1.0,-4.800000000000011,4.800000000000011,0
9606.ENSP00000406970,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000368605,75.5,1.0,298.6,1.0,-223.1,223.1,0
9606.ENSP00000359310,1.5,1.0,298.6,1.0,-297.1,297.1,0
9606.ENSP00000351206,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000321309,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000324510,1.2,1.0,298.6,1.0,-297.40000000000003,297.40000000000003,0
9606.ENSP00000301202,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000311343,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000311684,0.8,1.0,298.6,1.0,-297.8,297.8,0
9606.ENSP00000432119,72.9,1.0,298.6,1.0,-225.7,225.7,0
9606.ENSP00000233630,16.4,1.0,298.6,1.0,-282.20000000000005,282.20000000000005,0
9606.ENSP00000278937,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000234195,5.8,1.0,298.6,1.0,-292.8,292.8,0
9606.ENSP00000256010,27.6,1.0,298.6,1.0,-271.0,271.0,0
9606.ENSP00000387739,11.3,1.0,298.6,1.0,-287.3,287.3,0
9606.ENSP00000361900,44.0,1.0,298.6,1.0,-254.6,254.6,0
9606.ENSP00000347872,160.9,1.0,298.6,1.0,-137.70000000000002,137.70000000000002,0
9606.ENSP00000363929,13.2,1.0,298.6,1.0,-285.40000000000003,285.40000000000003,0
9606.ENSP00000320147,31.6,1.0,298.6,1.0,-267.0,267.0,0
9606.ENSP00000254051,51.1,1.0,298.6,1.0,-247.50000000000003,247.50000000000003,0
9606.ENSP00000420418,7.6,1.0,298.6,1.0,-291.0,291.0,0
9606.ENSP00000388850,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000445688,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000307126,0.6,1.0,298.6,1.0,-298.0,298.0,0
9606.ENSP00000481570,3.7,1.0,298.6,1.0,-294.90000000000003,294.90000000000003,0
9606.ENSP00000287652,28.7,1.0,298.6,1.0,-269.90000000000003,269.90000000000003,0
9606.ENSP00000312811,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000350954,6.8,1.0,298.6,1.0,-291.8,291.8,0
9606.ENSP00000260323,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000322524,161.2,1.0,298.6,1.0,-137.40000000000003,137.40000000000003,0
9606.ENSP00000327716,38.9,1.0,298.6,1.0,-259.70000000000005,259.70000000000005,0
9606.ENSP00000265404,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000368459,7.4,1.0,298.6,1.0,-291.20000000000005,291.20000000000005,0
9606.ENSP00000309233,9.3,1.0,298.6,1.0,-289.3,289.3,0
9606.ENSP00000378050,20.5,1.0,298.6,1.0,-278.1,278.1,0
9606.ENSP00000359594,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000396379,21.5,1.0,298.6,1.0,-277.1,277.1,0
9606.ENSP00000375855,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000348982,7.5,1.0,298.6,1.0,-291.1,291.1,0
9606.ENSP00000355930,0.5,1.0,298.6,1.0,-298.1,298.1,0
9606.ENSP00000468897,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000328515,7.2,1.0,298.6,1.0,-291.40000000000003,291.40000000000003,0
9606.ENSP00000258149,38.7,1.0,298.6,1.0,-259.90000000000003,259.90000000000003,0
9606.ENSP00000309548,9.0,1.0,298.6,1.0,-289.6,289.6,0
9606.ENSP00000360170,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000404296,11.5,1.0,298.6,1.0,-287.1,287.1,0
9606.ENSP00000325018,7.7,1.0,298.6,1.0,-290.90000000000003,290.90000000000003,0
9606.ENSP00000218721,0.4,1.0,298.6,1.0,-298.20000000000005,298.20000000000005,0
9606.ENSP00000337555,6.0,1.0,298.6,1.0,-292.6,292.6,0
9606.ENSP00000297848,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000297591,26.9,1.0,298.6,1.0,-271.70000000000005,271.70000000000005,0
9606.ENSP00000477507,15.4,1.0,298.6,1.0,-283.20000000000005,283.20000000000005,0
9606.ENSP00000315387,3.6,1.0,298.6,1.0,-295.0,295.0,0
9606.ENSP00000251412,14.9,1.0,298.6,1.0,-283.70000000000005,283.70000000000005,0
9606.ENSP00000396843,54.3,1.0,298.6,1.0,-244.3,244.3,0
9606.ENSP00000262419,3.1,1.0,298.6,1.0,-295.5,295.5,0
9606.ENSP00000316845,0.55,1.0,298.6,1.0,-298.05,298.05,0
9606.ENSP00000243052,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000429084,37.5,1.0,298.6,1.0,-261.1,261.1,0
9606.ENSP00000303096,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000215071,541.7,1.0,298.6,1.0,243.1,243.1,0
9606.ENSP00000480301,9.8,1.0,298.6,1.0,-288.8,288.8,0
9606.ENSP00000347198,10.3,1.0,298.6,1.0,-288.3,288.3,0
9606.ENSP00000482374,0.6,1.0,298.6,1.0,-298.0,298.0,0
9606.ENSP00000346762,130.1,1.0,298.6,1.0,-168.50000000000003,168.50000000000003,0
9606.ENSP00000306772,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000330842,4.0,1.0,298.6,1.0,-294.6,294.6,0
9606.ENSP00000271277,7.2,1.0,298.6,1.0,-291.40000000000003,291.40000000000003,0
9606.ENSP00000355470,11.3,1.0,298.6,1.0,-287.3,287.3,0
9606.ENSP00000222250,18.4,1.0,298.6,1.0,-280.20000000000005,280.20000000000005,0
9606.ENSP00000261304,19.6,1.0,298.6,1.0,-279.0,279.0,0
9606.ENSP00000356016,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000295225,0.2,1.0,298.6,1.0,-298.40000000000003,298.40000000000003,0
9606.ENSP00000341346,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000381057,1.2,1.0,298.6,1.0,-297.40000000000003,297.40000000000003,0
9606.ENSP00000357097,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000361834,0.2,1.0,298.6,1.0,-298.40000000000003,298.40000000000003,0
9606.ENSP00000377784,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000379282,12.9,1.0,298.6,1.0,-285.70000000000005,285.70000000000005,0
9606.ENSP00000377148,55.4,1.0,298.6,1.0,-243.2,243.2,0
9606.ENSP00000281938,12.9,1.0,298.6,1.0,-285.70000000000005,285.70000000000005,0
9606.ENSP00000345968,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000445929,1.5,1.0,298.6,1.0,-297.1,297.1,0
9606.ENSP00000466248,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000260386,1.3,1.0,298.6,1.0,-297.3,297.3,0
9606.ENSP00000248306,3.5,1.0,298.6,1.0,-295.1,295.1,0
9606.ENSP00000282541,15.7,1.0,298.6,1.0,-282.90000000000003,282.90000000000003,0
9606.ENSP00000419945,0.5,1.0,298.6,1.0,-298.1,298.1,0
9606.ENSP00000262932,13.4,1.0,298.6,1.0,-285.20000000000005,285.20000000000005,0
9606.ENSP00000359552,26.3,1.0,298.6,1.0,-272.3,272.3,0
9606.ENSP00000262418,0.2,1.0,298.6,1.0,-298.40000000000003,298.40000000000003,0
9606.ENSP00000394734,21.6,1.0,298.6,1.0,-277.0,277.0,0
9606.ENSP00000355155,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000260363,90.6,1.0,298.6,1.0,-208.00000000000003,208.00000000000003,0
9606.ENSP00000345436,0.2,1.0,298.6,1.0,-298.40000000000003,298.40000000000003,0
9606.ENSP00000262752,2.7,1.0,298.6,1.0,-295.90000000000003,295.90000000000003,0
9606.ENSP00000427567,0.4,1.0,298.6,1.0,-298.20000000000005,298.20000000000005,0
9606.ENSP00000377456,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000270001,3.2,1.0,298.6,1.0,-295.40000000000003,295.40000000000003,0
9606.ENSP00000329153,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000396722,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000357633,196.0,1.0,298.6,1.0,-102.60000000000002,102.60000000000002,0
9606.ENSP00000345395,3.3,1.0,298.6,1.0,-295.3,295.3,0
9606.ENSP00000261921,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000386444,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000330074,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000364742,7.0,1.0,298.6,1.0,-291.6,291.6,0
9606.ENSP00000247226,30.2,1.0,298.6,1.0,-268.40000000000003,268.40000000000003,0
9606.ENSP00000384670,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000355316,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000262031,26.4,1.0,298.6,1.0,-272.20000000000005,272.20000000000005,0
9606.ENSP00000382083,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000317872,25.1,1.0,298.6,1.0,-273.5,273.5,0
9606.ENSP00000230732,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000318258,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000370419,12.4,1.0,298.6,1.0,-286.20000000000005,286.20000000000005,0
9606.ENSP00000357051,19.8,1.0,298.6,1.0,-278.8,278.8,0
9606.ENSP00000483056,22.8,1.0,298.6,1.0,-275.8,275.8,0
9606.ENSP00000250457,7.7,1.0,298.6,1.0,-290.90000000000003,290.90000000000003,0
9606.ENSP00000360065,1.1,1.0,298.6,1.0,-297.5,297.5,0
9606.ENSP00000289902,0.3,1.0,298.6,1.0,-298.3,298.3,0
9606.ENSP00000337889,7.2,1.0,298.6,1.0,-291.40000000000003,291.40000000000003,0
9606.ENSP00000420161,159.7,1.0,298.6,1.0,-138.90000000000003,138.90000000000003,0
9606.ENSP00000364013,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000281437,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000386284,12.7,1.0,298.6,1.0,-285.90000000000003,285.90000000000003,0
9606.ENSP00000426119,121.5,1.0,298.6,1.0,-177.10000000000002,177.10000000000002,0
9606.ENSP00000354688,34.3,1.0,298.6,1.0,-264.3,264.3,0
9606.ENSP00000377284,0.4,1.0,298.6,1.0,-298.20000000000005,298.20000000000005,0
9606.ENSP00000344545,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000356575,1.5,1.0,298.6,1.0,-297.1,297.1,0
9606.ENSP00000445381,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000378350,42.5,1.0,298.6,1.0,-256.1,256.1,1
9606.ENSP00000377747,12.4,1.0,298.6,1.0,-286.20000000000005,286.20000000000005,0
9606.ENSP00000357283,232.5,1.0,298.6,1.0,-66.10000000000002,66.10000000000002,0
9606.ENSP00000363868,5.9,1.0,298.6,1.0,-292.70000000000005,292.70000000000005,0
9606.ENSP00000342019,8.4,1.0,298.6,1.0,-290.20000000000005,290.20000000000005,0
9606.ENSP00000420914,59.4,1.0,298.6,1.0,-239.2,239.2,0
9606.ENSP00000391594,1.1,1.0,298.6,1.0,-297.5,297.5,0
9606.ENSP00000263985,13.8,1.0,298.6,1.0,-284.8,284.8,0
9606.ENSP00000301200,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000301021,44.4,1.0,298.6,1.0,-254.2,254.2,0
9606.ENSP00000427866,46.0,1.0,298.6,1.0,-252.6,252.6,0
9606.ENSP00000265085,15.7,1.0,298.6,1.0,-282.90000000000003,282.90000000000003,0
9606.ENSP00000384610,0.6,1.0,298.6,1.0,-298.0,298.0,0
9606.ENSP00000317817,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000311833,0.1,1.0,298.6,1.0,-298.5,298.5,0
9606.ENSP00000303212,1.2,1.0,298.6,1.0,-297.40000000000003,297.40000000000003,0
9606.ENSP00000359600,9.4,1.0,298.6,1.0,-289.20000000000005,289.20000000000005,0
9606.ENSP00000382871,0.0,0.0,298.6,1.0,-298.6,298.6,0
9606.ENSP00000229135,0.0,0.0,298.6,1.0,-298.6,298.6,0
