protein,RW_target_10,RW_target_20,RW_target_30
9606.ENSP00000383118,0.0006055432604625,0.0005560822901315,0.0005534033407457
9606.ENSP00000355180,3.07860755128786e-05,2.4073207896435633e-05,2.389671681157779e-05
9606.ENSP00000212355,2.315390702278819e-05,1.914413041959051e-05,1.9009525203728117e-05
9606.ENSP00000216336,2.569298885646276e-05,2.0215906261000786e-05,2.0094017600058575e-05
9606.ENSP00000364992,1.2519805068222922e-06,1.0928692972811405e-06,1.0862183899007505e-06
9606.ENSP00000479536,6.630465941270813e-05,5.948980469838716e-05,5.9196325310040265e-05
9606.ENSP00000361662,3.3983428693318274e-06,3.268633690822753e-06,3.2582777294010157e-06
9606.ENSP00000384015,5.974431041977368e-05,6.131541158538312e-05,6.135342118795961e-05
9606.ENSP00000283243,9.31214526644908e-06,7.12484325049445e-06,7.061028099997202e-06
9606.ENSP00000258494,3.245974221499637e-05,3.309944804641418e-05,3.311969339847565e-05
9606.ENSP00000322242,2.6401403374620713e-05,2.7125450287712735e-05,2.7146608772454783e-05
9606.ENSP00000370150,4.549851655610837e-05,4.666493259719573e-05,4.66929777758196e-05
9606.ENSP00000469647,0.0001853870198829,0.0001919000205816,0.0001921896036947
9606.ENSP00000386239,6.908020441187546e-05,7.161703251767904e-05,7.166793511714786e-05
9606.ENSP00000479216,7.202215783763677e-05,6.907403439981863e-05,6.89603402861394e-05
9606.ENSP00000253237,0.0001498337514931,0.0001617771195014,0.0001623140997253
9606.ENSP00000316779,0.0002285283990204,0.0001802516781026,0.0001792230759747
9606.ENSP00000376827,1.4322845345304812e-05,1.202503335662186e-05,1.1948257451876998e-05
9606.ENSP00000368710,1.6829275409691036e-05,1.63195509230718e-05,1.629026337468531e-05
9606.ENSP00000349456,2.8542928703245707e-05,2.5254978027078323e-05,2.4990082238218747e-05
9606.ENSP00000389377,6.535168358823285e-05,6.566208321601152e-05,6.569605466211215e-05
9606.ENSP00000413218,5.239153779257322e-06,4.900210569758201e-06,4.887239811068866e-06
9606.ENSP00000259939,2.576015322119929e-05,2.6058107323478907e-05,2.606187445053365e-05
9606.ENSP00000463188,1.8812479538610205e-05,1.8482889572624117e-05,1.846175291575491e-05
9606.ENSP00000375767,3.5227225453127176e-05,3.580936026992276e-05,3.5833549191011116e-05
9606.ENSP00000450749,3.988615389971528e-06,3.8114353628770914e-06,3.80119786314026e-06
9606.ENSP00000354340,7.07300059730187e-05,7.166631985455751e-05,7.166960858739913e-05
9606.ENSP00000261596,3.7814967072336e-05,3.112735794275068e-05,3.095540887443349e-05
9606.ENSP00000337746,8.745444210944697e-05,8.642025204608217e-05,8.63342938828282e-05
9606.ENSP00000393313,0.0001295792608289,0.0001220716221723,0.0001216439195559
9606.ENSP00000483125,2.658486209838884e-06,2.712802142923465e-06,2.7147034415975213e-06
9606.ENSP00000355500,5.959639747743495e-05,5.92526703258045e-05,5.918606620980427e-05
9606.ENSP00000366506,2.617130121507216e-06,2.1906230358581524e-06,2.1726580143877072e-06
9606.ENSP00000216268,1.4146327885100618e-05,1.4641012057836631e-05,1.4658987311122472e-05
9606.ENSP00000478257,9.790399781195448e-05,0.0001030002531479,0.000103156438854
9606.ENSP00000229179,7.470954005839303e-05,7.754370017210022e-05,7.763911708025262e-05
9606.ENSP00000398655,9.314815542893484e-05,8.088978211162612e-05,8.038082160055637e-05
9606.ENSP00000360124,6.9302404881455e-05,6.74491748213768e-05,6.733152258675545e-05
9606.ENSP00000354927,0.0001440274354536,0.0001398784952471,0.0001395548461005
9606.ENSP00000262483,2.6346811864641495e-05,2.5053008357645012e-05,2.4979724912554957e-05
9606.ENSP00000348074,2.6555460408417275e-06,2.186615802202141e-06,2.172404492739588e-06
9606.ENSP00000318057,4.840107521886239e-06,4.877128048974555e-06,4.885909220320173e-06
9606.ENSP00000307722,6.726332344442199e-07,5.490608145919396e-07,5.432326588561409e-07
9606.ENSP00000221307,6.776313966838643e-05,6.169424159452319e-05,6.136948650237173e-05
9606.ENSP00000319501,4.954953328706324e-05,4.8406054702354595e-05,4.8326499381801113e-05
9606.ENSP00000375095,1.0073547400679672e-06,1.0832131920324173e-06,1.0857883125936496e-06
9606.ENSP00000304169,4.428794272826053e-05,4.44790675828699e-05,4.452027133083902e-05
9606.ENSP00000288228,2.892064458137611e-06,2.7271928502159426e-06,2.715403525144211e-06
9606.ENSP00000262776,6.947559450054541e-05,6.524387572426349e-05,6.515828863484785e-05
9606.ENSP00000323047,0.0001415696169715,0.0001576921640662,0.0001585048012202
9606.ENSP00000484176,1.4318155990622472e-05,1.3599114936369006e-05,1.3574910553870724e-05
9606.ENSP00000265018,1.5640075616829565e-06,1.626674588806054e-06,1.6287755215671496e-06
9606.ENSP00000353114,1.525359220977407e-05,1.5207221622404177e-05,1.5202925169433e-05
9606.ENSP00000340937,3.117099913652055e-05,2.517287248338107e-05,2.498390676919371e-05
9606.ENSP00000305533,1.988917119888356e-06,2.1630091850965982e-06,2.1713808564527426e-06
9606.ENSP00000324527,0.0001444259687559,0.0001420691987732,0.0001417302119079
9606.ENSP00000393222,3.0510541364492383e-06,3.251328962505795e-06,3.2575121622357983e-06
9606.ENSP00000339917,0.0001197294623125,0.000131482607685,0.0001319234725087
9606.ENSP00000220849,0.0001202193161589,0.0001288065686821,0.0001292050001211
9606.ENSP00000238647,3.683546674437821e-05,3.795754673774354e-05,3.8004713132977486e-05
9606.ENSP00000318770,4.827372777072014e-06,4.36561776950839e-06,4.344640274211997e-06
9606.ENSP00000249075,1.7152402506326325e-05,1.367812274111202e-05,1.3578061043517664e-05
9606.ENSP00000386884,0.0001470839779358,0.0001245823659701,0.0001238273544004
9606.ENSP00000263642,7.600052776979282e-05,7.706452015554532e-05,7.709891360718757e-05
9606.ENSP00000362010,6.573848077096045e-05,6.046833368600346e-05,6.027704876032658e-05
9606.ENSP00000326407,2.5908491352311103e-06,2.1870823729841504e-06,2.1724858925153967e-06
9606.ENSP00000406490,3.6084118619328365e-05,3.897984424838796e-05,3.9088743505999446e-05
9606.ENSP00000422354,2.190123086620588e-05,2.2240679754759185e-05,2.22601811401546e-05
9606.ENSP00000216392,7.140298112062737e-05,7.119382644305006e-05,7.113052561180666e-05
9606.ENSP00000359768,3.258652441218146e-06,3.2536181606701575e-06,3.2572854706813814e-06
9606.ENSP00000351884,2.00060253519041e-06,2.164356146749924e-06,2.171449295929051e-06
9606.ENSP00000267889,1.4638561879110055e-05,9.853539268078748e-06,9.77602303464664e-06
9606.ENSP00000321711,0.0001023139193421,0.0001129305310314,0.0001134509584517
9606.ENSP00000417063,1.6007820704544429e-06,1.6299317167067784e-06,1.6289511677314297e-06
9606.ENSP00000354032,3.15968572976999e-05,2.7818774469778873e-05,2.769596721918788e-05
9606.ENSP00000478600,5.600684744422324e-05,4.273912782082334e-05,4.236511449562386e-05
9606.ENSP00000385834,3.9474558434449136e-05,3.490203380351886e-05,3.4755310480250046e-05
9606.ENSP00000359305,1.3932834917795844e-05,1.3063505321042612e-05,1.3032354218012188e-05
9606.ENSP00000354519,4.266081305104308e-05,3.981472764280625e-05,3.96442374039907e-05
9606.ENSP00000326110,3.2391471904702485e-06,3.2571331303188344e-06,3.257733396822005e-06
9606.ENSP00000222388,0.0001478368212701,0.000164739365573,0.0001655597443459
