,protein,RWR_positive_0.6_0.1,RWR_positive_0.6_0.2,RWR_positive_0.6_0.3,RWR_positive_0.6_0.4,RWR_positive_0.6_0.5,RWR_positive_0.6_0.6,RWR_positive_0.6_0.7,RWR_positive_0.6_0.8,RWR_positive_0.6_0.9,RWR_positive_0.6_1.0
0,9606.ENSP00000262306,0.0037450798898313567,0.00671778690109993,0.008923276180507497,0.013321811752463462,0.01822861269787285,0.019972805522478935,0.02109326830150938,0.024327409156089122,0.034547710553518254,0.03841776451369854
1,9606.ENSP00000338512,6.74689475280121e-05,0.00010002428014419722,0.0003364393253781598,0.00038948735622091837,0.0008018950589551597,0.0009007712620198772,0.000981459668106454,0.0010287932603276872,0.0010664074464545525,0.0011354469256939577
2,9606.ENSP00000266987,0.0008629979834612664,0.0012000622574926442,0.0021579109390750736,0.0024651226047457844,0.002795074920919549,0.004789268628764179,0.00508270598714474,0.005404322272535058,0.005625458842714383,0.0058835233259348215
3,9606.ENSP00000344729,6.128124369750185e-06,1.0172479602123249e-05,1.606279505335427e-05,2.5469987578666153e-05,3.0917648679076175e-05,3.470792526403778e-05,3.811366301239113e-05,8.694957048846257e-05,8.926846802959708e-05,9.214067381417212e-05
4,9606.ENSP00000379496,0.0001729339068361124,0.0002951272824835986,0.00046719869339276567,0.0005408939982105319,0.0006267138017619399,0.0007157690807134142,0.005115749664812048,0.005229839239210169,0.005329161073067116,0.005440505807999191
5,9606.ENSP00000395389,0.0001237449145630224,0.00017319405171672497,0.00021397910550843973,0.0002535217461868991,0.00028696151384975373,0.0003166096265490402,0.00035907387067226997,0.00041090380099786055,0.00044903873312394314,0.0006127158130542642
6,9606.ENSP00000376445,0.00015000365263649783,0.0007990911882883009,0.0009459204677501531,0.0011328740055914974,0.0014892372609252213,0.0017969596714475311,0.001954315355839129,0.0034973308564106684,0.003713695292184735,0.003911263777323069
7,9606.ENSP00000354163,1.1482065326047907e-05,5.158788659918946e-05,6.702885236997234e-05,9.418775278009126e-05,0.00011610683600492643,0.00012862444776819552,0.0001585224977776492,0.00017970140172237004,0.00021009891488350346,0.00022224203726107892
8,9606.ENSP00000280800,0.000263022622426982,0.0005648423172807094,0.00188313556909379,0.004368606135247193,0.0046705306152244,0.004875796811398985,0.005636402756310163,0.0060022563376258735,0.0072128612696649155,0.007456572204355813
9,9606.ENSP00000344724,0.0016282108612536575,0.0019239495203824562,0.002323547438402303,0.0025929840837334377,0.0027976926671254127,0.0033575575274752377,0.0035317072989285536,0.004096310538248443,0.004500040032098467,0.004794359778769901
