protein,RW_target_10,RW_target_20,RW_target_30,Target,label
9606.ENSP00000238379,4.088140485691838e-05,3.775571894948371e-05,3.7662117392756045e-05,9606.ENSP00000306397,1
9606.ENSP00000310873,4.682629878516309e-05,3.1202729587676004e-05,3.082198236370459e-05,9606.ENSP00000306397,0
9606.ENSP00000428263,4.87539136884152e-06,4.128281943849288e-06,4.108843768335646e-06,9606.ENSP00000306397,1
9606.ENSP00000288111,5.730774864787236e-05,4.81961433251854e-05,4.7937304771039635e-05,9606.ENSP00000306397,0
9606.ENSP00000216254,0.0003196412581019,0.0002470310428179,0.0002451773325446,9606.ENSP00000306397,0
9606.ENSP00000387262,0.0002225811040261,0.0001771278475644,0.0001760020386427,9606.ENSP00000306397,0
9606.ENSP00000368318,3.546483276295476e-05,3.293808185844682e-05,3.286833452875726e-05,9606.ENSP00000306397,0
9606.ENSP00000273986,9.128409874392672e-05,5.231817704043351e-05,5.13778613822069e-05,9606.ENSP00000306397,0
9606.ENSP00000264093,0.0002318053884664,0.0001084512841771,0.000105521226942,9606.ENSP00000306397,0
9606.ENSP00000315118,5.401052112574689e-05,3.739367093658075e-05,3.698527507367544e-05,9606.ENSP00000306397,0
9606.ENSP00000264193,5.320095078786835e-05,5.071750274510123e-05,5.0670096243266016e-05,9606.ENSP00000306397,0
9606.ENSP00000302037,2.5503501092316583e-05,2.2004756829119287e-05,2.1913478121859953e-05,9606.ENSP00000306397,0
9606.ENSP00000301329,5.532198701985181e-05,5.213816984905861e-05,5.2041636081412435e-05,9606.ENSP00000306397,0
9606.ENSP00000481127,3.358618641868816e-06,3.4209181194455596e-06,3.423495172683033e-06,9606.ENSP00000306397,0
9606.ENSP00000273968,6.668224614259088e-06,6.1855030253354926e-06,6.163244052004302e-06,9606.ENSP00000306397,0
9606.ENSP00000267103,3.899083094438538e-05,3.636610199464485e-05,3.6292254662839696e-05,9606.ENSP00000306397,0
9606.ENSP00000351214,4.600207103067078e-05,3.251420639571734e-05,3.218999336240813e-05,9606.ENSP00000306397,0
9606.ENSP00000263702,3.58514953404665e-05,3.294479756732471e-05,3.286844730610028e-05,9606.ENSP00000306397,0
9606.ENSP00000403987,1.914991116791498e-06,2.0498744106589584e-06,2.0540312561934115e-06,9606.ENSP00000306397,0
9606.ENSP00000406933,1.833246642490849e-05,1.581165452080313e-05,1.5750078091514297e-05,9606.ENSP00000306397,0
9606.ENSP00000317177,1.6943040463957004e-05,1.5781555703142658e-05,1.5749472368042916e-05,9606.ENSP00000306397,0
9606.ENSP00000441065,4.207484016660601e-05,3.51014532498084e-05,3.492525138426572e-05,9606.ENSP00000306397,0
9606.ENSP00000360268,0.0001053756786859,0.0001040953065967,0.0001040772986016,9606.ENSP00000306397,0
9606.ENSP00000288532,4.848790922551416e-05,3.526310683810152e-05,3.49292931787204e-05,9606.ENSP00000306397,1
9606.ENSP00000429168,1.382911614200566e-05,9.02165447769221e-06,8.904341484594624e-06,9606.ENSP00000306397,1
9606.ENSP00000238561,2.332783151359763e-05,1.7274109268328175e-05,1.712190714897588e-05,9606.ENSP00000306397,0
9606.ENSP00000386543,1.5435733075719327e-05,1.3074041817162652e-05,1.3011361261305863e-05,9606.ENSP00000306397,0
9606.ENSP00000317379,5.304843944031745e-05,4.205316872685216e-05,4.177533264737576e-05,9606.ENSP00000306397,0
9606.ENSP00000355741,6.311936886049807e-05,4.763537799590267e-05,4.7255314711946994e-05,9606.ENSP00000306397,0
9606.ENSP00000327070,0.0002386512060184,0.0001815465948311,0.0001801181206246,9606.ENSP00000306397,0
9606.ENSP00000469981,5.8568137319525704e-05,5.55668339075055e-05,5.546548345591873e-05,9606.ENSP00000306397,0
9606.ENSP00000337358,1.7394635506207123e-05,1.4454278243647424e-05,1.4381007531483192e-05,9606.ENSP00000306397,1
9606.ENSP00000370882,0.0001116823914344,6.951879913685843e-05,6.849774945294484e-05,9606.ENSP00000306397,0
9606.ENSP00000354415,3.074000414926559e-05,2.7484506063046865e-05,2.7391315597924404e-05,9606.ENSP00000306397,0
9606.ENSP00000037869,3.4436881833244115e-05,2.488837890268769e-05,2.465578836563509e-05,9606.ENSP00000306397,1
9606.ENSP00000317159,0.0003292802430223,0.0001635803782846,0.0001596389774931,9606.ENSP00000306397,0
9606.ENSP00000326219,0.0001111266101361,8.692635310580954e-05,8.629107469459996e-05,9606.ENSP00000306397,0
9606.ENSP00000364204,0.000112006899144,0.0001089615470846,0.0001088728313334,9606.ENSP00000306397,0
9606.ENSP00000235329,0.000105875187728,0.0001014818408293,0.0001013429573504,9606.ENSP00000306397,0
9606.ENSP00000236980,2.227407276222948e-05,2.0590923668351024e-05,2.0542867787298743e-05,9606.ENSP00000306397,0
9606.ENSP00000379047,1.3732203115068842e-05,1.2357448213151656e-05,1.2325581337790936e-05,9606.ENSP00000306397,1
9606.ENSP00000354223,6.37409757473506e-05,2.8920176191604696e-05,2.8094236768083647e-05,9606.ENSP00000306397,0
9606.ENSP00000396954,2.0099578250665218e-05,1.9180564777343537e-05,1.9171871826983988e-05,9606.ENSP00000306397,0
9606.ENSP00000258955,2.681930936887511e-06,2.736686383286724e-06,2.738795956247486e-06,9606.ENSP00000306397,1
9606.ENSP00000262507,0.0002436633803881,0.0001582623226568,0.0001561698445584,9606.ENSP00000306397,0
9606.ENSP00000436773,1.1057157280447427e-05,1.1618952157732563e-05,1.1639560398180038e-05,9606.ENSP00000306397,0
9606.ENSP00000305138,1.5363280908786692e-05,1.5739509763079695e-05,1.574831549078226e-05,9606.ENSP00000306397,0
9606.ENSP00000265070,0.000117568335554,0.000113151523692,0.0001129842348746,9606.ENSP00000306397,0
9606.ENSP00000285083,2.158022834919393e-05,1.856690141721629e-05,1.848951978900004e-05,9606.ENSP00000306397,0
9606.ENSP00000312770,3.3102844554377953e-06,3.4205456813651836e-06,3.4235019938932965e-06,9606.ENSP00000306397,0
9606.ENSP00000361993,4.785365308634937e-05,3.790551272686571e-05,3.7665558920707554e-05,9606.ENSP00000306397,0
9606.ENSP00000446252,0.0001784117193892,0.000162749478477,0.0001622916024643,9606.ENSP00000306397,0
9606.ENSP00000417190,2.2697820895700715e-05,2.0591965949279256e-05,2.0542704078252427e-05,9606.ENSP00000306397,0
9606.ENSP00000072869,1.7158592527266592e-05,1.4450514754571486e-05,1.4380958418769296e-05,9606.ENSP00000306397,1
9606.ENSP00000342254,0.0,0.0,0.0,9606.ENSP00000306397,0
9606.ENSP00000306887,1.6292655345750973e-05,1.3091183973301668e-05,1.3011685950914398e-05,9606.ENSP00000306397,0
9606.ENSP00000402661,2.7226606107433327e-05,2.1384023057180457e-05,2.1230305719655007e-05,9606.ENSP00000306397,0
9606.ENSP00000478212,7.292363443411887e-05,7.259788253577426e-05,7.258098048623651e-05,9606.ENSP00000306397,0
9606.ENSP00000261434,1.64256871357793e-05,1.3763153219770174e-05,1.3696145288122352e-05,9606.ENSP00000306397,0
9606.ENSP00000006658,4.526827615336515e-05,3.650875078164973e-05,3.6295656173024327e-05,9606.ENSP00000306397,0
9606.ENSP00000369383,3.8390578993130475e-05,2.5656661819084547e-05,2.5342691515106708e-05,9606.ENSP00000306397,0
9606.ENSP00000269980,6.531822873512283e-05,5.302741556079127e-05,5.27309239259921e-05,9606.ENSP00000306397,0
9606.ENSP00000313877,4.039825580548495e-05,3.640114300651476e-05,3.629304774221964e-05,9606.ENSP00000306397,0
9606.ENSP00000338034,2.3437618438038044e-05,1.660485941101797e-05,1.643744508328382e-05,9606.ENSP00000306397,0
9606.ENSP00000402038,2.1027417460572902e-05,1.9894017896149307e-05,1.985796188819222e-05,9606.ENSP00000306397,0
9606.ENSP00000263035,4.382755287224427e-05,3.180286512360908e-05,3.150486736558378e-05,9606.ENSP00000306397,0
9606.ENSP00000363899,6.963154191907961e-06,6.183599907672033e-06,6.163004854897736e-06,9606.ENSP00000306397,1
9606.ENSP00000371362,1.60156541824108e-05,1.375495321553899e-05,1.3695912457478698e-05,9606.ENSP00000306397,0
9606.ENSP00000323678,2.1927222405793145e-05,1.85813223652076e-05,1.8489869034965523e-05,9606.ENSP00000306397,0
9606.ENSP00000445446,1.6332517134287627e-06,1.376580598844157e-06,1.3696266023544013e-06,9606.ENSP00000306397,0
9606.ENSP00000215882,5.464621062856168e-05,4.676143362303264e-05,4.656588862417266e-05,9606.ENSP00000306397,0
9606.ENSP00000363873,3.2732892577769235e-05,2.5516805180814117e-05,2.5339155399706215e-05,9606.ENSP00000306397,1
9606.ENSP00000224807,5.512268398888409e-05,4.677911420003511e-05,4.6566568926209584e-05,9606.ENSP00000306397,0
9606.ENSP00000346954,1.172738484456204e-05,1.0309570825484116e-05,1.027187317959033e-05,9606.ENSP00000306397,1
9606.ENSP00000379999,7.233965152408928e-05,5.119405250297859e-05,5.068229074822739e-05,9606.ENSP00000306397,1
9606.ENSP00000274813,4.677817923948169e-05,4.3228526919847354e-05,4.3139385525137186e-05,9606.ENSP00000306397,0
9606.ENSP00000358840,0.0001265886676264,7.455928425770253e-05,7.329682557610795e-05,9606.ENSP00000306397,0
9606.ENSP00000273158,4.140671080676839e-06,3.4421229884173954e-06,3.424082478886703e-06,9606.ENSP00000306397,0
9606.ENSP00000358510,1.4319002730189824e-05,1.0373010809416884e-05,1.0273353836964816e-05,9606.ENSP00000306397,0
9606.ENSP00000430025,7.583889782836195e-06,6.200251846166793e-06,6.163432317407569e-06,9606.ENSP00000306397,0
9606.ENSP00000229379,0.0001907835976453,8.808870916254818e-05,8.565122698200867e-05,9606.ENSP00000306397,0
9606.ENSP00000377617,2.0098981622140855e-05,1.9197361325495876e-05,1.917277040774934e-05,9606.ENSP00000306397,0
9606.ENSP00000267436,9.792824130272493e-06,8.257207809947431e-06,8.217648428399116e-06,9606.ENSP00000306397,0
9606.ENSP00000372191,8.608347707195207e-05,8.024772250792012e-05,8.011522731976584e-05,9606.ENSP00000290299,0
9606.ENSP00000325562,4.333713150117546e-05,3.579661643016152e-05,3.561010817065835e-05,9606.ENSP00000290299,0
9606.ENSP00000363419,3.6183905649522785e-06,3.4288718779862393e-06,3.4237395993841342e-06,9606.ENSP00000290299,0
9606.ENSP00000310547,2.1703164748032577e-05,1.856478411355056e-05,1.8489414287614636e-05,9606.ENSP00000290299,0
9606.ENSP00000292147,3.001408367708791e-05,2.7450356355984695e-05,2.7390171453589577e-05,9606.ENSP00000290299,0
9606.ENSP00000379563,4.454398367670365e-05,3.982918860856443e-05,3.971666228608228e-05,9606.ENSP00000290299,0
9606.ENSP00000407560,2.730222377067548e-06,2.739217507041758e-06,2.738892362685874e-06,9606.ENSP00000290299,0
9606.ENSP00000360541,6.133478746050969e-05,5.093155050417408e-05,5.0675789680099115e-05,9606.ENSP00000290299,0
9606.ENSP00000263774,0.0002904508146457,0.0002014775236602,0.0001993076584767,9606.ENSP00000290299,0
9606.ENSP00000357535,0.0002223603223683,0.0002118620905093,0.0002115852257702,9606.ENSP00000290299,0
9606.ENSP00000346173,0.0001398515887558,0.0001243302394868,0.0001239443081431,9606.ENSP00000290299,0
9606.ENSP00000346255,0.000148985418491,0.0001479860948165,0.0001479032944189,9606.ENSP00000290299,0
9606.ENSP00000371586,1.949433317349758e-05,1.8515811461838897e-05,1.848828469519503e-05,9606.ENSP00000290299,0
9606.ENSP00000322316,3.635947359725833e-05,2.9605233066831715e-05,2.9446873668348417e-05,9606.ENSP00000290299,0
9606.ENSP00000258080,8.71878582984209e-05,8.296642772620544e-05,8.285429066745564e-05,9606.ENSP00000290299,0
9606.ENSP00000320043,2.6509840608923696e-05,2.4699622372281738e-05,2.4651288185850717e-05,9606.ENSP00000290299,0
9606.ENSP00000384867,2.2402236936613917e-05,1.92496463569114e-05,1.917394001793582e-05,9606.ENSP00000290299,0
9606.ENSP00000366939,1.2093354598619044e-05,1.0982362255163023e-05,1.0956123333016876e-05,9606.ENSP00000290299,0
9606.ENSP00000355467,2.6265113774570636e-05,2.4690916688996367e-05,2.465094075887464e-05,9606.ENSP00000290299,0
9606.ENSP00000341213,1.1178653039678466e-05,8.956537385529373e-06,8.902720765036065e-06,9606.ENSP00000290299,0
9606.ENSP00000308515,2.2200216335477307e-05,2.058252903225366e-05,2.0542713173199445e-05,9606.ENSP00000290299,0
9606.ENSP00000264451,1.3299076272232924e-05,1.2349118151178118e-05,1.2325518582656514e-05,9606.ENSP00000290299,0
9606.ENSP00000260953,7.0174883148865774e-06,6.851618309156038e-06,6.847306394774932e-06,9606.ENSP00000290299,0
9606.ENSP00000418008,0.0001139117593993,0.0001116716230171,0.000111610010208,9606.ENSP00000290299,0
9606.ENSP00000371607,2.389837391092442e-05,2.263576607219875e-05,2.2596950657316484e-05,9606.ENSP00000290299,0
9606.ENSP00000401980,0.0001231349742738,0.0001199179605464,0.0001198283280245,9606.ENSP00000290299,0
9606.ENSP00000328570,7.60132897994481e-05,7.065324462018907e-05,7.052909495541826e-05,9606.ENSP00000290299,0
9606.ENSP00000359675,6.114700954640284e-05,6.098304220358841e-05,6.094231503084302e-05,9606.ENSP00000290299,0
9606.ENSP00000308610,6.361840496538207e-05,5.1658073061844334e-05,5.136171239428222e-05,9606.ENSP00000290299,0
9606.ENSP00000085068,7.148906297516078e-05,6.654829485341907e-05,6.64212420815602e-05,9606.ENSP00000290299,0
9606.ENSP00000389903,1.1423108844610397e-05,1.0966433364956174e-05,1.0955770449072588e-05,9606.ENSP00000290299,0
9606.ENSP00000245816,3.010573891515378e-05,2.6117360903299417e-05,2.602172753540799e-05,9606.ENSP00000290299,0
9606.ENSP00000238379,3.999744512839243e-05,3.771642877836712e-05,3.766104782698676e-05,9606.ENSP00000290299,0
9606.ENSP00000310873,3.961707989219576e-05,3.1020521419122815e-05,3.081747854594141e-05,9606.ENSP00000290299,0
9606.ENSP00000428263,4.528224508248968e-06,4.1188991417584475e-06,4.108582743356237e-06,9606.ENSP00000290299,0
9606.ENSP00000288111,5.3644427680410445e-05,4.8077756218845025e-05,4.793423431692645e-05,9606.ENSP00000290299,0
9606.ENSP00000216254,0.0002860582317225,0.0002461365656927,0.0002451546024531,9606.ENSP00000290299,0
9606.ENSP00000387262,0.0002011416654568,0.0001766047062119,0.0001759887527441,9606.ENSP00000290299,0
9606.ENSP00000368318,3.416166873648763e-05,3.289644155302085e-05,3.286714490968734e-05,9606.ENSP00000290299,0
9606.ENSP00000273986,7.3093811806757e-05,5.188070281292312e-05,5.136711843078956e-05,9606.ENSP00000290299,0
9606.ENSP00000264093,0.0001718499552225,0.000107084546471,0.000105486898974,9606.ENSP00000290299,0
9606.ENSP00000315118,4.670174166676589e-05,3.72025060642045e-05,3.698049840750173e-05,9606.ENSP00000290299,0
9606.ENSP00000264193,5.216217323322781e-05,5.069781036581844e-05,5.066980156698264e-05,9606.ENSP00000290299,0
9606.ENSP00000302037,2.399506774963811e-05,2.196486275352072e-05,2.1912448573857542e-05,9606.ENSP00000290299,0
9606.ENSP00000301329,5.4049618483986706e-05,5.20935827807989e-05,5.204032640904188e-05,9606.ENSP00000290299,0
9606.ENSP00000481127,3.3924593481060583e-06,3.4221563964820234e-06,3.4235404200444464e-06,9606.ENSP00000290299,0
9606.ENSP00000273968,6.646221663686447e-06,6.1780492615071125e-06,6.163010766613297e-06,9606.ENSP00000290299,0
9606.ENSP00000267103,3.790852861129679e-05,3.633378219092265e-05,3.629136335803196e-05,9606.ENSP00000290299,0
9606.ENSP00000351214,3.964274583267979e-05,3.236397969885729e-05,3.218631536583416e-05,9606.ENSP00000290299,0
9606.ENSP00000263702,3.492160249152221e-05,3.2909858418861404e-05,3.286751962150447e-05,9606.ENSP00000290299,0
9606.ENSP00000403987,1.954485242094961e-06,2.0511604361672653e-06,2.0540605873975437e-06,9606.ENSP00000290299,0
9606.ENSP00000406933,1.7194150132127106e-05,1.5782155969645828e-05,1.574937778059393e-05,9606.ENSP00000290299,0
9606.ENSP00000317177,1.649346449994482e-05,1.57677786774002e-05,1.574909401824698e-05,9606.ENSP00000290299,0
9606.ENSP00000441065,3.8941048842389137e-05,3.502057370496914e-05,3.4923217754112557e-05,9606.ENSP00000290299,0
9606.ENSP00000360268,0.0001047927362378,0.0001040884089889,0.0001040775896399,9606.ENSP00000290299,0
9606.ENSP00000288532,4.251161590218544e-05,3.510633177938871e-05,3.49252914020326e-05,9606.ENSP00000290299,0
9606.ENSP00000429168,1.159937892225571e-05,8.96703204489313e-06,8.90298451849958e-06,9606.ENSP00000290299,0
9606.ENSP00000238561,2.065973421849776e-05,1.7203270544996485e-05,1.712011180643458e-05,9606.ENSP00000290299,0
9606.ENSP00000386543,1.4331156307889614e-05,1.3042939826846124e-05,1.301051725022262e-05,9606.ENSP00000290299,0
9606.ENSP00000317379,4.797746078111231e-05,4.1922066884581e-05,4.177182199782692e-05,9606.ENSP00000290299,0
9606.ENSP00000355741,5.610210064332932e-05,4.74583066534251e-05,4.725094549939968e-05,9606.ENSP00000290299,0
9606.ENSP00000327070,0.0002130257489625,0.0001808818778954,0.0001801004982553,9606.ENSP00000290299,0
9606.ENSP00000469981,5.754609446739778e-05,5.553436858463101e-05,5.54646467207931e-05,9606.ENSP00000290299,0
9606.ENSP00000337358,1.5947132851579227e-05,1.4418840692087542e-05,1.4380141692527104e-05,9606.ENSP00000290299,0
9606.ENSP00000370882,9.257262718165292e-05,6.904463225509971e-05,6.848600605735555e-05,9606.ENSP00000290299,0
9606.ENSP00000354415,2.9639228159794584e-05,2.744228550000116e-05,2.739018054853659e-05,9606.ENSP00000290299,0
9606.ENSP00000037869,3.0126018828013912e-05,2.47795269388007e-05,2.4653101718286052e-05,9606.ENSP00000290299,0
9606.ENSP00000317159,0.0002491526247467,0.0001617296074982,0.0001595933717908,9606.ENSP00000290299,0
9606.ENSP00000326219,0.0001005576559691,8.663161133881658e-05,8.628326759207994e-05,9606.ENSP00000290299,0
9606.ENSP00000364204,0.0001108032010961,0.0001089318539015,0.0001088719145627,9606.ENSP00000290299,0
9606.ENSP00000235329,0.0001042106232489,0.0001014346562442,0.0001013415021589,9606.ENSP00000290299,0
9606.ENSP00000236980,2.138880518032238e-05,2.0562047211569737e-05,2.05420237762155e-05,9606.ENSP00000290299,0
9606.ENSP00000379047,1.3220150322013067e-05,1.2345581126282925e-05,1.2325423085712828e-05,9606.ENSP00000290299,0
9606.ENSP00000354223,4.690592686529271e-05,2.853235309885349e-05,2.80847743852064e-05,9606.ENSP00000290299,0
9606.ENSP00000396954,1.9613609765656292e-05,1.9179979062755592e-05,1.9172157408320345e-05,9606.ENSP00000290299,0
9606.ENSP00000258955,2.7047581170336343e-06,2.737680006248411e-06,2.73882619694632e-06,9606.ENSP00000290299,0
9606.ENSP00000262507,0.0002044561988441,0.0001572871988173,0.0001561452518217,9606.ENSP00000290299,0
9606.ENSP00000436773,1.129372412833618e-05,1.1627823369053658e-05,1.1639830518106464e-05,9606.ENSP00000290299,0
9606.ENSP00000305138,1.541381971037481e-05,1.5740026356070302e-05,1.5748313671792857e-05,9606.ENSP00000290299,0
9606.ENSP00000265070,0.0001165579597,0.0001131002354668,0.0001129827214754,9606.ENSP00000290299,0
9606.ENSP00000285083,2.054955984931439e-05,1.85322296601953e-05,1.8488633941160515e-05,9606.ENSP00000290299,0
9606.ENSP00000312770,3.3910600905073807e-06,3.422573172429111e-06,3.4235702059959294e-06,9606.ENSP00000290299,0
9606.ENSP00000361993,4.319005529396236e-05,3.779483449761756e-05,3.766269946936518e-05,9606.ENSP00000290299,0
9606.ENSP00000446252,0.0001706367329461,0.0001624883152544,0.0001622832205612,9606.ENSP00000290299,0
9606.ENSP00000417190,2.181060699513182e-05,2.0569039406836964e-05,2.0542200218187645e-05,9606.ENSP00000290299,1
9606.ENSP00000072869,1.5954001355567016e-05,1.4417468264582569e-05,1.4380147149495317e-05,9606.ENSP00000290299,0
9606.ENSP00000342254,0.0,0.0,0.0,9606.ENSP00000290299,0
9606.ENSP00000306887,1.484508811699925e-05,1.3053251677774824e-05,1.3010725524509326e-05,9606.ENSP00000290299,0
9606.ENSP00000402661,2.433885492791887e-05,2.1304473193595182e-05,2.1228181140031666e-05,9606.ENSP00000290299,0
9606.ENSP00000478212,7.285879109986126e-05,7.259668200276792e-05,7.258101686602458e-05,9606.ENSP00000290299,0
9606.ENSP00000261434,1.5150386388995685e-05,1.373109444102738e-05,1.3695257621293422e-05,9606.ENSP00000290299,0
9606.ENSP00000006658,4.1330076783197e-05,3.640894647105597e-05,3.62930768460501e-05,9606.ENSP00000290299,0
9606.ENSP00000369383,3.229861977160908e-05,2.5507037207717076e-05,2.533896440581884e-05,9606.ENSP00000290299,0
9606.ENSP00000269980,5.9678859543055296e-05,5.2888721256749704e-05,5.272756607155315e-05,9606.ENSP00000290299,0
9606.ENSP00000313877,3.837252006633207e-05,3.6339890357339755e-05,3.629124694271013e-05,9606.ENSP00000290299,0
9606.ENSP00000338034,2.05798296519788e-05,1.652598803048022e-05,1.643549148866441e-05,9606.ENSP00000290299,0
9606.ENSP00000402038,2.060642509604804e-05,1.9878425518982112e-05,1.9857481674989685e-05,9606.ENSP00000290299,0
9606.ENSP00000263035,3.813464718405157e-05,3.16629812004976e-05,3.150131306028925e-05,9606.ENSP00000290299,0
9606.ENSP00000363899,6.755838512617629e-06,6.174533609737409e-06,6.162756562844152e-06,9606.ENSP00000290299,0
9606.ENSP00000371362,1.4996593563409988e-05,1.372790393361356e-05,1.3695234883925878e-05,9606.ENSP00000290299,0
9606.ENSP00000323678,2.0544099243124947e-05,1.8539185475674454e-05,1.8488763089408167e-05,9606.ENSP00000290299,0
9606.ENSP00000445446,1.5231167935780832e-06,1.3736192840951844e-06,1.3695481584363731e-06,9606.ENSP00000290299,0
9606.ENSP00000215882,5.099084955872968e-05,4.666473250836134e-05,4.656340752262622e-05,9606.ENSP00000290299,0
9606.ENSP00000363873,2.932280040113255e-05,2.543129085097462e-05,2.533696715545375e-05,9606.ENSP00000290299,0
9606.ENSP00000224807,5.136328763910569e-05,4.668182009481825e-05,4.656407327274792e-05,9606.ENSP00000290299,0
9606.ENSP00000346954,1.1132164217997342e-05,1.0294271305610891e-05,1.0271482096868567e-05,9606.ENSP00000290299,0
9606.ENSP00000379999,6.254404434002936e-05,5.095140659250319e-05,5.0676000682869926e-05,9606.ENSP00000290299,0
9606.ENSP00000274813,4.517120760283433e-05,4.3185256799915805e-05,4.3138086766703054e-05,9606.ENSP00000290299,0
9606.ENSP00000358840,0.0001089559227693,7.39809256629087e-05,7.328246283577755e-05,9606.ENSP00000290299,0
9606.ENSP00000273158,3.826345164270606e-06,3.4343493098276667e-06,3.42388602803112e-06,9606.ENSP00000290299,0
9606.ENSP00000358510,1.259261989616789e-05,1.0327607924409676e-05,1.027223242999753e-05,9606.ENSP00000290299,0
9606.ENSP00000430025,6.949920589249814e-06,6.182287961564725e-06,6.1629575611732434e-06,9606.ENSP00000290299,0
9606.ENSP00000229379,0.0001410244585713,8.694656571606174e-05,8.56230326462537e-05,9606.ENSP00000290299,0
9606.ENSP00000377617,1.963383510883432e-05,1.918289672175888e-05,1.9172361135133546e-05,9606.ENSP00000290299,0
9606.ENSP00000267436,9.125813448918052e-06,8.239619091909844e-06,8.217227332352195e-06,9606.ENSP00000290299,0
9606.ENSP00000372191,9.41324105951935e-05,8.042821718845516e-05,8.01192582002841e-05,9606.ENSP00000362873,0
9606.ENSP00000325562,5.406301352195442e-05,3.6060864658793435e-05,3.5616820241557434e-05,9606.ENSP00000362873,0
9606.ENSP00000363419,3.8439661693701055e-06,3.43488454745966e-06,3.4238853459100937e-06,9606.ENSP00000362873,0
9606.ENSP00000310547,2.5982933948398568e-05,1.8675935280043632e-05,1.849217551352922e-05,9606.ENSP00000362873,0
9606.ENSP00000292147,3.316214133519679e-05,2.7540858354768716e-05,2.7392599804443307e-05,9606.ENSP00000362873,0
9606.ENSP00000379563,4.99958659929689e-05,3.9975871914066374e-05,3.972039121435955e-05,9606.ENSP00000362873,0
9606.ENSP00000407560,2.7047119601775194e-06,2.7389935439714463e-06,2.7388996386434883e-06,9606.ENSP00000362873,0
9606.ENSP00000360541,7.437713793478906e-05,5.128938573761843e-05,5.068498649052344e-05,9606.ENSP00000362873,0
9606.ENSP00000263774,0.0004264136659912,0.0002046533918473,0.0001993851328734,9606.ENSP00000362873,0
9606.ENSP00000357535,0.0002368301356909,0.0002123704907717,0.0002116002724505,9606.ENSP00000362873,0
9606.ENSP00000346173,0.0001577663642819,0.0001248673506779,0.0001239580014953,9606.ENSP00000362873,0
9606.ENSP00000346255,0.0001491043658461,0.0001479910570196,0.0001479034690419,9606.ENSP00000362873,0
9606.ENSP00000371586,1.9871869881171733e-05,1.854204856499564e-05,1.8489037756808106e-05,9606.ENSP00000362873,0
9606.ENSP00000322316,4.518649075180292e-05,2.9834594897693023e-05,2.945264714071527e-05,9606.ENSP00000362873,0
9606.ENSP00000258080,9.27470246097073e-05,8.310216799145564e-05,8.285771764349192e-05,9606.ENSP00000362873,0
9606.ENSP00000320043,2.7331017918186266e-05,2.474928078299854e-05,2.465262332407292e-05,9606.ENSP00000362873,0
9606.ENSP00000384867,2.7303665774525143e-05,1.9385714040254243e-05,1.9177608919562772e-05,9606.ENSP00000362873,0
9606.ENSP00000366939,1.3719753042096272e-05,1.1022935723303816e-05,1.0957134691125248e-05,9606.ENSP00000362873,0
9606.ENSP00000355467,2.814098661474418e-05,2.4742112145759165e-05,2.4652150386828e-05,9606.ENSP00000362873,0
9606.ENSP00000341213,1.4218481737771071e-05,9.03059117263183e-06,8.904543392418418e-06,9606.ENSP00000362873,0
9606.ENSP00000308515,2.363542080274783e-05,2.0629227947210893e-05,2.054380274785217e-05,9606.ENSP00000362873,0
9606.ENSP00000264451,1.4595767424907535e-05,1.2381856322463136e-05,1.2326371688686775e-05,9606.ENSP00000362873,0
9606.ENSP00000260953,7.135949999792501e-06,6.857502739876509e-06,6.8474660110950936e-06,9606.ENSP00000362873,0
9606.ENSP00000418008,0.0001204894288093,0.0001119505177484,0.0001116192506742,9606.ENSP00000362873,1
9606.ENSP00000371607,2.4913131710491143e-05,2.267765739816241e-05,2.259814391436521e-05,9606.ENSP00000362873,0
9606.ENSP00000401980,0.0001275065587833,0.0001200152109959,0.0001198304235003,9606.ENSP00000362873,0
9606.ENSP00000328570,8.294227882288396e-05,7.082668889779598e-05,7.053330045891926e-05,9606.ENSP00000362873,0
9606.ENSP00000359675,6.044294059392996e-05,6.097721779951826e-05,6.09424059803132e-05,9606.ENSP00000362873,0
9606.ENSP00000308610,8.04058145149611e-05,5.206903733778745e-05,5.137181506142951e-05,9606.ENSP00000362873,0
9606.ENSP00000085068,7.614828064106405e-05,6.67219064780511e-05,6.642583321081474e-05,9606.ENSP00000362873,0
9606.ENSP00000389903,1.1795799764513504e-05,1.0978904356306884e-05,1.0956057849398348e-05,9606.ENSP00000362873,0
9606.ENSP00000245816,3.6125609767623246e-05,2.6265570340910926e-05,2.6025438273791224e-05,9606.ENSP00000362873,0
9606.ENSP00000238379,4.144529884797521e-05,3.778050813707523e-05,3.766280133277178e-05,9606.ENSP00000362873,0
9606.ENSP00000310873,5.174540274310857e-05,3.132494384772144e-05,3.0825081921648234e-05,9606.ENSP00000362873,0
9606.ENSP00000428263,5.092174433229957e-06,4.134198661631672e-06,4.108984740014421e-06,9606.ENSP00000362873,0
9606.ENSP00000288111,5.93619879509788e-05,4.827248994843103e-05,4.793945117853582e-05,9606.ENSP00000362873,0
9606.ENSP00000216254,0.0003411649959161,0.0002476208028383,0.0002451922628097,9606.ENSP00000362873,0
9606.ENSP00000387262,0.0002366353728575,0.0001774722331902,0.0001760111190378,9606.ENSP00000362873,0
9606.ENSP00000368318,3.622315489337779e-05,3.296439899713732e-05,3.2868978451006114e-05,9606.ENSP00000362873,0
