protein,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,Target,label
9606.ENSP00000273986,0.0010666348434021,0.001396882021409,0.0012771642317453,9606.ENSP00000356972,0
9606.ENSP00000264093,0.0016951910908049,0.0019331876307347,0.0015672871887692,9606.ENSP00000356972,0
9606.ENSP00000315118,0.0001200892471667,9.580944786526843e-05,5.036621215304919e-05,9606.ENSP00000356972,0
9606.ENSP00000264193,4.426014856013211e-05,2.7888260739076903e-05,1.311083269338092e-05,9606.ENSP00000356972,0
9606.ENSP00000302037,2.4947664670211818e-05,1.5597360071558063e-05,6.876733371438584e-06,9606.ENSP00000356972,0
9606.ENSP00000301329,3.797241200145031e-05,2.1232514338310555e-05,9.06535423741654e-06,9606.ENSP00000356972,0
9606.ENSP00000481127,1.571937864613867e-06,6.192980678471488e-07,1.744993836323856e-07,9606.ENSP00000356972,0
9606.ENSP00000273968,3.4673911192564834e-06,1.4806509414003106e-06,4.393598387210065e-07,9606.ENSP00000356972,1
9606.ENSP00000267103,2.9644635234608285e-05,1.7642105026211714e-05,7.915363633291687e-06,9606.ENSP00000356972,0
9606.ENSP00000351214,9.56532729058455e-05,7.451185404731359e-05,3.835522731342329e-05,9606.ENSP00000356972,0
9606.ENSP00000263702,3.209153655096687e-05,2.0995570448850715e-05,1.016047914051889e-05,9606.ENSP00000356972,0
9606.ENSP00000403987,6.859865529833626e-07,2.0382264818232615e-07,4.2774905976145336e-08,9606.ENSP00000356972,0
9606.ENSP00000406933,2.724874267082236e-05,2.121145757275472e-05,1.140388588528698e-05,9606.ENSP00000356972,0
9606.ENSP00000317177,1.0231311982194857e-05,4.678247312825366e-06,1.4397630290008792e-06,9606.ENSP00000356972,0
9606.ENSP00000441065,6.230520491986376e-05,4.720621613660883e-05,2.460652356474064e-05,9606.ENSP00000356972,0
9606.ENSP00000360268,7.530165498080415e-05,4.509248615645861e-05,2.0907472827090067e-05,9606.ENSP00000356972,0
9606.ENSP00000288532,9.314773272832744e-05,7.249598110294123e-05,3.7674852381081854e-05,9606.ENSP00000356972,0
9606.ENSP00000429168,2.916353668474051e-05,2.21658477821468e-05,1.1078566006614453e-05,9606.ENSP00000356972,0
9606.ENSP00000238561,2.833968175925497e-05,1.7128499960805235e-05,6.657888288350924e-06,9606.ENSP00000356972,0
9606.ENSP00000386543,1.9127810799491672e-05,1.3449205723222946e-05,6.580709588934097e-06,9606.ENSP00000356972,0
9606.ENSP00000317379,9.491686193018524e-05,7.547882648888746e-05,4.056021998415295e-05,9606.ENSP00000356972,1
9606.ENSP00000355741,0.0001220669801339,9.617764904213336e-05,5.058465613291627e-05,9606.ENSP00000356972,0
9606.ENSP00000327070,0.0012274887043955,0.0015086816296378,0.0013326255476875,9606.ENSP00000356972,0
9606.ENSP00000469981,3.1745526241575003e-05,1.4051111685960176e-05,4.430240930356305e-06,9606.ENSP00000356972,0
9606.ENSP00000337358,4.032257975633782e-05,3.5390338449686854e-05,2.050389059235996e-05,9606.ENSP00000356972,1
9606.ENSP00000370882,0.0010403382274806,0.0013595745089253,0.0012506873975861,9606.ENSP00000356972,0
9606.ENSP00000354415,2.300283826794441e-05,1.3093170455359498e-05,5.580146010610294e-06,9606.ENSP00000356972,0
9606.ENSP00000037869,5.921324200125569e-05,4.2627648431011925e-05,2.0278231329983863e-05,9606.ENSP00000356972,0
9606.ENSP00000317159,0.0020102632258618,0.0021968110107536,0.0017092644570291,9606.ENSP00000356972,0
9606.ENSP00000326219,0.0009086622869307,0.0012411229984438,0.0011856480612781,9606.ENSP00000356972,0
9606.ENSP00000364204,7.022641018694115e-05,3.6565437748073934e-05,1.44441504761684e-05,9606.ENSP00000356972,0
9606.ENSP00000235329,7.110264278668954e-05,3.914727266517593e-05,1.6441032387349754e-05,9606.ENSP00000356972,0
9606.ENSP00000236980,1.9949023630332088e-05,1.2957274597108266e-05,6.229820633988602e-06,9606.ENSP00000356972,0
9606.ENSP00000379047,1.7276281609814405e-05,1.311475551575362e-05,7.028989036957656e-06,9606.ENSP00000356972,0
9606.ENSP00000354223,0.0010256598258583,0.0013655863823784,0.0012610035248842,9606.ENSP00000356972,0
9606.ENSP00000396954,2.177576764484565e-05,1.5446848287490105e-05,7.849983860785353e-06,9606.ENSP00000356972,0
9606.ENSP00000258955,1.6806594184465986e-06,9.69697605553834e-07,4.559869689891067e-07,9606.ENSP00000356972,0
9606.ENSP00000262507,0.0013562486176983,0.0016134641034729,0.0013840235921873,9606.ENSP00000356972,1
9606.ENSP00000436773,4.6808761154983385e-06,1.780807546547015e-06,5.471253445886443e-07,9606.ENSP00000356972,0
9606.ENSP00000305138,6.89669760217852e-06,2.7838138731125636e-06,9.01582828750804e-07,9606.ENSP00000356972,0
9606.ENSP00000265070,6.80429241083962e-05,3.336070392545757e-05,1.2475953959672083e-05,9606.ENSP00000356972,0
9606.ENSP00000285083,2.0258972207678344e-05,1.2116633857313576e-05,5.014771824832047e-06,9606.ENSP00000356972,0
9606.ENSP00000312770,1.286886994222328e-06,4.272249675689674e-07,1.0282433187979073e-07,9606.ENSP00000356972,0
9606.ENSP00000361993,7.155902341358541e-05,5.228846776971261e-05,2.6091663353600933e-05,9606.ENSP00000356972,1
9606.ENSP00000446252,0.0001487997106709,8.880327109769067e-05,3.836723292655358e-05,9606.ENSP00000356972,0
9606.ENSP00000417190,2.0669824714870717e-05,1.2741768051632695e-05,5.62424493532938e-06,9606.ENSP00000356972,0
9606.ENSP00000072869,1.4989320792906007e-05,7.91678363880967e-06,2.6310809032537473e-06,9606.ENSP00000356972,0
9606.ENSP00000342254,0.0,0.0,0.0,9606.ENSP00000356972,0
9606.ENSP00000306887,2.4803599480679984e-05,1.8271938670961433e-05,9.14672500681939e-06,9606.ENSP00000356972,0
9606.ENSP00000402661,3.3655162024964404e-05,2.212247232503395e-05,9.920213092936127e-06,9606.ENSP00000356972,0
9606.ENSP00000478212,4.2103781706345426e-05,2.2062468942449545e-05,9.336672398048844e-06,9606.ENSP00000356972,0
9606.ENSP00000261434,2.057638468688845e-05,1.43187844376532e-05,6.917096075566061e-06,9606.ENSP00000356972,0
9606.ENSP00000006658,6.355767041256895e-05,4.424384670966971e-05,2.0735671525035123e-05,9606.ENSP00000356972,0
9606.ENSP00000369383,8.851826356043641e-05,6.902950487702408e-05,3.51235147323073e-05,9606.ENSP00000356972,0
9606.ENSP00000269980,0.0001242947641219,0.000100013960492,5.38014898282975e-05,9606.ENSP00000356972,0
9606.ENSP00000313877,4.178897647145809e-05,2.8251922658577647e-05,1.371721768520153e-05,9606.ENSP00000356972,1
9606.ENSP00000338034,4.477840899221899e-05,3.374240859112935e-05,1.6816594066525207e-05,9606.ENSP00000356972,0
9606.ENSP00000402038,1.19995248403775e-05,5.5872998476134465e-06,1.930948399751635e-06,9606.ENSP00000356972,0
9606.ENSP00000263035,0.0001281630911336,0.0001117887241869,6.313664475491642e-05,9606.ENSP00000356972,0
9606.ENSP00000363899,6.950234820564122e-06,4.799514847220444e-06,2.425400065554414e-06,9606.ENSP00000356972,0
9606.ENSP00000371362,2.0067122328905817e-05,1.4612176626479435e-05,7.4916028388205715e-06,9606.ENSP00000356972,0
9606.ENSP00000323678,2.0637292712592397e-05,1.3137939436851605e-05,6.076920712656145e-06,9606.ENSP00000356972,0
9606.ENSP00000445446,1.2040598951636924e-06,5.8115765914675e-07,1.7895492093850986e-07,9606.ENSP00000356972,0
9606.ENSP00000215882,8.786460097409568e-05,7.021393330386666e-05,3.84170623819852e-05,9606.ENSP00000356972,0
9606.ENSP00000363873,5.282052830245074e-05,3.936709823990635e-05,1.9904973581996937e-05,9606.ENSP00000356972,0
9606.ENSP00000224807,6.504446722018766e-05,4.455701749526608e-05,2.134591193781788e-05,9606.ENSP00000356972,0
9606.ENSP00000346954,1.4213781316776962e-05,1.0306264229506257e-05,5.263731607236544e-06,9606.ENSP00000356972,1
9606.ENSP00000379999,0.0001390570602403,0.0001064578220729,5.4325089228322186e-05,9606.ENSP00000356972,0
9606.ENSP00000274813,4.843497353232254e-05,3.396142198454934e-05,1.7230052268050385e-05,9606.ENSP00000356972,0
9606.ENSP00000358840,0.000323821122969,0.0002609895167406,0.0001375430180158,9606.ENSP00000356972,0
9606.ENSP00000273158,4.347461242423528e-06,2.479906421286112e-06,8.706074010546179e-07,9606.ENSP00000356972,0
9606.ENSP00000358510,3.498936448921494e-05,3.000057764399016e-05,1.6959026654744172e-05,9606.ENSP00000356972,0
9606.ENSP00000430025,9.05751524633641e-06,5.9035275608214275e-06,2.5923144728171896e-06,9606.ENSP00000356972,0
9606.ENSP00000229379,0.0014438176949069,0.0017006904791355,0.0014328228067272,9606.ENSP00000356972,0
9606.ENSP00000377617,1.420602763834228e-05,7.866815043336174e-06,3.24677364423996e-06,9606.ENSP00000356972,0
9606.ENSP00000267436,1.3535969395797436e-05,1.0142433541493437e-05,5.282853287724077e-06,9606.ENSP00000356972,0
9606.ENSP00000372191,0.000106246857859,7.62585662413586e-05,3.844954751779563e-05,9606.ENSP00000263774,0
9606.ENSP00000325562,0.0001036835592936,8.492787328564538e-05,4.593295570391851e-05,9606.ENSP00000263774,0
9606.ENSP00000363419,3.128571949865673e-06,1.8992996014027592e-06,8.340867461705978e-07,9606.ENSP00000263774,1
9606.ENSP00000310547,4.953244390970696e-05,4.082581538129464e-05,2.2255706755208248e-05,9606.ENSP00000263774,0
9606.ENSP00000292147,3.3652917701906555e-05,2.276364305345387e-05,1.0918606770551128e-05,9606.ENSP00000263774,0
9606.ENSP00000379563,5.665597347185452e-05,4.000971767796846e-05,1.9695728954202305e-05,9606.ENSP00000263774,0
9606.ENSP00000407560,1.3530507454503026e-06,5.672995521656369e-07,1.6960015718271525e-07,9606.ENSP00000263774,0
9606.ENSP00000360541,0.0006887114277572,0.0009373322482297,0.0008849208082249,9606.ENSP00000263774,0
9606.ENSP00000263774,0.2017222702940727,0.4016302560100555,0.6009725454506595,9606.ENSP00000263774,0
9606.ENSP00000357535,0.0002079371000676,0.0001324714964393,6.134575447861931e-05,9606.ENSP00000263774,0
9606.ENSP00000346173,0.0007734123426152,0.0009955645699626,0.0009134478243775,9606.ENSP00000263774,0
9606.ENSP00000346255,0.0001002516174184,5.948863641348526e-05,2.7895160247461723e-05,9606.ENSP00000263774,0
9606.ENSP00000371586,1.3023291262572802e-05,6.847405873073952e-06,2.576747556232873e-06,9606.ENSP00000263774,0
9606.ENSP00000322316,0.0001191513830883,0.0001054794489422,6.0246108269644686e-05,9606.ENSP00000263774,0
9606.ENSP00000258080,0.0006547197634434,0.0009004216067982,0.0008627530762846,9606.ENSP00000263774,0
9606.ENSP00000320043,2.247064178241908e-05,1.4459022866579171e-05,6.919628451660217e-06,9606.ENSP00000263774,0
9606.ENSP00000384867,5.511736746307759e-05,4.661023538125476e-05,2.6044736898683627e-05,9606.ENSP00000263774,0
9606.ENSP00000366939,1.8793681187296373e-05,1.413257179429719e-05,7.246871376772813e-06,9606.ENSP00000263774,0
9606.ENSP00000355467,3.343823776656127e-05,2.5172249159044985e-05,1.3299333461503016e-05,9606.ENSP00000263774,0
9606.ENSP00000341213,3.431398435286165e-05,2.9596714867258822e-05,1.6507684207932695e-05,9606.ENSP00000263774,0
9606.ENSP00000308515,2.089153763788686e-05,1.374067315722289e-05,6.640594851226573e-06,9606.ENSP00000263774,0
9606.ENSP00000264451,2.1268760229413577e-05,1.7258390871558857e-05,9.600793276763784e-06,9606.ENSP00000263774,0
9606.ENSP00000260953,7.159619023127229e-06,5.291846741702769e-06,2.862542881433897e-06,9606.ENSP00000263774,0
9606.ENSP00000418008,0.0001109340990064,7.241893501936473e-05,3.429595223258352e-05,9606.ENSP00000263774,1
9606.ENSP00000371607,2.686663410233667e-05,2.0305684678778703e-05,1.1052533331587197e-05,9606.ENSP00000263774,0
9606.ENSP00000401980,9.615808141162268e-05,5.769482066976276e-05,2.582572545826535e-05,9606.ENSP00000263774,0
9606.ENSP00000328570,0.0006441176245199,0.0008896567359465,0.0008551767135001,9606.ENSP00000263774,0
9606.ENSP00000359675,3.2951208857048034e-05,1.684587666991431e-05,7.096363818237995e-06,9606.ENSP00000263774,0
9606.ENSP00000308610,0.0001461118469613,0.0001174308803617,6.2445701011117e-05,9606.ENSP00000263774,0
9606.ENSP00000085068,7.190353605577084e-05,4.7850065360227834e-05,2.2955191994660285e-05,9606.ENSP00000263774,0
9606.ENSP00000389903,8.495095236453629e-06,4.908732342808779e-06,2.1253229494425865e-06,9606.ENSP00000263774,0
9606.ENSP00000245816,0.0006180435093691,0.0008797498186133,0.0008537692620342,9606.ENSP00000263774,0
9606.ENSP00000238379,3.787321763840557e-05,2.5847838182199935e-05,1.300931626384252e-05,9606.ENSP00000263774,0
9606.ENSP00000310873,0.0001097194656322,9.087647119503632e-05,4.919144749158509e-05,9606.ENSP00000263774,0
9606.ENSP00000428263,1.543064159211326e-05,1.44687343169923e-05,8.660019502143595e-06,9606.ENSP00000263774,0
9606.ENSP00000288111,6.304913714628964e-05,4.2671229915180995e-05,2.022286059736228e-05,9606.ENSP00000263774,0
9606.ENSP00000216254,0.0010665977836107,0.0012206800180228,0.0010288665401352,9606.ENSP00000263774,0
9606.ENSP00000387262,0.0009009060930155,0.0010939828693798,0.0009638828154974,9606.ENSP00000263774,0
9606.ENSP00000368318,2.822969325994739e-05,1.703765739791272e-05,7.67743516943066e-06,9606.ENSP00000263774,0
9606.ENSP00000273986,0.000787391216243,0.0010194327714041,0.0009276109107071,9606.ENSP00000263774,0
9606.ENSP00000264093,0.0012277661145569,0.0013823351785119,0.0011185638592452,9606.ENSP00000263774,0
9606.ENSP00000315118,0.0001447389621993,0.0001254779030389,7.049528035750684e-05,9606.ENSP00000263774,0
9606.ENSP00000264193,4.59647607814487e-05,2.9820298851118537e-05,1.4255377264272265e-05,9606.ENSP00000263774,0
9606.ENSP00000302037,2.304089992826943e-05,1.410492151960892e-05,6.089509130454721e-06,9606.ENSP00000263774,0
9606.ENSP00000301329,4.5700433253336256e-05,2.9318088853648973e-05,1.4084590391315322e-05,9606.ENSP00000263774,0
9606.ENSP00000481127,6.36040296889208e-06,5.9359196913014715e-06,3.6847662598816063e-06,9606.ENSP00000263774,0
9606.ENSP00000273968,4.372223326834965e-06,2.126165969681381e-06,6.873131285645424e-07,9606.ENSP00000263774,1
9606.ENSP00000267103,2.902879358681849e-05,1.6768347795617456e-05,7.1656511350718345e-06,9606.ENSP00000263774,0
9606.ENSP00000351214,9.202856506928044e-05,7.35688671340567e-05,3.881792821592578e-05,9606.ENSP00000263774,0
9606.ENSP00000263702,2.8175984374297065e-05,1.663885831834676e-05,7.220836123048027e-06,9606.ENSP00000263774,0
9606.ENSP00000403987,8.396935481643507e-07,3.147187076548002e-07,8.691717269844039e-08,9606.ENSP00000263774,0
9606.ENSP00000406933,2.2714133639230707e-05,1.5413479555898338e-05,6.975173940716793e-06,9606.ENSP00000263774,0
9606.ENSP00000317177,1.06664412960102e-05,5.061576073589829e-06,1.6064914499918608e-06,9606.ENSP00000263774,0
9606.ENSP00000441065,0.000627638784545,0.0008878892445632,0.0008585530186147,9606.ENSP00000263774,0
9606.ENSP00000360268,7.639639968382676e-05,4.552536135556762e-05,2.062660454658465e-05,9606.ENSP00000263774,0
9606.ENSP00000288532,0.0001162394297655,9.829016131108792e-05,5.4214652639505115e-05,9606.ENSP00000263774,0
9606.ENSP00000429168,2.3756963210751713e-05,1.7504526568768407e-05,8.52427407183904e-06,9606.ENSP00000263774,0
9606.ENSP00000238561,5.009820275717219e-05,4.1270942323772794e-05,2.2336605828991944e-05,9606.ENSP00000263774,0
9606.ENSP00000386543,2.6345723979781567e-05,2.1339104978015545e-05,1.1639658067460972e-05,9606.ENSP00000263774,0
9606.ENSP00000317379,0.0006443424647326,0.0008982212415218,0.0008623198830431,9606.ENSP00000263774,0
9606.ENSP00000355741,0.0007295360017836,0.0009845363167248,0.0009162088432026,9606.ENSP00000263774,0
9606.ENSP00000327070,0.0009428719927324,0.0011262432575185,0.0009797989480999,9606.ENSP00000263774,0
9606.ENSP00000469981,2.9911212315881305e-05,1.2891857614046772e-05,4.110676777589489e-06,9606.ENSP00000263774,0
9606.ENSP00000337358,3.575528398419228e-05,3.084422139681636e-05,1.7661771887463285e-05,9606.ENSP00000263774,0
9606.ENSP00000370882,0.000856262551944,0.0010861800036593,0.0009687908275921,9606.ENSP00000263774,0
9606.ENSP00000354415,2.3085673072084e-05,1.25709508557018e-05,4.801590405873464e-06,9606.ENSP00000263774,0
9606.ENSP00000037869,7.312710482456651e-05,5.997792482342711e-05,3.236492435106346e-05,9606.ENSP00000263774,1
9606.ENSP00000317159,0.0015130977413404,0.0016265275681782,0.0012533995202225,9606.ENSP00000263774,0
9606.ENSP00000326219,0.0007482592224544,0.0009834080158858,0.0009095016225771,9606.ENSP00000263774,0
9606.ENSP00000364204,7.789251317342047e-05,4.5802649457958095e-05,2.085920286079003e-05,9606.ENSP00000263774,0
9606.ENSP00000235329,7.304728607445951e-05,4.205099694274729e-05,1.8582896616982577e-05,9606.ENSP00000263774,0
9606.ENSP00000236980,2.00055073937017e-05,1.2633932708022144e-05,5.765553095600968e-06,9606.ENSP00000263774,0
9606.ENSP00000379047,1.3530711747460244e-05,8.950626241594645e-06,4.216554574070737e-06,9606.ENSP00000263774,1
9606.ENSP00000354223,0.0001925534673735,0.000159415882089,8.452766549052719e-05,9606.ENSP00000263774,0
9606.ENSP00000396954,2.1999189734788096e-05,1.632780877120932e-05,8.699433396224513e-06,9606.ENSP00000263774,0
9606.ENSP00000258955,1.6122438360026823e-06,8.690986656226625e-07,3.787095846822795e-07,9606.ENSP00000263774,0
9606.ENSP00000262507,0.000631039318481,0.0005355912392844,0.0002952071497344,9606.ENSP00000263774,0
9606.ENSP00000436773,5.1307807603094675e-06,2.13729519696935e-06,7.174374987102283e-07,9606.ENSP00000263774,0
9606.ENSP00000305138,7.4470461017192625e-06,3.106743557035943e-06,9.873312964863831e-07,9606.ENSP00000263774,0
9606.ENSP00000265070,7.665214737329077e-05,4.236975182266421e-05,1.7929023137710413e-05,9606.ENSP00000263774,0
9606.ENSP00000285083,3.7546790844059005e-05,3.1657603826286584e-05,1.800020890808984e-05,9606.ENSP00000263774,0
9606.ENSP00000312770,1.3288889621068186e-06,4.507787183816347e-07,1.0962032930740945e-07,9606.ENSP00000263774,0
9606.ENSP00000361993,6.422856755288289e-05,4.6368290093575254e-05,2.2948206867279066e-05,9606.ENSP00000263774,0
9606.ENSP00000446252,0.0001897386355215,0.0001349406955686,6.909996695150606e-05,9606.ENSP00000263774,0
9606.ENSP00000417190,2.0312746677062907e-05,1.23014765914552e-05,5.194979018916503e-06,9606.ENSP00000263774,1
9606.ENSP00000072869,2.1813776019744266e-05,1.5222830256294744e-05,7.212789513422973e-06,9606.ENSP00000263774,0
9606.ENSP00000342254,0.0,0.0,0.0,9606.ENSP00000263774,0
9606.ENSP00000306887,6.064823127593979e-05,5.856030147869605e-05,3.587420262563956e-05,9606.ENSP00000263774,0
9606.ENSP00000402661,3.6705326320082746e-05,2.551414839060551e-05,1.1923004128866498e-05,9606.ENSP00000263774,1
9606.ENSP00000478212,4.09030262055712e-05,2.0509092739136984e-05,8.216721029248018e-06,9606.ENSP00000263774,0
9606.ENSP00000261434,1.8343331366977782e-05,1.2062257402791678e-05,5.418302721812929e-06,9606.ENSP00000263774,0
9606.ENSP00000006658,0.0001109038088005,9.875844831663656e-05,5.748095181537054e-05,9606.ENSP00000263774,1
9606.ENSP00000369383,7.562899624506534e-05,5.880007674656022e-05,3.0079096056819465e-05,9606.ENSP00000263774,0
9606.ENSP00000269980,0.0006762571145787,0.0009272324831288,0.0008794509623158,9606.ENSP00000263774,0
9606.ENSP00000313877,0.0006096538509164,0.0008709494013847,0.0008488574575275,9606.ENSP00000263774,0
9606.ENSP00000338034,5.315749325689214e-05,4.464938778675242e-05,2.4621790984027172e-05,9606.ENSP00000263774,0
9606.ENSP00000402038,1.2679275287064156e-05,6.08115583266332e-06,2.085795393301976e-06,9606.ENSP00000263774,0
9606.ENSP00000263035,9.37999026017423e-05,7.733992966205181e-05,4.1970972597558866e-05,9606.ENSP00000263774,0
9606.ENSP00000363899,6.850305827402622e-06,4.538007815746927e-06,2.142487761604396e-06,9606.ENSP00000263774,1
9606.ENSP00000371362,1.974898879463245e-05,1.432049382465058e-05,7.239867845054607e-06,9606.ENSP00000263774,0
9606.ENSP00000323678,3.1139955647458466e-05,2.3983430461261095e-05,1.2711329150936949e-05,9606.ENSP00000263774,0
9606.ENSP00000445446,1.158439197433812e-06,5.670319115153022e-07,1.787183422235076e-07,9606.ENSP00000263774,0
9606.ENSP00000215882,0.0001187702520393,0.0001049144734165,6.10961677830991e-05,9606.ENSP00000263774,0
9606.ENSP00000363873,6.193387382455349e-05,5.034854678588318e-05,2.7327310769153688e-05,9606.ENSP00000263774,0
9606.ENSP00000224807,0.0006210854707143,0.0008760050377537,0.0008498473188215,9606.ENSP00000263774,0
9606.ENSP00000346954,1.0830258145079356e-05,6.70253256324425e-06,2.885947161032137e-06,9606.ENSP00000263774,1
9606.ENSP00000379999,9.69438770760129e-05,6.531313089929939e-05,2.9356943724726497e-05,9606.ENSP00000263774,0
9606.ENSP00000274813,4.531416510558032e-05,3.029715200790442e-05,1.458956003910004e-05,9606.ENSP00000263774,0
9606.ENSP00000358840,0.0008031075408115,0.001020473806222,0.000923847234568,9606.ENSP00000263774,0
9606.ENSP00000273158,6.9753747471731294e-06,5.735945040867154e-06,3.190112217573455e-06,9606.ENSP00000263774,0
9606.ENSP00000358510,3.151207262654828e-05,2.6783600337134704e-05,1.502057751730416e-05,9606.ENSP00000263774,0
9606.ENSP00000430025,2.192675960203843e-05,2.042319641919652e-05,1.2274531411555276e-05,9606.ENSP00000263774,0
9606.ENSP00000229379,0.0011048611086061,0.0012817863895704,0.001066275814906,9606.ENSP00000263774,0
9606.ENSP00000377617,1.5011178853422075e-05,8.59018405544961e-06,3.60195566040424e-06,9606.ENSP00000263774,0
9606.ENSP00000267436,1.1181694872775964e-05,7.389358266955987e-06,3.3109871542285425e-06,9606.ENSP00000263774,0
9606.ENSP00000372191,7.676114181478041e-05,4.877619788406744e-05,2.251556636882959e-05,9606.ENSP00000301587,0
9606.ENSP00000325562,4.636211872726637e-05,2.86340199362587e-05,1.2044851669512106e-05,9606.ENSP00000301587,0
9606.ENSP00000363419,2.561433827704247e-06,1.3087929109008265e-06,4.400835941030414e-07,9606.ENSP00000301587,0
9606.ENSP00000310547,4.81131408334554e-05,4.083388917093571e-05,2.2759794408302737e-05,9606.ENSP00000301587,0
9606.ENSP00000292147,3.027281652435175e-05,2.0104233929869388e-05,9.56851043271434e-06,9606.ENSP00000301587,0
9606.ENSP00000379563,5.625349066794082e-05,4.0630212993044414e-05,2.028263220619889e-05,9606.ENSP00000301587,0
9606.ENSP00000407560,1.219714528748203e-06,4.679108529281812e-07,1.297401083226399e-07,9606.ENSP00000301587,0
9606.ENSP00000360541,0.0001035756164333,8.200280573893729e-05,4.390236280337872e-05,9606.ENSP00000301587,0
9606.ENSP00000263774,0.0012525395807839,0.0014028232643045,0.0011438252985174,9606.ENSP00000301587,0
9606.ENSP00000357535,0.0007814686461747,0.0009947493776855,0.0009224859341589,9606.ENSP00000301587,0
9606.ENSP00000346173,0.0001803775730179,0.0001370679355407,7.304076650298221e-05,9606.ENSP00000301587,0
9606.ENSP00000346255,7.917054763565655e-05,3.8784241016984826e-05,1.5271088662472112e-05,9606.ENSP00000301587,0
9606.ENSP00000371586,3.447346869005043e-05,3.140328347882943e-05,1.923833682102623e-05,9606.ENSP00000301587,0
9606.ENSP00000322316,8.214497272628665e-05,6.767597144650546e-05,3.644859386159635e-05,9606.ENSP00000301587,0
9606.ENSP00000258080,5.826108256962447e-05,3.15046685513397e-05,1.283988875933442e-05,9606.ENSP00000301587,0
9606.ENSP00000320043,1.699230682504686e-05,9.22796950035704e-06,3.879913710084966e-06,9606.ENSP00000301587,0
9606.ENSP00000384867,3.9474724661811645e-05,3.0011834962168654e-05,1.528189848292359e-05,9606.ENSP00000301587,0
9606.ENSP00000366939,9.92626905426971e-06,5.517152016085437e-06,2.1363664127873715e-06,9606.ENSP00000301587,0
9606.ENSP00000355467,1.9801632729067737e-05,1.160279312933298e-05,5.086203339197336e-06,9606.ENSP00000301587,0
9606.ENSP00000341213,2.2503132111047123e-05,1.8503343682811416e-05,1.0150440894386414e-05,9606.ENSP00000301587,0
9606.ENSP00000308515,1.4657383709348744e-05,7.77122346521889e-06,3.109258822292118e-06,9606.ENSP00000301587,0
9606.ENSP00000264451,9.185573027322356e-06,4.551244415442253e-06,1.5125858786589312e-06,9606.ENSP00000301587,0
9606.ENSP00000260953,3.694937635885173e-06,1.5715300376876736e-06,4.648442156320118e-07,9606.ENSP00000301587,0
9606.ENSP00000418008,9.769979888971611e-05,5.759576593373429e-05,2.486050019739282e-05,9606.ENSP00000301587,0
9606.ENSP00000371607,1.806467358771859e-05,1.094551824231874e-05,4.961914220150771e-06,9606.ENSP00000301587,0
9606.ENSP00000401980,7.070472826898699e-05,3.470168941736471e-05,1.308962883311125e-05,9606.ENSP00000301587,0
9606.ENSP00000328570,7.307067642018232e-05,4.854464561346364e-05,2.330847558226279e-05,9606.ENSP00000301587,0
9606.ENSP00000359675,3.345372983457444e-05,1.80523486735204e-05,8.228293307110345e-06,9606.ENSP00000301587,0
9606.ENSP00000308610,0.0001280861982311,0.000107569360897,6.0363141026083895e-05,9606.ENSP00000301587,0
9606.ENSP00000085068,5.205592344946242e-05,2.951064375454059e-05,1.2425141100437224e-05,9606.ENSP00000301587,0
9606.ENSP00000389903,7.519417573141311e-06,4.129004606332727e-06,1.746682517859254e-06,9606.ENSP00000301587,0
9606.ENSP00000245816,4.779940922847506e-05,3.7277759953967976e-05,1.982558316930367e-05,9606.ENSP00000301587,0
9606.ENSP00000238379,2.2676765038651916e-05,1.003319200988239e-05,3.00568270458819e-06,9606.ENSP00000301587,0
9606.ENSP00000310873,9.666892468366856e-05,8.060710061166571e-05,4.391665091582875e-05,9606.ENSP00000301587,0
9606.ENSP00000428263,1.5862335101132235e-05,1.5550037087882453e-05,9.695195665518198e-06,9606.ENSP00000301587,0
9606.ENSP00000288111,5.990336344453413e-05,4.4124528134730176e-05,2.3365449609078833e-05,9606.ENSP00000301587,0
9606.ENSP00000216254,0.0009886618463014,0.0011686737567217,0.0010162893468376,9606.ENSP00000301587,0
9606.ENSP00000387262,0.0002816959792216,0.0002157072250281,0.0001145413795419,9606.ENSP00000301587,0
9606.ENSP00000368318,2.6157280588304873e-05,1.5157628623358036e-05,6.585909866723322e-06,9606.ENSP00000301587,0
9606.ENSP00000273986,0.0007590658511756,0.0010123942960509,0.0009407305901947,9606.ENSP00000301587,0
9606.ENSP00000264093,0.0010085401399084,0.0012050574515513,0.0010372834635614,9606.ENSP00000301587,0
9606.ENSP00000315118,0.0006802461447657,0.0009454996454282,0.0009036182778409,9606.ENSP00000301587,0
9606.ENSP00000264193,4.4957849228199206e-05,2.9993345080081178e-05,1.4954409215450851e-05,9606.ENSP00000301587,0
9606.ENSP00000302037,2.1371751609490614e-05,1.3621932198366864e-05,6.349707251956826e-06,9606.ENSP00000301587,0
9606.ENSP00000301329,4.569710744784606e-05,3.092537485368664e-05,1.5848468298970848e-05,9606.ENSP00000301587,0
9606.ENSP00000481127,1.4882814590425587e-06,5.510562617216729e-07,1.4573753078104346e-07,9606.ENSP00000301587,0
9606.ENSP00000273968,3.631552959228583e-06,1.663501100553096e-06,5.264428079446171e-07,9606.ENSP00000301587,0
9606.ENSP00000267103,2.8980526974063833e-05,1.7725804432915446e-05,8.207788574776597e-06,9606.ENSP00000301587,0
