protein,RWR_positive_0.4_0.1,RWR_positive_0.4_0.2,RWR_positive_0.4_0.3,RWR_positive_0.4_0.4,RWR_positive_0.4_0.5,RWR_positive_0.4_0.6,RWR_positive_0.4_0.7,RWR_positive_0.4_0.8,RWR_positive_0.4_0.9,RWR_positive_0.4_1.0,Target,label
9606.ENSP00000436773,1.8199451767506223e-05,2.5571571030933933e-05,2.7601546211918417e-05,4.337524366678365e-05,5.4080381322275694e-05,5.4080381322275694e-05,5.890741118312693e-05,7.37624411498626e-05,8.29457092536677e-05,0.000104834444839,9606.ENSP00000268379,1
9606.ENSP00000305138,1.3534396885170847e-05,2.095767925913445e-05,2.614105434823096e-05,4.316658076618913e-05,5.342872662534853e-05,5.342872662534853e-05,5.954467195180627e-05,7.912490624818874e-05,0.0001087039362363,0.0001230635413084,9606.ENSP00000268379,1
9606.ENSP00000265070,0.0001336684678846,0.0002803695589566,0.0003146724827498,0.0005734461705326,0.0007293054632835,0.0007293054632835,0.0008138947159284,0.0046886777279289,0.0048951903348918,0.0051127021368868,9606.ENSP00000268379,0
9606.ENSP00000285083,3.324835602080696e-05,0.0002572418155202,0.0002652482001271,0.0003043988933924,0.0003351103814075,0.0003351103814075,0.0003489057860772,0.0004327627893682,0.0004764358772712,0.000490810904748,9606.ENSP00000268379,0
9606.ENSP00000312770,2.132248846379996e-06,3.658944729513083e-06,6.409429746445442e-06,1.0595860369876573e-05,1.2375189449912956e-05,1.2375189449912956e-05,1.389614308643771e-05,1.7051920425926435e-05,1.9282175148064932e-05,2.0858210399447697e-05,9606.ENSP00000268379,0
9606.ENSP00000361993,0.0001181494357804,0.0001597514603303,0.0004341381152104,0.0006846293362623,0.0007313748836981,0.0007313748836981,0.000764352839131,0.0012186632742381,0.0016725757390434,0.001841034414057,9606.ENSP00000268379,1
9606.ENSP00000446252,0.003131536879328,0.0034842911350982,0.003509888302853,0.0042465648742234,0.004576010668063,0.004576010668063,0.0047818180946734,0.0056303505123937,0.0064210492013613,0.0066143801213103,9606.ENSP00000268379,0
9606.ENSP00000417190,4.5102918938962376e-05,0.0067695752945239,0.0067798213603149,0.0068118176450767,0.0068287389233089,0.0068287389233089,0.0068828263816134,0.006966760846021,0.0069980569837022,0.0071280782980649,9606.ENSP00000268379,1
9606.ENSP00000072869,4.908553706839149e-05,7.53011734507352e-05,7.281991195515834e-05,0.0001604495134137,0.0001937504841687,0.0001937504841687,0.0002908720588464,0.0006292523407399,0.0006545413597142,0.0014784178909518,9606.ENSP00000268379,1
9606.ENSP00000342254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9606.ENSP00000268379,1
9606.ENSP00000306887,2.864187743799447e-05,4.724664217736865e-05,0.0001367681214384,0.0001654453261171,0.0003758667959465,0.0003758667959465,0.000390337940637,0.000518639375877,0.0020902800601915,0.002154324912242,9606.ENSP00000268379,1
9606.ENSP00000402661,0.0001322030041316,0.0001557758130251,0.0002016648467232,0.0003182236042381,0.0004301414646661,0.0004301414646661,0.000465599648254,0.0005817023827285,0.0130700738598244,0.0130885335916698,9606.ENSP00000268379,1
9606.ENSP00000478212,8.466736734713568e-05,0.000224222385922,0.0002760207084578,0.0003591968081676,0.0004171094046664,0.0004171094046664,0.000475123321863,0.00073135952396,0.0007901004273309,0.0008526876938224,9606.ENSP00000268379,1
9606.ENSP00000261434,4.629617219524924e-05,0.000209193001398,0.000216063490242,0.0002400250088505,0.0002559732646644,0.0002559732646644,0.0002708986207607,0.0003247067154834,0.0003460598143494,0.0003827281777667,9606.ENSP00000268379,0
9606.ENSP00000006658,9.002873256542794e-05,0.0001629296305881,0.0002337328962236,0.0003386999571902,0.0004229416043821,0.0004229416043821,0.0036290302268814,0.0040733662507773,0.0046160046222241,0.0047708494619941,9606.ENSP00000268379,0
9606.ENSP00000369383,0.0001440117435538,0.00020702323293,0.0002218227731191,0.000313682856901,0.0003452846724343,0.0003814432080506,0.0005003167626864,0.0005200620528981,0.0026754342790099,0.0027604420195131,9606.ENSP00000268379,1
9606.ENSP00000269980,0.0004676650531216,0.0006296607311959,0.0006402576347128,0.0007230487012035,0.0008546545239986,0.0013252863335282,0.0027067329930897,0.0029175407971363,0.003184476366001,0.0033021899261208,9606.ENSP00000268379,1
9606.ENSP00000313877,9.689966460521038e-05,0.0001643822223488,0.0001746488026551,0.0002913999777139,0.0004314385381014,0.0006983596292766,0.0008048975322297,0.0008362345872908,0.0009831384888901,0.0010430416442802,9606.ENSP00000268379,0
9606.ENSP00000338034,0.0002854173149904,0.0003339052784854,0.0003478294090579,0.0004363794364314,0.0004849692264251,0.000758598388009,0.0009013475252161,0.0010132309230926,0.0010875415495297,0.0011432570023001,9606.ENSP00000268379,0
9606.ENSP00000402038,3.5600840598102516e-05,0.0002455711141433,0.0002651901534128,0.0003512865170382,0.0003722401915235,0.000430790601694,0.0009445429218127,0.0009543189072889,0.0010009092229091,0.0010345604232983,9606.ENSP00000268379,0
9606.ENSP00000263035,0.0001396555328761,0.0002256161048892,0.0002368311393229,0.0002889585812556,0.0003823983846736,0.0004504698244549,0.000583950284322,0.0006304620538243,0.0014708498453719,0.001534458184967,9606.ENSP00000268379,1
