protein,RW_positive_30_0.1,RW_positive_30_0.2,RW_positive_30_0.3,RW_positive_30_0.4,RW_positive_30_0.5,RW_positive_30_0.6,RW_positive_30_0.7,RW_positive_30_0.8,RW_positive_30_0.9,RW_positive_30_1.0,Target,label
9606.ENSP00000258080,0.0003314154819236,0.0003314154819236,0.0003314154819236,0.0004971218586433,0.0006628251721849,0.0006628251721849,0.0007456748280674,0.0008285263029392,0.000911379000172,0.000911379000172,9606.ENSP00000264932,0
9606.ENSP00000320043,9.860437421593816e-05,9.860437421593816e-05,9.860437421593816e-05,0.0001479057955293,0.0001972058744286,0.0001972058744286,0.0002218549616372,0.0002465048764861,0.0002711554279812,0.0002711554279812,9606.ENSP00000264932,0
9606.ENSP00000384867,7.669701335544232e-05,7.669701335544232e-05,7.669701335544232e-05,0.0001150421612692,0.0001533906488475,0.0001533906488475,0.0001725659258227,0.0001917371173476,0.0002109098077198,0.0002109098077198,9606.ENSP00000264932,0
9606.ENSP00000366939,4.38245415352867e-05,4.38245415352867e-05,4.38245415352867e-05,6.573601058335043e-05,8.764786616666242e-05,8.764786616666242e-05,9.860380669124424e-05,0.0001095592042474,0.0001205148755616,0.0001205148755616,9606.ENSP00000264932,0
9606.ENSP00000355467,9.860355203272776e-05,9.860355203272776e-05,9.860355203272776e-05,0.0001479044949519,0.0001972048958123,0.0001972048958123,0.0002218545778305,0.0002465044162818,0.0002711547313083,0.0002711547313083,9606.ENSP00000264932,0
9606.ENSP00000341213,3.5610653867479414e-05,3.5610653867479414e-05,3.5610653867479414e-05,5.341468386177439e-05,7.121837370505091e-05,7.121837370505091e-05,8.011973295651842e-05,8.902109402697533e-05,9.792298806132747e-05,9.792298806132747e-05,9606.ENSP00000264932,0
9606.ENSP00000308515,8.217028880608268e-05,8.217028880608268e-05,8.217028880608268e-05,0.0001232548129337,0.0001643383457121,0.0001643383457121,0.0001848794636316,0.0002054211363429,0.0002259632947243,0.0002259632947243,9606.ENSP00000264932,0
9606.ENSP00000264451,4.930216528009623e-05,4.930216528009623e-05,4.930216528009623e-05,7.395262036880013e-05,9.860300269792788e-05,9.860300269792788e-05,0.0001109280001401,0.0001232529248227,0.0001355781168967,0.0001355781168967,9606.ENSP00000264932,0
9606.ENSP00000260953,2.738922557909973e-05,2.738922557909973e-05,2.738922557909973e-05,4.108370148969698e-05,5.477823060573428e-05,5.477823060573428e-05,6.16254778833536e-05,6.847263648523949e-05,7.531987603215384e-05,7.531987603215384e-05,9606.ENSP00000264932,0
9606.ENSP00000418008,0.0004464689845917,0.0004464689845917,0.0004464689845917,0.0004464689845917,0.0005580634970101,0.0005580634970101,0.0005580634970101,0.0007812988696969,0.0007812988696969,0.001004512370855,9606.ENSP00000264932,0
9606.ENSP00000371607,9.03842956176959e-05,9.03842956176959e-05,9.03842956176959e-05,9.03842956176959e-05,0.0001129815336753,0.0001129815336753,0.0001129815336753,0.0001581733486091,0.0001581733486091,0.0002033648743235,9606.ENSP00000264932,0
9606.ENSP00000401980,0.0004793033585883,0.0004793033585883,0.0004793033585883,0.0004793033585883,0.0005991326397634,0.0005991326397634,0.0005991326397634,0.0008387845664401,0.0008387845664401,0.0010784367259475,9606.ENSP00000264932,0
9606.ENSP00000328570,0.000282109962427,0.000282109962427,0.000282109962427,0.000282109962427,0.0003526368673192,0.0003526368673192,0.0003526368673192,0.0004936915138387,0.0004936915138387,0.0006347446687868,9606.ENSP00000264932,0
9606.ENSP00000359675,0.0002437565744912,0.0002437565744912,0.0002437565744912,0.0002437565744912,0.0003047038990189,0.0003047038990189,0.0003047038990189,0.0004265813950041,0.0004265813950041,0.0005484612229338,9606.ENSP00000264932,0
9606.ENSP00000308610,0.0002054308242804,0.0002054308242804,0.0002054308242804,0.0002054308242804,0.0002567888077464,0.0002567888077464,0.0002567888077464,0.0003595029156713,0.0003595029156713,0.0004622119849955,9606.ENSP00000264932,0
9606.ENSP00000085068,0.0002656786382431,0.0002656786382431,0.0002656786382431,0.0002656786382431,0.000332097755745,0.000332097755745,0.000332097755745,0.0004649364418582,0.0004649364418582,0.0005977720866212,9606.ENSP00000264932,0
9606.ENSP00000389903,4.3822297811857425e-05,4.3822297811857425e-05,4.3822297811857425e-05,4.3822297811857425e-05,5.477800368680619e-05,5.477800368680619e-05,5.477800368680619e-05,7.668906073377002e-05,7.668906073377002e-05,9.860019054031e-05,9606.ENSP00000264932,0
9606.ENSP00000245816,0.0001040838033077,0.0001040838033077,0.0001040838033077,0.0001040838033077,0.0001301032480114,0.0001301032480114,0.0001301032480114,0.0001821449332055,0.0001821449332055,0.0002341837662243,9606.ENSP00000264932,1
9606.ENSP00000238379,0.0001506399858044,0.0001506399858044,0.0001506399858044,0.0001506399858044,0.0001883011718746,0.0001883011718746,0.0001883011718746,0.0002636209319462,0.0002636209319462,0.0003389401681488,9606.ENSP00000264932,0
9606.ENSP00000310873,0.0001232622198585,0.0001232622198585,0.0001232622198585,0.0001232622198585,0.0001540753946756,0.0001540753946756,0.0001540753946756,0.0002157057351723,0.0002157057351723,0.000277330949757,9606.ENSP00000264932,0
9606.ENSP00000428263,1.6433958080597222e-05,1.6433958080597222e-05,1.6433958080597222e-05,1.6433958080597222e-05,2.0542370748444228e-05,2.0542370748444228e-05,2.0542370748444228e-05,2.8759302495018343e-05,2.8759302495018343e-05,3.6975910916225985e-05,9606.ENSP00000264932,0
9606.ENSP00000288111,0.0001917298759508,0.0001917298759508,0.0001917298759508,0.0001917298759508,0.0002396617273916,0.0002396617273916,0.0002396617273916,0.0003355259432282,0.0003355259432282,0.0004313864483265,9606.ENSP00000264932,0
9606.ENSP00000216254,0.0009805858426261,0.0009805858426261,0.0009805858426261,0.0009805858426261,0.0012257175985723,0.0012257175985723,0.0012257175985723,0.0017160063143819,0.0017160063143819,0.0022062659845687,9606.ENSP00000264932,0
9606.ENSP00000387262,0.000703922501998,0.000703922501998,0.000703922501998,0.000703922501998,0.0008799038478173,0.0008799038478173,0.0008799038478173,0.0012318621011218,0.0012318621011218,0.0015838097315281,9606.ENSP00000264932,0
9606.ENSP00000368318,0.0001314712535531,0.0001314712535531,0.0001314712535531,0.0001314712535531,0.0001643358154979,0.0001643358154979,0.0001643358154979,0.0002300716114405,0.0002300716114405,0.0002958040131488,9606.ENSP00000264932,0
9606.ENSP00000273986,0.0002054431352007,0.0002054431352007,0.0002054431352007,0.0002054431352007,0.0002568021736806,0.0002568021736806,0.0002568021736806,0.0003595214657252,0.0003595214657252,0.000462231462734,9606.ENSP00000264932,0
9606.ENSP00000264093,0.0004218699032207,0.0004218699032207,0.0004218699032207,0.0004218699032207,0.000527332042111,0.000527332042111,0.000527332042111,0.0007382600815617,0.0007382600815617,0.0009491609525866,9606.ENSP00000264932,1
9606.ENSP00000315118,0.0001479122329328,0.0001479122329328,0.0001479122329328,0.0001479122329328,0.0001848887732194,0.0001848887732194,0.0001848887732194,0.0002588439601822,0.0002588439601822,0.0003327946360514,9606.ENSP00000264932,0
9606.ENSP00000264193,0.000202677649213,0.000202677649213,0.000202677649213,0.000202677649213,0.0002533472397772,0.0002533472397772,0.0002533472397772,0.0003546864354575,0.0003546864354575,0.0004560252964438,9606.ENSP00000264932,0
9606.ENSP00000302037,8.764593258092646e-05,8.764593258092646e-05,8.764593258092646e-05,8.764593258092646e-05,0.0001095582611014,0.0001095582611014,0.0001095582611014,0.0001533809390821,0.0001533809390821,0.0001972032478079,9606.ENSP00000264932,0
