protein,heat_target_0.1,heat_target_0.2,heat_target_0.3,Target,label
9606.ENSP00000372191,9.95067530311644e-05,8.210707892430946e-05,7.89370751590468e-05,9606.ENSP00000417142,0
9606.ENSP00000325562,0.0001448217080906,8.726037049200386e-05,7.988678407855332e-05,9606.ENSP00000417142,0
9606.ENSP00000363419,3.9718499465379864e-05,5.72114295209758e-05,6.603624933632091e-05,9606.ENSP00000417142,0
9606.ENSP00000310547,0.0001390031247865,9.120275353780016e-05,8.075671212282032e-05,9606.ENSP00000417142,0
9606.ENSP00000292147,0.0001085764961317,8.435325435129926e-05,7.952193118399009e-05,9606.ENSP00000417142,0
9606.ENSP00000379563,0.0001079780704458,8.237006113631651e-05,7.87745593697764e-05,9606.ENSP00000417142,0
9606.ENSP00000407560,2.5204366465914063e-05,4.384252679301426e-05,5.54539765289519e-05,9606.ENSP00000417142,0
9606.ENSP00000360541,0.0001292395754717,8.449277083855122e-05,7.933580491226166e-05,9606.ENSP00000417142,0
9606.ENSP00000263774,0.00015931163216,8.605493349023163e-05,7.956847548484802e-05,9606.ENSP00000417142,0
9606.ENSP00000357535,9.447196498513222e-05,8.192801760742441e-05,7.884669321356341e-05,9606.ENSP00000417142,0
9606.ENSP00000346173,0.0001035618188325,8.316137245856225e-05,7.916821778053418e-05,9606.ENSP00000417142,0
9606.ENSP00000346255,8.665992936585099e-05,8.112537761917338e-05,7.865697261877358e-05,9606.ENSP00000417142,0
9606.ENSP00000371586,7.307172927539796e-05,8.042097033467144e-05,7.890108099672943e-05,9606.ENSP00000417142,0
9606.ENSP00000322316,0.000153471250087,8.860257366904989e-05,8.01505520939827e-05,9606.ENSP00000417142,0
9606.ENSP00000258080,9.383766155224292e-05,8.060654363362119e-05,7.789108349243179e-05,9606.ENSP00000417142,0
9606.ENSP00000320043,7.880122575443238e-05,8.064607391133904e-05,7.890850974945351e-05,9606.ENSP00000417142,0
9606.ENSP00000384867,0.00015859787527,9.20757738640532e-05,8.082906424533576e-05,9606.ENSP00000417142,0
9606.ENSP00000366939,0.0001195820295833,9.178416803479196e-05,8.223469922086224e-05,9606.ENSP00000417142,0
9606.ENSP00000355467,9.629945998312904e-05,8.164907194441184e-05,7.850019756006077e-05,9606.ENSP00000417142,0
9606.ENSP00000341213,0.0002000639215111,0.0001197538513224,9.072095417650416e-05,9606.ENSP00000417142,0
9606.ENSP00000308515,8.700402395334095e-05,8.152550435625017e-05,7.873473805375397e-05,9606.ENSP00000417142,0
9606.ENSP00000264451,0.0001066484328475,8.828333375276998e-05,8.097654790617526e-05,9606.ENSP00000417142,1
9606.ENSP00000260953,5.349735147319734e-05,7.164648559410125e-05,7.649583130842075e-05,9606.ENSP00000417142,0
9606.ENSP00000418008,9.430920181330292e-05,8.216862624976784e-05,7.894905866123736e-05,9606.ENSP00000417142,1
9606.ENSP00000371607,7.656520028831437e-05,7.78101893956773e-05,7.797269063303247e-05,9606.ENSP00000417142,0
9606.ENSP00000401980,9.16549251996912e-05,8.169154898496345e-05,7.879736949689686e-05,9606.ENSP00000417142,0
9606.ENSP00000328570,0.0001014210793073,8.280287147499621e-05,7.909449777798727e-05,9606.ENSP00000417142,0
9606.ENSP00000359675,8.075683581409976e-05,8.066594455158338e-05,7.87122335168533e-05,9606.ENSP00000417142,0
9606.ENSP00000308610,0.0001386215008096,8.449288725387305e-05,7.94016887084581e-05,9606.ENSP00000417142,0
9606.ENSP00000085068,9.523956396151334e-05,8.226600039051846e-05,7.903297955635935e-05,9606.ENSP00000417142,0
9606.ENSP00000389903,7.252916839206591e-05,7.781038584653288e-05,7.72148123360239e-05,9606.ENSP00000417142,0
9606.ENSP00000245816,0.0001482904772274,8.676469587953761e-05,7.965468830661848e-05,9606.ENSP00000417142,0
9606.ENSP00000238379,9.453544771531595e-05,8.270583930425346e-05,7.911537250038236e-05,9606.ENSP00000417142,0
9606.ENSP00000310873,0.0001776123681338,9.024525206768884e-05,8.02719805506058e-05,9606.ENSP00000417142,0
9606.ENSP00000428263,0.0001457209000363,0.0001223558501806,0.000103598285932,9606.ENSP00000417142,0
9606.ENSP00000288111,0.0001045493700075,8.34672900964506e-05,7.928993727546185e-05,9606.ENSP00000417142,0
9606.ENSP00000216254,0.000110521519673,8.325800445163622e-05,7.911885040812194e-05,9606.ENSP00000417142,0
9606.ENSP00000387262,0.0001076865301001,8.273521962109953e-05,7.884365186328068e-05,9606.ENSP00000417142,0
9606.ENSP00000368318,9.709563892101868e-05,8.318866457557306e-05,7.930531864985824e-05,9606.ENSP00000417142,0
9606.ENSP00000273986,0.0001795351854525,8.695458382135257e-05,7.974056643433869e-05,9606.ENSP00000417142,0
9606.ENSP00000264093,0.0001950235455296,8.860691013978794e-05,8.020906534511596e-05,9606.ENSP00000417142,0
9606.ENSP00000315118,0.0001518748904345,8.678591984789819e-05,7.96415624790825e-05,9606.ENSP00000417142,0
9606.ENSP00000264193,9.344200225314124e-05,8.214057743316516e-05,7.898067269707099e-05,9606.ENSP00000417142,0
9606.ENSP00000302037,9.859642887022346e-05,8.35738392197527e-05,7.892993016866967e-05,9606.ENSP00000417142,0
9606.ENSP00000301329,9.254283941118048e-05,8.238377631641924e-05,7.913145236670971e-05,9606.ENSP00000417142,0
9606.ENSP00000481127,3.053808177355677e-05,5.1111164793837816e-05,6.220267823664472e-05,9606.ENSP00000417142,0
9606.ENSP00000273968,2.981985016958788e-05,4.854817962041125e-05,5.94796692894306e-05,9606.ENSP00000417142,1
9606.ENSP00000267103,9.377641254104674e-05,8.203694596886635e-05,7.903505320427939e-05,9606.ENSP00000417142,0
9606.ENSP00000351214,0.0001520476507721,8.809119754005224e-05,7.998833461897448e-05,9606.ENSP00000417142,0
9606.ENSP00000263702,9.92148052318953e-05,8.340048225363716e-05,7.934239692986012e-05,9606.ENSP00000417142,0
9606.ENSP00000403987,1.7812562873587012e-05,3.4721586416708305e-05,4.6325920266099274e-05,9606.ENSP00000417142,0
9606.ENSP00000406933,0.0001270438806386,9.032604430103676e-05,8.101092680590227e-05,9606.ENSP00000417142,0
9606.ENSP00000317177,7.521521183662117e-05,8.035818609641865e-05,7.842738705221564e-05,9606.ENSP00000417142,0
9606.ENSP00000441065,0.0001255316892638,8.449866436421871e-05,7.942341471789405e-05,9606.ENSP00000417142,0
9606.ENSP00000360268,8.993878145702183e-05,8.147353946696967e-05,7.872256537666544e-05,9606.ENSP00000417142,0
9606.ENSP00000288532,0.0001409935648553,8.853848703438416e-05,8.017189975362271e-05,9606.ENSP00000417142,0
9606.ENSP00000429168,0.0001899969647638,0.0001188402748084,9.117049194173887e-05,9606.ENSP00000417142,0
9606.ENSP00000238561,0.0001362721959594,9.40004174481146e-05,8.174938557203859e-05,9606.ENSP00000417142,0
9606.ENSP00000386543,0.0001077577690011,8.79320505191572e-05,8.061654079938307e-05,9606.ENSP00000417142,0
9606.ENSP00000317379,0.0001228841574629,8.419969526585191e-05,7.936199835967273e-05,9606.ENSP00000417142,0
9606.ENSP00000355741,0.0001299192372243,8.452494512312114e-05,7.866048690630123e-05,9606.ENSP00000417142,0
9606.ENSP00000327070,0.0001093232931452,8.284209616249427e-05,7.900444325059652e-05,9606.ENSP00000417142,0
9606.ENSP00000469981,7.936672045616433e-05,7.773674587951973e-05,7.720346911810338e-05,9606.ENSP00000417142,0
9606.ENSP00000337358,0.0001526818959973,9.422050061402842e-05,8.141761645674706e-05,9606.ENSP00000417142,1
9606.ENSP00000370882,0.0001514139148639,8.629421063233167e-05,7.96589520177804e-05,9606.ENSP00000417142,0
9606.ENSP00000354415,9.152206621365622e-05,8.229597733588889e-05,7.882542558945715e-05,9606.ENSP00000417142,0
9606.ENSP00000037869,0.0001622485142434,9.057512215804309e-05,8.055973739828914e-05,9606.ENSP00000417142,1
9606.ENSP00000317159,0.000181257360964,8.785632235230878e-05,7.985539559740573e-05,9606.ENSP00000417142,0
9606.ENSP00000326219,0.0001136301871156,8.359391358681023e-05,7.923188240965828e-05,9606.ENSP00000417142,0
9606.ENSP00000364204,8.851796155795455e-05,8.099202386802062e-05,7.848864333936945e-05,9606.ENSP00000417142,1
9606.ENSP00000235329,8.829055150272325e-05,8.119414997054264e-05,7.866474334150553e-05,9606.ENSP00000417142,0
9606.ENSP00000236980,9.463432797929272e-05,8.257724402938038e-05,7.863214705139399e-05,9606.ENSP00000417142,1
9606.ENSP00000379047,8.753246220294386e-05,8.258956950157881e-05,7.958808419061825e-05,9606.ENSP00000417142,0
9606.ENSP00000354223,0.0003439813444856,9.789489558897913e-05,8.0972517025657e-05,9606.ENSP00000417142,0
9606.ENSP00000396954,9.94046567939222e-05,8.157106640283018e-05,7.83103532739915e-05,9606.ENSP00000417142,0
9606.ENSP00000258955,2.1730265871156007e-05,3.8362948544090614e-05,4.9921683967113495e-05,9606.ENSP00000417142,1
9606.ENSP00000262507,0.0001388961682096,8.665299537824467e-05,7.989895675564185e-05,9606.ENSP00000417142,0
9606.ENSP00000436773,6.364564615068957e-05,7.858285243855789e-05,7.900445052655414e-05,9606.ENSP00000417142,0
9606.ENSP00000305138,7.468280091416091e-05,8.134424570016563e-05,7.928330160211772e-05,9606.ENSP00000417142,0
9606.ENSP00000265070,8.562480797991157e-05,8.00646303105168e-05,7.81347043812275e-05,9606.ENSP00000417142,0
9606.ENSP00000285083,0.0001088879726012,8.650215022498742e-05,8.016827632673085e-05,9606.ENSP00000417142,0
9606.ENSP00000312770,2.7876942112925462e-05,4.892553261015564e-05,6.0709226090693846e-05,9606.ENSP00000417142,0
9606.ENSP00000361993,0.0001351659739157,8.565210009692237e-05,7.964688848005608e-05,9606.ENSP00000417142,0
9606.ENSP00000446252,9.541188046569005e-05,8.212620741687715e-05,7.890986307756975e-05,9606.ENSP00000417142,0
9606.ENSP00000417190,0.0001110697485273,8.511047053616494e-05,7.962808012962341e-05,9606.ENSP00000417142,0
9606.ENSP00000072869,0.0001058909401763,8.981340215541422e-05,8.12927246442996e-05,9606.ENSP00000417142,0
9606.ENSP00000342254,0.0,0.0,0.0,9606.ENSP00000417142,0
9606.ENSP00000306887,0.0001247084292117,9.152802522294225e-05,8.153833914548159e-05,9606.ENSP00000417142,0
9606.ENSP00000402661,0.0001370628742733,9.082750329980628e-05,8.081659325398505e-05,9606.ENSP00000417142,0
9606.ENSP00000478212,8.445618732366711e-05,8.058881940087304e-05,7.849521352909505e-05,9606.ENSP00000417142,0
9606.ENSP00000261434,0.0001112921745516,8.986345346784219e-05,8.140277350321412e-05,9606.ENSP00000417142,0
9606.ENSP00000006658,0.0001212269489769,8.469922613585368e-05,7.939439092297107e-05,9606.ENSP00000417142,0
9606.ENSP00000369383,0.0001914689346449,9.038634016178548e-05,8.0157580669038e-05,9606.ENSP00000417142,0
9606.ENSP00000269980,0.0001175676006823,8.433136099483818e-05,7.943435775814578e-05,9606.ENSP00000417142,0
9606.ENSP00000313877,0.0001007553510135,8.301932393806055e-05,7.924826786620542e-05,9606.ENSP00000417142,0
9606.ENSP00000338034,0.0001818857854232,9.677773050498216e-05,8.149399945978075e-05,9606.ENSP00000417142,0
9606.ENSP00000402038,8.25959286885336e-05,8.224655175581574e-05,7.934683526400477e-05,9606.ENSP00000417142,0
9606.ENSP00000263035,0.0001469472481403,8.536809036741033e-05,7.904504309408367e-05,9606.ENSP00000417142,0
9606.ENSP00000363899,6.0863589169457555e-05,7.518457277910784e-05,7.786586502334103e-05,9606.ENSP00000417142,0
9606.ENSP00000371362,0.0001001546479528,8.762635115999728e-05,8.06402022135444e-05,9606.ENSP00000417142,0
9606.ENSP00000323678,0.0001125558337662,8.674676064401865e-05,7.999713852768764e-05,9606.ENSP00000417142,0
9606.ENSP00000445446,2.164668148907367e-05,3.288161678938195e-05,4.111870293854736e-05,9606.ENSP00000417142,0
9606.ENSP00000215882,0.0001090281148208,8.325133967446163e-05,7.913360605016351e-05,9606.ENSP00000417142,0
9606.ENSP00000363873,0.0001544874103274,8.728846296435222e-05,7.837555313017219e-05,9606.ENSP00000417142,0
9606.ENSP00000224807,0.0001054313543136,8.246600191341713e-05,7.874902803450823e-05,9606.ENSP00000417142,0
9606.ENSP00000346954,9.62226404226385e-05,8.678523590788245e-05,8.115320815704763e-05,9606.ENSP00000417142,0
9606.ENSP00000379999,0.0001490141439717,8.625008922535926e-05,7.957591878948733e-05,9606.ENSP00000417142,0
9606.ENSP00000274813,9.703539399197324e-05,8.151496876962483e-05,7.838021701900288e-05,9606.ENSP00000417142,0
9606.ENSP00000358840,0.0001622719864826,8.626900671515614e-05,7.940432260511443e-05,9606.ENSP00000417142,0
9606.ENSP00000273158,5.2222665544832125e-05,6.53243187116459e-05,7.09427913534455e-05,9606.ENSP00000417142,0
9606.ENSP00000358510,0.0001672505168244,0.0001075503460015,8.612449892098084e-05,9606.ENSP00000417142,0
9606.ENSP00000430025,9.35509815462865e-05,9.044301987159996e-05,8.44872192828916e-05,9606.ENSP00000417142,0
9606.ENSP00000229379,0.0002207992220064,9.09841328393668e-05,8.028908632695675e-05,9606.ENSP00000417142,0
9606.ENSP00000377617,9.099310409510508e-05,8.341869397554547e-05,7.953929161885753e-05,9606.ENSP00000417142,0
9606.ENSP00000267436,0.0001028009137371,9.037892596097664e-05,8.284984505735338e-05,9606.ENSP00000417142,0
9606.ENSP00000372191,0.0001019296760205,8.240505121648312e-05,7.897725299699232e-05,9606.ENSP00000428895,0
9606.ENSP00000325562,0.0001557274663355,8.909868483897299e-05,8.016552601475269e-05,9606.ENSP00000428895,0
9606.ENSP00000363419,3.5514145565684885e-05,5.507512832991779e-05,6.478649447672069e-05,9606.ENSP00000428895,0
9606.ENSP00000310547,0.0002057442325167,9.848332410911098e-05,8.151422662194818e-05,9606.ENSP00000428895,0
9606.ENSP00000292147,0.0001071432707249,8.465812425129116e-05,7.959528011269867e-05,9606.ENSP00000428895,0
9606.ENSP00000379563,0.0001142949113273,8.278622408397496e-05,7.880061457399279e-05,9606.ENSP00000428895,0
9606.ENSP00000407560,2.3497552319895476e-05,4.272435398888774e-05,5.4714611906092614e-05,9606.ENSP00000428895,0
9606.ENSP00000360541,0.0001326223718933,8.509155304636806e-05,7.942984666442499e-05,9606.ENSP00000428895,0
9606.ENSP00000263774,0.0001756627025315,8.730452100280672e-05,7.973161700647324e-05,9606.ENSP00000428895,0
9606.ENSP00000357535,9.479618893237785e-05,8.206927304854617e-05,7.886347157182172e-05,9606.ENSP00000428895,0
9606.ENSP00000346173,0.0001044448727043,8.340289787156507e-05,7.921104406705126e-05,9606.ENSP00000428895,0
9606.ENSP00000346255,8.634425466880202e-05,8.11599675216712e-05,7.866328087402508e-05,9606.ENSP00000428895,0
9606.ENSP00000371586,7.140321395127103e-05,8.054775389609858e-05,7.899634510977194e-05,9606.ENSP00000428895,0
9606.ENSP00000322316,0.0001841334742493,9.08053043531254e-05,8.043366688070819e-05,9606.ENSP00000428895,0
9606.ENSP00000258080,9.525075438432395e-05,8.080562838586047e-05,7.790869858581573e-05,9606.ENSP00000428895,0
9606.ENSP00000320043,7.74587897467427e-05,8.064891153480858e-05,7.892696157796308e-05,9606.ENSP00000428895,0
9606.ENSP00000384867,0.0001737836864776,9.433292143512516e-05,8.114470983855426e-05,9606.ENSP00000428895,0
9606.ENSP00000366939,9.02069077710621e-05,8.566549513489008e-05,8.08249315014109e-05,9606.ENSP00000428895,0
9606.ENSP00000355467,0.0001026040772558,8.218865696107969e-05,7.857762830099091e-05,9606.ENSP00000428895,0
9606.ENSP00000341213,0.00024645664962,0.0001344608608633,9.50067478697747e-05,9606.ENSP00000428895,0
9606.ENSP00000308515,9.017241245601326e-05,8.309673285111785e-05,7.950353028718382e-05,9606.ENSP00000428895,0
9606.ENSP00000264451,0.0001105218325392,8.978710684459656e-05,8.140994032146409e-05,9606.ENSP00000428895,0
9606.ENSP00000260953,5.129727651365101e-05,7.085508696036413e-05,7.620613905601203e-05,9606.ENSP00000428895,0
9606.ENSP00000418008,9.561878687236458e-05,8.245407661888748e-05,7.899715274106711e-05,9606.ENSP00000428895,0
9606.ENSP00000371607,7.991927122930065e-05,7.789809023961425e-05,7.790941890561953e-05,9606.ENSP00000428895,0
9606.ENSP00000401980,9.53599956119433e-05,8.217660069931298e-05,7.890836423030123e-05,9606.ENSP00000428895,0
9606.ENSP00000328570,0.0001040075512719,8.31157376524061e-05,7.913925946922973e-05,9606.ENSP00000428895,0
9606.ENSP00000359675,8.054274803726003e-05,8.072397031355649e-05,7.873108552303165e-05,9606.ENSP00000428895,0
9606.ENSP00000308610,0.0001549052540212,8.54524623719044e-05,7.95337837189436e-05,9606.ENSP00000428895,0
9606.ENSP00000085068,9.414475789526476e-05,8.233889820985496e-05,7.904214726295322e-05,9606.ENSP00000428895,0
9606.ENSP00000389903,6.551747355842963e-05,7.638525130460039e-05,7.690452184760943e-05,9606.ENSP00000428895,0
9606.ENSP00000245816,0.0001487228873884,8.763305231695995e-05,7.978644134709612e-05,9606.ENSP00000428895,0
9606.ENSP00000238379,9.51649999478832e-05,8.292279380839318e-05,7.915587775642052e-05,9606.ENSP00000428895,0
9606.ENSP00000310873,0.0004650453920476,9.718924411572516e-05,8.081392297754064e-05,9606.ENSP00000428895,0
9606.ENSP00000428263,6.033142562955618e-05,7.42320844437927e-05,7.704892777837813e-05,9606.ENSP00000428895,0
9606.ENSP00000288111,0.0001015162488329,8.358652121387422e-05,7.931847358122468e-05,9606.ENSP00000428895,0
9606.ENSP00000216254,0.0001131869648816,8.36091858218424e-05,7.917237235233188e-05,9606.ENSP00000428895,0
9606.ENSP00000387262,0.0001159208841272,8.345570677192882e-05,7.895920862210914e-05,9606.ENSP00000428895,0
9606.ENSP00000368318,9.806470188777894e-05,8.355896716238931e-05,7.9398560046684e-05,9606.ENSP00000428895,0
9606.ENSP00000273986,0.0001886866084532,8.805486868368462e-05,7.986026321304962e-05,9606.ENSP00000428895,0
9606.ENSP00000264093,0.000219625988393,9.018316632136704e-05,8.033084304770455e-05,9606.ENSP00000428895,0
9606.ENSP00000315118,0.0001930105790961,8.89993243617937e-05,7.992595783434808e-05,9606.ENSP00000428895,0
9606.ENSP00000264193,9.66678126133047e-05,8.254592830780894e-05,7.907544932095334e-05,9606.ENSP00000428895,0
9606.ENSP00000302037,0.0001069881545845,8.524765871698037e-05,7.95707237557508e-05,9606.ENSP00000428895,0
9606.ENSP00000301329,9.190088167088106e-05,8.25187235022895e-05,7.917515904409811e-05,9606.ENSP00000428895,0
9606.ENSP00000481127,2.8794067475246266e-05,5.005036655347794e-05,6.156212475616485e-05,9606.ENSP00000428895,0
9606.ENSP00000273968,3.530054891598411e-05,5.143219095771201e-05,6.0686012147925794e-05,9606.ENSP00000428895,0
9606.ENSP00000267103,9.577850869391114e-05,8.220833115046844e-05,7.905720121925697e-05,9606.ENSP00000428895,0
9606.ENSP00000351214,0.0001715407415758,9.03256659512408e-05,8.030069875530899e-05,9606.ENSP00000428895,0
9606.ENSP00000263702,0.0001000864140223,8.381914085475728e-05,7.942633237689734e-05,9606.ENSP00000428895,0
9606.ENSP00000403987,1.5623536455677822e-05,3.3065844036173075e-05,4.510246435529552e-05,9606.ENSP00000428895,0
9606.ENSP00000406933,0.0001232279901159,9.062096796697006e-05,8.114557567751035e-05,9606.ENSP00000428895,0
9606.ENSP00000317177,7.408177043544129e-05,8.010298188310117e-05,7.814755372237414e-05,9606.ENSP00000428895,0
9606.ENSP00000441065,0.0001286613260162,8.51023432915099e-05,7.9517369158566e-05,9606.ENSP00000428895,0
9606.ENSP00000360268,8.967799658421427e-05,8.154092211043462e-05,7.873561116866767e-05,9606.ENSP00000428895,0
9606.ENSP00000288532,0.0001868307153927,9.27226064959541e-05,8.090771007118747e-05,9606.ENSP00000428895,0
9606.ENSP00000429168,0.0002250510733574,0.0001305145706282,9.465354378335178e-05,9606.ENSP00000428895,0
9606.ENSP00000238561,0.0002239743771497,0.0001054976673913,8.324763621203601e-05,9606.ENSP00000428895,0
9606.ENSP00000386543,0.0001082163507817,8.847525896271691e-05,8.070715557551011e-05,9606.ENSP00000428895,0
9606.ENSP00000317379,0.0001324360346188,8.502306445734575e-05,7.948866550577804e-05,9606.ENSP00000428895,0
9606.ENSP00000355741,0.0001535699993837,8.616988634457812e-05,7.896594615885988e-05,9606.ENSP00000428895,0
9606.ENSP00000327070,0.0001150031530414,8.327695104526356e-05,7.906484825070947e-05,9606.ENSP00000428895,0
9606.ENSP00000469981,7.874854054534808e-05,7.761076994938776e-05,7.712157821515575e-05,9606.ENSP00000428895,0
9606.ENSP00000337358,0.000127785897348,9.193324513034896e-05,8.124116720864549e-05,9606.ENSP00000428895,1
9606.ENSP00000370882,0.00018334784545,8.925174188334495e-05,8.051043550949544e-05,9606.ENSP00000428895,0
9606.ENSP00000354415,9.264623804483564e-05,8.275589789263904e-05,7.894024747656658e-05,9606.ENSP00000428895,0
9606.ENSP00000037869,0.000185000244528,9.369027247885242e-05,8.110907947411761e-05,9606.ENSP00000428895,0
9606.ENSP00000317159,0.0002152360248146,9.009510540636256e-05,8.013594197109342e-05,9606.ENSP00000428895,0
9606.ENSP00000326219,0.0001133518089773,8.383023669011891e-05,7.925478712422773e-05,9606.ENSP00000428895,0
9606.ENSP00000364204,8.976272511063144e-05,8.120457641780376e-05,7.852532871766016e-05,9606.ENSP00000428895,0
9606.ENSP00000235329,8.928791066864505e-05,8.136952965287492e-05,7.868930697441101e-05,9606.ENSP00000428895,0
9606.ENSP00000236980,9.198689804179594e-05,8.267626981250942e-05,7.862345228204504e-05,9606.ENSP00000428895,0
9606.ENSP00000379047,8.842023089528084e-05,8.303361391881481e-05,7.973365427460521e-05,9606.ENSP00000428895,0
9606.ENSP00000354223,0.0003848629421554,0.0001017672984744,8.134550444083288e-05,9606.ENSP00000428895,0
9606.ENSP00000396954,8.880359382601455e-05,8.08444237918593e-05,7.819094025762752e-05,9606.ENSP00000428895,0
9606.ENSP00000258955,2.009789204748813e-05,3.725636634044349e-05,4.9163787480210885e-05,9606.ENSP00000428895,0
9606.ENSP00000262507,0.0001537915377411,8.860454545356333e-05,8.043501293286681e-05,9606.ENSP00000428895,0
9606.ENSP00000436773,6.163011130411178e-05,7.828068919479847e-05,7.897486648289487e-05,9606.ENSP00000428895,0
9606.ENSP00000305138,7.315022230613977e-05,8.127962792059407e-05,7.93012441135943e-05,9606.ENSP00000428895,0
9606.ENSP00000265070,8.602687012171373e-05,8.007188444025815e-05,7.811384421074763e-05,9606.ENSP00000428895,0
9606.ENSP00000285083,0.0001060416834661,8.66561895236373e-05,8.021763642318547e-05,9606.ENSP00000428895,0
9606.ENSP00000312770,2.6624966267263517e-05,4.8150584916584194e-05,6.0240541642997414e-05,9606.ENSP00000428895,0
9606.ENSP00000361993,0.0001433502329746,8.697658631717786e-05,7.98834880697541e-05,9606.ENSP00000428895,0
9606.ENSP00000446252,9.63760248851031e-05,8.233921835198998e-05,7.894197915447876e-05,9606.ENSP00000428895,0
9606.ENSP00000417190,9.72236884990707e-05,8.433653420070186e-05,7.955094770295545e-05,9606.ENSP00000428895,0
9606.ENSP00000072869,0.0001874417939689,0.0001032639702316,8.326847455464303e-05,9606.ENSP00000428895,0
9606.ENSP00000342254,0.0,0.0,0.0,9606.ENSP00000428895,0
9606.ENSP00000306887,0.0001676709944149,9.947414218913764e-05,8.301759953610599e-05,9606.ENSP00000428895,0
9606.ENSP00000402661,0.0001854766887845,9.64127539191395e-05,8.178461575880647e-05,9606.ENSP00000428895,0
9606.ENSP00000478212,8.497035742038861e-05,8.069720934145153e-05,7.851526606827974e-05,9606.ENSP00000428895,0
9606.ENSP00000261434,0.0001210817426908,9.202015644405036e-05,8.177805284503847e-05,9606.ENSP00000428895,0
9606.ENSP00000006658,0.000131220658659,8.592628000769764e-05,7.959347567521036e-05,9606.ENSP00000428895,1
9606.ENSP00000369383,0.0001944475952768,9.186241368297487e-05,8.03411821834743e-05,9606.ENSP00000428895,0
9606.ENSP00000269980,0.0001302108576055,8.502500713802874e-05,7.9511315561831e-05,9606.ENSP00000428895,0
9606.ENSP00000313877,0.000102244928712,8.332583092851564e-05,7.928042759886011e-05,9606.ENSP00000428895,0
9606.ENSP00000338034,0.0002358402998652,0.0001035621389746,8.233914559241384e-05,9606.ENSP00000428895,0
9606.ENSP00000402038,8.017549407668412e-05,8.21947687654756e-05,7.938153430586681e-05,9606.ENSP00000428895,0
9606.ENSP00000263035,0.0001547297142678,8.612334204372019e-05,7.910311978776008e-05,9606.ENSP00000428895,0
9606.ENSP00000363899,5.987691838527098e-05,7.505276153096929e-05,7.786069181747735e-05,9606.ENSP00000428895,0
9606.ENSP00000371362,0.0001046832185238,8.924119174480438e-05,8.105445158435032e-05,9606.ENSP00000428895,0
9606.ENSP00000323678,0.0001021224743453,8.622247696621343e-05,7.999622175702825e-05,9606.ENSP00000428895,0
9606.ENSP00000445446,2.186985148000531e-05,3.3201766200363636e-05,4.138653457630426e-05,9606.ENSP00000428895,0
9606.ENSP00000215882,0.0001202044295496,8.402334788115695e-05,7.927515980554745e-05,9606.ENSP00000428895,0
9606.ENSP00000363873,0.0001296896516578,8.671325485920534e-05,7.80908449087292e-05,9606.ENSP00000428895,1
9606.ENSP00000224807,0.0001214692965731,8.324800000991672e-05,7.879824988776818e-05,9606.ENSP00000428895,0
9606.ENSP00000346954,0.0001135696657001,9.130843682214618e-05,8.224855264415964e-05,9606.ENSP00000428895,0
9606.ENSP00000379999,0.0001754141121637,8.776206959737465e-05,7.977875065989792e-05,9606.ENSP00000428895,0
9606.ENSP00000274813,9.64728751569055e-05,8.162427548086271e-05,7.839530007913709e-05,9606.ENSP00000428895,0
9606.ENSP00000358840,0.0001904971140902,8.799886563792825e-05,7.966354314703494e-05,9606.ENSP00000428895,0
9606.ENSP00000273158,5.0702095904853195e-05,6.478919385699555e-05,7.066617399686947e-05,9606.ENSP00000428895,0
9606.ENSP00000358510,0.0001748997310642,0.0001123938345699,8.78152422956191e-05,9606.ENSP00000428895,0
9606.ENSP00000430025,8.511412306688726e-05,8.761316712480038e-05,8.340360363945365e-05,9606.ENSP00000428895,0
9606.ENSP00000229379,0.0002850354358088,9.496409620624036e-05,8.078646351350471e-05,9606.ENSP00000428895,0
9606.ENSP00000377617,8.59311330714263e-05,8.320590131916106e-05,7.951876614242792e-05,9606.ENSP00000428895,0
9606.ENSP00000267436,0.0001021939679048,9.120671893469988e-05,8.32162331789732e-05,9606.ENSP00000428895,0
9606.ENSP00000372191,9.4157388957683e-05,8.17115796962753e-05,7.880936755100265e-05,9606.ENSP00000339720,1
9606.ENSP00000325562,0.0001455502497265,8.75100158737041e-05,7.994275074452162e-05,9606.ENSP00000339720,0
9606.ENSP00000363419,4.0711176552576944e-05,5.772860095021315e-05,6.629604467889294e-05,9606.ENSP00000339720,0
9606.ENSP00000310547,0.0001473502052249,9.141355258179829e-05,8.072129276115447e-05,9606.ENSP00000339720,0
9606.ENSP00000292147,0.0001014900481095,8.347161929123104e-05,7.931696745799854e-05,9606.ENSP00000339720,0
9606.ENSP00000379563,0.0001020527561195,8.178686402970925e-05,7.859375182306394e-05,9606.ENSP00000339720,0
9606.ENSP00000407560,2.5199462470482104e-05,4.364964843261987e-05,5.525236338144168e-05,9606.ENSP00000339720,0
9606.ENSP00000360541,0.000128362851683,8.488877210766077e-05,7.949923747219145e-05,9606.ENSP00000339720,0
9606.ENSP00000263774,0.0001383320923196,8.561455615563318e-05,7.950962753966451e-05,9606.ENSP00000339720,0
9606.ENSP00000357535,9.16889839572832e-05,8.151096699293703e-05,7.870083936722949e-05,9606.ENSP00000339720,0
9606.ENSP00000346173,0.0001003207216854,8.28252304927446e-05,7.905744132585824e-05,9606.ENSP00000339720,0
9606.ENSP00000346255,8.492176857544109e-05,8.067768794717267e-05,7.849531539250165e-05,9606.ENSP00000339720,0
