protein,RNA line ab,RNA type ab,binary_RNA line ab,binary_RNA type ab,one_hot_0,one_hot_1,one_hot_2,one_hot_3
9606.ENSP00000363400,8.3,18.4,1,1,0,0,1,0
9606.ENSP00000363398,0.1,0,1,0,0,1,0,0
9606.ENSP00000363394,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000343412,40.8,21.2,1,1,0,1,0,0
9606.ENSP00000363390,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000288912,0.3,2.4,1,1,0,0,1,0
9606.ENSP00000288937,56.3,37.7,1,1,0,0,1,0
9606.ENSP00000288943,0,4.5,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000288955,0,0.5,0,1,0,1,0,0
9606.ENSP00000363339,11,2.4,1,1,0,1,0,0
9606.ENSP00000299481,0,0.1,0,1,1,0,0,0
9606.ENSP00000477817,2.9,1.5,1,1,0,0,1,0
9606.ENSP00000314500,0,1.4,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000417273,23.7,35.1,1,1,0,0,1,0
9606.ENSP00000289004,364,1601.8,1,1,0,0,0,1
9606.ENSP00000289013,0.3,0.6,1,1,1,0,0,0
9606.ENSP00000367595,47,66.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000344233,0.1,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000364382,8.4,12.5,1,1,0,0,0,1
9606.ENSP00000368727,0,41.8,0,1,1,0,0,0
9606.ENSP00000362991,14.4,3.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000366275,8.7,2.5,1,1,1,0,0,0
9606.ENSP00000362978,10,8.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332148,1,0,1,0,1,0,0,0
9606.ENSP00000289373,0.2,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000289081,9.3,39,1,1,0,0,1,0
9606.ENSP00000289104,18,2.3,1,1,0,0,0,1
9606.ENSP00000483313,35.6,43,1,1,0,0,1,0
9606.ENSP00000289119,35.5,28.3,1,1,1,0,0,0
9606.ENSP00000374218,0.7,0,1,0,1,0,0,0
9606.ENSP00000342805,32.8,9.2,1,1,0,0,1,0
9606.ENSP00000289166,1.6,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000402460,0,0,0,0,1,0,0,0
9606.ENSP00000383115,0,0.4,0,1,1,0,0,0
9606.ENSP00000367173,2.4,2.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000384109,22.8,15,1,1,0,1,0,0
9606.ENSP00000367125,0.4,31.7,1,1,1,0,0,0
9606.ENSP00000279027,89.2,18,1,1,1,0,0,0
9606.ENSP00000437872,0.6,6.9,1,1,1,0,0,0
9606.ENSP00000289248,7.1,0,1,0,1,0,0,0
9606.ENSP00000344087,0.4,25.6,1,1,0,1,0,0
9606.ENSP00000365188,0.2,0.4,1,1,0,0,1,0
9606.ENSP00000289316,13.4,32.1,1,1,0,0,0,1
9606.ENSP00000321656,21.6,0.4,1,1,1,0,0,0
9606.ENSP00000244537,3.5,0.4,1,1,0,0,1,0
9606.ENSP00000289359,36.9,37.2,1,1,0,1,0,0
9606.ENSP00000289371,131,518.1,1,1,0,0,0,1
9606.ENSP00000364476,0.5,0.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000472749,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000289388,0.1,0.2,1,1,1,0,0,0
9606.ENSP00000289382,100.3,31.2,1,1,1,0,0,0
9606.ENSP00000360806,0,5.1,0,1,1,0,0,0
9606.ENSP00000483872,9.2,16,1,1,1,0,0,0
9606.ENSP00000354910,0,0,0,0,1,0,0,0
9606.ENSP00000315931,8.1,5,1,1,1,0,0,0
9606.ENSP00000360776,39.4,20.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000357153,0,4.7,0,1,1,0,0,0
9606.ENSP00000289429,0,0,0,0,1,0,0,0
9606.ENSP00000416799,16.6,7,1,1,0,0,1,0
9606.ENSP00000357152,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000357150,0,0,0,0,0,0,1,0
9606.ENSP00000261383,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000357149,0,0,0,0,0,1,0,0
9606.ENSP00000289448,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000222481,0,0,0,0,1,0,0,0
9606.ENSP00000289473,0.6,0.1,1,1,1,0,0,0
9606.ENSP00000420237,0.7,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000364293,23,27.4,1,1,1,0,0,0
9606.ENSP00000405514,7.5,1.4,1,1,0,1,0,0
9606.ENSP00000416951,53.6,11.3,1,1,0,0,0,1
9606.ENSP00000289528,40.5,40.4,1,1,0,0,1,0
9606.ENSP00000392726,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000337972,40.2,1.7,1,1,0,0,0,1
9606.ENSP00000320130,0.1,0.4,1,1,1,0,0,0
9606.ENSP00000364145,2.7,13.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332369,0.1,0.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000404042,68.8,56.6,1,1,0,0,1,0
9606.ENSP00000356156,18.4,38.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000402346,19.2,4.4,1,1,0,0,1,0
9606.ENSP00000433205,8.2,7.1,1,1,0,1,0,0
9606.ENSP00000289619,0.1,4.8,1,1,1,0,0,0
9606.ENSP00000380184,26.7,57.3,1,1,0,1,0,0
9606.ENSP00000289672,0.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000354305,3.9,0.6,1,1,0,1,0,0
9606.ENSP00000357076,49.9,64.5,1,1,1,0,0,0
9606.ENSP00000350681,11.5,25.7,1,1,0,1,0,0
9606.ENSP00000289707,0,0.2,0,1,1,0,0,0
9606.ENSP00000356113,5,6.5,1,1,1,0,0,0
9606.ENSP00000357087,0,260.9,0,1,0,0,1,0
9606.ENSP00000326095,22,3.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000289749,41.9,0.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000289753,0,0,0,0,1,0,0,0
9606.ENSP00000357008,0,0.2,0,1,1,0,0,0
9606.ENSP00000357005,48.5,57.1,1,1,0,0,1,0
9606.ENSP00000357000,18.1,0.1,1,1,0,1,0,0
9606.ENSP00000364243,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000289805,20.9,6.6,1,1,0,0,1,0
9606.ENSP00000356988,18.8,69.4,1,1,0,0,1,0
9606.ENSP00000356985,22,10,1,1,0,0,1,0
9606.ENSP00000415836,5.8,9,1,1,0,1,0,0
9606.ENSP00000381032,38.4,0.5,1,1,1,0,0,0
9606.ENSP00000363680,14.2,1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000352414,0.8,0.1,1,1,1,0,0,0
9606.ENSP00000364220,0,0,0,0,1,0,0,0
9606.ENSP00000364212,20.4,136.8,1,1,0,1,0,0
9606.ENSP00000364204,15.6,100.7,1,1,0,0,1,0
9606.ENSP00000480428,35.7,11.5,1,1,1,0,0,0
9606.ENSP00000427866,95.6,12.6,1,1,0,1,0,0
9606.ENSP00000356975,1,1.2,1,1,0,1,0,0
9606.ENSP00000289921,4,11.6,1,1,0,0,1,0
9606.ENSP00000356972,141.1,231.4,1,1,0,0,1,0
9606.ENSP00000289932,5.2,0.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000289902,10.4,18.2,1,1,1,0,0,0
9606.ENSP00000356969,16913.2,52487.7,1,1,1,0,0,0
9606.ENSP00000356967,21.2,5.8,1,1,1,0,0,0
9606.ENSP00000432943,24.7,1.6,1,1,1,0,0,0
9606.ENSP00000361735,0,0,0,0,1,0,0,0
9606.ENSP00000310670,176.7,8.3,1,1,0,0,1,0
9606.ENSP00000290015,0,0,0,0,1,0,0,0
9606.ENSP00000290039,0,1.4,0,1,0,0,1,0
9606.ENSP00000427421,22.1,38.9,1,1,1,0,0,0
9606.ENSP00000296859,8.7,4.3,1,1,0,0,1,0
9606.ENSP00000345259,29.1,39.9,1,1,1,0,0,0
9606.ENSP00000290130,45.5,6.8,1,1,1,0,0,0
9606.ENSP00000299626,58.1,41.2,1,1,0,0,0,1
9606.ENSP00000313034,54.2,98.5,1,1,0,0,1,0
9606.ENSP00000290155,48.9,20.5,1,1,1,0,0,0
9606.ENSP00000409667,2.8,3.4,1,1,1,0,0,0
9606.ENSP00000328992,17.4,9.4,1,1,0,0,0,1
9606.ENSP00000343957,20.8,15.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000290208,101.9,15.8,1,1,0,0,1,0
9606.ENSP00000290219,22.9,27.8,1,1,0,0,1,0
9606.ENSP00000371253,76.7,18.1,1,1,0,1,0,0
9606.ENSP00000348984,93.7,342.3,1,1,0,0,1,0
9606.ENSP00000307143,35.9,4.6,1,1,1,0,0,0
9606.ENSP00000358142,2.3,0.1,1,1,1,0,0,0
9606.ENSP00000375829,78.3,7.5,1,1,0,1,0,0
9606.ENSP00000290271,0,0,0,0,1,0,0,0
9606.ENSP00000354488,0.8,0,1,0,1,0,0,0
9606.ENSP00000356275,52,30.1,1,1,1,0,0,0
9606.ENSP00000290294,0.2,0,1,0,0,1,0,0
9606.ENSP00000290295,0,0,0,0,1,0,0,0
9606.ENSP00000363770,0,5.5,0,1,1,0,0,0
9606.ENSP00000290310,0,0,0,0,1,0,0,0
9606.ENSP00000377033,633.3,569.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000370527,26.4,184.6,1,1,1,0,0,0
9606.ENSP00000354201,94.1,27.4,1,1,1,0,0,0
9606.ENSP00000290363,0.1,4,1,1,0,1,0,0
9606.ENSP00000421380,105.5,78.1,1,1,0,0,1,0
9606.ENSP00000290332,0,0,0,0,1,0,0,0
9606.ENSP00000361392,0.8,1.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000300305,9.6,3.8,1,1,1,0,0,0
9606.ENSP00000290341,94.1,0,1,0,1,0,0,0
9606.ENSP00000350005,5.4,0,1,0,1,0,0,0
9606.ENSP00000290349,45.6,336.8,1,1,0,0,0,1
9606.ENSP00000290354,0.2,0.3,1,1,0,0,1,0
9606.ENSP00000290374,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000290378,0,0.1,0,1,1,0,0,0
9606.ENSP00000383333,10,15.6,1,1,0,0,1,0
9606.ENSP00000315700,12.7,0.5,1,1,1,0,0,0
9606.ENSP00000382090,1.9,18.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000290399,0.5,0,1,0,0,0,1,0
9606.ENSP00000382071,7.1,16.1,1,1,0,0,1,0
9606.ENSP00000290438,0,0.5,0,1,1,0,0,0
9606.ENSP00000354080,0.3,1.4,1,1,1,0,0,0
9606.ENSP00000403323,3,2.4,1,1,1,0,0,0
9606.ENSP00000312250,29.1,19.6,1,1,0,1,0,0
9606.ENSP00000478828,83.1,781.7,1,1,0,0,1,0
9606.ENSP00000290472,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000364597,0,0.9,0,1,1,0,0,0
9606.ENSP00000341785,90.5,59.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000356218,21,37,1,1,0,0,1,0
9606.ENSP00000357879,309.4,145.4,1,1,0,1,0,0
9606.ENSP00000327214,26.2,3.3,1,1,0,0,0,1
9606.ENSP00000290536,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000290541,404.5,164.4,1,1,0,0,1,0
9606.ENSP00000290552,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000290551,17.6,4.7,1,1,1,0,0,0
9606.ENSP00000428864,0,6.7,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000290573,66.3,0.3,1,1,1,0,0,0
9606.ENSP00000438615,3.2,1166.1,1,1,1,0,0,0
9606.ENSP00000290583,0.1,0,1,0,0,1,0,0
9606.ENSP00000364490,111.1,327.3,1,1,0,0,0,1
9606.ENSP00000290607,1.6,1.2,1,1,0,1,0,0
9606.ENSP00000357804,5.4,22,1,1,0,0,1,0
9606.ENSP00000480484,0,0.3,0,1,1,0,0,0
9606.ENSP00000357769,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000290650,6.9,8,1,1,1,0,0,0
9606.ENSP00000290649,72.1,135.5,1,1,0,0,1,0
9606.ENSP00000290663,75.6,31.2,1,1,0,0,1,0
9606.ENSP00000389466,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000290691,0.7,0.2,1,1,1,0,0,0
9606.ENSP00000357737,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000290722,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000290759,4.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000443176,38.6,33.6,1,1,0,0,0,1
9606.ENSP00000432172,0,1.2,0,1,1,0,0,0
9606.ENSP00000347224,43.3,78.3,1,1,0,0,1,0
9606.ENSP00000351990,134.9,24.4,1,1,0,0,1,0
9606.ENSP00000361095,43.6,12.9,1,1,1,0,0,0
9606.ENSP00000342981,0,0,0,0,1,0,0,0
9606.ENSP00000353942,5.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000290866,0,0.4,0,1,1,0,0,0
9606.ENSP00000290871,0,0.7,0,1,1,0,0,0
9606.ENSP00000373073,0.7,53.5,1,1,0,0,1,0
9606.ENSP00000361001,8.9,51.9,1,1,0,0,1,0
9606.ENSP00000483599,25.7,44.9,1,1,1,0,0,0
9606.ENSP00000290913,28.3,6.8,1,1,0,0,1,0
9606.ENSP00000290921,188.8,73.1,1,1,0,1,0,0
9606.ENSP00000329943,0,0,0,0,1,0,0,0
9606.ENSP00000462435,1.2,0.1,1,1,1,0,0,0
9606.ENSP00000340299,0.8,2.7,1,1,0,0,1,0
9606.ENSP00000290949,81.8,53.3,1,1,1,0,0,0
9606.ENSP00000290953,0.4,0,1,0,1,0,0,0
9606.ENSP00000290974,0.2,2.9,1,1,0,1,0,0
9606.ENSP00000334958,1.8,0,1,0,0,1,0,0
9606.ENSP00000384117,0,3,0,1,1,0,0,0
9606.ENSP00000291009,0,0,0,0,1,0,0,0
9606.ENSP00000410603,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000339381,13.8,25.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000291041,28.4,16.9,1,1,0,0,1,0
9606.ENSP00000324422,45.7,29.6,1,1,1,0,0,0
9606.ENSP00000303909,0.4,0.7,1,1,0,0,1,0
9606.ENSP00000367185,0,0,0,0,1,0,0,0
9606.ENSP00000249064,34.4,37.6,1,1,0,1,0,0
9606.ENSP00000409318,2.1,2.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000414964,19.3,82.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000375822,4.1,1.1,1,1,1,0,0,0
9606.ENSP00000341083,2.7,3.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000251269,0.6,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000375820,1.5,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000291182,3.5,2,1,1,1,0,0,0
9606.ENSP00000379839,18.5,102,1,1,0,0,1,0
9606.ENSP00000291232,0.3,0.2,1,1,1,0,0,0
9606.ENSP00000291231,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000385720,28.1,81.2,1,1,1,0,0,0
9606.ENSP00000291294,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000291295,479,128.4,1,1,1,0,0,0
9606.ENSP00000366237,28.1,32.7,1,1,0,1,0,0
9606.ENSP00000413017,4.2,0.5,1,1,1,0,0,0
9606.ENSP00000442291,2.7,0.3,1,1,1,0,0,0
9606.ENSP00000309792,5.5,6.8,1,1,0,0,1,0
9606.ENSP00000344816,26.3,50.4,1,1,1,0,0,0
9606.ENSP00000362609,2.3,4.7,1,1,0,0,1,0
9606.ENSP00000311766,24.7,6.1,1,1,0,0,1,0
9606.ENSP00000291386,159,140.6,1,1,0,0,1,0
9606.ENSP00000383719,49.9,28.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000446335,17,7.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000362570,1,1.9,1,1,1,0,0,0
9606.ENSP00000402505,0,0.4,0,1,1,0,0,0
9606.ENSP00000291442,48.2,127.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000377971,1.3,0.1,1,1,1,0,0,0
9606.ENSP00000291458,133,56.2,1,1,0,0,1,0
9606.ENSP00000333255,25.8,38.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000240874,11.7,21.5,1,1,0,1,0,0
9606.ENSP00000291495,0.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000354995,0,1.3,0,1,0,0,1,0
9606.ENSP00000430690,4.2,4.5,1,1,1,0,0,0
9606.ENSP00000291526,0,5.9,0,1,1,0,0,0
9606.ENSP00000291527,1.4,1.5,1,1,1,0,0,0
9606.ENSP00000291532,0.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000317327,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000291536,0.1,1.6,1,1,1,0,0,0
9606.ENSP00000344648,0.2,4.4,1,1,1,0,0,0
9606.ENSP00000291539,7.8,0.6,1,1,1,0,0,0
9606.ENSP00000381266,37.3,6.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000346196,9.8,364.7,1,1,0,0,1,0
9606.ENSP00000291547,4.1,8.1,1,1,1,0,0,0
9606.ENSP00000381231,60,2.6,1,1,0,0,1,0
9606.ENSP00000291552,152.5,4.2,1,1,0,0,1,0
9606.ENSP00000291554,34.7,0,1,0,1,0,0,0
9606.ENSP00000291560,1.5,0.3,1,1,1,0,0,0
9606.ENSP00000339145,42.8,15.1,1,1,0,0,1,0
9606.ENSP00000291565,30,45.5,1,1,0,1,0,0
9606.ENSP00000377192,168.8,0.7,1,1,1,0,0,0
9606.ENSP00000291568,334.6,514.6,1,1,1,0,0,0
9606.ENSP00000417464,26.9,16.5,1,1,1,0,0,0
9606.ENSP00000381140,65.7,72.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000291574,5.1,12.7,1,1,0,1,0,0
9606.ENSP00000399588,1.6,0.1,1,1,0,0,1,0
9606.ENSP00000291577,49.4,9.1,1,1,0,0,0,1
9606.ENSP00000339477,2.4,2.7,1,1,0,0,1,0
9606.ENSP00000291582,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000461425,5.7,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000291592,14.5,24.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000380948,6.7,10.9,1,1,1,0,0,0
9606.ENSP00000291634,74.5,59.2,1,1,0,0,1,0
9606.ENSP00000361120,12.3,3.1,1,1,0,1,0,0
9606.ENSP00000291670,99.1,369,1,1,0,0,0,1
9606.ENSP00000291672,5,0.2,1,1,1,0,0,0
9606.ENSP00000380837,67.5,128.9,1,1,0,0,0,1
9606.ENSP00000360916,42.9,40.5,1,1,1,0,0,0
9606.ENSP00000380820,32.6,17.8,1,1,0,1,0,0
9606.ENSP00000291691,4.9,1.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000352572,9.4,8.4,1,1,1,0,0,0
9606.ENSP00000392066,11.1,11.3,1,1,1,0,0,0
9606.ENSP00000291700,0.1,0.2,1,1,1,0,0,0
9606.ENSP00000380759,59,39.4,1,1,1,0,0,0
9606.ENSP00000291715,9.9,18.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000380315,0.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000360997,0.9,1.7,1,1,1,0,0,0
9606.ENSP00000440832,5,38.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000360966,7.6,0.5,1,1,0,0,1,0
9606.ENSP00000480218,16,13.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000291744,0,12.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000395281,17.6,2.2,1,1,0,1,0,0
9606.ENSP00000263598,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000478345,8.3,1.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000392828,2.2,0,1,0,0,0,1,0
9606.ENSP00000463159,15.8,3.8,1,1,0,1,0,0
9606.ENSP00000291823,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000362392,1.1,0.1,1,1,1,0,0,0
9606.ENSP00000362381,9,7.2,1,1,1,0,0,0
9606.ENSP00000362235,21.1,1.1,1,1,0,1,0,0
9606.ENSP00000291842,29.8,10.1,1,1,0,0,1,0
9606.ENSP00000391121,15.4,6.5,1,1,0,0,1,0
9606.ENSP00000291900,14.4,10.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000361748,44.2,51.8,1,1,0,0,1,0
9606.ENSP00000291906,20.5,0.3,1,1,0,0,1,0
9606.ENSP00000263373,0,0.3,0,1,1,0,0,0
9606.ENSP00000310649,1,0.7,1,1,1,0,0,0
9606.ENSP00000467266,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000291934,6.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000301295,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000361338,2.4,0.1,1,1,1,0,0,0
9606.ENSP00000261716,11.6,26.3,1,1,0,0,0,1
9606.ENSP00000292035,24.7,5.6,1,1,0,0,1,0
9606.ENSP00000470082,14.1,8.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000364449,11.8,19.9,1,1,0,0,0,1
9606.ENSP00000278949,6.5,7.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000348635,2.9,1.7,1,1,1,0,0,0
9606.ENSP00000268766,12.7,6.5,1,1,0,0,1,0
9606.ENSP00000292090,31.4,16.5,1,1,0,0,0,1
9606.ENSP00000325917,14.8,23.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000467423,119.8,22.5,1,1,0,0,1,0
9606.ENSP00000431445,0.2,2.2,1,1,1,0,0,0
9606.ENSP00000292169,360.5,6.2,1,1,1,0,0,0
9606.ENSP00000357679,59.3,43.6,1,1,0,0,1,0
9606.ENSP00000292174,0,0,0,0,1,0,0,0
9606.ENSP00000406286,14.4,22.8,1,1,1,0,0,0
9606.ENSP00000292180,27.5,26.3,1,1,0,0,1,0
9606.ENSP00000401303,136.4,38.5,1,1,0,1,0,0
9606.ENSP00000481126,16.9,6.5,1,1,1,0,0,0
9606.ENSP00000387334,10.9,8.4,1,1,0,1,0,0
9606.ENSP00000357459,59.2,87.7,1,1,0,1,0,0
9606.ENSP00000357470,16.9,87.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000292211,32.5,32.5,1,1,1,0,0,0
9606.ENSP00000357461,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000357622,15,10.5,1,1,1,0,0,0
9606.ENSP00000292246,17.1,9.7,1,1,0,0,0,1
9606.ENSP00000349078,309.9,330.5,1,1,0,0,1,0
9606.ENSP00000357336,24.5,7.1,1,1,0,0,1,0
9606.ENSP00000354958,13.4,6.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000338330,1.4,0.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000357256,93,76.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000407560,17.7,31.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000357283,224.1,95.3,1,1,0,0,0,1
9606.ENSP00000292303,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000415034,11.2,1.4,1,1,1,0,0,0
9606.ENSP00000292314,136.3,59.9,1,1,0,1,0,0
9606.ENSP00000321999,0,0.5,0,1,1,0,0,0
9606.ENSP00000357292,42.6,16.1,1,1,1,0,0,0
9606.ENSP00000379210,0.3,2.2,1,1,1,0,0,0
9606.ENSP00000292330,15.2,15.4,1,1,1,0,0,0
9606.ENSP00000396441,54.3,46.8,1,1,1,0,0,0
9606.ENSP00000336661,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000357167,0,0.1,0,1,1,0,0,0
9606.ENSP00000292401,117.4,4265.3,1,1,1,0,0,0
9606.ENSP00000292408,280,23.6,1,1,0,0,1,0
9606.ENSP00000337915,0.3,2605.9,1,1,0,0,0,1
9606.ENSP00000480571,5.4,33.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000292431,83.8,16.6,1,1,0,1,0,0
9606.ENSP00000292427,0,0,0,0,1,0,0,0
9606.ENSP00000292432,0,0,0,0,1,0,0,0
9606.ENSP00000292430,0.2,0,1,0,1,0,0,0
9606.ENSP00000465617,33.9,75,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000337363,11,11.7,1,1,0,1,0,0
9606.ENSP00000292476,47.4,9.4,1,1,1,0,0,0
9606.ENSP00000428572,45.2,302.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000366565,0,152.4,0,1,1,0,0,0
9606.ENSP00000386239,18.1,10.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000292513,0.1,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000467083,13.1,73,1,1,0,0,1,0
9606.ENSP00000482313,41.3,0.3,1,1,1,0,0,0
9606.ENSP00000292524,8.5,8.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000292530,1.5,1.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000318234,6.3,2.8,1,1,1,0,0,0
9606.ENSP00000292539,8.4,232.1,1,1,1,0,0,0
9606.ENSP00000366534,0.2,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000348752,10.4,0.5,1,1,0,0,1,0
9606.ENSP00000292566,6.1,7.3,1,1,1,0,0,0
9606.ENSP00000292574,0,0,0,0,1,0,0,0
9606.ENSP00000440273,0.8,0.8,1,1,0,0,1,0
9606.ENSP00000292586,2.3,6.5,1,1,0,0,1,0
9606.ENSP00000374455,171.7,304.8,1,1,0,1,0,0
9606.ENSP00000338487,71.4,79,1,1,0,1,0,0
9606.ENSP00000262584,2001.2,1524.1,1,1,0,0,1,0
9606.ENSP00000292599,0,8.4,0,1,0,1,0,0
9606.ENSP00000345968,1,133.9,1,1,1,0,0,0
9606.ENSP00000292616,15.1,11,1,1,1,0,0,0
9606.ENSP00000321927,0.2,0.7,1,1,0,0,1,0
9606.ENSP00000407112,2.1,17.3,1,1,0,1,0,0
9606.ENSP00000292641,0,0.8,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000391211,80.9,61.3,1,1,0,0,1,0
9606.ENSP00000292672,0.3,0.9,1,1,1,0,0,0
9606.ENSP00000347583,34.4,19.4,1,1,1,0,0,0
9606.ENSP00000414922,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000292778,9.7,18.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000292779,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000316054,31.3,15.2,1,1,0,0,0,1
9606.ENSP00000292807,262.4,87.8,1,1,0,1,0,0
9606.ENSP00000411471,29.8,17.4,1,1,0,1,0,0
9606.ENSP00000292823,41.2,34,1,1,0,0,1,0
9606.ENSP00000292853,0.8,3.5,1,1,1,0,0,0
9606.ENSP00000342012,40,3.6,1,1,1,0,0,0
9606.ENSP00000292879,3.5,13.8,1,1,0,0,1,0
9606.ENSP00000376184,33,116.6,1,1,0,0,0,1
9606.ENSP00000368190,0,0,0,0,1,0,0,0
9606.ENSP00000292894,3.9,2.6,1,1,1,0,0,0
9606.ENSP00000292907,0.3,4.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000292928,3.2,0.3,1,1,0,0,1,0
9606.ENSP00000270115,0,0.3,0,1,1,0,0,0
9606.ENSP00000323927,0.1,0.2,1,1,0,0,1,0
